Other Noncash Items,410.00M,247.00M,147.00M,225.00M,66.00M,-10.00M,134.00M,-23.00M,50.00M,-3.00M,827.00M,76.00M,-111.00M,38.00M,65.00M,-304.00M,-345.00M,23.00M,-269.00M,110.00M,41.00M,-17.00M,124.00M,52.00M,-42.00M,78.00M,598.00M,79.00M,-412.00M,85.00M,129.00M,146.00M,391.00M,-67.00M,65.00M,115.00M,202.00M,120.00M,-121.00M,169.00M,158.00M,117.00M,8.00M,43.00M,547.00M,171.00M,6.00M,72.00M,336.00M,-152.00M,19.00M,384.00M,180.00M,137.00M,561.00M,258.00M,375.00M,5.00M,-95.00M,-69.00M,785.00M,47.00M,-134.00M,-58.00M,-54.00M,-30.00M,-27.00M,-74.00M,-89.00M,171.00M,-36.00M,-55.00M,-212.00M,142.00M,-35.00M,-42.00M,283.00M,-36.00M,-30.00M,-47.00M,419.00M,-48.00M,-15.00M,-81.00M,237.00M,-32.00M,-113.00M,-326.00M,673.00M,-28.00M,-64.00M,85.00M,146.00M,188.00M,-105.00M,5.00M,-98.00M,-40.00M,258.00M,-32.00M,-53.00M,-86.00M,-37.00M,-52.00M,-262.00M,-239.00M,-48.00M,-78.00M,507.00M,-27.00M,-5.00M,25.00M,-123.00M,-36.00M,-9.00M,7.00M,-74.00M,1.00M,-4.00M,-15.00M
Change in Other Current Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.00M,86.00M,-217.00M,,354.00M,-65.00M,-384.00M,-147.00M,252.00M,43.00M,-135.00M,-226.00M,149.00M,-53.00M,80.00M,-137.00M,505.00M,-189.00M,-56.00M,-216.00M,204.00M,-7.00M,-41.00M,-140.00M,57.00M,-82.00M,-78.00M,40.00M,540.00M,-157.00M,-52.00M,-292.00M,72.00M,185.00M,-38.00M,-339.00M,862.00M,-329.00M,-68.00M,-366.00M
Change in Other Working Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.00M,-822.00M,,,846.00M,-498.00M,-265.00M,-83.00M,495.00M,-57.00M,-586.00M,148.00M,155.00M,-27.00M,-99.00M,-29.00M,155.00M,156.00M,-528.00M,68.00M,13.00M,-49.00M,54.00M,-18.00M,26.00M,52.00M,155.00M,-233.00M,-78.00M,332.00M,-218.00M,-36.00M,36.00M,72.00M,8.00M,-116.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Working Capital,-435.00M,2.148B,242.00M,-884.00M,548.00M,-149.00M,-232.00M,-688.00M,-48.00M,9.00M,81.00M,-535.00M,77.00M,51.00M,-195.00M,-316.00M,58.00M,16.00M,-399.00M,-555.00M,1.121B,-267.00M,204.00M,-252.00M,-39.00M,218.00M,73.00M,-228.00M,91.00M,-513.00M,209.00M,-359.00M,297.00M,-4.00M,504.00M,-629.00M,244.00M,23.00M,191.00M,113.00M,-294.00M,-271.00M,-77.00M,-478.00M,718.00M,-159.00M,-642.00M,-21.00M,194.00M,-498.00M,-265.00M,-83.00M,-50.00M,-57.00M,-586.00M,148.00M,11.00M,-27.00M,-99.00M,-29.00M,-215.00M,156.00M,-528.00M,68.00M,55.00M,-49.00M,54.00M,-18.00M,-315.00M,52.00M,155.00M,-233.00M,-30.00M,332.00M,-218.00M,-36.00M,144.00M,72.00M,8.00M,-116.00M,255.00M,86.00M,-217.00M,,124.00M,-65.00M,-384.00M,-147.00M,-140.00M,43.00M,-135.00M,-226.00M,247.00M,-53.00M,80.00M,-137.00M,470.00M,-189.00M,-56.00M,-216.00M,75.00M,-7.00M,-41.00M,-140.00M,187.00M,-82.00M,-78.00M,40.00M,458.00M,-157.00M,-52.00M,-292.00M,26.00M,185.00M,-38.00M,-339.00M,702.00M,-329.00M,-68.00M,-366.00M
Other Cash from Operations,245.00M,-73.00M,,,0.00,0.00,,,,,,,-6.00M,-6.00M,326.00M,550.00M,114.00M,-6.00M,-6.00M,-5.00M,385.00M,564.00M,593.00M,655.00M,2.596B,-29.00M,-9.00M,-9.00M,2.279B,-13.00M,-9.00M,-8.00M,-9.00M,-8.00M,-11.00M,3.00M,82.00M,98.00M,22.00M,8.00M,121.00M,-9.00M,-16.00M,-6.00M,23.00M,-49.00M,-46.00M,95.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Operations,2.009B,2.405B,2.013B,948.00M,2.50B,2.404B,1.756B,1.009B,1.421B,1.086B,1.849B,505.00M,916.00M,650.00M,1.129B,689.00M,965.00M,1.02B,805.00M,561.00M,2.866B,2.638B,2.867B,2.697B,2.992B,3.561B,3.513B,2.712B,2.80B,2.541B,3.193B,2.765B,3.643B,3.074B,3.342B,2.222B,2.822B,2.423B,2.094B,2.227B,1.964B,1.642B,1.421B,780.00M,2.516B,3.105B,2.344B,2.687B,2.474B,1.376B,1.326B,1.622B,1.545B,1.708B,1.079B,2.021B,1.574B,1.41B,1.119B,1.234B,1.167B,1.359B,387.00M,965.00M,812.00M,796.00M,792.00M,674.00M,570.00M,620.00M,721.00M,189.00M,354.00M,903.00M,488.00M,821.00M,703.00M,776.00M,574.00M,348.00M,535.00M,330.00M,117.00M,62.00M,246.00M,94.00M,-68.00M,-192.00M,508.00M,295.00M,311.00M,257.00M,737.00M,504.00M,454.00M,292.00M,597.00M,209.00M,410.00M,285.00M,438.00M,228.00M,133.00M,-39.00M,320.00M,47.00M,100.00M,141.00M,655.00M,73.00M,61.00M,-239.00M,462.00M,143.00M,160.00M,-38.00M,1.133B,104.00M,263.00M,26.00M
Net Change in Capital Expenditures,-2.293B,-1.766B,-1.268B,-1.31B,-1.344B,-1.306B,-1.248B,-1.077B,-1.18B,-892.00M,-764.00M,-763.00M,-779.00M,-596.00M,-602.00M,-854.00M,-1.02B,-1.194B,-1.517B,-2.133B,-2.429B,-2.035B,-2.13B,-1.794B,-657.00M,-2.271B,-2.21B,-2.07B,-145.00M,-2.591B,-2.713B,-2.412B,-2.549B,-2.011B,-1.633B,-1.325B,-1.36B,-1.02B,-792.00M,-768.00M,-596.00M,-747.00M,-767.00M,-1.135B,-6.142B,-1.352B,619.00M,-2.49B,-2.372B,-880.00M,-846.00M,-784.00M,-3.555B,-747.00M,-634.00M,-596.00M,-2.838B,-585.00M,-462.00M,-536.00M,-237.00M,-679.00M,-461.00M,-343.00M,-449.00M,-360.00M,-493.00M,-298.00M,-298.00M,-381.00M,-303.00M,-254.00M,-362.00M,-399.00M,-309.00M,-238.00M,-344.00M,-275.00M,-211.00M,-122.00M,-91.00M,-134.00M,-244.00M,-132.00M,3.294B,-266.00M,-306.00M,-3.796B,-521.00M,-381.00M,-428.00M,-262.00M,-258.00M,-290.00M,-275.00M,-233.00M,-230.00M,-221.00M,-225.00M,-160.00M,-476.00M,-203.00M,-177.00M,-247.00M,-269.00M,-236.00M,-412.00M,-166.00M,-405.00M,-201.00M,-197.00M,-141.00M,-309.00M,-170.00M,-277.00M,-312.00M,-494.00M,-354.00M,-356.00M,-242.00M
Sale of PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00M,47.00M,,,27.00M,-8.00M,8.00M,,509.00M,-63.00M,63.00M,,7.00M,301.00M,674.00M,,185.00M,-53.00M,49.00M,4.00M,2.00M,3.00M,2.00M,2.00M,3.00M,41.00M,25.00M,1.00M,29.00M,11.00M,1.00M,,5.00M,837.00M,10.00M,,250.00M,396.00M,819.00M,23.00M,13.00M,22.00M,15.00M,2.00M,52.00M,97.00M,1.071B,2.158B,10.00M,9.00M,101.00M,,23.00M,229.00M,2.00M,6.00M,304.00M,27.00M,539.00M,64.00M,0.00,6.00M,2.00M,2.00M,-8.00M,58.00M,131.00M,11.00M,214.00M,22.00M,22.00M,174.00M,-1.49B,1.904B,37.00M,36.00M,139.00M,35.00M,99.00M,3.00M
Net Change in PP&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00M,47.00M,64.00M,-64.00M,-1.451B,-3.231B,1.665B,-1.657B,1.497B,-943.00M,-783.00M,-784.00M,-3.548B,-446.00M,40.00M,-596.00M,-2.653B,-638.00M,-413.00M,-532.00M,-235.00M,-676.00M,-459.00M,-341.00M,-446.00M,-319.00M,-468.00M,-297.00M,-269.00M,-370.00M,-302.00M,-254.00M,-357.00M,438.00M,-299.00M,-238.00M,-94.00M,121.00M,608.00M,-99.00M,-78.00M,-112.00M,-229.00M,-130.00M,3.346B,-169.00M,765.00M,-1.638B,-511.00M,-372.00M,-327.00M,-262.00M,-235.00M,-61.00M,-273.00M,-227.00M,74.00M,-194.00M,314.00M,-96.00M,-476.00M,-197.00M,-175.00M,-245.00M,-277.00M,-178.00M,-281.00M,-155.00M,-191.00M,-179.00M,-175.00M,33.00M,-1.799B,1.734B,-240.00M,-276.00M,-355.00M,-319.00M,-257.00M,-239.00M
Net Divestitures (Acquisitions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00M,0.00,0.00,,4.12B,-4.07B,,,1.813B,-1.813B,,,582.00M,-582.00M,,,3.293B,-933.00M,-2.36B,,531.00M,-18.00M,-514.00M,1.00M,2.68B,-992.00M,-28.00M,-1.483B,3.121B,-196.00M,-1.399B,-321.00M,-35.00M,4.00M,-39.00M,-138.00M,-89.00M,-11.00M,-209.00M,-42.00M,-492.00M,77.00M,-72.00M,-5.00M,-46.00M,38.00M,-38.00M,,-13.00M,-1.00M,-3.326B,-375.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.00M,45.00M,,,-17.00M,17.00M,,49.00M,-13.00M,-19.00M,-32.00M,63.00M,-67.00M,33.00M,-20.00M,-17.00M,17.00M,832.00M,424.00M,54.00M,8.00M,-18.00M,-31.00M,-1.087B,776.00M,302.00M,7.00M,-250.00M,130.00M,195.00M,-215.00M,-250.00M,,87.00M,-87.00M,-32.00M,32.00M,-79.00M,79.00M,83.00M,-83.00M,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,80.00M,,-35.00M,35.00M,,,,,,,,
Net Other Investing Changes,1.021B,-23.13B,-20.00M,-105.00M,-162.00M,1.892B,-67.00M,106.00M,227.00M,-23.00M,225.00M,91.00M,-2.29B,-46.00M,-95.00M,217.00M,-104.00M,-35.00M,-166.00M,-73.00M,-2.823B,-88.00M,978.00M,-100.00M,-659.00M,-50.00M,106.00M,-125.00M,-851.00M,-118.00M,-1.034B,-3.00M,-4.986B,3.929B,-962.00M,-2.986B,-4.941B,631.00M,-410.00M,-220.00M,-1.782B,489.00M,-489.00M,,,,,,,,,,,,,,,-56.00M,56.00M,,-38.00M,8.00M,-215.00M,,108.00M,2.00M,-110.00M,,-5.00M,-169.00M,169.00M,,-141.00M,75.00M,-14.00M,-61.00M,14.00M,21.00M,60.00M,-13.00M,793.00M,-4.00M,36.00M,1.442B,-35.00M,30.00M,13.00M,,27.00M,27.00M,-8.00M,,-177.00M,-46.00M,-3.00M,3.00M,-239.00M,-99.00M,37.00M,17.00M,69.00M,69.00M,-2.00M,-50.00M,-9.00M,9.00M,16.00M,-6.00M,-27.00M,23.00M,75.00M,,2.506B,-354.00M,21.00M,-3.00M,25.00M,17.00M,-35.00M,41.00M
Cash from Investing,-1.301B,-25.02B,-1.288B,-1.415B,-1.506B,586.00M,-1.315B,-971.00M,-953.00M,-915.00M,-539.00M,-672.00M,-2.767B,-642.00M,-697.00M,-637.00M,-305.00M,-1.229B,-1.683B,-2.206B,-1.64B,-2.742B,-1.715B,-2.373B,-1.424B,-2.321B,-2.104B,-2.195B,-3.771B,-2.709B,-3.747B,-2.415B,-3.415B,-2.197B,-2.55B,-1.741B,-4.588B,-2.299B,-1.34B,-1.068B,-2.079B,-806.00M,-1.275B,-1.167B,-2.759B,-2.36B,-1.70B,-2.51B,-1.342B,-944.00M,-481.00M,-361.00M,-754.00M,-1.446B,-56.00M,-2.15B,-719.00M,-158.00M,-1.566B,-846.00M,-806.00M,-534.00M,-518.00M,-694.00M,-677.00M,-328.00M,-700.00M,-426.00M,-798.00M,-432.00M,-288.00M,-182.00M,-467.00M,458.00M,-351.00M,-299.00M,-93.00M,141.00M,-2.658B,-487.00M,588.00M,-116.00M,-193.00M,1.312B,-217.00M,-139.00M,778.00M,-1.638B,-484.00M,-345.00M,-335.00M,-262.00M,-372.00M,-107.00M,-276.00M,-224.00M,-115.00M,-293.00M,351.00M,-79.00M,-407.00M,-128.00M,-177.00M,-295.00M,-281.00M,-169.00M,-265.00M,-161.00M,-138.00M,-156.00M,-135.00M,68.00M,700.00M,1.38B,-219.00M,-279.00M,-315.00M,-302.00M,-292.00M,-198.00M
Net Change in Long Term Debt,-1.791B,16.96B,-108.00M,0.00,0.00,0.00,0.00,478.00M,0.00,0.00,0.00,0.00,1.485B,0.00,708.00M,-700.00M,0.00,0.00,1.478B,0.00,0.00,0.00,-46.00M,-61.00M,-624.00M,-66.00M,0.00,0.00,0.00,0.00,1.736B,,0.00,2.111B,0.00,-1.523B,2.584B,-12.00M,-72.00M,-227.00M,7.00M,-691.00M,739.00M,-7.00M,947.00M,16.00M,-29.00M,13.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,,,,,,,,,,,,,,,,,,,,,-1.599B,1.599B,,,,0.00,,,,,,,,-500.00M,-500.00M,1.00B,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Debt Issuance,-1.791B,16.96B,-108.00M,0.00,0.00,0.00,0.00,478.00M,0.00,0.00,0.00,0.00,1.485B,0.00,708.00M,-700.00M,0.00,0.00,1.478B,0.00,-1.599B,1.599B,-46.00M,-61.00M,-624.00M,-66.00M,0.00,0.00,0.00,0.00,1.736B,,0.00,1.611B,-500.00M,-523.00M,2.584B,-12.00M,-72.00M,-227.00M,7.00M,-691.00M,739.00M,-7.00M,967.00M,-4.00M,-29.00M,13.00M,-116.00M,24.00M,-255.00M,-817.00M,-282.00M,7.00M,-643.00M,25.00M,3.00M,-471.00M,-17.00M,-413.00M,-13.00M,-166.00M,,,-36.00M,-9.00M,-105.00M,-184.00M,78.00M,-26.00M,0.00,-3.00M,-138.00M,-842.00M,-212.00M,-207.00M,-673.00M,-631.00M,2.173B,164.00M,-952.00M,-244.00M,-143.00M,-1.323B,-473.00M,305.00M,-324.00M,2.395B,146.90M,-8.90M,116.00M,161.00M,-114.00M,-282.00M,-88.00M,-377.00M,22.00M,-25.00M,-478.00M,-127.00M,96.00M,50.00M,63.00M,-205.00M,108.00M,163.00M,287.00M,-472.00M,-627.00M,315.00M,196.00M,68.00M,-912.00M,-1.672B,89.00M,350.00M,-552.00M,357.00M,189.00M,-265.00M
Common Stock Issuance,18.00M,9.973B,21.00M,16.00M,16.00M,4.00M,3.00M,10.00M,3.00M,9.00M,4.00M,12.00M,4.00M,3.00M,18.00M,11.00M,3.00M,11.00M,4.00M,19.00M,13.00M,4.00M,3.00M,13.00M,3.00M,3.00M,14.00M,10.00M,24.00M,3.00M,43.00M,15.00M,3.00M,42.00M,2.00M,3.00M,3.00M,2.00M,3.00M,2.00M,2.00M,3.00M,3.00M,10.00M,0.00,27.00M,3.00M,2.00M,-23.00M,18.00M,15.00M,7.00M,6.00M,20.00M,13.00M,14.00M,11.00M,61.00M,39.00M,28.00M,49.00M,83.00M,12.00M,101.00M,43.00M,54.00M,82.00M,31.00M,93.00M,14.00M,29.00M,18.00M,8.00M,6.00M,70.00M,6.00M,13.00M,9.00M,3.00M,16.00M,4.00M,-503.00M,6.00M,514.00M,7.00M,10.00M,7.00M,5.00M,5.00M,3.00M,6.00M,7.00M,7.00M,9.00M,3.00M,6.00M,5.00M,7.00M,8.00M,8.00M,11.00M,-11.00M,27.00M,568.00M,8.00M,6.00M,7.00M,573.00M,19.00M,14.00M,15.00M,16.00M,18.00M,16.00M,14.00M,23.00M,19.00M,19.00M,20.00M,598.00M
Common Stock Payments,0.00,0.00,0.00,-237.00M,-340.00M,-811.00M,-97.00M,0.00,-13.00M,-6.00M,-6.00M,,0.00,-7.00M,-8.00M,-7.00M,-7.00M,-50.00M,-329.00M,-207.00M,-417.00M,-507.00M,-630.00M,-946.00M,-879.00M,-36.00M,-22.00M,-6.00M,-379.00M,-52.00M,-137.00M,-15.00M,-115.00M,-116.00M,-30.00M,-13.00M,-56.00M,0.00,-11.00M,0.00,-11.00M,-20.00M,0.00,-9.00M,-24.00M,-627.00M,-424.00M,-436.00M,-219.00M,-358.00M,-231.00M,-321.00M,-185.00M,-318.00M,-794.00M,-176.00M,,,,,0.00,0.00,0.00,-466.00M,-1.00M,0.00,0.00,-1.00M,7.00M,-3.00M,-2.00M,-2.00M,-4.00M,-2.00M,-3.00M,-2.00M,-12.00M,,34.00M,-34.00M,,,,,0.00,-193.00M,-420.00M,-324.00M,,,,,,,,,,,,,,,,,,,,,0.00,-42.00M,,,,,,,,,,
Net Common Equity Issued (Purchased),18.00M,9.973B,21.00M,-221.00M,-324.00M,-807.00M,-94.00M,10.00M,-10.00M,3.00M,-2.00M,12.00M,4.00M,-4.00M,10.00M,4.00M,-4.00M,-39.00M,-325.00M,-188.00M,-404.00M,-503.00M,-627.00M,-933.00M,-876.00M,-33.00M,-8.00M,4.00M,-355.00M,-49.00M,-94.00M,0.00,-112.00M,-74.00M,-28.00M,-10.00M,-53.00M,2.00M,-8.00M,2.00M,-9.00M,-17.00M,3.00M,1.00M,-24.00M,-600.00M,-421.00M,-434.00M,-242.00M,-340.00M,-216.00M,-314.00M,-179.00M,-298.00M,-781.00M,-162.00M,3.00M,61.00M,39.00M,28.00M,49.00M,83.00M,12.00M,-365.00M,42.00M,54.00M,82.00M,30.00M,100.00M,11.00M,27.00M,16.00M,4.00M,4.00M,67.00M,4.00M,1.00M,9.00M,37.00M,-18.00M,4.00M,-503.00M,6.00M,514.00M,7.00M,-183.00M,-413.00M,-319.00M,-114.00M,3.00M,6.00M,7.00M,7.00M,9.00M,3.00M,6.00M,5.00M,7.00M,8.00M,8.00M,11.00M,-11.00M,27.00M,568.00M,8.00M,6.00M,7.00M,573.00M,19.00M,-28.00M,15.00M,16.00M,18.00M,16.00M,14.00M,23.00M,19.00M,19.00M,20.00M,598.00M
