Other Noncash Items,,,,,,,,,,,,,0.00,0.00,-398.00M,-293.00M,790.00M,,0.00,0.00,0.00,0.00,63.00M,,,,,,1.054B,7.00M,4.00M,7.00M,38.00M,-1.00M,14.00M,7.00M,111.00M,-59.00M,5.00M,-1.00M,497.00M,-514.00M,14.00M,1.00M,36.00M,-87.00M,-28.00M,3.00M,32.00M,12.00M,20.00M,26.00M,146.00M,-66.00M,101.00M,-49.00M,21.00M,38.00M,-27.00M,-11.00M,34.00M,-104.00M,76.00M,-76.00M,-106.70M,114.90M,-119.60M,16.80M,-4.20M,4.20M,,,,,,,,8.024M,-8.024M,,,-115.40M,115.40M,,-104.60M,98.20M,0.00,-0.10M,16.10M,4.50M,-1.10M,-3.40M,6.70M,-13.10M,-1.20M,2.00M,1.90M,-10.10M,1.70M,-5.90M,6.70M,-0.60M,11.50M,4.60M,-22.00M,-0.10M,0.10M,,11.40M,-0.70M,8.00M,1.40M,5.50M,3.80M,3.90M,4.90M,6.10M,8.20M,0.20M,4.40M
Change in Receivables,-799.00M,995.00M,-769.00M,-895.00M,850.00M,-712.00M,-740.00M,145.00M,-944.00M,-1.322B,579.00M,817.00M,-1.253B,20.00M,-296.00M,-2.00M,113.00M,1.025B,156.00M,,,,,,,,,,,,,,-1.352B,-383.00M,36.00M,-1.283B,-405.00M,-143.00M,-227.00M,641.00M,-645.00M,276.00M,-977.00M,-128.00M,3.548B,1.174B,-1.717B,1.663B,-1.228B,-1.731B,-489.00M,253.00M,-782.00M,585.00M,-1.114B,512.00M,,,,,,562.00M,-562.00M,,,,,,,,,,278.19M,-156.06M,-10.32M,10.32M,,,,,,,,,,,,,,,,,,,,,,-34.40M,34.40M,,,,,,,,,,50.00M,-50.00M,,,,,,,,,,
Change in Inventories,-511.00M,-152.00M,250.00M,28.00M,937.00M,-1.088B,80.00M,-126.00M,-231.00M,-408.00M,414.00M,-291.00M,214.00M,135.00M,275.00M,147.00M,-177.00M,-26.00M,-19.00M,,,,,,,,,,,,,,-248.00M,-87.00M,356.00M,622.00M,-486.00M,-23.00M,-66.00M,168.00M,-275.00M,26.00M,222.00M,-50.00M,137.00M,23.00M,-396.00M,-469.00M,446.00M,-57.00M,-236.00M,-402.00M,219.00M,-51.00M,-231.00M,-342.00M,,,,,,570.00M,-570.00M,,,,,,,,,,-29.41M,-37.12M,41.53M,-41.53M,,,,,,,,,,,,,,,,,,,,,,-36.30M,36.30M,,,,,,,,,,-8.20M,8.20M,,,,,,,,,,
Change in Prepaid Assets,54.00M,-33.00M,390.00M,16.00M,-12.00M,-30.00M,44.00M,-79.00M,13.00M,52.00M,33.00M,53.00M,-90.00M,123.00M,140.00M,-126.00M,-138.00M,-18.00M,7.00M,,,,,,,,,,,,,,-14.00M,15.00M,-13.00M,10.00M,-4.00M,-13.00M,92.00M,32.00M,-50.00M,95.00M,101.00M,-90.00M,-1.00M,-10.00M,-43.00M,47.00M,30.00M,-102.00M,-18.00M,32.00M,32.00M,-8.00M,-94.00M,-11.00M,,,,,,-3.00M,3.00M,,,,,,,,,,-8.361M,14.30M,2.001M,-2.001M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Payables and Accrued Expense,822.00M,-495.00M,412.00M,981.00M,-1.898B,1.101B,1.197B,-966.00M,1.907B,1.363B,-318.00M,-428.00M,1.152B,-455.00M,1.188B,-196.00M,-1.15B,-1.55B,471.00M,,,,,,,,,,,,,,855.00M,148.00M,-835.00M,2.254B,371.00M,158.00M,61.00M,-88.00M,71.00M,149.00M,1.264B,266.00M,-5.958B,-990.00M,2.237B,-771.00M,1.247B,846.00M,349.00M,115.00M,765.00M,-719.00M,710.00M,606.00M,,,,,,-732.00M,732.00M,,,,,,,,,,-151.52M,-86.06M,-60.40M,60.40M,,,,,,,,,,,,,,,,,,,,,,59.60M,-59.60M,,,,,,,,,,5.50M,-5.50M,,,,,,,,,,
Change in Other Current Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00M,-2.00M,-8.00M,-10.00M,-21.00M,-59.00M,-10.00M,,,,,0.00,-1.00M,,,,,,,,-19.00M,19.00M,,,,,,-208.80M,61.10M,-61.10M,,,22.60M,-22.60M,,,,,,,,,,,,,,-58.80M,164.40M,-100.80M,-13.10M,-53.70M,38.20M,-10.80M,20.10M,-26.30M,9.70M,-53.50M,63.60M,-17.50M,-25.70M,-48.70M,-3.70M,54.00M,-15.00M,,,8.50M,-8.70M,22.10M,-21.90M,-18.50M,-3.70M,-28.20M,57.30M,5.20M,11.90M,0.20M,-0.80M
Change in Other Current Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00M,45.00M,-86.00M,273.00M,16.00M,178.00M,-471.00M,-84.00M,104.00M,116.00M,340.00M,-249.00M,-316.00M,573.00M,-228.00M,,,,,,-235.00M,235.00M,,,,,,,,,,-96.57M,119.78M,-2.107M,2.107M,,,,,,,,,,,,,,,,,,,,,,-1.10M,1.10M,,,,,,12.80M,-12.80M,,,-39.70M,13.80M,,,,,,,,,,
Change in Other Working Cap,26.00M,-123.00M,10.00M,51.00M,-17.00M,-128.00M,106.00M,82.00M,648.00M,-64.00M,-10.00M,20.00M,54.00M,-73.00M,22.00M,-9.00M,72.00M,-83.00M,-55.00M,85.00M,908.00M,256.00M,79.00M,-1.101B,195.00M,-698.00M,227.00M,294.00M,-1.242B,581.00M,-359.00M,903.00M,-53.00M,-149.00M,-12.00M,17.00M,-56.00M,56.00M,-13.00M,-43.00M,-568.00M,439.00M,-15.00M,-29.00M,,,,,-59.00M,20.00M,24.00M,,-263.00M,25.00M,-25.00M,,124.00M,1.129B,-157.00M,-14.00M,344.00M,-55.00M,-4.00M,-82.00M,364.90M,-135.10M,64.40M,135.00M,249.70M,-170.30M,261.20M,-340.60M,,99.00M,-99.00M,,98.24M,36.52M,-68.18M,-63.09M,-169.30M,169.30M,-113.98M,113.98M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Working Capital,-408.00M,192.00M,293.00M,181.00M,-140.00M,-857.00M,687.00M,-944.00M,1.393B,-379.00M,698.00M,171.00M,77.00M,-250.00M,1.329B,-186.00M,-1.28B,-652.00M,560.00M,85.00M,-902.00M,256.00M,79.00M,-1.101B,1.117B,-698.00M,227.00M,294.00M,-1.544B,581.00M,-359.00M,903.00M,-812.00M,-456.00M,-468.00M,1.62B,-580.00M,35.00M,-153.00M,710.00M,-1.467B,1.036B,638.00M,-125.00M,-2.156B,192.00M,200.00M,-11.00M,352.00M,-920.00M,-254.00M,338.00M,-278.00M,-485.00M,-181.00M,537.00M,124.00M,1.129B,-157.00M,-14.00M,344.00M,88.00M,-147.00M,-82.00M,364.90M,-135.10M,64.40M,135.00M,-11.60M,-109.20M,200.10M,-340.60M,-7.672M,-23.57M,-150.90M,29.30M,98.24M,36.52M,-68.18M,-63.09M,127.00M,169.30M,-113.98M,113.98M,,,,,-58.80M,164.40M,-100.80M,-13.10M,-53.70M,38.20M,-10.80M,20.10M,-26.30M,-2.50M,-41.30M,63.60M,-17.50M,-25.70M,-48.70M,-3.70M,66.80M,-27.80M,,,16.10M,-42.20M,22.10M,-21.90M,-18.50M,-3.70M,-28.20M,57.30M,5.20M,11.90M,0.20M,-0.80M
Other Cash from Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-336.10M,,336.10M,-336.10M,,,,,,,,,,,,,,,,,,,,,-0.30M,51.50M,-26.70M,,126.10M,-85.70M,85.70M,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Operations,1.708B,1.429B,1.517B,877.00M,1.678B,496.00M,2.059B,138.00M,1.66B,1.037B,1.797B,988.00M,998.00M,863.00M,2.319B,640.00M,487.00M,1.362B,2.329B,1.433B,997.00M,1.866B,1.134B,244.00M,2.529B,221.00M,1.265B,1.549B,323.00M,2.113B,1.29B,1.544B,-290.00M,1.374B,896.00M,2.058B,423.00M,852.00M,788.00M,982.00M,-117.00M,533.00M,626.00M,781.00M,-382.00M,1.675B,1.174B,628.00M,1.252B,-345.00M,2.465B,1.886B,1.216B,1.273B,2.083B,1.74B,1.916B,2.12B,966.00M,797.00M,1.079B,689.00M,861.00M,329.00M,263.70M,413.00M,572.60M,167.10M,204.70M,44.90M,287.50M,-264.80M,205.69M,186.32M,236.67M,276.83M,231.36M,276.24M,82.53M,11.18M,169.90M,117.30M,-0.519M,148.42M,-102.30M,125.40M,95.40M,47.30M,-33.50M,296.50M,-76.70M,34.80M,40.00M,42.50M,83.80M,80.20M,12.50M,41.90M,18.00M,94.30M,25.30M,22.90M,-11.50M,31.40M,40.10M,43.60M,21.60M,36.00M,52.70M,6.10M,74.10M,19.60M,26.10M,39.30M,14.10M,103.30M,58.60M,73.60M,41.80M,22.40M
Net Change in Capital Expenditures,-585.00M,-435.00M,-511.00M,-463.00M,-495.00M,-439.00M,-434.00M,-384.00M,-466.00M,-341.00M,-293.00M,-279.00M,-366.00M,-302.00M,-294.00M,-316.00M,-432.00M,-358.00M,-370.00M,-458.00M,-700.00M,-499.00M,-566.00M,-388.00M,-431.00M,-479.00M,-634.00M,-577.00M,-802.00M,-709.00M,-694.00M,-726.00M,-771.00M,-183.00M,-664.00M,-737.00M,-504.00M,-441.00M,-174.00M,-611.00M,-185.00M,-770.00M,-603.00M,-748.00M,-1.042B,-673.00M,-641.00M,-537.00M,-707.00M,-511.00M,-491.00M,-551.00M,-856.00M,-743.00M,-813.00M,-775.00M,-844.00M,-513.00M,-438.00M,-338.00M,-1.038B,-301.00M,293.00M,-813.00M,-404.00M,-113.30M,-330.60M,-127.90M,-144.70M,-117.60M,-355.50M,-193.40M,-164.98M,-90.88M,-68.93M,-68.77M,-63.41M,-55.47M,-50.78M,-25.23M,-23.90M,-18.40M,-19.43M,-38.87M,-56.40M,-375.40M,-35.70M,-33.20M,333.40M,-381.90M,-33.60M,-39.90M,-38.40M,-22.70M,-35.70M,-31.70M,-24.80M,-34.40M,-35.60M,-29.80M,-34.20M,-15.10M,-17.10M,-14.30M,-73.50M,-14.50M,-28.40M,-43.20M,-42.60M,-51.10M,-125.40M,-63.70M,-79.80M,-60.70M,-40.30M,-48.90M,-70.60M,-36.30M,-22.30M,-8.60M
Sale of PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,,,,,,,,,75.00M,-52.00M,52.00M,,50.00M,17.00M,41.00M,,500.40M,44.40M,-331.10M,350.00M,925.00M,-931.60M,924.90M,6.70M,,,,,,,,,,,,,-0.30M,0.00,0.30M,,,,-0.20M,0.20M,-6.60M,6.70M,-2.70M,2.70M,-13.80M,13.80M,,,0.20M,4.30M,1.20M,1.60M,-0.80M,31.00M,0.30M,0.20M,0.70M,0.20M,0.20M,0.10M,0.20M,0.10M,0.00,0.10M,0.30M,0.00,2.00M,0.10M
Net Change in PP&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.00M,-133.00M,-299.00M,,,229.00M,-229.00M,301.00M,-301.00M,13.00M,-13.00M,1.876B,-673.00M,-641.00M,-537.00M,-644.00M,-511.00M,-491.00M,-551.00M,-792.00M,-743.00M,-813.00M,-775.00M,-769.00M,-565.00M,-386.00M,-338.00M,-988.00M,-284.00M,334.00M,-813.00M,96.40M,-68.90M,-661.70M,222.10M,780.30M,-1.049B,569.40M,-186.70M,-157.28M,-90.88M,-68.93M,-68.77M,-63.41M,-55.47M,-50.78M,-25.23M,-23.90M,-18.40M,-19.43M,-38.87M,-56.70M,-375.40M,-35.40M,-33.20M,333.40M,-381.90M,-33.80M,-39.70M,-45.00M,-16.00M,-38.40M,-29.00M,-38.60M,-20.60M,-35.60M,-29.80M,-34.00M,-10.80M,-15.90M,-12.70M,-74.30M,16.50M,-28.10M,-43.00M,-41.90M,-50.90M,-125.20M,-63.60M,-79.60M,-60.60M,-40.30M,-48.80M,-70.30M,-36.30M,-20.30M,-8.50M
Net Divestitures (Acquisitions),-52.00M,-68.00M,-55.00M,-64.00M,-410.00M,-33.00M,-686.00M,-140.00M,-33.00M,-151.00M,-177.00M,-117.00M,-4.00M,0.00,2.00M,-2.00M,,,,,,,,,,,,,77.00M,-11.00M,-66.00M,160.00M,-526.00M,-1.638B,-37.00M,-37.00M,547.00M,0.00,0.00,-260.00M,-21.00M,0.00,-585.00M,0.00,-16.00M,378.00M,8.00M,-76.00M,-2.439B,2.428B,-25.00M,-50.00M,880.00M,-25.00M,-26.00M,-50.00M,85.00M,-2.316B,-112.00M,,7.00M,4.00M,-29.00M,-576.00M,-15.60M,15.10M,-35.00M,-15.10M,0.00,-23.90M,,,-1.830B,-0.418M,-75.30M,,0.00,0.00,-889.73M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00M,-1.00M,12.00M,,2.431B,3.00M,-215.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.60M,1.80M,-1.70M,1.70M,-1.60M,0.30M,-0.40M,-0.30M,-5.60M,0.30M,-125.40M,-2.80M,-1.10M,-5.10M,,,-8.60M,,1.30M,-1.30M,,,,,,,,
Net Other Investing Changes,-174.00M,-132.00M,-242.00M,-220.00M,-255.00M,-164.00M,-260.00M,-228.00M,-143.00M,-74.00M,10.00M,-318.00M,-252.00M,-151.00M,-158.00M,-163.00M,-235.00M,-107.00M,-131.00M,-255.00M,-144.00M,-121.00M,-242.00M,-170.00M,-32.00M,-111.00M,-189.00M,-283.00M,-213.00M,-112.00M,-107.00M,-148.00M,-180.00M,-506.00M,-10.00M,-9.00M,-117.00M,-63.00M,-127.00M,15.00M,-403.00M,261.00M,-77.00M,-161.00M,-136.00M,-93.00M,-83.00M,-103.00M,-198.00M,-201.00M,3.00M,-122.00M,-529.00M,289.00M,-181.00M,-188.00M,-247.00M,-69.00M,8.00M,-191.00M,412.00M,-44.00M,-593.00M,-115.00M,-489.10M,-663.20M,305.40M,-21.40M,-928.80M,948.30M,-84.30M,223.50M,-750.71M,-37.04M,-155.55M,-67.35M,-34.98M,-12.73M,-44.93M,-16.74M,-13.40M,-5.30M,-22.70M,-30.20M,-14.50M,-1.40M,-18.10M,-31.60M,-361.70M,361.30M,-364.70M,-1.00M,-11.80M,-21.80M,-0.70M,-0.70M,-1.80M,-4.50M,-2.20M,-28.30M,-20.20M,-3.30M,0.10M,0.40M,8.20M,3.10M,-1.80M,-8.50M,-11.70M,-19.00M,-8.80M,1.00M,-34.50M,-5.50M,1.60M,-20.10M,-42.20M,-29.40M,-6.60M,1.10M
Cash from Investing,-811.00M,-635.00M,-808.00M,-747.00M,-1.16B,-636.00M,-1.38B,-752.00M,-642.00M,-566.00M,-460.00M,-714.00M,-622.00M,-453.00M,-450.00M,-481.00M,-808.00M,-465.00M,-501.00M,-713.00M,-858.00M,-620.00M,-808.00M,-558.00M,-539.00M,-590.00M,-823.00M,-860.00M,-938.00M,-832.00M,-867.00M,-714.00M,-1.477B,-2.327B,-711.00M,-783.00M,256.00M,-504.00M,-301.00M,-856.00M,-609.00M,-509.00M,-1.265B,-909.00M,-1.156B,-389.00M,-704.00M,-716.00M,-850.00M,1.719B,-728.00M,-723.00M,-459.00M,-479.00M,-1.02B,-1.013B,-931.00M,-2.95B,-490.00M,-529.00M,-569.00M,-324.00M,-288.00M,-1.504B,-408.30M,-717.00M,-391.30M,185.60M,-148.50M,-124.80M,485.10M,36.80M,-2.738B,-128.34M,-299.78M,-136.12M,-98.39M,-68.19M,-985.44M,-41.97M,-37.30M,-23.70M,-42.13M,-69.07M,-71.20M,-376.80M,-53.50M,-64.80M,-26.90M,-20.60M,-398.50M,-40.70M,-57.40M,-36.00M,-40.80M,-28.00M,-42.00M,-24.80M,-38.20M,-58.40M,-59.80M,-13.80M,-141.20M,-15.10M,-67.20M,14.50M,-29.90M,-51.50M,-62.20M,-69.90M,-132.70M,-63.90M,-114.10M,-66.10M,-38.70M,-68.90M,-112.50M,-65.70M,-26.90M,-7.40M
Net Change in Long Term Debt,80.00M,67.00M,-835.00M,1.008B,31.00M,8.00M,-114.00M,83.00M,374.00M,-4.00M,-6.00M,-5.00M,-947.00M,1.452B,176.00M,-3.00M,-4.00M,-30.00M,-76.00M,1.043B,24.00M,0.00,-200.00M,0.00,-6.00M,0.00,-300.00M,-180.00M,-150.00M,0.00,-562.00M,0.00,90.00M,0.00,-208.00M,-510.00M,300.00M,0.00,-223.00M,950.00M,-76.00M,797.00M,-906.00M,898.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,,,,,,,,,,,,,,,,,,,,,,,,,467.00M,0.00,550.00M,,0.00,0.00,0.00,,0.00,,0.00,0.00,,,,,100.00M,,-100.00M,100.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Debt Issuance,80.00M,67.00M,-835.00M,1.008B,31.00M,8.00M,-114.00M,83.00M,374.00M,-4.00M,-6.00M,-5.00M,-947.00M,1.452B,176.00M,-3.00M,-4.00M,-30.00M,-76.00M,1.043B,24.00M,0.00,-200.00M,0.00,461.00M,0.00,250.00M,-180.00M,-150.00M,0.00,-562.00M,0.00,90.00M,0.00,-208.00M,-510.00M,300.00M,0.00,-223.00M,950.00M,24.00M,797.00M,-1.006B,998.00M,0.00,0.00,0.00,-374.00M,-50.00M,0.00,2.015B,-183.00M,-1.00M,-88.00M,60.00M,-220.00M,-998.00M,598.00M,-201.00M,-278.00M,-270.00M,-16.00M,-262.00M,611.00M,-28.90M,110.50M,298.60M,-449.20M,-9.90M,33.10M,-609.20M,2.228B,2.778B,-0.005M,-0.211M,-27.19M,-116.02M,-172.94M,581.81M,-13.50M,-72.00M,-89.00M,37.48M,-74.68M,177.70M,270.00M,-39.80M,21.50M,52.70M,-57.60M,502.70M,-29.60M,50.50M,-19.00M,-3.00M,-80.10M,47.70M,1.50M,43.50M,-62.40M,67.10M,-32.10M,89.70M,-60.00M,-0.50M,-11.30M,2.70M,19.40M,15.70M,34.00M,105.30M,-30.10M,39.90M,-0.20M,-0.10M,94.20M,105.70M,-68.90M,-12.10M,-18.00M
