Asset Impairment Charge,337.00M,36.00M,36.00M,34.00M,30.00M,19.00M,24.00M,20.00M,38.00M,29.00M,23.00M,23.00M,29.00M,11.00M,17.00M,33.00M,43.00M,50.00M,57.00M,17.00M,89.00M,104.00M,7.00M,29.00M,58.00M,12.00M,0.00,26.00M,25.00M,14.00M,9.00M,36.00M,69.00M,34.00M,6.00M,10.00M,47.00M,107.00M,5.00M,15.00M,85.00M,16.00M,29.00M,21.00M,29.00M,21.00M,0.00,0.00,46.00M,5.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stock Based Compensation,52.00M,56.00M,57.00M,47.00M,52.00M,52.00M,53.00M,45.00M,51.00M,53.00M,48.00M,50.00M,46.00M,47.00M,46.00M,51.00M,48.00M,47.00M,44.00M,50.00M,43.00M,51.00M,49.00M,52.00M,50.00M,49.00M,49.00M,58.00M,45.00M,49.00M,49.00M,50.00M,45.00M,45.00M,45.00M,51.00M,43.00M,42.00M,64.00M,66.00M,58.00M,59.00M,61.00M,60.00M,50.00M,61.00M,53.00M,45.00M,21.00M,266.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excess Tax Benefit from Stock Compensation,,,,,,,,,,,,,,,,,-18.00M,-15.00M,-12.00M,-112.00M,-10.00M,-7.00M,-29.00M,-68.00M,-42.00M,-39.00M,-24.00M,-23.00M,-2.00M,-4.00M,1.00M,-40.00M,-1.00M,-3.00M,-10.00M,-22.00M,-2.00M,-2.00M,-7.00M,-8.00M,0.00,0.00,0.00,-5.00M,0.00,-55.00M,-2.00M,-43.00M,-3.00M,-141.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Noncash Items,145.00M,45.00M,71.00M,323.00M,89.00M,45.00M,51.00M,59.00M,95.00M,60.00M,75.00M,65.00M,150.00M,77.00M,55.00M,82.00M,132.00M,92.00M,61.00M,74.00M,170.00M,58.00M,37.00M,24.00M,476.00M,15.00M,-24.00M,50.00M,129.00M,195.00M,210.00M,150.00M,-2.532B,1.078B,1.001B,684.00M,436.00M,77.00M,8.00M,42.00M,1.37B,111.00M,18.00M,72.00M,2.716B,-2.00M,102.00M,56.00M,4.143B,14.00M,70.00M,-16.00M,1.79B,184.00M,379.00M,-24.00M,2.774B,,-66.00M,66.00M,2.445B,26.00M,68.00M,-68.00M,1.043B,17.00M,,,708.00M,-14.00M,,,,,,,,,,,,,,,,,1.00M,-1.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Receivables,2.351B,-1.06B,538.00M,175.00M,-604.00M,-187.00M,-218.00M,-1.492B,330.00M,-958.00M,-170.00M,-601.00M,1.168B,-484.00M,498.00M,-726.00M,255.00M,-863.00M,64.00M,-358.00M,141.00M,-71.00M,-436.00M,-384.00M,295.00M,-421.00M,51.00M,-413.00M,-24.00M,498.00M,439.00M,-533.00M,613.00M,-164.00M,-114.00M,-633.00M,1.426B,126.00M,-255.00M,-572.00M,427.00M,397.00M,-880.00M,-335.00M,-24.00M,442.00M,-553.00M,699.00M,-1.229B,1.598B,-530.00M,-231.00M,-410.00M,-455.00M,543.00M,78.00M,-246.00M,-134.00M,483.00M,-695.00M,497.00M,-1.102B,362.00M,2.00M,243.00M,32.00M,57.00M,25.00M,-119.00M,509.00M,-20.00M,-525.00M,239.00M,-115.00M,-186.00M,404.00M,-1.166B,-91.00M,-133.00M,31.00M,-250.00M,435.00M,-207.00M,-203.00M,-33.00M,-20.00M,64.00M,-178.00M,202.00M,-314.00M,285.00M,-413.00M,-9.00M,26.00M,122.00M,43.00M,-113.00M,230.00M,-22.00M,50.00M,-79.00M,-75.00M,-33.00M,138.00M,1.00M,72.00M,-214.00M,-46.00M,211.00M,143.00M,191.00M,90.00M,-142.00M,-112.00M,-12.00M,225.00M,-214.00M,-26.00M,68.00M,-61.00M
Change in Inventories,-2.826B,-4.332B,-2.508B,-2.725B,741.00M,-581.00M,125.00M,283.00M,-603.00M,236.00M,455.00M,-1.491B,-330.00M,1.33B,3.06B,-56.00M,1.076B,209.00M,-573.00M,-1.822B,95.00M,-1.023B,-1.353B,-2.049B,-1.931B,-1.017B,386.00M,-3.00B,-1.093B,-1.851B,-2.24B,-497.00M,-1.767B,-3.356B,-2.267B,-2.622B,-2.701B,-1.261B,-1.592B,-1.833B,-943.00M,1.011B,-1.511B,-82.00M,-4.498B,-1.021B,-45.00M,-604.00M,-1.431B,234.00M,-82.00M,-298.00M,-76.00M,-158.00M,291.00M,387.00M,-915.00M,-1.504B,71.00M,383.00M,-379.00M,-151.00M,1.184B,-119.00M,1.211B,-387.00M,-56.00M,-275.00M,632.00M,-448.00M,636.00M,551.00M,934.00M,-343.00M,609.00M,-1.227B,562.00M,127.00M,1.785B,-1.435B,2.416B,-104.00M,366.00M,-648.00M,2.216B,-339.00M,-1.037B,-188.00M,1.296B,-419.00M,-565.00M,-408.00M,-394.00M,32.00M,958.00M,-290.00M,-479.00M,-521.00M,-70.00M,-330.00M,-553.00M,-547.00M,-636.00M,191.00M,-143.00M,-879.00M,614.00M,-325.00M,339.00M,-620.00M,293.00M,-150.00M,818.00M,-208.00M,69.00M,-624.00M,-470.00M,549.00M,676.00M,830.00M
Change in Prepaid Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.00M,-503.00M,-30.00M,-1.372B,-5.00M,-455.00M,-742.00M,-1.60B,-1.011B,-1.002B,-35.00M,-1.214B,-479.00M,,427.00M,-128.00M,-481.00M,-158.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Payables and Accrued Expense,2.26B,160.00M,6.256B,705.00M,-952.00M,2.311B,506.00M,-746.00M,-213.00M,829.00M,-485.00M,334.00M,-514.00M,496.00M,459.00M,493.00M,-1.098B,151.00M,763.00M,-52.00M,-514.00M,-105.00M,905.00M,-35.00M,-20.00M,439.00M,645.00M,-479.00M,1.266B,586.00M,674.00M,-526.00M,403.00M,132.00M,633.00M,233.00M,349.00M,495.00M,48.00M,89.00M,208.00M,273.00M,1.512B,475.00M,700.00M,-444.00M,-12.00M,628.00M,458.00M,-440.00M,1.142B,-232.00M,-604.00M,-913.00M,616.00M,271.00M,-1.904B,2.115B,286.00M,496.00M,175.00M,1.009B,250.00M,101.00M,121.00M,-427.00M,981.00M,-589.00M,-422.00M,-121.00M,-172.00M,-41.00M,-937.00M,692.00M,-333.00M,343.00M,774.00M,203.00M,262.00M,-211.00M,-752.00M,19.00M,399.00M,551.00M,-348.00M,-407.00M,-125.00M,40.00M,275.00M,675.00M,634.00M,324.00M,206.00M,185.00M,-446.00M,569.00M,-433.00M,8.00M,-203.00M,418.00M,100.00M,-37.00M,108.00M,242.00M,-62.00M,205.00M,34.00M,429.00M,-652.00M,294.00M,99.00M,488.00M,-276.00M,146.00M,163.00M,-133.00M,262.00M,203.00M,-35.00M,124.00M
Change in Other Current Assets,-458.00M,663.00M,-1.051B,164.00M,103.00M,-7.00M,105.00M,-103.00M,318.00M,-189.00M,-31.00M,-117.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.00M,9.00M,,,3.00M,-3.00M,,,,,,,,,,1.465B,-1.465B,,,,,-1.00M,1.00M,0.00,125.00M,51.00M,3.00M,0.00,23.00M,152.00M,275.00M,346.00M,256.00M,32.00M,-480.00M,393.00M,-172.00M,-647.00M,-448.00M,-88.00M,-535.00M,636.00M,209.00M,413.00M,84.00M,30.00M,-331.00M,,,,,327.00M,-105.00M,-158.00M,-64.00M,8.00M,-6.00M,-33.00M,-69.00M,-89.00M,-155.00M,-33.00M,-24.00M
Change in Other Current Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.996B,1.37B,586.00M,40.00M,303.00M,-237.00M,155.00M,-221.00M,-680.00M,,1.21B,-1.21B,941.00M,-895.00M,-1.279B,113.00M,1.622B,747.00M,,,1.739B,,-88.00M,88.00M,3.562B,-626.00M,525.00M,101.00M,-285.00M,1.18B,-1.208B,313.00M,-543.00M,1.092B,88.00M,-637.00M,61.00M,361.00M,-126.00M,-296.00M,-1.46B,1.013B,96.00M,351.00M,-993.00M,596.00M,301.00M,96.00M,286.00M,312.00M,-307.00M,181.00M,-548.00M,-50.00M,-27.00M,2.00M,-977.00M,-376.00M,-57.00M,544.00M,306.00M,-107.00M,135.00M,178.00M,-500.00M,73.00M,-49.00M,146.00M,157.00M,-278.00M,-2.00M,187.00M,-558.00M,30.00M,-323.00M,248.00M,-169.00M,125.00M,-14.00M,218.00M,-762.00M,-101.00M,-383.00M,377.00M,44.00M,-210.00M,-107.00M,138.00M
Change in Other Working Cap,-3.304B,261.00M,-1.401B,1.503B,-520.00M,90.00M,1.334B,2.096B,-989.00M,1.012B,2.795B,1.79B,188.00M,-1.029B,-1.171B,-260.00M,1.17B,1.046B,1.33B,497.00M,2.978B,92.00M,525.00M,2.131B,739.00M,2.151B,861.00M,2.792B,2.352B,608.00M,375.00M,846.00M,3.655B,897.00M,1.303B,919.00M,-416.00M,1.264B,595.00M,1.204B,2.219B,450.00M,-821.00M,190.00M,785.00M,420.00M,267.00M,-522.00M,989.00M,154.00M,1.329B,-43.00M,285.00M,321.00M,-29.00M,301.00M,370.00M,501.00M,-166.00M,93.00M,665.00M,547.00M,410.00M,-511.00M,-261.00M,50.00M,-72.00M,-71.00M,-411.00M,-140.00M,-136.00M,-44.00M,-476.00M,527.00M,-343.00M,-488.00M,1.624B,-159.00M,-142.00M,-274.00M,-219.00M,-378.00M,20.00M,-20.00M,,77.00M,-35.00M,-42.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Working Capital,-1.977B,-4.308B,1.834B,-178.00M,-1.232B,1.626B,1.852B,38.00M,-1.157B,930.00M,2.564B,-85.00M,312.00M,313.00M,2.846B,-549.00M,1.403B,543.00M,1.584B,-1.735B,2.70B,-1.107B,-359.00M,-337.00M,-917.00M,1.152B,1.943B,-1.10B,2.501B,-159.00M,-752.00M,-710.00M,908.00M,-1.121B,141.00M,-2.063B,-1.039B,387.00M,-1.049B,-1.333B,1.231B,2.131B,-490.00M,-962.00M,-2.096B,-1.498B,-1.622B,314.00M,409.00M,2.293B,1.859B,-804.00M,934.00M,-1.205B,1.836B,622.00M,837.00M,-1.029B,1.203B,-77.00M,-69.00M,-114.00M,-16.00M,-1.216B,736.00M,-854.00M,519.00M,-1.547B,168.00M,33.00M,-299.00M,-513.00M,-254.00M,309.00M,-157.00M,-617.00M,427.00M,676.00M,2.072B,-1.792B,1.481B,409.00M,322.00M,-136.00M,1.287B,-716.00M,-1.008B,-91.00M,1.142B,-178.00M,329.00M,-433.00M,256.00M,-36.00M,122.00M,52.00M,-1.613B,-745.00M,292.00M,493.00M,38.00M,-853.00M,-533.00M,427.00M,-760.00M,-572.00M,111.00M,306.00M,56.00M,-163.00M,411.00M,582.00M,-354.00M,-281.00M,-196.00M,-224.00M,-467.00M,361.00M,569.00M,1.007B
Other Cash from Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00M,-2.00M,-7.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Operations,-2.22B,-2.424B,-590.00M,2.788B,2.947B,4.559B,4.68B,3.136B,2.903B,3.396B,4.949B,2.098B,2.829B,3.202B,3.19B,1.275B,3.119B,2.859B,3.297B,88.00M,4.998B,939.00M,1.809B,1.112B,1.38B,2.808B,3.467B,524.00M,4.167B,1.596B,908.00M,837.00M,2.931B,449.00M,1.596B,-953.00M,1.116B,1.855B,266.00M,-285.00M,3.212B,1.197B,1.001B,193.00M,-1.641B,-442.00M,-251.00M,1.933B,1.893B,3.329B,3.634B,728.00M,2.441B,560.00M,2.443B,2.055B,2.387B,563.00M,2.645B,1.405B,1.367B,947.00M,1.254B,-64.00M,2.46B,-168.00M,845.00M,-428.00M,1.573B,1.273B,891.00M,499.00M,226.00M,1.442B,1.136B,1.09B,2.098B,1.705B,3.10B,-961.00M,2.698B,1.259B,1.486B,781.00M,2.253B,86.00M,-312.00M,388.00M,919.00M,-459.00M,1.288B,357.00M,1.157B,1.197B,846.00M,411.00M,511.00M,350.00M,335.00M,939.00M,593.00M,-407.00M,-54.00M,945.00M,47.00M,-307.00M,775.00M,839.00M,658.00M,434.00M,1.022B,1.248B,400.00M,368.00M,456.00M,210.00M,32.00M,838.00M,1.012B,1.454B
Net Change in Capital Expenditures,-554.00M,-465.00M,-441.00M,-501.00M,-508.00M,-457.00M,-412.00M,-414.00M,-435.00M,-399.00M,-570.00M,-466.00M,-599.00M,-595.00M,-671.00M,-748.00M,-623.00M,-561.00M,-692.00M,-574.00M,-668.00M,-622.00M,-449.00M,-497.00M,-778.00M,-484.00M,-455.00M,-521.00M,-496.00M,-428.00M,-362.00M,-424.00M,-571.00M,-380.00M,-345.00M,-417.00M,-400.00M,-284.00M,-257.00M,-186.00M,-221.00M,-229.00M,-294.00M,-442.00M,-472.00M,-425.00M,-546.00M,-409.00M,-479.00M,-569.00M,-414.00M,-451.00M,-588.00M,-348.00M,-333.00M,-412.00M,-473.00M,-287.00M,-480.00M,-307.00M,-547.00M,-357.00M,-147.00M,-195.00M,-263.00M,-175.00M,-173.00M,-130.00M,-415.00M,-123.00M,-240.00M,-223.00M,-477.00M,-242.00M,-230.00M,-240.00M,-315.00M,-165.00M,-247.00M,-205.00M,-194.00M,-368.00M,-354.00M,-320.00M,-437.00M,-392.00M,-346.00M,-490.00M,-385.00M,-334.00M,-321.00M,-351.00M,-287.00M,-321.00M,-203.00M,-160.00M,-209.00M,-157.00M,-157.00M,-224.00M,-271.00M,-163.00M,-183.00M,-178.00M,-286.00M,-259.00M,-363.00M,-409.00M,-433.00M,-545.00M,-555.00M,-627.00M,-603.00M,-481.00M,-416.00M,-350.00M,-475.00M,-356.00M,-384.00M,-371.00M
Sale of PPE,0.00,3.00M,221.00M,110.00M,3.00M,76.00M,14.00M,27.00M,62.00M,5.00M,16.00M,9.00M,24.00M,1.00M,2.00M,11.00M,18.00M,4.00M,20.00M,,7.00M,10.00M,2.00M,15.00M,4.00M,3.00M,11.00M,33.00M,68.00M,13.00M,12.00M,4.00M,40.00M,35.00M,5.00M,14.00M,16.00M,25.00M,19.00M,3.00M,2.00M,2.00M,-2.00M,25.00M,18.00M,0.00,7.00M,9.00M,37.00M,5.00M,17.00M,,139.00M,-45.00M,14.00M,117.00M,-1.659B,663.00M,942.00M,105.00M,-1.854B,403.00M,1.716B,3.00M,-158.00M,58.00M,38.00M,62.00M,-121.00M,69.00M,52.00M,,-135.00M,67.00M,0.00,68.00M,-120.00M,45.00M,58.00M,17.00M,35.00M,276.00M,48.00M,,13.00M,24.00M,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,50.00M,,,,,,0.00,0.00,168.00M,
Net Change in PP&E,-447.00M,-462.00M,-200.00M,-391.00M,-492.00M,-381.00M,-362.00M,-367.00M,-373.00M,-394.00M,-423.00M,-457.00M,-575.00M,-594.00M,-669.00M,-737.00M,-605.00M,-557.00M,-672.00M,-574.00M,-661.00M,-612.00M,-447.00M,-482.00M,-634.00M,-481.00M,-444.00M,-488.00M,-427.00M,-415.00M,-344.00M,-420.00M,-531.00M,-345.00M,-340.00M,-403.00M,-384.00M,-257.00M,-238.00M,-183.00M,-219.00M,-227.00M,-296.00M,-417.00M,-427.00M,-422.00M,-391.00M,-400.00M,-412.00M,-412.00M,-397.00M,-451.00M,-449.00M,-393.00M,-319.00M,-295.00M,-2.132B,376.00M,462.00M,-202.00M,-2.401B,46.00M,1.569B,-192.00M,-421.00M,-117.00M,-135.00M,-68.00M,-536.00M,-54.00M,-188.00M,-223.00M,-612.00M,-175.00M,-230.00M,-172.00M,-435.00M,-120.00M,-189.00M,-188.00M,-159.00M,-92.00M,-306.00M,-320.00M,-424.00M,-368.00M,-346.00M,-490.00M,-385.00M,-334.00M,-321.00M,-351.00M,-287.00M,-321.00M,-203.00M,-160.00M,-209.00M,-157.00M,-157.00M,-224.00M,-271.00M,-163.00M,-183.00M,-178.00M,-286.00M,-259.00M,-363.00M,-409.00M,-433.00M,-545.00M,-505.00M,-627.00M,-603.00M,-481.00M,-416.00M,-350.00M,-475.00M,-356.00M,-216.00M,-371.00M
Net Change in Intangibles,-107.00M,0.00,-20.00M,,-13.00M,0.00,-36.00M,-20.00M,0.00,0.00,-131.00M,,,,,,,,,,,,,,,,,,-1.00M,0.00,-6.00M,,,0.00,0.00,,0.00,-2.00M,,,,,,,-27.00M,-3.00M,-148.00M,,-30.00M,-152.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Divestitures (Acquisitions),37.00M,0.00,-216.00M,-276.00M,-2.98B,-250.00M,,,,,,,,,,,-8.00M,0.00,-23.00M,,0.00,0.00,-163.00M,,0.00,0.00,0.00,-26.00M,-106.00M,0.00,-18.00M,,0.00,-26.00M,0.00,-16.00M,-65.00M,-843.00M,0.00,-24.00M,0.00,-592.00M,-17.00M,-30.00M,-474.00M,-396.00M,-54.00M,-40.00M,0.00,0.00,0.00,-75.00M,-109.00M,-1.634B,-111.00M,,-8.00M,-164.00M,,,2.00M,0.00,-36.00M,,0.00,360.00M,0.00,-71.00M,,,,,0.00,-22.00M,,,-5.411B,-316.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,573.00M,-734.00M,353.00M,-91.00M,1.067B,-267.00M,-1.012B,503.00M,241.00M,176.00M,-577.00M,198.00M,-541.00M,-20.00M,-241.00M,289.00M,-274.00M,-7.00M,483.00M,352.00M,2.065B,361.00M,1.485B,888.00M,-298.00M,-230.00M,-2.113B,-300.00M,1.37B,-590.00M,-217.00M,-2.583B,2.044B,469.00M,-1.609B,3.126B,2.138B,-1.486B,347.00M,-3.834B,-1.466B,-36.00M,65.00M,-151.00M,2.643B,1.395B,-40.00M,672.00M,-1.783B,117.00M,-128.00M,-99.00M,-149.00M,105.00M,-20.00M,99.00M,-12.00M,-76.00M,33.00M,-86.00M,-1.617B,-1.283B,20.00M,61.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.00M,236.00M,-36.00M,-169.00M,-121.00M,-220.00M,-69.00M,410.00M,-66.00M,-176.00M,118.00M,-264.00M,,,,,,,,
