"Total Depreciation, Amortization, Depletion",1.041B,1.313B,1.262B,862.00M,1.145B,1.183B,894.00M,925.00M,-148.00M,1.138B,957.00M,691.00M,891.00M,1.07B,816.00M,651.00M,841.00M,900.00M,825.00M,637.00M,778.00M,872.00M,695.00M,551.00M,736.00M,690.00M,595.00M,500.00M,452.00M,521.00M,408.00M,396.00M,403.00M,575.00M,469.00M,402.00M,529.00M,604.00M,454.00M,486.00M,541.00M,500.00M,494.00M,469.00M,618.00M,232.00M,402.00M,391.00M,402.00M,365.00M,361.00M,351.00M,361.00M,500.00M,218.00M,342.00M,381.00M,515.00M,261.00M,339.00M,311.00M,311.00M,310.00M,314.00M,305.00M,295.00M,270.00M,248.00M,223.00M,685.00M,,,,,,,,,,,-768.00M,245.00M,244.00M,279.00M,,,,,,,,,,,,,,,,,,,,
Deferred Taxes,133.00M,23.00M,-118.00M,220.00M,-87.00M,159.00M,121.00M,1.27B,-2.198B,430.00M,321.00M,565.00M,460.00M,360.00M,206.00M,200.00M,314.00M,331.00M,255.00M,262.00M,489.00M,255.00M,271.00M,190.00M,54.00M,264.00M,172.00M,363.00M,165.00M,144.00M,239.00M,134.00M,279.00M,118.00M,147.00M,9.00M,175.00M,56.00M,10.00M,270.00M,91.00M,109.00M,91.00M,-18.00M,61.00M,422.00M,-52.00M,138.00M,153.00M,-53.00M,-15.00M,317.00M,58.00M,67.00M,134.00M,134.00M,61.00M,118.00M,-26.00M,190.00M,-132.00M,439.00M,74.00M,47.00M,203.00M,179.00M,74.00M,132.00M,178.00M,41.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.70M,18.10M,-10.80M,44.80M
Asset Impairment Charge,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,300.00M,0.00,0.00,0.00,0.00,0.00,0.00,51.00M,,19.00M,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealized Gain (Loss) on Investment Securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-182.00M,96.00M,-145.00M,231.00M,499.00M,-208.00M,33.00M,-324.00M,-4.00M,36.00M,27.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Noncash Items,-257.00M,233.00M,-61.00M,-153.00M,23.00M,-8.00M,-53.00M,-83.00M,91.00M,-267.00M,-180.00M,-264.00M,-183.00M,-299.00M,-23.00M,35.00M,-39.00M,-446.00M,-32.00M,5.00M,20.00M,64.00M,-39.00M,-33.00M,-105.00M,172.00M,-255.00M,1.00M,-336.00M,67.00M,128.00M,38.00M,249.00M,47.00M,72.00M,-3.00M,-2.429B,1.61B,15.00M,192.00M,-78.00M,105.00M,23.00M,5.00M,120.00M,-312.00M,126.00M,208.00M,174.00M,73.00M,114.00M,-4.00M,-197.00M,-257.00M,304.00M,-282.00M,-577.00M,90.00M,19.00M,,-55.00M,88.00M,-54.00M,77.00M,-51.00M,73.00M,-59.00M,59.00M,-80.00M,,-524.00M,524.00M,118.00M,-630.00M,238.00M,392.00M,-1.459B,-7.00M,28.00M,395.00M,,,,,405.00M,314.00M,348.00M,249.00M,264.00M,267.00M,262.00M,268.00M,202.60M,257.80M,231.90M,267.70M,242.50M,212.60M,262.70M,200.40M,180.50M,206.10M,170.30M,167.00M
Change in Receivables,,,,,,,,,,,,,,,,,123.00M,-115.00M,-126.00M,118.00M,263.00M,-112.00M,-61.00M,-90.00M,116.00M,-108.00M,-412.00M,136.00M,61.00M,-202.00M,-204.00M,59.00M,321.00M,-162.00M,-260.00M,250.00M,188.00M,-253.00M,-288.00M,251.00M,137.00M,-144.00M,-181.00M,193.00M,264.00M,-45.00M,-378.00M,182.00M,197.00M,-274.00M,-214.00M,61.00M,254.00M,-166.00M,-238.00M,-3.00M,66.00M,-83.00M,-215.00M,-57.00M,154.00M,-82.00M,-93.00M,60.00M,-19.00M,-105.00M,-114.00M,-63.00M,176.00M,-182.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Inventories,,,,,,,,,,,,,,,,,52.00M,-66.00M,-29.00M,43.00M,112.00M,-92.00M,-29.00M,9.00M,-12.00M,-22.00M,-22.00M,-25.00M,-20.00M,27.00M,12.00M,-18.00M,-39.00M,-55.00M,-196.00M,-18.00M,39.00M,-68.00M,25.00M,26.00M,11.00M,12.00M,-35.00M,97.00M,50.00M,77.00M,-248.00M,15.00M,12.00M,3.00M,-95.00M,66.00M,-11.00M,5.00M,-30.00M,-167.00M,-100.00M,8.00M,-32.00M,-49.00M,-15.00M,-4.00M,33.00M,15.00M,-35.00M,-5.00M,0.00,41.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Prepaid Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00M,-1.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Payables and Accrued Expense,,,,,,,,,,,,,,,,,-255.00M,61.00M,246.00M,-52.00M,-525.00M,96.00M,145.00M,284.00M,-351.00M,48.00M,309.00M,116.00M,-327.00M,91.00M,189.00M,-9.00M,-567.00M,-85.00M,567.00M,-87.00M,-276.00M,-55.00M,588.00M,-81.00M,-225.00M,-63.00M,245.00M,-13.00M,-341.00M,-426.00M,532.00M,128.00M,-140.00M,20.00M,258.00M,-75.00M,-51.00M,8.00M,136.00M,-295.00M,-186.00M,279.00M,334.00M,-81.00M,84.00M,-112.00M,227.00M,21.00M,-69.00M,-116.00M,1.00M,288.00M,-416.00M,401.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Current Assets,433.00M,-187.00M,-406.00M,283.00M,67.00M,-584.00M,-357.00M,243.00M,212.00M,-316.00M,-265.00M,36.00M,58.00M,-192.00M,-181.00M,169.00M,122.00M,5.00M,-38.00M,-23.00M,-107.00M,-44.00M,3.00M,-24.00M,12.00M,46.00M,-40.00M,-10.00M,5.00M,35.00M,-62.00M,-24.00M,5.00M,48.00M,-75.00M,0.00,-2.00M,155.00M,-193.00M,-12.00M,41.00M,31.00M,-55.00M,-8.00M,16.00M,34.00M,-72.00M,-9.00M,45.00M,9.00M,-57.00M,-11.00M,15.00M,45.00M,-43.00M,-9.00M,96.00M,-23.00M,-87.00M,5.00M,101.00M,-71.00M,-20.00M,4.00M,168.00M,-152.00M,19.00M,-75.00M,-256.00M,402.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Current Liabilities,-240.00M,376.00M,494.00M,-514.00M,-56.00M,644.00M,170.00M,-595.00M,314.00M,238.00M,-55.00M,261.00M,-394.00M,315.00M,104.00M,-57.00M,-19.00M,118.00M,117.00M,-152.00M,15.00M,-7.00M,19.00M,-161.00M,160.00M,72.00M,130.00M,-219.00M,181.00M,87.00M,54.00M,-168.00M,81.00M,-14.00M,7.00M,-71.00M,81.00M,82.00M,-62.00M,-25.00M,28.00M,-24.00M,76.00M,-87.00M,153.00M,-443.00M,438.00M,78.00M,17.00M,147.00M,-141.00M,119.00M,-26.00M,-25.00M,77.00M,-446.00M,-517.00M,934.00M,5.00M,-98.00M,150.00M,58.00M,79.00M,-86.00M,24.00M,9.00M,-51.00M,35.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Working Cap,213.00M,66.00M,-34.00M,-107.00M,-81.00M,-24.00M,12.00M,-44.00M,-14.00M,-1.00M,272.00M,-336.00M,-34.00M,66.00M,-27.00M,-84.00M,-81.00M,188.00M,-131.00M,-208.00M,318.00M,-135.00M,-217.00M,-198.00M,651.00M,-477.00M,68.00M,-218.00M,101.00M,-83.00M,-74.00M,99.00M,89.00M,-89.00M,-97.00M,-55.00M,-112.00M,169.00M,65.00M,-5.00M,9.00M,-36.00M,27.00M,-218.00M,-346.00M,280.00M,-9.00M,-103.00M,-350.00M,216.00M,365.00M,-323.00M,-198.00M,216.00M,-106.00M,96.00M,-206.00M,172.00M,102.00M,-72.00M,-87.00M,-140.00M,30.00M,188.00M,-230.00M,102.00M,142.00M,43.00M,-537.00M,-474.00M,1.011B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Working Capital,406.00M,255.00M,54.00M,-338.00M,-70.00M,36.00M,-175.00M,-396.00M,512.00M,-79.00M,-48.00M,-39.00M,-370.00M,189.00M,-104.00M,28.00M,-58.00M,191.00M,39.00M,-274.00M,76.00M,-294.00M,-140.00M,-180.00M,576.00M,-441.00M,33.00M,-220.00M,1.00M,-45.00M,-84.00M,-62.00M,-110.00M,-357.00M,-54.00M,19.00M,4.00M,30.00M,135.00M,154.00M,1.00M,-224.00M,77.00M,-36.00M,-204.00M,-523.00M,263.00M,291.00M,-219.00M,121.00M,116.00M,-163.00M,-17.00M,83.00M,-204.00M,-824.00M,-847.00M,1.287B,107.00M,-352.00M,387.00M,-351.00M,256.00M,202.00M,-161.00M,-267.00M,-3.00M,269.00M,-1.047B,147.00M,1.011B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Operations,1.912B,2.962B,1.684B,1.597B,1.362B,2.295B,1.645B,1.291B,1.129B,2.078B,1.993B,1.258B,1.075B,2.024B,1.725B,1.545B,1.576B,1.579B,1.753B,1.181B,1.532B,1.52B,1.431B,1.017B,1.712B,1.14B,1.168B,1.082B,835.00M,1.229B,1.093B,835.00M,957.00M,1.126B,1.008B,983.00M,1.065B,1.021B,852.00M,896.00M,1.137B,1.182B,1.101B,1.043B,1.044B,291.00M,751.00M,1.317B,847.00M,896.00M,631.00M,1.219B,1.078B,946.00M,591.00M,-117.00M,-969.00M,1.722B,580.00M,214.00M,338.00M,581.00M,784.00M,947.00M,645.00M,577.00M,346.00M,686.00M,110.00M,801.00M,737.00M,690.00M,279.00M,814.00M,347.00M,502.00M,-79.00M,307.00M,232.00M,516.00M,45.00M,428.00M,410.00M,680.00M,211.00M,535.00M,543.00M,454.00M,100.00M,544.00M,442.00M,511.00M,276.80M,491.10M,337.40M,486.70M,210.90M,422.90M,459.70M,416.60M,290.30M,455.10M,295.40M,341.20M
Net Change in Capital Expenditures,-1.344B,-2.342B,-1.505B,-5.886B,-1.527B,-1.729B,-1.415B,-1.288B,-1.496B,-1.078B,-989.00M,-1.842B,-921.00M,-972.00M,-1.082B,-1.265B,-1.066B,-1.039B,-941.00M,-826.00M,-842.00M,-784.00M,-689.00M,-1.114B,-789.00M,-771.00M,-749.00M,-895.00M,-1.206B,-1.09B,-1.30B,-1.274B,-1.364B,-877.00M,-975.00M,-811.00M,-695.00M,-663.00M,-743.00M,-846.00M,-782.00M,-810.00M,-692.00M,-654.00M,-824.00M,699.00M,-1.747B,-649.00M,-546.00M,-413.00M,-339.00M,-559.00M,-503.00M,792.00M,-1.567B,-548.00M,-481.00M,-297.00M,-451.00M,-400.00M,-550.00M,-183.00M,-400.00M,-402.00M,-445.00M,-313.00M,-333.00M,-300.00M,-474.00M,-245.00M,-289.00M,-269.00M,-304.00M,-255.00M,-262.00M,-333.00M,-384.00M,-255.00M,-359.00M,-301.00M,-254.00M,-229.00M,-198.00M,-180.00M,-143.00M,-147.00M,-168.00M,-159.00M,-196.00M,-125.00M,-120.00M,-110.00M,-130.10M,-104.90M,-123.50M,-115.50M,-171.00M,-143.50M,-223.40M,-132.90M,-216.10M,-129.40M,-279.70M,-133.50M
Net Change in PP&E,-70.00M,-76.00M,-72.00M,-97.00M,-50.00M,-29.00M,-78.00M,-110.00M,-22.00M,-26.00M,-20.00M,-129.00M,-89.00M,-79.00M,-26.00M,-89.00M,-51.00M,-125.00M,-94.00M,-91.00M,-50.00M,-66.00M,-80.00M,-91.00M,-171.00M,-114.00M,-62.00M,-24.00M,-103.00M,-45.00M,-113.00M,-44.00M,-207.00M,-172.00M,-112.00M,-47.00M,-117.00M,-59.00M,-61.00M,-37.00M,-84.00M,-111.00M,-97.00M,-70.00M,1.45B,699.00M,-1.747B,-649.00M,-546.00M,-413.00M,-339.00M,-559.00M,-503.00M,792.00M,-1.567B,-548.00M,-481.00M,-297.00M,-451.00M,-400.00M,-550.00M,-183.00M,-400.00M,-402.00M,-445.00M,-313.00M,-333.00M,-300.00M,-474.00M,-245.00M,-289.00M,-269.00M,-254.00M,-255.00M,-262.00M,-333.00M,-362.00M,-255.00M,-359.00M,-301.00M,-254.00M,-229.00M,-198.00M,-180.00M,-143.00M,-147.00M,-168.00M,-159.00M,-196.00M,-125.00M,-120.00M,-110.00M,-130.10M,-104.90M,-123.50M,-115.50M,-100.80M,-143.50M,-223.40M,-132.90M,-93.10M,-129.40M,-279.70M,-133.50M
Net Divestitures (Acquisitions),,,,,,,,,-28.00M,0.00,-2.00M,1.484B,0.00,342.00M,11.00M,292.00M,26.00M,213.00M,106.00M,0.00,0.00,438.00M,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,-2.408B,-1.406B,602.00M,-2.162B,-972.00M,-1.666B,226.00M,-3.339B,1.471B,-1.028B,-1.496B,-4.141B,-1.641B,-1.949B,-2.348B,-2.629B,-2.727B,-1.61B,-3.53B,-1.568B,-2.183B,-2.327B,-1.358B,-2.18B,-2.685B,-1.641B,-1.471B,-1.986B,-6.841B,-1.609B,-787.00M,-773.00M,241.00M,-613.00M,-468.00M,-676.00M,-1.097B,-687.00M,-604.00M,-613.00M,-1.242B,-786.00M,-724.00M,-443.00M,-3.222B,-9.00M,483.00M,-578.00M,-4.00M,147.00M,144.00M,-305.00M,18.00M,-18.00M,669.00M,-669.00M,,,333.00M,-333.00M,,,,,,,,,,,,,,,,,394.00M,-394.00M,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Other Investing Changes,38.00M,176.00M,-1.043B,1.103B,110.00M,185.00M,-1.132B,960.00M,-2.014B,769.00M,636.00M,829.00M,1.499B,1.033B,1.663B,-79.00M,1.248B,713.00M,2.175B,830.00M,742.00M,1.70B,784.00M,1.452B,1.617B,931.00M,1.013B,1.303B,5.62B,219.00M,61.00M,52.00M,266.00M,-573.00M,161.00M,410.00M,64.00M,77.00M,425.00M,98.00M,107.00M,-1.00M,91.00M,1.00M,2.095B,-2.017B,-78.00M,39.00M,-146.00M,-1.777B,-791.00M,11.00M,-416.00M,-1.509B,-40.00M,-16.00M,181.00M,-244.00M,-486.00M,13.00M,432.00M,-225.00M,67.00M,-228.00M,-431.00M,-345.00M,-534.00M,-388.00M,-1.041B,-323.00M,-342.00M,-284.00M,-587.00M,-624.00M,-944.00M,-10.00M,-584.00M,275.00M,-331.00M,-26.00M,-23.00M,-80.00M,-1.044B,-164.00M,25.00M,-1.00M,-50.00M,-152.00M,-56.00M,-2.00M,-207.00M,19.00M,56.70M,-64.00M,7.10M,-51.80M,-125.40M,20.10M,19.50M,-15.20M,-3.80M,-30.90M,77.90M,18.60M
Cash from Investing,-3.714B,-3.572B,-1.946B,-6.945B,-2.389B,-3.206B,-1.688B,-3.667B,-2.067B,-1.337B,-1.844B,-3.67B,-1.063B,-1.546B,-1.756B,-3.681B,-2.519B,-1.723B,-2.19B,-1.564B,-2.283B,-973.00M,-1.263B,-1.842B,-1.857B,-1.481B,-1.207B,-1.578B,-2.427B,-2.48B,-2.026B,-1.995B,-857.00M,-2.063B,-1.282B,-1.077B,-1.728B,-1.273B,-922.00M,-1.361B,-1.917B,-1.597B,-1.325B,-1.096B,-1.951B,-1.327B,-1.342B,-1.188B,-696.00M,-2.043B,-986.00M,-853.00M,-901.00M,-735.00M,-938.00M,-1.233B,-300.00M,-541.00M,-604.00M,-720.00M,-501.00M,-408.00M,-333.00M,-630.00M,-876.00M,-658.00M,-867.00M,-688.00M,-1.515B,-568.00M,-631.00M,-553.00M,-841.00M,-879.00M,-1.206B,-343.00M,-552.00M,-374.00M,-690.00M,-327.00M,-277.00M,-309.00M,-1.242B,-344.00M,-118.00M,-148.00M,-218.00M,-311.00M,-252.00M,-127.00M,-327.00M,-91.00M,-73.40M,-168.90M,-116.40M,-167.30M,-226.20M,-123.40M,-203.90M,-148.10M,-96.90M,-160.30M,-201.80M,-114.90M
Net Change in Long Term Debt,1.065B,1.684B,3.076B,2.602B,-138.00M,-226.00M,799.00M,862.00M,270.00M,418.00M,745.00M,141.00M,357.00M,477.00M,630.00M,883.00M,1.435B,62.00M,279.00M,24.00M,-252.00M,102.00M,516.00M,-62.00M,-9.00M,547.00M,1.737B,-300.00M,2.113B,1.221B,1.252B,432.00M,590.00M,767.00M,513.00M,-51.00M,508.00M,1.131B,618.00M,698.00M,608.00M,-81.00M,-91.00M,1.149B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,160.00M,-1.991B,-2.47B,-498.00M,5.324B,293.00M,-372.00M,1.027B,-137.00M,-43.00M,-194.00M,2.241B,-660.00M,-1.116B,-178.00M,1.686B,-1.377B,392.00M,26.00M,603.00M,-44.00M,-430.00M,-254.00M,1.179B,-225.00M,-125.00M,-1.336B,966.00M,-335.00M,226.00M,-412.00M,582.00M,-486.00M,786.00M,-328.00M,488.00M,-195.00M,-881.00M,-970.00M,916.00M,438.00M,459.00M,477.00M,-1.22B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Debt Issuance,1.225B,-307.00M,606.00M,2.104B,5.186B,67.00M,427.00M,1.889B,133.00M,375.00M,551.00M,2.382B,-303.00M,-639.00M,452.00M,2.569B,58.00M,454.00M,305.00M,627.00M,-296.00M,-328.00M,262.00M,1.117B,-234.00M,422.00M,401.00M,666.00M,1.778B,1.447B,840.00M,1.014B,104.00M,1.553B,185.00M,437.00M,313.00M,250.00M,-352.00M,1.614B,1.046B,378.00M,386.00M,-71.00M,31.00M,2.37B,565.00M,351.00M,95.00M,753.00M,1.02B,-615.00M,418.00M,-52.00M,476.00M,839.00M,855.00M,-120.00M,4.00M,99.00M,24.00M,197.00M,-424.00M,-83.00M,-237.00M,825.00M,571.00M,167.00M,1.068B,171.00M,-58.00M,6.00M,437.00M,389.00M,1.257B,-426.00M,539.00M,353.00M,437.00M,-78.00M,338.00M,-250.00M,1.02B,146.00M,-257.00M,-262.00M,133.00M,-22.00M,-164.00M,-203.00M,-74.00M,-121.00M,-5.10M,-184.30M,-85.90M,-241.70M,38.00M,-240.40M,-222.70M,-28.20M,-197.90M,-22.00M,-30.50M,-162.00M
Common Stock Issuance,6.00M,1.462B,6.00M,20.00M,4.00M,703.00M,4.00M,7.00M,19.00M,11.00M,18.00M,7.00M,9.00M,485.00M,26.00M,17.00M,24.00M,644.00M,614.00M,16.00M,576.00M,15.00M,17.00M,25.00M,427.00M,406.00M,1.00M,8.00M,19.00M,14.00M,360.00M,12.00M,9.00M,6.00M,15.00M,18.00M,124.00M,115.00M,57.00M,12.00M,12.00M,103.00M,34.00M,49.00M,9.00M,9.00M,15.00M,8.00M,10.00M,9.00M,16.00M,11.00M,21.00M,9.00M,-206.00M,509.00M,6.00M,23.00M,7.00M,603.00M,47.00M,16.00M,28.00M,19.00M,18.00M,25.00M,14.00M,16.00M,18.00M,18.00M,336.00M,6.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,16.70M,,
Common Stock Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,-19.00M,-375.00M,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,258.00M,-258.00M,5.00M,0.00,0.00,-5.00M,,,,,90.00M,-318.00M,,,,,98.00M,-98.00M,,188.00M,-188.00M,,-65.00M,-51.00M,-34.00M,,-27.00M,-5.00M,-52.00M,-32.00M,-10.00M,-19.00M,-16.00M,-17.00M,-7.00M,-9.00M,-15.00M,-17.00M,-16.30M,-6.80M,-34.50M,-24.40M,-9.90M,-6.70M,-23.90M,-28.90M,-9.10M,-50.60M,-64.00M,
Net Common Equity Issued (Purchased),6.00M,1.462B,6.00M,20.00M,4.00M,703.00M,4.00M,7.00M,19.00M,11.00M,18.00M,7.00M,9.00M,485.00M,26.00M,17.00M,24.00M,644.00M,614.00M,16.00M,576.00M,15.00M,17.00M,25.00M,427.00M,406.00M,1.00M,8.00M,19.00M,14.00M,360.00M,-7.00M,-366.00M,6.00M,15.00M,18.00M,124.00M,115.00M,57.00M,12.00M,12.00M,103.00M,34.00M,49.00M,9.00M,9.00M,15.00M,8.00M,10.00M,9.00M,16.00M,11.00M,21.00M,9.00M,52.00M,251.00M,11.00M,23.00M,7.00M,598.00M,47.00M,16.00M,28.00M,19.00M,108.00M,-293.00M,14.00M,16.00M,18.00M,18.00M,434.00M,-92.00M,,188.00M,-188.00M,,-65.00M,-51.00M,-34.00M,,-27.00M,-5.00M,-52.00M,-32.00M,-10.00M,-19.00M,-16.00M,-17.00M,-7.00M,-9.00M,-15.00M,-17.00M,-16.30M,-6.80M,-34.50M,-24.40M,-9.90M,-6.70M,-23.90M,-28.90M,-9.10M,-33.90M,-64.00M,
