Change in Receivables,-688.00M,-173.00M,539.00M,79.00M,-398.00M,-62.00M,-238.00M,133.00M,-654.00M,-117.00M,10.00M,291.00M,-136.00M,-382.00M,-31.00M,117.00M,65.00M,-78.00M,523.00M,-270.00M,-516.00M,150.00M,654.00M,-606.00M,-151.00M,-77.00M,201.00M,-70.00M,15.00M,-186.00M,20.00M,394.00M,54.00M,3.00M,-53.00M,53.00M,-60.00M,57.00M,-269.00M,40.00M,-101.00M,49.00M,178.00M,108.00M,-159.00M,296.00M,-251.00M,181.00M,-110.00M,-171.00M,-9.00M,-295.00M,-234.00M,-58.00M,-23.00M,253.00M,-66.00M,-266.00M,-48.00M,101.00M,-117.00M,38.00M,-94.00M,50.00M,-3.00M,-42.00M,62.00M,4.00M,-128.00M,-61.00M,-317.00M,58.00M,420.00M,-231.00M,11.00M,57.00M,-425.00M,-32.00M,-120.00M,82.00M,27.00M,-57.00M,-144.00M,-135.00M,170.10M,-67.00M,-112.00M,24.90M,-259.30M,-20.90M,4.20M,-13.60M,13.90M,11.20M,21.30M,7.30M,17.10M,-38.90M,-9.30M,22.90M,36.40M,-28.90M,36.90M,-20.90M
Change in Inventories,7.00M,-113.00M,-109.00M,128.00M,-13.00M,-84.00M,-107.00M,167.00M,15.00M,-64.00M,-132.00M,109.00M,-14.00M,-68.00M,-53.00M,142.00M,-61.00M,-94.00M,-132.00M,291.00M,-64.00M,-166.00M,-230.00M,80.00M,3.00M,-85.00M,-119.00M,101.00M,14.00M,-33.00M,-59.00M,104.00M,-14.00M,-61.00M,-61.00M,78.00M,-10.00M,-53.00M,-66.00M,67.00M,10.00M,-34.00M,-57.00M,132.00M,49.00M,-114.00M,-114.00M,70.00M,5.00M,-65.00M,-72.00M,141.00M,-36.00M,-34.00M,-54.00M,65.00M,-64.00M,-80.00M,-48.00M,74.00M,-40.00M,-19.00M,-72.00M,71.00M,1.00M,-39.00M,-59.00M,43.00M,-6.00M,11.00M,-55.00M,13.00M,-74.00M,53.00M,-72.00M,60.00M,75.00M,-24.00M,-32.00M,30.00M,-37.00M,-9.00M,-4.00M,7.00M,9.80M,-4.80M,-8.70M,17.70M,16.90M,-16.30M,-5.40M,33.40M,-7.20M,-10.60M,6.90M,8.20M,34.20M,-40.40M,-16.20M,11.50M,17.10M,-19.30M,-9.10M,29.50M
Change in Payables and Accrued Expense,246.00M,253.00M,-160.00M,-764.00M,467.00M,426.00M,109.00M,-451.00M,203.00M,219.00M,-82.00M,-728.00M,475.00M,659.00M,208.00M,-571.00M,-6.00M,425.00M,-72.00M,-468.00M,371.00M,36.00M,-515.00M,157.00M,127.00M,340.00M,-41.00M,-542.00M,185.00M,246.00M,113.00M,-1.176B,-386.00M,-73.00M,-2.00M,207.00M,215.00M,-165.00M,208.00M,214.00M,484.00M,-121.00M,-265.00M,-381.00M,179.00M,-173.00M,303.00M,-391.00M,426.00M,186.00M,78.00M,-200.00M,374.00M,99.00M,48.00M,-454.00M,111.00M,272.00M,19.00M,-230.00M,265.00M,-85.00M,167.00M,-174.00M,-95.00M,175.00M,155.00M,-217.00M,476.00M,-348.00M,349.00M,-7.00M,-701.00M,316.00M,430.00M,-174.00M,26.00M,28.00M,33.00M,-122.00M,134.00M,-26.00M,80.00M,-39.00M,27.80M,-7.50M,63.10M,-74.40M,89.90M,52.50M,38.20M,-86.70M,33.10M,0.90M,-61.20M,-59.60M,67.20M,27.60M,-1.40M,-98.10M,-44.60M,92.70M,17.80M,-60.60M
Change in Other Current Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.00M,11.00M,4.00M,23.00M,-42.00M,,,136.00M,-136.00M,,-111.00M,136.00M,65.00M,-201.00M,-26.00M,100.00M,118.00M,-113.00M,9.00M,121.00M,76.00M,-290.00M,-4.00M,30.00M,128.00M,-134.00M,37.00M,17.00M,43.00M,-64.00M,74.00M,-40.00M,66.00M,-129.00M,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Current Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.277B,,2.045B,-2.045B,-105.00M,-12.00M,-45.00M,-59.00M,-8.00M,10.00M,-99.00M,-52.00M,,,,,,,,,,,,,-156.00M,113.00M,43.00M,,,,,,,,,,,,,,,,,,,,,
Change in Other Working Cap,-867.00M,-117.00M,-568.00M,-869.00M,-320.00M,-37.00M,369.00M,-981.00M,-134.00M,141.00M,-120.00M,-798.00M,15.00M,121.00M,599.00M,-280.00M,-77.00M,-781.00M,554.00M,-83.00M,-1.024B,-194.00M,15.00M,-1.395B,411.00M,72.00M,-124.00M,409.00M,-463.00M,59.00M,-102.00M,241.00M,690.00M,-135.00M,-357.00M,-2.437B,-1.244B,-278.00M,-589.00M,274.00M,-334.00M,-153.00M,-488.00M,430.00M,387.00M,905.00M,-225.00M,-529.00M,-522.00M,333.00M,-382.00M,-413.00M,-85.00M,-185.00M,456.00M,-102.00M,2.163B,-208.00M,-1.684B,-344.00M,404.00M,-17.00M,-155.00M,180.00M,,-1.00M,1.00M,,-46.00M,34.00M,-116.00M,128.00M,,,,,,,,,70.00M,-40.00M,-60.00M,30.00M,-66.10M,188.90M,-23.30M,-45.50M,24.40M,122.40M,-93.80M,5.50M,29.60M,90.30M,-77.30M,-67.60M,-26.70M,80.80M,-43.20M,-1.30M,54.50M,99.90M,-97.70M,-3.80M
Changes in Working Capital,-1.302B,-150.00M,-298.00M,-1.426B,-264.00M,243.00M,133.00M,-1.132B,-570.00M,179.00M,-324.00M,-1.126B,-910.00M,330.00M,723.00M,-592.00M,-79.00M,-528.00M,873.00M,-530.00M,-1.233B,-174.00M,-76.00M,-1.764B,390.00M,250.00M,-83.00M,-102.00M,-249.00M,86.00M,-28.00M,-437.00M,344.00M,-266.00M,-473.00M,-2.099B,-1.099B,-439.00M,-716.00M,595.00M,59.00M,-259.00M,-632.00M,289.00M,456.00M,914.00M,-298.00M,-658.00M,-197.00M,306.00M,-427.00M,-767.00M,19.00M,-42.00M,291.00M,-238.00M,-244.00M,-146.00M,349.00M,-2.645B,381.00M,5.00M,-81.00M,-45.00M,-96.00M,224.00M,136.00M,-512.00M,292.00M,-334.00M,-11.00M,58.00M,-318.00M,155.00M,412.00M,-121.00M,-250.00M,-68.00M,-53.00M,-139.00M,26.00M,-19.00M,-85.00M,-137.00M,141.60M,109.60M,-80.90M,-77.30M,-128.10M,137.70M,-56.80M,-61.40M,69.40M,91.80M,-110.30M,-111.70M,91.80M,29.10M,-70.10M,-65.00M,63.40M,144.40M,-52.10M,-55.80M
Cash from Operations,1.26B,2.501B,1.854B,1.044B,1.969B,2.806B,2.367B,1.502B,1.807B,2.778B,1.821B,1.074B,1.098B,2.81B,3.08B,1.473B,1.942B,1.705B,2.479B,1.49B,814.00M,1.892B,1.586B,165.00M,1.949B,2.056B,1.479B,859.00M,1.557B,1.861B,1.719B,994.00M,1.936B,1.904B,1.22B,-207.00M,1.132B,1.743B,508.00M,1.861B,1.465B,1.582B,1.097B,1.95B,2.184B,3.611B,38.00M,718.00M,983.00M,1.887B,958.00M,668.00M,1.282B,1.365B,1.34B,848.00M,601.00M,1.26B,1.295B,-1.009B,1.244B,2.552B,-249.00M,851.00M,831.00M,1.261B,909.00M,383.00M,1.013B,963.00M,812.00M,826.00M,658.00M,1.068B,1.068B,821.00M,499.00M,263.00M,164.00M,170.00M,223.00M,394.00M,84.00M,182.00M,383.90M,539.10M,278.90M,231.10M,146.40M,476.60M,194.00M,221.20M,328.00M,409.70M,188.80M,245.70M,416.30M,384.60M,197.20M,242.20M,417.40M,451.60M,201.40M,224.30M
Net Change in Capital Expenditures,-1.989B,-1.687B,-1.699B,-1.873B,-2.097B,-1.69B,-1.927B,-1.88B,-2.028B,-1.711B,-1.836B,-2.009B,-2.185B,-1.879B,-2.287B,-2.202B,-2.181B,-1.983B,-1.676B,-1.784B,-1.963B,-1.613B,-1.284B,-1.217B,-1.508B,-1.369B,-1.071B,-1.447B,-1.627B,-1.362B,-1.304B,-1.496B,-1.07B,-987.00M,-835.00M,-1.15B,-944.00M,-798.00M,-706.00M,-878.00M,-1.021B,-808.00M,-732.00M,-712.00M,-835.00M,-1.512B,127.00M,-897.00M,-782.00M,-608.00M,-612.00M,-672.00M,-666.00M,-596.00M,-543.00M,-613.00M,-644.00M,-514.00M,-518.00M,-489.00M,-626.00M,-926.00M,68.00M,-437.00M,-453.00M,-482.00M,-592.00M,-427.00M,-616.00M,-506.00M,-442.00M,-586.00M,-689.00M,-450.00M,-410.00M,-492.00M,-317.00M,-148.00M,-166.00M,-121.00M,-129.00M,-118.00M,-167.00M,-77.00M,-98.10M,-87.80M,-112.60M,-116.50M,-128.10M,-116.20M,-144.50M,-101.40M,-183.30M,-200.50M,-107.40M,-57.70M,-179.40M,-129.60M,-99.40M,-124.20M,-242.50M,-109.40M,-125.50M,-93.50M
Sale of PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.274B,,-2.00M,2.00M,2.27B,50.00M,-48.00M,48.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,150.00M,,,,,
Net Change in PP&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.444B,-1.444B,,2.282B,-1.512B,127.00M,-897.00M,1.892B,-608.00M,-612.00M,-672.00M,-666.00M,-596.00M,-543.00M,-613.00M,4.63B,-514.00M,-520.00M,-487.00M,1.644B,-876.00M,20.00M,-389.00M,-453.00M,-482.00M,-592.00M,-427.00M,-616.00M,-506.00M,-442.00M,-586.00M,-689.00M,-450.00M,-410.00M,-492.00M,-317.00M,-148.00M,-166.00M,-121.00M,-129.00M,-118.00M,-167.00M,-77.00M,-98.10M,-87.80M,-112.60M,-116.50M,-128.10M,-116.20M,-144.50M,-101.40M,-183.30M,-200.50M,-107.40M,-57.70M,-179.40M,-129.60M,50.60M,-124.20M,-242.50M,-109.40M,-125.50M,-93.50M
Net Divestitures (Acquisitions),,,,,,,,,-295.00M,,212.00M,-212.00M,-27.00M,-254.00M,3.00M,-6.645B,-12.00M,0.00,-13.00M,-15.00M,-319.00M,-1.00M,-66.00M,0.00,0.00,3.00M,-3.00M,,,,,,380.00M,-380.00M,,,0.00,0.00,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,-97.00M,,,,,,,,,-2.00M,0.00,-443.00M,,9.00M,0.00,-1.00M,-38.00M,-661.00M,0.00,-91.00M,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,-42.00M,-67.00M,26.00M,47.00M,-61.00M,-72.00M,-43.00M,-59.00M,-72.00M,-70.00M,-60.00M,-66.00M,-63.00M,-62.00M,-60.00M,303.00M,-66.00M,-63.00M,-57.00M,-66.00M,-72.00M,-60.00M,34.00M,282.00M,-58.00M,-40.00M,-65.00M,-52.00M,-56.00M,-42.00M,-59.00M,-46.00M,-18.00M,-58.00M,-63.00M,-52.00M,-29.00M,-10.00M,-41.00M,-57.00M,-46.00M,-51.00M,-70.00M,-59.00M,,,,,-215.00M,0.00,0.00,95.00M,-2.00M,1.00M,1.00M,,,-103.00M,0.00,103.00M,,,-5.00M,5.00M,,,,,0.00,287.00M,,,,,,,,,,,,35.00M,-35.00M,,-7.00M,-4.20M,-24.70M,-11.10M,20.80M,-33.30M,-37.70M,-33.10M,-23.00M,-2.50M,-6.80M,-81.80M,-58.60M,-6.50M,-10.90M,-6.00M,1.50M,-3.70M,-1.20M,-14.60M
Net Other Investing Changes,27.00M,-2.00M,0.00,40.00M,87.00M,-1.00M,-19.00M,82.00M,167.00M,19.00M,-14.00M,4.00M,44.00M,-147.00M,15.00M,-4.00M,126.00M,-97.00M,-49.00M,114.00M,1.118B,485.00M,140.00M,-76.00M,27.00M,-15.00M,61.00M,28.00M,470.00M,30.00M,35.00M,902.00M,136.00M,-532.00M,3.00M,23.00M,-884.00M,429.00M,-202.00M,226.00M,-7.00M,21.00M,8.00M,19.00M,219.00M,-38.00M,51.00M,-208.00M,153.00M,-90.00M,-96.00M,-82.00M,-60.00M,-79.00M,-105.00M,-100.00M,-5.432B,75.00M,-57.00M,-85.00M,-2.176B,-198.00M,223.00M,13.00M,-424.00M,275.00M,-41.00M,44.00M,-123.00M,-310.00M,247.00M,-44.00M,-127.00M,-201.00M,18.00M,-11.00M,368.00M,4.00M,-28.00M,-43.00M,-45.00M,-128.00M,5.00M,-5.00M,,,,,,,,,,,,,,,,,,,,
Cash from Investing,-2.045B,-1.756B,-1.673B,-1.786B,-2.225B,-1.763B,-1.989B,-1.857B,-2.228B,-1.762B,-1.698B,-2.283B,-2.231B,-2.342B,-2.329B,-8.548B,-2.133B,-2.143B,-1.795B,-1.751B,-1.223B,-1.189B,-1.176B,-1.011B,-1.424B,-1.421B,-1.078B,-1.471B,-1.234B,-1.374B,-1.328B,-640.00M,-572.00M,-1.957B,-895.00M,-1.179B,-1.857B,-379.00M,-949.00M,-709.00M,-1.074B,-838.00M,-794.00M,-752.00M,-901.00M,-1.55B,178.00M,-1.105B,-844.00M,-698.00M,-708.00M,-659.00M,-728.00M,-674.00M,-647.00M,-713.00M,-802.00M,-542.00M,-577.00M,-566.00M,-532.00M,-1.074B,238.00M,-371.00M,-886.00M,-207.00M,-633.00M,-383.00M,-741.00M,-529.00M,-638.00M,-630.00M,-807.00M,-651.00M,-393.00M,-541.00M,-610.00M,-144.00M,-285.00M,-164.00M,-396.00M,-211.00M,-197.00M,-82.00M,-105.10M,-92.00M,-137.30M,-127.60M,-107.30M,-149.50M,-182.20M,-134.50M,-206.30M,-203.00M,-114.20M,-139.50M,-238.10M,-136.10M,39.70M,-130.20M,-241.00M,-113.10M,-126.70M,-108.10M
Net Change in Long Term Debt,-268.00M,656.00M,226.00M,50.00M,145.00M,1.005B,290.00M,-111.00M,92.00M,706.00M,-766.00M,698.00M,-734.00M,557.00M,2.922B,35.00M,-142.00M,-35.00M,3.573B,626.00M,-80.00M,1.089B,1.109B,-200.00M,-409.00M,982.00M,-255.00M,148.00M,55.00M,626.00M,652.00M,-451.00M,-786.00M,599.00M,-1.00M,598.00M,-1.00M,782.00M,-614.00M,-403.00M,-434.00M,39.00M,-116.00M,16.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,351.00M,-40.00M,-195.00M,540.00M,-120.00M,-418.00M,-401.00M,726.00M,219.00M,-1.047B,-293.00M,781.00M,696.00M,-352.00M,-2.689B,1.77B,-150.00M,136.00M,235.00M,-141.00M,-114.00M,-57.00M,-345.00M,638.00M,127.00M,-667.00M,429.00M,233.00M,-73.00M,-318.00M,38.00M,141.00M,-301.00M,322.00M,90.00M,50.00M,-65.00M,-224.00M,33.00M,101.00M,15.00M,95.00M,-162.00M,-4.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Debt Issuance,83.00M,616.00M,31.00M,590.00M,25.00M,587.00M,-111.00M,615.00M,311.00M,-341.00M,-1.059B,1.479B,-38.00M,205.00M,233.00M,1.805B,-292.00M,101.00M,3.808B,485.00M,-194.00M,1.032B,764.00M,438.00M,-282.00M,315.00M,174.00M,381.00M,-18.00M,308.00M,690.00M,-310.00M,-1.087B,921.00M,89.00M,648.00M,-66.00M,558.00M,-581.00M,-302.00M,-419.00M,134.00M,-278.00M,12.00M,145.00M,-1.806B,87.00M,998.00M,-47.00M,616.00M,-267.00M,348.00M,-255.00M,-436.00M,-355.00M,119.00M,522.00M,-622.00M,-266.00M,1.611B,-515.00M,-1.116B,43.00M,-400.00M,71.00M,-700.00M,-183.00M,207.00M,-28.00M,-676.00M,99.00M,15.00M,-339.00M,-220.00M,-99.00M,55.00M,-224.00M,-154.00M,823.00M,-79.00M,-87.00M,-111.00M,-793.00M,3.291B,-156.50M,-395.60M,-125.20M,-20.70M,143.90M,-194.40M,44.90M,20.90M,8.60M,-89.00M,-22.40M,31.20M,-196.20M,-87.40M,-94.20M,-14.60M,-6.60M,-225.70M,22.20M,-28.30M
Common Stock Issuance,,,,,,,,,0.00,0.00,1.15B,,0.00,0.00,0.00,,0.00,1.868B,,,0.00,0.00,,,,,,,,,,,,,,,,,,,-28.00M,28.00M,,,-122.00M,122.00M,-44.00M,44.00M,-182.00M,37.00M,47.00M,98.00M,35.00M,42.00M,26.00M,81.00M,29.00M,37.00M,53.00M,103.00M,48.00M,192.00M,-106.00M,106.00M,42.00M,-52.00M,160.00M,231.00M,14.00M,4.00M,42.00M,18.00M,-13.00M,1.00M,15.00M,36.00M,-17.00M,17.00M,,,-14.00M,0.00,14.00M,,4.50M,37.10M,87.40M,,0.10M,0.00,50.00M,,0.10M,0.50M,0.20M,10.50M,87.90M,0.90M,3.60M,4.20M,0.40M,222.40M,0.70M,0.10M
Common Stock Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-500.00M,436.00M,-436.00M,0.00,-1.171B,0.00,-37.00M,-132.00M,-1.00M,1.00M,-54.00M,-100.00M,-254.00M,0.00,-8.00M,-7.00M,-75.00M,,,0.00,0.00,-100.00M,-200.00M,,,,,,,,,0.00,-19.00M,-496.00M,,-419.00M,-37.00M,-811.00M,-696.00M,-0.10M,-80.90M,,,,,,,,,,,-78.10M,0.10M,-0.10M,,0.00,-234.50M,-3.20M,-1.10M
Net Common Equity Issued (Purchased),,,,,,,,,0.00,0.00,1.15B,,0.00,0.00,0.00,,0.00,1.868B,,,0.00,0.00,,,,,,,,,,,,,,,,,,,-28.00M,28.00M,,,-122.00M,-378.00M,392.00M,-392.00M,-182.00M,-1.134B,47.00M,61.00M,-97.00M,41.00M,27.00M,27.00M,-71.00M,-217.00M,53.00M,95.00M,41.00M,117.00M,-106.00M,106.00M,42.00M,-52.00M,60.00M,31.00M,-4.00M,4.00M,42.00M,18.00M,-30.00M,1.00M,15.00M,36.00M,-17.00M,-2.00M,-496.00M,,-433.00M,-37.00M,-797.00M,-696.00M,4.40M,-43.80M,87.40M,,-61.80M,0.00,50.00M,,0.10M,0.50M,0.20M,10.50M,9.80M,1.00M,3.50M,4.20M,0.40M,-12.10M,-2.50M,-1.00M
Preferred Stock Payments,,,,,,,,,,,,,0.00,-190.00M,,,0.00,0.00,,,,,,,0.00,0.00,-93.00M,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Preferred Equity Issued (Purchased),,,,,,,,,,,,,0.00,-190.00M,,,0.00,0.00,,,,,,,0.00,0.00,-93.00M,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
