Other Noncash Items,369.00M,-355.00M,-220.00M,-183.00M,-227.00M,-213.00M,-174.00M,-386.00M,-224.00M,-206.00M,-201.00M,-196.00M,-380.00M,-233.00M,-196.00M,-154.00M,-338.00M,-135.00M,-139.00M,-200.00M,-67.00M,-90.00M,-33.00M,-28.00M,-271.00M,-32.00M,-40.00M,-42.00M,-305.00M,118.00M,-57.00M,-160.00M,-339.00M,-47.00M,-61.00M,-13.00M,-609.00M,-86.00M,-463.00M,524.00M,-207.00M,417.00M,-51.00M,63.00M,209.00M,87.00M,0.00,,,,,,-122.00M,1.00M,-3.00M,,1.017B,-24.00M,118.00M,,-50.00M,38.00M,56.00M,-56.00M,,,,,,,,,,,,,,206.00M,-2.00M,-204.00M,-540.00M,919.00M,-87.00M,15.00M,-733.80M,264.00M,195.60M,324.20M,297.70M,313.70M,184.50M,243.80M,235.30M,387.10M,269.30M,176.70M,-128.70M,167.80M,163.30M,168.80M,166.60M,165.60M,155.60M,159.50M
Change in Receivables,16.00M,-242.00M,-84.00M,388.00M,-57.00M,-261.00M,-91.00M,64.00M,-163.00M,-213.00M,-50.00M,343.00M,-96.00M,-238.00M,-177.00M,139.00M,316.00M,-38.00M,146.00M,-41.00M,82.00M,94.00M,-147.00M,29.00M,-127.00M,-10.00M,-26.00M,-118.00M,122.00M,-144.00M,-111.00M,172.00M,-113.00M,-51.00M,-52.00M,218.00M,-68.00M,24.00M,-31.00M,94.00M,-264.00M,26.00M,-22.00M,222.00M,136.00M,132.00M,-240.00M,161.00M,104.00M,-266.00M,-48.00M,-30.00M,-490.00M,152.00M,644.00M,538.00M,-271.00M,-264.00M,234.00M,52.00M,-465.00M,134.00M,-205.00M,305.00M,101.00M,579.00M,1.264B,-818.00M,-686.00M,702.00M,-1.025B,1.021B,3.497B,-331.00M,112.00M,-112.00M,-339.00M,-2.791B,-2.036B,-1.00M,447.00M,-1.071B,-104.00M,69.00M,270.30M,-588.60M,2.60M,297.70M,90.00M,-652.50M,18.60M,277.40M,-493.30M,-91.00M,-117.70M,56.40M,-65.80M,-77.80M,23.30M,-16.50M,37.10M,10.00M,-49.80M,50.30M
Change in Inventories,-119.00M,107.00M,-79.00M,-31.00M,52.00M,34.00M,-31.00M,101.00M,20.00M,95.00M,-2.00M,155.00M,-183.00M,277.00M,89.00M,89.00M,-224.00M,-15.00M,-55.00M,57.00M,-252.00M,-139.00M,-150.00M,272.00M,-150.00M,35.00M,-42.00M,126.00M,-236.00M,143.00M,-3.00M,-162.00M,-160.00M,-2.00M,-54.00M,-31.00M,-91.00M,72.00M,37.00M,180.00M,-19.00M,-52.00M,-117.00M,-110.00M,-106.00M,-94.00M,-75.00M,66.00M,21.00M,4.00M,-76.00M,15.00M,-120.00M,-48.00M,-30.00M,174.00M,51.00M,-120.00M,-206.00M,195.00M,-103.00M,-49.00M,-168.00M,272.00M,152.00M,-110.00M,-238.00M,166.00M,115.00M,-1.00M,-10.00M,30.00M,-86.00M,-106.00M,-103.00M,103.00M,64.00M,-143.00M,-39.00M,18.00M,-11.00M,-33.00M,-25.00M,-20.00M,-31.50M,0.50M,-62.20M,-10.80M,29.10M,-2.40M,-42.20M,8.90M,21.50M,-5.80M,19.60M,9.80M,-19.50M,36.30M,-8.10M,-23.20M,-14.60M,-3.90M,-8.40M,-1.70M
Change in Payables and Accrued Expense,25.00M,343.00M,-13.00M,-743.00M,-9.00M,711.00M,234.00M,-434.00M,266.00M,143.00M,27.00M,-491.00M,322.00M,147.00M,233.00M,-170.00M,97.00M,176.00M,-53.00M,-264.00M,222.00M,36.00M,-30.00M,-272.00M,317.00M,46.00M,64.00M,-277.00M,218.00M,-60.00M,163.00M,-332.00M,493.00M,12.00M,-216.00M,-221.00M,373.00M,-9.00M,-1.00M,-166.00M,184.00M,39.00M,19.00M,-270.00M,10.00M,-71.00M,56.00M,-84.00M,125.00M,-77.00M,38.00M,-258.00M,355.00M,-149.00M,-637.00M,-1.093B,393.00M,-101.00M,-100.00M,-75.00M,662.00M,-374.00M,107.00M,-400.00M,-121.00M,-642.00M,-1.347B,1.063B,1.096B,-880.00M,1.026B,-444.00M,-3.226B,-319.00M,-178.00M,178.00M,-375.00M,3.136B,1.994B,112.00M,-210.00M,729.00M,242.00M,-284.00M,74.10M,519.80M,-2.30M,-519.60M,-186.90M,527.00M,-27.00M,-385.20M,453.80M,128.70M,61.90M,-67.70M,77.00M,16.00M,-24.80M,-56.50M,76.30M,-33.90M,13.00M,-107.90M
Change in Other Current Assets,144.00M,131.00M,-363.00M,98.00M,-73.00M,-669.00M,-6.00M,27.00M,-190.00M,-42.00M,-146.00M,-22.00M,-11.00M,-112.00M,-64.00M,13.00M,54.00M,42.00M,-98.00M,-63.00M,-99.00M,136.00M,-154.00M,-297.00M,13.00M,-5.00M,-5.00M,-38.00M,39.00M,-4.00M,-5.00M,110.00M,-63.00M,120.00M,32.00M,96.00M,104.00M,83.00M,26.00M,14.00M,249.00M,366.00M,-362.00M,24.00M,-511.00M,38.00M,-111.00M,135.00M,-139.00M,214.00M,-31.00M,-66.00M,-112.00M,139.00M,428.00M,821.00M,-869.00M,-29.00M,49.00M,-95.00M,50.00M,-38.00M,281.00M,-110.00M,-72.00M,218.00M,61.00M,-299.00M,-122.00M,753.00M,-422.00M,52.00M,207.00M,578.00M,403.00M,-403.00M,-420.00M,-367.00M,-259.00M,-39.00M,-127.00M,16.00M,-19.00M,-8.00M,-49.20M,-49.30M,36.00M,23.50M,847.80M,-690.30M,-209.00M,33.10M,18.90M,17.40M,-20.70M,1.10M,-4.90M,-2.50M,5.20M,-5.00M,-2.40M,-1.30M,5.30M,-2.00M
Change in Other Current Liabilities,370.00M,180.00M,29.00M,-407.00M,450.00M,34.00M,-43.00M,-171.00M,50.00M,-1.00M,-53.00M,-478.00M,339.00M,124.00M,-200.00M,-81.00M,89.00M,224.00M,-60.00M,-85.00M,-102.00M,209.00M,38.00M,-346.00M,55.00M,-35.00M,316.00M,-312.00M,167.00M,94.00M,24.00M,10.00M,-82.00M,7.00M,14.00M,-193.00M,137.00M,27.00M,58.00M,-179.00M,140.00M,60.00M,46.00M,-176.00M,79.00M,-49.00M,41.00M,-159.00M,-76.00M,12.00M,12.00M,-269.00M,364.00M,180.00M,-759.00M,-379.00M,-195.00M,882.00M,180.00M,-245.00M,86.00M,23.00M,181.00M,-199.00M,272.00M,-375.00M,68.00M,114.00M,537.00M,38.00M,22.00M,-791.00M,211.00M,86.00M,281.00M,-281.00M,319.00M,615.00M,105.00M,-153.00M,169.00M,-16.00M,10.00M,-90.00M,116.30M,10.40M,38.00M,-82.70M,-458.20M,677.30M,143.80M,-49.80M,77.30M,-56.80M,5.50M,-54.50M,52.90M,-2.00M,7.60M,-29.60M,24.60M,0.80M,18.40M,-29.30M
Change in Other Working Cap,-252.00M,-406.00M,143.00M,-108.00M,-395.00M,-530.00M,-3.00M,-60.00M,-321.00M,-106.00M,30.00M,-81.00M,-297.00M,-167.00M,130.00M,45.00M,-251.00M,-66.00M,-57.00M,-114.00M,27.00M,98.00M,115.00M,29.00M,-193.00M,-354.00M,-142.00M,-46.00M,-143.00M,9.00M,-13.00M,-61.00M,-261.00M,24.00M,-5.00M,18.00M,-112.00M,38.00M,3.00M,3.00M,-305.00M,214.00M,118.00M,-23.00M,7.00M,7.00M,-98.00M,51.00M,-315.00M,-156.00M,288.00M,682.00M,182.00M,110.00M,387.00M,124.00M,-847.00M,529.00M,102.00M,269.00M,-113.00M,-139.00M,115.00M,325.00M,-486.00M,182.00M,-266.00M,402.00M,-849.00M,125.00M,223.00M,177.00M,-483.00M,-532.00M,1.354B,-20.00M,-105.00M,151.00M,-33.00M,-388.00M,-381.00M,189.00M,-88.00M,255.00M,-329.90M,179.30M,-38.80M,183.40M,-260.70M,177.10M,-35.10M,168.70M,-96.10M,65.00M,-103.70M,123.80M,-68.20M,86.90M,-100.90M,96.70M,-81.10M,46.00M,-70.90M,54.40M
Changes in Working Capital,184.00M,113.00M,-367.00M,-803.00M,-32.00M,-681.00M,60.00M,-473.00M,-338.00M,-124.00M,-194.00M,-574.00M,74.00M,31.00M,11.00M,35.00M,81.00M,323.00M,-177.00M,-510.00M,-122.00M,434.00M,-328.00M,-585.00M,-85.00M,-323.00M,165.00M,-665.00M,167.00M,38.00M,55.00M,-263.00M,-186.00M,110.00M,-281.00M,-113.00M,343.00M,235.00M,92.00M,-54.00M,-15.00M,653.00M,-318.00M,-333.00M,-385.00M,-37.00M,-427.00M,170.00M,-280.00M,-269.00M,183.00M,74.00M,179.00M,384.00M,33.00M,185.00M,-1.738B,897.00M,259.00M,101.00M,117.00M,-443.00M,311.00M,193.00M,-154.00M,-148.00M,-458.00M,628.00M,91.00M,737.00M,-186.00M,45.00M,120.00M,-624.00M,1.869B,-535.00M,-856.00M,601.00M,-268.00M,-451.00M,-113.00M,-186.00M,16.00M,-78.00M,50.10M,72.10M,-26.70M,-108.50M,61.10M,36.20M,-150.90M,53.10M,-17.90M,57.50M,-155.10M,68.90M,-28.50M,56.90M,-97.70M,-34.10M,39.90M,17.70M,-92.40M,-36.20M
Cash from Operations,2.572B,2.581B,1.817B,1.239B,1.519B,2.365B,1.911B,1.391B,1.646B,2.178B,1.554B,1.246B,1.252B,2.386B,1.543B,1.682B,1.304B,2.517B,1.439B,1.44B,1.419B,2.548B,1.246B,1.373B,1.392B,2.147B,1.752B,1.091B,1.265B,1.977B,1.13B,872.00M,645.00M,1.31B,756.00M,961.00M,850.00M,1.537B,1.003B,1.121B,921.00M,1.525B,827.00M,190.00M,851.00M,782.00M,683.00M,1.012B,743.00M,1.033B,516.00M,916.00M,1.035B,1.269B,713.00M,731.00M,314.00M,479.00M,1.151B,877.00M,746.00M,1.09B,1.332B,1.039B,851.00M,666.00M,320.00M,1.504B,1.282B,1.719B,726.00M,820.00M,434.00M,1.712B,2.192B,19.00M,338.00M,1.191B,508.00M,188.00M,937.00M,674.00M,575.00M,547.00M,574.90M,791.60M,453.60M,548.90M,587.00M,677.70M,217.90M,657.50M,553.80M,807.10M,493.60M,480.70M,271.60M,487.20M,239.30M,313.60M,179.50M,441.00M,144.50M,270.70M
Net Change in Capital Expenditures,-3.038B,-2.619B,-2.929B,-2.536B,-2.637B,-2.377B,-2.288B,-2.087B,-2.211B,-1.91B,-1.771B,-2.16B,-2.649B,-1.859B,-1.748B,-1.645B,-2.124B,-1.58B,-1.651B,-1.411B,-1.629B,-1.355B,-1.168B,-1.232B,-1.672B,-1.139B,-1.34B,-1.375B,-1.656B,-1.593B,-1.264B,-988.00M,-1.373B,-1.052B,-932.00M,-1.006B,-1.311B,-1.158B,-1.155B,-1.179B,-1.309B,-1.142B,-1.068B,-870.00M,-1.201B,-1.082B,-1.089B,-1.076B,-910.00M,-628.00M,-784.00M,-803.00M,-1.096B,-892.00M,-833.00M,-560.00M,-665.00M,-600.00M,-554.00M,-508.00M,-416.00M,-630.00M,-523.00M,-592.00M,-302.00M,-527.00M,-608.00M,-805.00M,-538.00M,-1.086B,-2.026B,-1.274B,-1.881B,-1.685B,-1.641B,-723.00M,129.00M,-1.788B,-1.261B,-1.648B,-1.503B,-1.643B,-704.00M,-2.086B,-556.70M,-1.030B,-283.60M,-288.90M,-418.80M,-346.90M,-300.20M,-257.30M,-419.10M,-466.40M,-299.30M,-209.10M,-167.90M,-169.50M,-160.80M,-215.10M,-218.50M,-200.10M,-179.40M,-174.50M
Sale of PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115.00M,6.00M,6.00M,103.00M,-8.00M,3.00M,2.00M,3.00M,,-44.00M,44.00M,,,,,,,,,,0.00,33.00M,165.00M,56.00M,187.00M,108.00M,26.00M,51.00M,193.00M,413.00M,-167.00M,167.00M,-95.00M,95.00M,,,,,,,,,,,,,,,1.90B,-1.90B,0.00,1.90B,,,,,,,,,,,,,,,,,,,,
Net Change in PP&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115.00M,6.00M,6.00M,103.00M,-8.00M,3.00M,2.00M,3.00M,,-44.00M,44.00M,,,,,,-910.00M,-628.00M,-784.00M,-803.00M,-1.096B,-859.00M,-668.00M,-504.00M,-478.00M,-492.00M,-528.00M,-457.00M,-223.00M,-217.00M,-690.00M,-425.00M,-397.00M,-432.00M,-608.00M,-805.00M,-226.00M,-1.086B,-2.026B,-1.274B,-1.139B,-1.685B,-1.641B,-723.00M,129.00M,-1.788B,-1.261B,-1.648B,397.00M,-3.543B,-704.00M,-186.00M,-556.70M,-1.030B,-283.60M,-288.90M,-418.80M,-346.90M,-300.20M,-257.30M,-419.10M,-466.40M,-299.30M,-209.10M,-167.90M,-169.50M,-160.80M,-215.10M,-218.50M,-200.10M,-179.40M,-174.50M
Net Change in Intangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.00M,1.00M,1.00M,7.00M,-13.00M,-2.00M,-1.00M,-10.00M,-8.00M,-7.00M,48.00M,9.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Divestitures (Acquisitions),-49.00M,-102.00M,-68.00M,-94.00M,19.00M,-158.00M,-66.00M,-74.00M,237.00M,-83.00M,-112.00M,-175.00M,-3.468B,-62.00M,-77.00M,-59.00M,-225.00M,-1.204B,2.832B,-29.00M,-31.00M,53.00M,99.00M,4.00M,218.00M,59.00M,32.00M,-32.00M,-415.00M,71.00M,6.00M,-42.00M,-1.00M,-46.00M,-2.00M,-2.00M,0.00,0.00,0.00,0.00,0.00,-10.00M,-114.00M,,0.00,-389.00M,0.00,,-8.00M,-4.00M,-54.00M,,-195.00M,0.00,148.00M,-90.00M,-1.00M,-293.00M,,,,,,,,,,,0.00,0.00,-17.00M,-1.69B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,8.00M,1.00M,-5.00M,-9.00M,30.00M,-3.00M,-14.00M,-28.00M,-2.00M,2.00M,8.00M,19.00M,24.00M,33.00M,11.00M,15.00M,192.00M,-104.00M,-105.00M,20.00M,-23.00M,-26.00M,-19.00M,1.00M,49.00M,144.00M,-22.00M,-79.00M,31.00M,-125.00M,46.00M,-140.00M,-49.00M,-98.00M,4.00M,-38.00M,73.00M,133.00M,-102.00M,-61.00M,49.00M,-56.00M,-49.00M,-36.00M,109.00M,462.00M,-517.00M,-8.00M,480.00M,63.00M,233.00M,198.00M,915.00M,-3.363B,1.278B,482.00M,850.00M,-2.17B,-14.00M,1.531B,-489.00M,1.708B,-559.00M,82.00M,35.00M,1.54B,,,-950.00M,309.00M,320.00M,-320.00M,-27.00M,-437.00M,-305.00M,-324.00M,,,,,,,,,-104.90M,-98.80M,-39.70M,-97.60M,-337.80M,-441.30M,106.10M,-31.40M,-34.20M,-83.50M,-28.40M,-10.00M,28.80M,10.10M,16.60M,-1.10M,14.70M,-18.10M,-2.10M,23.40M
Net Other Investing Changes,-245.00M,-125.00M,-73.00M,-74.00M,-202.00M,-87.00M,-13.00M,-75.00M,-135.00M,4.00M,-108.00M,-45.00M,120.00M,-59.00M,-36.00M,-69.00M,171.00M,-109.00M,86.00M,-36.00M,44.00M,-39.00M,7.00M,-59.00M,-7.00M,-68.00M,233.00M,21.00M,-168.00M,49.00M,1.00M,-10.00M,174.00M,-42.00M,4.00M,25.00M,368.00M,2.00M,-27.00M,-6.00M,-35.00M,148.00M,-64.00M,-3.00M,-53.00M,46.00M,92.00M,-9.00M,-10.00M,47.00M,18.00M,11.00M,778.00M,2.025B,-153.00M,-26.00M,-142.00M,2.238B,-8.00M,-162.00M,139.00M,-362.00M,226.00M,17.00M,133.00M,-1.409B,945.00M,330.00M,156.00M,-365.00M,352.00M,8.00M,-222.00M,-260.00M,603.00M,117.00M,-1.472B,655.00M,-46.00M,101.00M,-1.902B,2.088B,50.00M,,-19.30M,35.80M,8.90M,-1.40M,4.90M,145.50M,-103.20M,-13.30M,-33.10M,28.60M,23.30M,-37.00M,-70.80M,-36.20M,-60.80M,-20.20M,-90.50M,-41.20M,-36.30M,-29.90M
Cash from Investing,-3.324B,-2.845B,-3.075B,-2.713B,-2.79B,-2.625B,-2.381B,-2.264B,-2.111B,-1.987B,-1.983B,-2.361B,-5.973B,-1.947B,-1.85B,-1.758B,-1.986B,-2.997B,1.162B,-1.456B,-1.639B,-1.367B,-1.081B,-1.286B,-1.412B,-1.004B,-1.097B,-1.465B,-2.208B,-1.598B,-1.211B,-1.18B,-1.364B,-1.232B,-920.00M,-918.00M,-898.00M,-1.017B,-1.272B,-1.236B,-1.271B,-1.088B,-1.239B,-894.00M,-1.127B,-957.00M,-1.452B,-1.075B,-448.00M,-522.00M,-587.00M,-594.00M,402.00M,-2.197B,605.00M,-138.00M,229.00M,-717.00M,-550.00M,912.00M,-573.00M,1.129B,-1.023B,-326.00M,-229.00M,-301.00M,337.00M,-475.00M,-1.02B,-1.142B,-1.371B,-3.276B,-1.388B,-2.382B,-1.343B,-930.00M,-943.00M,-1.133B,-1.307B,-1.547B,-1.505B,-1.455B,-654.00M,-186.00M,-680.90M,-1.093B,-314.40M,-387.90M,-751.70M,-642.70M,-297.30M,-302.00M,-486.40M,-521.30M,-304.40M,-256.10M,-209.90M,-195.60M,-205.00M,-236.40M,-294.30M,-259.40M,-217.80M,-181.00M
Net Change in Long Term Debt,221.00M,927.00M,931.00M,1.536B,561.00M,1.295B,-216.00M,753.00M,918.00M,1.95B,570.00M,1.155B,-344.00M,4.94B,1.968B,751.00M,-590.00M,1.188B,-766.00M,94.00M,163.00M,-617.00M,743.00M,-412.00M,353.00M,193.00M,32.00M,262.00M,980.00M,849.00M,272.00M,-429.00M,1.456B,419.00M,435.00M,-18.00M,240.00M,436.00M,573.00M,-158.00M,798.00M,743.00M,22.00M,1.313B,-33.00M,1.107B,1.231B,359.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,639.00M,-1.343B,732.00M,-408.00M,497.00M,-457.00M,340.00M,791.00M,257.00M,-1.60B,-82.00M,1.063B,-800.00M,694.00M,-1.183B,-158.00M,1.358B,252.00M,-1.636B,1.271B,747.00M,-83.00M,126.00M,898.00M,-444.00M,-226.00M,136.00M,627.00M,180.00M,-533.00M,603.00M,28.00M,-329.00M,474.00M,5.00M,58.00M,-71.00M,32.00M,-109.00M,93.00M,-280.00M,-120.00M,115.00M,-263.00M,-390.00M,504.00M,-126.00M,-61.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Debt Issuance,860.00M,-416.00M,1.663B,1.128B,1.058B,838.00M,124.00M,1.544B,1.175B,350.00M,488.00M,2.218B,-1.144B,5.634B,785.00M,593.00M,768.00M,1.44B,-2.402B,1.365B,910.00M,-700.00M,869.00M,486.00M,-91.00M,-33.00M,168.00M,889.00M,1.16B,316.00M,875.00M,-401.00M,1.127B,893.00M,440.00M,40.00M,169.00M,468.00M,464.00M,-65.00M,518.00M,623.00M,137.00M,1.05B,-423.00M,1.611B,1.105B,298.00M,-31.00M,-243.00M,401.00M,-45.00M,-921.00M,1.265B,-519.00M,34.00M,-53.00M,-117.00M,-237.00M,-231.00M,-2.076B,-755.00M,-513.00M,-216.00M,-1.316B,204.00M,-315.00M,-365.00M,-707.00M,9.00M,319.00M,2.589B,1.103B,240.00M,-74.00M,-140.00M,399.00M,-414.00M,2.252B,1.262B,149.00M,1.542B,-266.00M,349.00M,-714.60M,1.076B,-246.40M,193.70M,365.90M,66.70M,240.30M,-214.00M,110.60M,56.20M,-48.50M,-123.20M,75.80M,-83.70M,75.70M,35.00M,236.80M,-53.30M,178.50M,24.40M
