Other Noncash Items,1.404M,1.274M,0.24M,-0.234M,3.277M,-0.012M,-0.011M,-0.012M,-0.711M,-0.022M,-0.013M,-0.004M,-0.121M,0.018M,0.00,0.024M,0.034M,0.005M,0.004M,0.004M,0.001M,0.003M,0.00,-0.001M,0.056M,-0.062M,-0.019M,-0.003M,-0.006M,-0.007M,-0.007M,-0.007M,-0.007M,-17.29M,17.26M,-0.016M,0.138M,-17.36M,17.17M,0.041M,0.121M,-1.862M,0.072M,1.629M,-2.149M,1.018M,-0.4452M,0.3288M,1.103M,-0.4914M,0.7270M,0.1934M,-1.077M,0.4684M,0.8765M,,-1.333M,1.333M,-0.0718M,0.0718M,,,-0.0498M,0.0498M,,-0.2014M,0.2152M,-0.0137M,,,,,0.0000M,-0.0000M,,,,,,,0.10M,0.00,-0.10M,,1.80M,1.70M,1.70M,1.70M,1.80M,1.70M,1.50M,1.30M,0.90M,2.50M,1.20M,1.40M,1.30M,1.40M,1.50M,1.40M,1.50M,1.40M,1.30M,1.50M
Change in Receivables,-24.46M,0.519M,31.29M,24.39M,-55.87M,-1.547M,22.20M,18.39M,-20.50M,-26.26M,20.77M,14.60M,-35.61M,-11.88M,17.84M,5.103M,-24.65M,-2.713M,25.76M,13.74M,-33.56M,1.591M,40.36M,-3.647M,-22.35M,9.681M,2.389M,-8.657M,-11.74M,-2.51M,26.86M,11.16M,-11.12M,14.56M,4.155M,7.196M,-41.17M,-11.74M,4.306M,24.38M,-40.72M,0.762M,15.96M,15.56M,-5.088M,30.18M,-11.76M,0.1292M,-30.37M,-4.833M,7.893M,-0.8796M,-10.70M,-0.5354M,5.219M,15.72M,-21.75M,-9.831M,7.628M,7.124M,-14.61M,-7.864M,6.197M,4.670M,-11.44M,-0.2241M,12.49M,-4.363M,-9.898M,1.343M,6.080M,-0.1637M,0.1231M,-3.155M,11.51M,8.075M,-14.91M,-3.250M,0.9195M,0.8972M,-2.50M,-4.60M,1.50M,-1.30M,-3.60M,2.60M,1.90M,0.90M,-4.30M,-3.80M,16.20M,2.80M,-7.60M,1.20M,7.50M,-2.00M,-5.80M,0.50M,1.40M,-0.40M,-2.30M,1.40M,3.80M,-1.60M
Change in Inventories,0.231M,1.538M,-0.749M,7.207M,-4.272M,-3.465M,-2.604M,12.45M,-0.78M,-5.713M,-9.231M,6.688M,-0.352M,-2.842M,-2.41M,3.073M,-1.639M,-1.239M,-0.932M,5.337M,0.04M,-1.937M,-2.169M,8.243M,-3.559M,-3.113M,-2.884M,5.064M,-3.119M,-1.694M,-0.414M,5.83M,-2.643M,-3.156M,-2.462M,5.777M,0.562M,-3.793M,-2.773M,6.155M,0.526M,-2.935M,-3.521M,8.527M,5.540M,-7.040M,-6.921M,6.691M,2.667M,-4.256M,-4.820M,7.602M,1.833M,-4.425M,-4.380M,7.328M,-0.2719M,-6.774M,-4.441M,5.782M,3.542M,-4.635M,-4.331M,3.682M,2.254M,-3.908M,-3.891M,5.078M,1.344M,-2.273M,-2.782M,4.022M,1.225M,-2.179M,-3.317M,5.388M,0.7922M,-3.427M,-2.836M,2.164M,1.50M,-2.30M,-1.40M,2.20M,-0.10M,-2.20M,-1.20M,3.50M,,-3.00M,-1.10M,4.10M,1.60M,-2.80M,-1.10M,2.30M,-0.30M,-1.30M,-0.90M,2.50M,0.40M,-1.80M,-1.40M,2.80M
Change in Prepaid Assets,-2.844M,4.299M,-2.213M,11.87M,-5.888M,-13.06M,3.428M,8.095M,-4.141M,-4.989M,0.993M,1.136M,-1.872M,-2.393M,1.52M,1.358M,-0.60M,-3.42M,0.761M,2.50M,0.105M,-3.987M,0.998M,2.185M,0.297M,-3.673M,0.843M,1.469M,0.143M,-2.94M,0.632M,1.452M,0.399M,-2.536M,0.264M,1.528M,0.536M,-2.918M,1.626M,1.913M,-1.237M,-2.477M,1.597M,1.36M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Payables and Accrued Expense,-10.47M,5.352M,-12.12M,-44.78M,45.50M,16.56M,0.78M,-26.93M,11.08M,4.795M,5.617M,-5.897M,12.41M,7.748M,-0.663M,0.102M,-1.427M,6.462M,-16.71M,0.35M,5.081M,3.787M,-27.31M,4.821M,9.506M,1.56M,5.063M,2.695M,-1.307M,-0.055M,-11.72M,-6.849M,10.78M,-22.06M,9.72M,-12.21M,27.62M,3.111M,-2.20M,-12.77M,20.71M,3.061M,-4.182M,-11.41M,-8.161M,-10.34M,16.52M,-13.07M,23.31M,5.842M,-0.8417M,-6.185M,8.335M,1.105M,-5.372M,-15.50M,12.18M,13.98M,-2.779M,-8.125M,9.279M,7.431M,-4.115M,-0.9462M,8.192M,1.447M,-8.279M,-0.4303M,8.607M,1.882M,-2.608M,-1.291M,-1.158M,3.027M,-4.843M,-16.13M,13.43M,3.294M,1.173M,-1.108M,-2.90M,6.80M,1.90M,,-0.10M,1.70M,-5.10M,-1.80M,6.60M,-0.50M,-11.80M,-6.80M,6.60M,-0.20M,-2.80M,-2.20M,4.80M,-0.60M,1.10M,-2.20M,3.40M,-1.00M,-0.70M,-1.30M
Change in Other Current Assets,,,,,,,,,,,,,,,,,,,,,,,,,1.158M,-2.879M,0.869M,0.852M,0.456M,-0.294M,-1.076M,0.914M,-0.681M,-0.16M,0.903M,-0.044M,1.893M,-1.329M,-1.069M,2.164M,-1.842M,0.028M,-0.062M,0.034M,7.780M,-9.028M,0.0456M,1.002M,0.6032M,-1.703M,-1.155M,1.066M,-3.230M,-0.7222M,-0.5453M,4.226M,-2.987M,-0.7098M,-0.2529M,1.170M,-0.3765M,-2.591M,-1.525M,3.610M,-1.083M,0.2669M,0.0914M,0.6820M,-0.8195M,0.1420M,-0.5409M,0.1956M,-1.042M,1.335M,-1.741M,-0.1944M,-0.3404M,-0.1771M,0.2131M,0.2191M,-1.00M,-0.40M,0.40M,0.60M,1.60M,-0.80M,-0.60M,0.60M,-0.70M,2.30M,-1.50M,0.60M,-3.30M,0.00,-0.60M,0.80M,1.00M,-0.90M,-0.30M,0.60M,-0.50M,-0.40M,-0.30M,0.10M
Change in Other Current Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,-4.688M,-0.90M,-0.123M,5.711M,-0.095M,-1.238M,-3.906M,1.047M,-6.65M,1.909M,0.983M,-2.165M,-3.522M,0.85M,-0.066M,1.107M,0.999M,-0.232M,0.27M,-0.038M,4.840M,-4.445M,2.879M,-3.205M,-1.225M,3.481M,3.480M,-2.083M,-0.8920M,2.133M,0.7708M,-0.1927M,-0.6035M,1.124M,-0.0045M,1.295M,-0.6124M,3.728M,0.5274M,-3.198M,2.666M,1.826M,-1.431M,-1.648M,1.243M,-2.402M,-0.6480M,5.414M,0.0923M,-4.363M,2.344M,2.712M,-4.448M,-2.514M,-3.043M,4.129M,-1.50M,-3.00M,0.00,6.10M,-1.90M,-2.40M,1.60M,3.70M,-2.40M,1.10M,-2.80M,2.40M,-2.00M,-1.30M,0.30M,0.50M,-1.30M,-1.00M,0.50M,3.30M,-1.40M,-2.50M,0.80M,5.00M
Change in Other Working Cap,-7.741M,-3.589M,-8.95M,-3.287M,-33.82M,-0.557M,-2.925M,4.171M,0.698M,3.191M,-4.556M,3.168M,0.083M,-2.778M,-3.314M,-0.894M,-1.676M,-1.645M,-6.231M,11.11M,-4.28M,-4.98M,-13.36M,7.771M,3.831M,-4.303M,-3.469M,3.64M,0.256M,-2.597M,-1.094M,-2.743M,9.329M,-6.341M,-1.842M,4.884M,1.21M,0.223M,-1.507M,3.284M,0.484M,-1.503M,-2.246M,4.107M,-0.6003M,-3.309M,-4.187M,4.745M,2.531M,-2.083M,-8.137M,7.020M,7.288M,-3.863M,3.831M,0.9942M,-2.012M,-4.149M,3.135M,0.9765M,-1.295M,-2.510M,2.772M,0.9817M,1.052M,-3.793M,-1.442M,4.136M,-1.463M,-1.988M,2.392M,,0.3082M,0.0937M,,,,,,,,,,,,,,,,-2.20M,2.20M,,,,,,,,,,,,,
Changes in Working Capital,-45.28M,8.119M,7.259M,-4.602M,-54.36M,-2.063M,20.88M,16.17M,-13.64M,-28.98M,13.59M,19.69M,-25.34M,-12.15M,12.97M,8.742M,-29.99M,-2.555M,2.644M,33.03M,-32.61M,-5.526M,-1.482M,19.37M,-15.80M,-3.627M,2.688M,10.77M,-15.41M,-11.33M,9.282M,10.81M,-0.585M,-17.78M,11.72M,4.97M,-12.88M,-15.60M,-1.683M,26.23M,-21.08M,-3.296M,7.811M,18.14M,3.128M,-3.981M,-3.421M,-3.708M,-2.479M,-3.551M,-3.581M,6.541M,2.632M,-6.308M,-0.4761M,12.58M,-15.45M,-6.357M,3.286M,8.223M,-4.072M,-6.441M,-0.4738M,8.800M,1.638M,-4.385M,-2.463M,3.454M,-0.9864M,-3.295M,1.893M,8.177M,-0.4525M,-5.241M,3.949M,-0.1473M,-5.481M,-6.074M,-3.573M,6.300M,-6.40M,-3.50M,2.40M,7.60M,-4.10M,-1.10M,-3.40M,6.90M,-0.80M,-6.10M,1.20M,3.10M,-4.70M,-3.10M,3.30M,-0.60M,-1.60M,-3.30M,1.80M,3.80M,-0.40M,-4.30M,2.20M,5.00M
Cash from Operations,-0.975M,29.36M,34.09M,40.49M,-10.63M,19.64M,41.68M,66.67M,11.72M,2.002M,36.42M,59.95M,18.41M,8.07M,33.53M,44.13M,10.78M,13.53M,18.07M,62.33M,8.689M,6.456M,12.50M,46.06M,6.504M,12.36M,18.90M,35.16M,2.176M,3.706M,26.21M,34.55M,18.35M,-7.315M,25.82M,34.27M,6.324M,-2.22M,10.62M,46.40M,-1.653M,0.632M,15.78M,31.04M,15.12M,3.780M,2.356M,7.287M,5.990M,-0.9261M,3.697M,16.92M,11.14M,-3.996M,3.227M,19.74M,-5.665M,-3.921M,6.815M,16.06M,5.736M,-3.830M,4.295M,17.26M,7.490M,-0.5426M,2.073M,13.93M,5.029M,-1.699M,6.457M,14.60M,3.409M,-3.306M,6.518M,8.830M,-0.6465M,-4.816M,0.3572M,13.47M,0.10M,-2.10M,4.70M,13.90M,0.90M,-0.50M,-2.20M,12.80M,5.50M,-5.10M,3.80M,7.50M,0.50M,-1.40M,5.20M,6.90M,2.10M,-1.10M,3.70M,8.30M,2.90M,-2.50M,4.10M,9.90M
Net Change in Capital Expenditures,-45.41M,-48.87M,-47.23M,-43.22M,-68.94M,-44.60M,-63.70M,-63.12M,-45.19M,-41.51M,-46.46M,-42.17M,-60.27M,-36.81M,-35.00M,-37.78M,-46.30M,-39.95M,-31.87M,-25.48M,-22.48M,-26.23M,-24.35M,-18.53M,-28.54M,-27.36M,-24.81M,-16.41M,-21.42M,-16.96M,-19.64M,-14.74M,-13.66M,-11.82M,-13.21M,-8.355M,-19.44M,-12.60M,-7.501M,-6.099M,-7.314M,-7.731M,-7.844M,-4.132M,-7.512M,-8.284M,-11.03M,-4.412M,-8.400M,-6.908M,-7.612M,-8.357M,-20.51M,-11.51M,-9.869M,-6.956M,-13.07M,-9.162M,-7.243M,-3.535M,-5.739M,-5.511M,-3.869M,-2.688M,-4.100M,-3.083M,-2.672M,-1.936M,-5.563M,-3.741M,-2.741M,-2.660M,-8.732M,-8.974M,-5.142M,-4.566M,-8.252M,-5.923M,-4.096M,-3.550M,-11.00M,-6.80M,-4.10M,-3.20M,-3.90M,-3.40M,-2.80M,-1.90M,-2.50M,-3.80M,-2.40M,-3.70M,-4.60M,-4.30M,-2.40M,-2.70M,-3.60M,-2.20M,-3.60M,-2.30M,-4.10M,-2.30M,-2.30M,-1.80M
Sale of PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.905M,0.561M,0.045M,0.299M,,,,,,,,,,,,,0.00,0.00,0.2049M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in PP&E,-45.41M,-48.87M,-47.23M,-43.22M,-68.94M,-44.60M,-63.70M,-63.12M,-45.19M,-41.51M,-46.46M,-42.17M,-60.27M,-36.81M,-35.00M,-37.78M,-46.30M,-39.95M,-31.87M,-25.48M,-22.48M,-26.23M,-24.35M,-18.53M,-28.54M,-27.36M,-24.81M,-16.41M,-21.42M,-16.96M,-19.64M,-14.74M,-14.56M,-11.58M,-12.84M,-8.056M,-19.44M,-12.60M,-7.501M,-6.099M,-6.929M,-7.705M,-7.845M,-4.124M,-7.032M,-8.284M,-11.03M,-4.412M,-8.400M,-6.908M,-7.407M,-8.357M,-20.51M,-11.51M,-9.869M,-6.956M,-13.07M,-9.162M,-7.243M,-3.535M,-5.323M,-5.511M,-3.869M,-2.688M,-4.100M,-3.083M,-2.672M,-1.936M,-5.563M,-3.741M,-2.741M,-2.660M,-8.732M,-8.974M,-5.142M,-4.566M,-8.252M,-5.923M,-4.096M,-3.550M,-11.00M,-6.80M,-4.10M,-3.20M,-3.90M,-3.40M,-2.80M,-1.90M,-2.50M,-3.80M,-2.40M,-3.70M,-4.60M,-4.30M,-2.40M,-2.70M,-3.60M,-2.20M,-3.60M,-2.30M,-4.10M,-2.30M,-2.30M,-1.80M
Net Divestitures (Acquisitions),,,,,,,,,-0.238M,-11.71M,,,0.00,0.00,,,0.00,0.00,-20.93M,,0.00,0.00,0.00,,-0.834M,0.174M,-17.10M,-2.437M,0.00,-0.124M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2.30M,,,0.63M,0.124M,0.00,-0.124M,0.00,-0.10M,-0.20M,0.00,-0.80M,-1.998M,0.00,-0.31M,3.519M,0.00,0.00,0.00,,,,,,,,,,,,,,1.201M,-1.201M,,0.1788M,-0.0434M,0.0434M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Other Investing Changes,-0.145M,-0.161M,-0.284M,-0.153M,-0.086M,0.093M,0.005M,0.145M,-0.012M,0.341M,0.071M,-0.021M,-0.035M,-0.053M,-0.04M,-0.048M,-0.006M,0.02M,-0.173M,0.149M,10.19M,-0.009M,0.377M,0.003M,0.362M,0.042M,-0.178M,0.014M,-0.264M,-0.119M,-0.06M,2.115M,0.817M,-0.525M,0.164M,-0.164M,0.255M,-0.056M,-0.009M,-0.367M,,,,,0.4025M,-0.2038M,-0.0702M,-0.1286M,-0.0618M,-0.0302M,-0.0677M,-0.0683M,-0.0059M,-0.0112M,-0.0388M,0.0404M,0.0346M,0.0367M,0.0426M,0.1264M,-0.0114M,0.0632M,0.0745M,0.2378M,3.053M,1.351M,0.9973M,0.5248M,0.2667M,0.3775M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10M,-0.10M,,,,
Cash from Investing,-46.67M,-49.03M,-47.51M,-43.37M,-85.68M,-44.51M,-63.69M,-62.97M,-45.44M,-52.88M,-46.38M,-42.19M,-60.31M,-36.86M,-35.04M,-37.83M,-46.31M,-39.93M,-52.97M,-25.33M,-12.27M,-26.24M,-23.98M,-18.52M,-29.01M,-24.84M,-42.09M,-18.83M,-21.06M,-17.08M,-19.70M,-12.75M,-14.54M,-11.88M,-13.20M,-8.22M,-19.98M,-14.66M,-7.51M,-6.776M,-3.436M,-7.731M,-7.844M,-4.132M,-7.109M,-8.488M,-11.10M,-4.540M,-8.462M,-6.938M,-7.475M,-8.426M,-20.52M,-11.52M,-9.908M,-6.916M,-13.03M,-7.924M,-8.402M,-3.409M,-5.156M,-5.491M,-3.751M,-2.450M,-1.047M,-1.732M,-1.675M,-1.411M,-5.296M,-3.364M,-2.741M,-2.660M,-10.50M,-8.974M,-5.142M,-4.566M,-8.252M,-5.923M,-4.096M,-3.550M,-8.80M,-6.80M,-4.10M,-3.20M,-4.40M,-3.40M,-2.80M,-1.90M,-2.50M,-3.80M,-2.40M,-3.70M,-4.70M,-4.30M,-2.40M,-2.70M,-3.60M,-2.20M,-3.50M,-2.40M,-4.00M,-2.30M,-2.30M,-1.80M
Net Change in Long Term Debt,34.33M,99.86M,-6.065M,29.59M,76.08M,-0.38M,20.16M,24.57M,-6.583M,-0.345M,65.05M,-0.416M,-6.565M,-0.355M,-1.824M,-0.402M,-6.558M,-0.328M,-3.536M,-0.398M,-7.72M,-0.328M,48.25M,-0.196M,13.42M,-0.039M,-1.555M,-0.015M,-6.743M,-0.015M,-1.424M,-0.02M,-7.744M,0.092M,27.55M,-0.035M,17.42M,-24.00M,-1.419M,-28.86M,-14.70M,0.00,0.00,-0.02M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,22.63M,-76.48M,24.83M,-18.06M,26.16M,33.00M,6.18M,-21.86M,47.85M,57.51M,-53.74M,-10.54M,55.36M,-25.55M,7.301M,-0.662M,45.77M,32.38M,27.94M,-21.46M,17.06M,23.30M,-35.60M,-22.20M,14.37M,15.81M,27.86M,-13.56M,30.44M,17.20M,-2.103M,-19.05M,8.117M,22.34M,-37.18M,-22.53M,4.834M,30.02M,-0.834M,-0.088M,23.75M,8.084M,-7.80M,-23.20M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Debt Issuance,56.96M,23.38M,18.77M,11.52M,102.25M,32.62M,26.34M,2.711M,41.27M,57.16M,11.31M,-10.95M,48.79M,-25.91M,5.477M,-1.064M,39.21M,32.05M,24.40M,-21.86M,9.343M,22.97M,12.65M,-22.39M,27.79M,15.77M,26.30M,-13.58M,23.70M,17.19M,-3.527M,-19.07M,0.373M,22.44M,-9.626M,-22.57M,22.25M,6.023M,-2.253M,-28.95M,9.052M,8.084M,-7.80M,-23.22M,-4.850M,4.802M,10.37M,-0.0001M,7.013M,9.831M,2.500M,-8.349M,-6.760M,18.67M,6.761M,-11.53M,21.86M,9.532M,0.0451M,-5.750M,2.532M,-0.2627M,0.0673M,-4.961M,-2.719M,2.503M,0.5602M,-11.72M,2.754M,5.669M,-1.932M,-11.51M,7.808M,10.80M,0.6187M,-4.904M,10.90M,11.69M,7.022M,-10.00M,10.60M,7.70M,-0.30M,-8.10M,6.10M,3.10M,1.80M,-8.10M,-1.20M,8.40M,-2.40M,-3.10M,6.30M,6.00M,-2.20M,-3.60M,2.70M,4.10M,0.20M,-5.20M,1.10M,6.10M,-1.30M,-8.10M
Common Stock Issuance,,,,,,,,,-0.165M,-0.177M,0.199M,0.222M,0.265M,57.48M,0.234M,0.195M,0.18M,0.216M,0.20M,0.217M,-0.30M,0.30M,,,,,,,,,,,,,,,,,,,,,,,-0.0153M,0.00,-0.0000M,0.0153M,0.0547M,0.0704M,0.1083M,0.0660M,19.79M,0.0513M,0.0646M,0.1125M,0.1763M,0.1439M,0.1123M,0.0263M,-1.567M,1.733M,0.0477M,0.0548M,-0.6054M,-0.2645M,0.6476M,0.5699M,0.2898M,0.3141M,0.3397M,0.3346M,0.2888M,0.3026M,0.2932M,0.3310M,0.2747M,0.2574M,0.3351M,0.2468M,0.20M,0.30M,0.30M,0.20M,0.10M,0.20M,0.20M,0.10M,0.30M,0.10M,0.10M,0.10M,0.30M,0.10M,0.10M,0.10M,0.10M,0.10M,0.00,0.10M,0.10M,0.00,0.00,0.10M
