Asset Impairment Charge,2.70B,9.00M,240.00M,,501.00M,10.00M,0.00,,0.00,0.00,0.00,8.00M,94.00M,836.00M,173.00M,0.00,3.145B,3.903B,2.424B,,7.102B,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Noncash Items,655.00M,57.00M,96.00M,69.00M,171.00M,101.00M,107.00M,102.00M,144.00M,314.00M,168.00M,137.00M,170.00M,196.00M,142.00M,164.00M,1.974B,290.00M,450.00M,33.00M,2.373B,-244.00M,85.00M,3.00M,129.00M,441.00M,-159.00M,100.00M,217.00M,66.00M,95.00M,73.00M,120.00M,2.00M,55.00M,23.00M,118.00M,67.00M,50.00M,66.00M,68.20M,61.85M,157.96M,,762.71M,,-36.11M,36.11M,23.80M,24.44M,24.13M,24.06M,24.66M,22.76M,41.51M,,,,,,,,,,,,,,,,,,45.34M,-48.65M,0.948M,2.367M,,1.378M,-1.378M,,0.701M,-0.601M,0.101M,-0.10M,-0.281M,0.40M,0.10M,-0.10M,-0.10M,-0.10M,0.10M,,5.80M,,-0.10M,0.10M,-0.50M,0.50M,-0.10M,0.10M,-0.10M,-1.60M,0.90M,0.80M,0.40M,-0.30M,0.40M,-0.30M,-0.10M,0.10M,-0.10M,,1.00M,1.00M,-0.10M,0.10M,,,-0.10M,0.10M
Change in Receivables,9.00M,28.00M,88.00M,8.00M,263.00M,-12.00M,-36.00M,-65.00M,-200.00M,-132.00M,103.00M,-41.00M,-66.00M,-45.00M,102.00M,135.00M,78.00M,252.00M,86.00M,247.00M,166.00M,200.00M,2.00M,389.00M,154.00M,-171.00M,141.00M,-19.00M,-100.00M,-362.00M,572.00M,-82.00M,-342.00M,-62.00M,2.00M,-357.00M,-289.00M,-103.00M,165.00M,-269.00M,41.10M,-54.59M,-242.64M,69.14M,318.67M,584.76M,-294.48M,-38.36M,-231.37M,-11.82M,-64.14M,45.36M,-197.97M,2.116M,19.98M,22.26M,-186.64M,-117.76M,-22.46M,-177.18M,-153.23M,31.03M,-110.22M,-63.97M,-18.93M,86.79M,66.93M,-229.09M,-49.89M,-50.93M,6.96M,-28.97M,21.98M,132.17M,-13.95M,44.48M,-78.92M,-76.39M,-67.93M,-30.49M,13.00M,-51.70M,-67.70M,3.20M,11.20M,10.70M,0.20M,43.40M,-1.10M,-19.40M,-2.20M,35.30M,-51.80M,8.30M,-8.70M,-3.40M,-12.90M,-6.10M,-39.30M,-6.10M,-5.00M,5.20M,-4.50M,-5.70M,7.30M,-11.70M,3.70M,-8.90M,0.90M,-5.80M,-4.50M,9.80M,-21.60M,0.80M,3.90M,4.30M,1.60M,-1.70M,3.10M,-1.30M
Change in Inventories,-25.00M,0.00,17.00M,-33.00M,1.00M,2.00M,24.00M,-33.00M,15.00M,-3.00M,8.00M,12.00M,-25.00M,-3.00M,-9.00M,10.00M,-33.00M,-20.00M,52.00M,22.00M,-105.00M,87.00M,-98.00M,85.00M,-24.00M,-8.00M,-83.00M,50.00M,-89.00M,5.00M,-43.00M,67.00M,-2.00M,62.00M,-71.00M,-26.00M,56.00M,-14.00M,1.00M,-8.00M,-16.90M,15.95M,-10.57M,6.522M,-14.57M,-6.009M,-78.03M,76.31M,9.166M,8.721M,30.15M,-8.25M,23.71M,-18.40M,9.059M,-4.132M,0.473M,1.802M,4.323M,4.697M,-5.782M,0.697M,-1.468M,5.894M,-0.536M,-8.09M,3.401M,1.009M,1.243M,0.601M,-1.155M,0.028M,-4.066M,0.192M,0.976M,-0.107M,,13.83M,-11.95M,-1.883M,,0.356M,-0.056M,-0.30M,,,,,-0.80M,,-0.10M,0.10M,,,,,,,,,,,,,,,,,-1.00M,1.10M,-2.70M,-1.00M,,,,,,,,
Change in Prepaid Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.00M,22.00M,-18.00M,-14.00M,-8.00M,18.00M,4.00M,-93.43M,40.18M,-73.66M,-16.10M,0.955M,27.89M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Payables and Accrued Expense,-6.00M,-38.00M,51.00M,-96.00M,-25.00M,81.00M,99.00M,-73.00M,130.00M,60.00M,108.00M,-231.00M,88.00M,15.00M,41.00M,-216.00M,-291.00M,-449.00M,489.00M,-394.00M,-261.00M,-144.00M,73.00M,-456.00M,5.00M,-387.00M,165.00M,36.00M,-571.00M,-61.00M,-92.00M,-493.00M,250.00M,-203.00M,254.00M,30.00M,118.00M,30.00M,-85.00M,-158.00M,25.04M,18.52M,-50.64M,-502.92M,-231.25M,-458.58M,217.85M,-55.64M,-26.12M,32.89M,-42.39M,-3.296M,-5.779M,6.599M,-97.27M,-40.22M,-23.56M,118.94M,-4.889M,6.952M,67.94M,8.815M,85.31M,20.39M,6.564M,5.037M,-41.98M,98.55M,-29.24M,21.56M,27.12M,12.77M,-86.38M,-31.93M,-84.02M,58.36M,118.40M,-49.22M,47.93M,-5.269M,-26.20M,56.70M,15.20M,-20.80M,-3.30M,-23.20M,2.30M,-41.70M,28.60M,8.00M,-27.10M,-7.60M,21.20M,0.70M,17.10M,-3.00M,19.00M,12.50M,14.40M,-8.60M,-17.00M,3.20M,1.00M,-2.10M,10.00M,6.60M,-0.30M,-20.50M,-6.10M,-6.40M,16.40M,-1.70M,-13.00M,-8.60M,-6.10M,-4.60M,19.60M,0.00,-3.20M,1.70M
Change in Other Current Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.00M,4.00M,,,,,,,0.911M,-0.911M,5.793M,-31.51M,-0.31M,-4.502M,-12.25M,81.40M,-111.61M,108.79M,-44.12M,-91.49M,-17.59M,-17.41M,-12.70M,-18.21M,-30.32M,-9.868M,-26.42M,-10.35M,-10.74M,-1.90M,-8.198M,-1.995M,3.688M,-19.12M,45.43M,-29.32M,3.636M,-20.67M,-25.99M,26.20M,5.587M,-13.53M,37.70M,-0.332M,-1.068M,-10.10M,4.30M,-6.10M,21.90M,-3.00M,-123.10M,124.60M,-2.60M,-5.40M,9.30M,-7.60M,0.20M,-3.70M,28.90M,-30.40M,0.30M,-0.30M,1.30M,-0.20M,-6.80M,0.20M,-0.90M,-0.30M,-1.60M,-1.00M,-0.50M,-0.10M,-0.50M,-0.30M,2.10M,1.60M,-2.50M,1.00M,2.00M,-1.40M,2.40M,-3.60M
Change in Other Current Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.24M,-142.76M,67.65M,-156.22M,-188.43M,-157.20M,96.96M,-226.35M,32.28M,197.55M,-95.89M,19.91M,-75.74M,121.98M,-17.56M,-36.84M,-121.95M,51.52M,30.01M,25.50M,-5.58M,13.30M,-6.007M,-48.66M,90.82M,-42.74M,-8.571M,1.089M,-22.82M,46.64M,-13.08M,-7.291M,-42.00M,-3.49M,19.19M,-10.70M,-14.80M,71.70M,-7.30M,-16.00M,112.10M,0.90M,-3.50M,-5.70M,1.70M,0.20M,23.50M,-19.70M,1.60M,-2.10M,-0.30M,6.10M,57.10M,9.90M,-4.10M,-6.30M,-7.20M,2.20M,2.30M,-15.40M,16.80M,5.40M,4.10M,-38.90M,25.80M,17.20M,4.30M,-22.20M,-0.30M,4.50M,-3.10M,0.50M
Change in Other Working Cap,32.00M,-1.00M,-1.00M,-36.00M,-5.00M,-56.00M,99.00M,-19.00M,721.00M,-137.00M,-718.00M,-15.00M,155.00M,64.00M,68.00M,-161.00M,1.07B,-1.295B,300.00M,-194.00M,58.00M,-282.00M,-14.00M,-29.00M,202.00M,-178.00M,-59.00M,195.00M,88.00M,-375.00M,-23.00M,-133.00M,212.00M,-34.00M,-101.00M,107.00M,74.00M,-174.00M,2.00M,12.00M,142.29M,-3.229M,-58.57M,3.509M,-126.04M,19.01M,-236.49M,-17.68M,62.63M,-46.02M,-71.54M,-2.001M,13.04M,-37.39M,-0.776M,-41.26M,41.69M,-41.69M,23.87M,-23.87M,5.73M,-5.73M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Working Capital,10.00M,-11.00M,155.00M,-157.00M,234.00M,15.00M,186.00M,-190.00M,666.00M,-212.00M,-499.00M,-275.00M,152.00M,31.00M,202.00M,-232.00M,824.00M,-1.512B,927.00M,-319.00M,-142.00M,-139.00M,-37.00M,-11.00M,337.00M,-744.00M,164.00M,262.00M,-672.00M,-793.00M,414.00M,-641.00M,118.00M,-241.00M,106.00M,-264.00M,-55.00M,-269.00M,97.00M,-415.00M,98.09M,16.82M,-436.07M,-439.84M,-52.23M,167.07M,-390.24M,-36.28M,-117.66M,-190.51M,-80.58M,-128.90M,-367.69M,-122.86M,-83.66M,-180.92M,-179.88M,67.35M,-112.64M,-186.90M,-173.77M,138.58M,-74.25M,-84.39M,-161.27M,124.92M,47.62M,-105.92M,-91.67M,-17.46M,30.61M,-83.94M,67.78M,28.38M,-101.93M,83.15M,-9.323M,-38.93M,-39.44M,-58.46M,-17.50M,1.539M,-34.44M,-38.70M,-2.60M,53.10M,17.10M,-17.30M,15.70M,114.10M,-35.50M,16.70M,-21.10M,1.60M,32.10M,-29.80M,36.60M,-26.10M,-24.90M,-8.90M,36.40M,18.10M,-14.40M,-13.90M,9.20M,-3.20M,4.10M,-45.80M,10.10M,-5.80M,12.80M,-32.10M,-6.70M,11.00M,-0.40M,-21.50M,22.90M,1.40M,-0.80M,-2.70M
Other Cash from Operations,,,,,,,,,,,,,,,,,0.00,-46.00M,86.00M,73.00M,172.00M,89.00M,601.00M,82.00M,992.00M,54.00M,40.00M,64.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Operations,778.00M,635.00M,856.00M,598.00M,1.043B,1.006B,1.113B,615.00M,668.00M,554.00M,751.00M,455.00M,796.00M,651.00M,744.00M,239.00M,174.00M,711.00M,1.132B,650.00M,1.429B,1.896B,2.339B,2.293B,2.477B,1.978B,2.759B,2.621B,2.082B,1.623B,2.792B,2.007B,2.782B,2.447B,2.745B,1.979B,1.926B,1.715B,1.931B,1.154B,1.545B,1.313B,823.51M,543.22M,1.037B,2.291B,1.930B,1.808B,1.800B,1.427B,1.386B,1.064B,913.89M,1.174B,1.182B,1.043B,1.172B,1.331B,993.01M,836.17M,910.98M,1.021B,646.72M,652.33M,626.79M,854.94M,686.12M,538.04M,371.45M,385.18M,418.82M,205.26M,385.25M,459.40M,447.53M,642.54M,568.26M,413.87M,305.00M,242.24M,248.80M,225.47M,118.33M,45.60M,90.10M,150.40M,125.10M,105.90M,184.10M,257.80M,95.10M,186.80M,146.70M,129.70M,146.00M,68.10M,131.80M,59.10M,77.50M,63.70M,118.80M,97.80M,62.60M,56.40M,82.70M,62.40M,66.40M,13.60M,74.80M,49.90M,56.30M,13.40M,41.00M,62.50M,32.70M,20.40M,76.40M,41.00M,33.20M,38.80M
Net Change in Capital Expenditures,-613.00M,-682.00M,-803.00M,-863.00M,-1.068B,-942.00M,-1.017B,-877.00M,-763.00M,-773.00M,-711.00M,-513.00M,-466.00M,-440.00M,-478.00M,-565.00M,-879.00M,-924.00M,-1.224B,-1.781B,-3.238B,-2.90B,-2.12B,-2.706B,-1.518B,-2.497B,-2.776B,-2.765B,-2.491B,-2.775B,-2.231B,-1.967B,-1.848B,-1.791B,-1.743B,-1.696B,-9.00B,-1.191B,-1.104B,-1.074B,-770.68M,-579.05M,-1.404B,-1.059B,-1.339B,-1.695B,-1.542B,-1.246B,-1.095B,-1.298B,-1.203B,-1.206B,-1.240B,-1.027B,-631.12M,-1.242B,-979.59M,-975.58M,-970.34M,-790.35M,-774.45M,-623.89M,-588.32M,-469.83M,-479.59M,-344.30M,-412.16M,-358.88M,-290.15M,-281.31M,-220.83M,-245.08M,-348.88M,-399.44M,-431.47M,-344.98M,-331.19M,-253.60M,-252.43M,-173.30M,605.58M,-918.35M,-51.85M,-226.70M,-187.00M,-132.30M,-187.60M,-192.60M,-648.40M,256.00M,-174.70M,-164.80M,-202.60M,-200.60M,-116.20M,-122.70M,-156.50M,-415.00M,68.20M,-646.30M,116.90M,-132.60M,-95.60M,-68.70M,-282.30M,-27.90M,-129.40M,,-107.60M,-32.50M,-33.20M,-33.80M,-3.50M,-566.90M,-0.50M,-1.20M,1.00M,35.50M,-34.00M,-39.50M
Sale of PPE,128.00M,343.00M,238.00M,9.00M,87.00M,38.00M,4.00M,9.00M,15.00M,693.00M,285.00M,426.00M,60.00M,26.00M,48.00M,0.00,120.00M,29.00M,119.00M,,-25.00M,1.376B,381.00M,,216.00M,3.793B,0.00,,1.00M,26.00M,,,220.00M,10.00M,192.00M,,0.00,0.00,0.00,,,,,,1.273M,6.764M,107.00M,192.93M,67.48M,-11.15M,11.15M,,4.746M,409.20M,-409.20M,409.20M,,,,,,,,,42.74M,16.20M,,,7.043M,,-0.796M,0.796M,147.13M,-103.82M,208.43M,128.66M,6.147M,-1.10M,4.472M,16.75M,5.526M,46.53M,98.87M,4.30M,0.447M,88.50M,-2.30M,107.50M,24.30M,2.60M,2.40M,0.80M,72.80M,1.50M,-4.20M,6.40M,55.00M,148.80M,52.90M,20.30M,9.80M,0.40M,3.20M,,0.30M,-5.50M,36.00M,4.70M,13.50M,26.00M,-0.10M,0.20M,43.20M,68.20M,39.90M,5.70M,-6.30M,0.80M,12.60M,0.20M
Net Change in PP&E,-485.00M,-339.00M,-565.00M,-854.00M,-981.00M,-904.00M,-1.013B,-868.00M,-748.00M,-80.00M,-426.00M,-87.00M,-406.00M,-414.00M,-430.00M,-565.00M,-759.00M,-895.00M,-1.105B,-1.781B,-3.263B,-1.524B,-1.739B,-2.706B,-1.302B,1.296B,-2.776B,-2.765B,-2.49B,-2.749B,-2.231B,-1.967B,-1.628B,-1.781B,-1.551B,-1.696B,-9.00B,-1.191B,-1.104B,-1.074B,-767.68M,-579.05M,-1.404B,-1.059B,-1.338B,-1.688B,-1.435B,-1.054B,-1.028B,-1.310B,-1.192B,-1.206B,-1.235B,-617.79M,-1.040B,-832.92M,-899.93M,-975.58M,-970.34M,-790.35M,-770.41M,-623.89M,-588.32M,-469.83M,-436.84M,-328.10M,-412.16M,-358.88M,-283.11M,-281.31M,-221.62M,-244.29M,-201.75M,-503.26M,-223.04M,-216.32M,-325.04M,-254.70M,-247.96M,-156.55M,611.11M,-871.82M,47.02M,-222.40M,-186.55M,-43.80M,-189.90M,-85.10M,-624.10M,258.60M,-172.30M,-164.00M,-129.80M,-199.10M,-120.40M,-116.30M,-101.50M,-266.20M,121.10M,-626.00M,126.70M,-132.20M,-92.40M,-68.70M,-282.00M,-33.40M,-93.40M,4.70M,-94.10M,-6.50M,-33.30M,-33.60M,39.70M,-498.70M,39.40M,4.50M,-5.30M,36.30M,-21.40M,-39.30M
Net Divestitures (Acquisitions),-164.00M,-570.00M,-320.00M,-118.00M,-91.00M,0.00,0.00,0.00,,,,,,,,,391.00M,0.00,854.00M,,0.00,0.00,0.00,,313.00M,-174.00M,0.00,257.00M,122.00M,-116.00M,-2.472B,-639.00M,-1.304B,-431.00M,-78.00M,0.00,2.637B,-2.517B,-1.033B,,52.13M,-181.13M,0.00,,-149.84M,,0.00,,-0.012M,-4.581M,0.00,-1.00B,-12.58M,-1.185B,-702.63M,,,,,,4.649M,-884.78M,,,13.59M,-221.64M,-644.22M,-512.91M,-258.88M,-11.00M,,,-66.06M,-11.00M,0.00,-911.95M,-479.47M,-337.12M,-314.70M,-119.52M,-1.295B,770.20M,-770.20M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,0.001M,0.00,792.00M,,-792.00M,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,84.72M,0.00,0.00,17.01M,12.87M,-116.74M,,,,,-0.347M,0.347M,,,,,-26.10M,26.10M,,,,0.00,,,7.20M,-5.40M,5.40M,,-5.40M,0.00,0.30M,5.10M,13.30M,-11.70M,,,,,,,0.50M,0.00,50.70M,,,,,,,,,
Net Other Investing Changes,-14.00M,-42.00M,-9.00M,34.00M,-32.00M,-22.00M,-11.00M,-22.00M,-45.00M,-14.00M,-10.00M,-6.00M,108.00M,18.00M,19.00M,10.00M,105.00M,-32.00M,5.00M,-72.00M,1.702B,-608.00M,-42.00M,9.00M,-93.00M,-26.00M,55.00M,-41.00M,-169.00M,-109.00M,-241.00M,-36.00M,-87.00M,-37.00M,1.00M,-53.00M,3.416B,-3.53B,-33.00M,26.00M,-15.78M,-12.70M,-48.92M,-22.60M,-21.75M,63.44M,231.60M,-351.40M,-85.77M,-24.31M,-72.72M,-23.67M,158.61M,615.77M,-870.36M,-53.58M,-100.88M,-19.20M,-8.009M,32.45M,-23.01M,-36.23M,-9.679M,-9.509M,-13.27M,-11.96M,-20.12M,-12.23M,-13.01M,-11.28M,-9.275M,-3.954M,-58.36M,27.98M,-72.39M,25.94M,6.307M,12.84M,-14.99M,1.897M,13.18M,-3.012M,-49.59M,0.60M,86.23M,-97.60M,-0.10M,53.20M,148.10M,-457.50M,-31.00M,-24.00M,-9.90M,3.80M,-45.80M,-7.90M,-22.50M,156.10M,-143.00M,12.00M,-357.30M,20.00M,6.20M,-23.60M,166.70M,-182.20M,-3.50M,-43.50M,3.50M,-3.60M,-1.20M,-0.40M,-26.50M,-4.60M,-24.70M,-32.80M,-35.10M,-98.00M,-8.10M,-2.00M
Cash from Investing,-663.00M,-951.00M,-894.00M,-938.00M,-1.104B,-926.00M,-1.024B,-890.00M,-793.00M,-94.00M,-436.00M,-93.00M,-298.00M,-396.00M,-411.00M,-555.00M,-263.00M,-927.00M,4.391B,-2.118B,-1.449B,-2.45B,-2.542B,-1.949B,-2.782B,1.03B,-2.772B,-2.592B,-2.864B,-2.974B,-4.944B,-2.642B,-3.019B,-2.249B,-1.628B,-1.749B,-2.947B,-7.238B,-2.17B,-1.048B,-731.33M,-772.88M,-661.00M,-1.082B,-2.302B,-1.625B,-1.204B,-1.405B,-1.114B,-1.338B,-1.265B,-2.229B,-1.089B,-1.187B,-2.613B,-886.50M,-1.001B,-994.78M,-978.35M,-757.90M,-788.77M,-1.545B,-598.00M,-479.34M,-436.53M,-561.70M,-1.077B,-884.02M,-470.29M,-303.58M,-230.90M,-231.24M,-313.29M,-603.02M,-295.43M,-1.102B,-798.20M,-578.98M,-578.00M,-273.83M,-670.55M,-104.64M,-772.76M,-221.80M,-174.92M,-115.30M,-190.00M,-31.90M,-476.00M,-198.90M,-203.30M,-188.00M,-132.50M,-200.70M,-160.80M,-124.20M,-129.40M,-110.10M,-21.60M,-608.90M,-217.30M,-123.90M,-86.20M,-92.30M,-115.30M,-215.60M,-96.90M,-38.80M,-90.10M,-10.10M,16.20M,-34.00M,13.20M,-503.30M,14.70M,-28.30M,-40.40M,-61.70M,-29.50M,-41.30M
