date,three_month_return
"Aug. 5, 2019",-23.99%
"Aug. 2, 2019",-18.77%
"Aug. 1, 2019",-23.94%
"July 31, 2019",-25.80%
"July 30, 2019",-26.77%
"July 29, 2019",-29.77%
"July 26, 2019",-27.62%
"July 25, 2019",-29.01%
"July 24, 2019",-30.13%
"July 23, 2019",-33.27%
"July 22, 2019",-35.67%
"July 19, 2019",-33.01%
"July 18, 2019",-34.35%
"July 17, 2019",-33.55%
"July 16, 2019",-30.96%
"July 15, 2019",-26.70%
"July 12, 2019",-26.27%
"July 11, 2019",-24.97%
"July 10, 2019",-23.10%
"July 9, 2019",-22.74%
"July 8, 2019",-25.48%
"July 5, 2019",-23.59%
"July 3, 2019",-17.48%
"July 2, 2019",-20.07%
"July 1, 2019",-16.50%
"June 28, 2019",-17.44%
"June 27, 2019",-18.22%
"June 26, 2019",-18.59%
"June 25, 2019",-19.19%
"June 24, 2019",-16.51%
"June 21, 2019",-17.85%
"June 20, 2019",-16.38%
"June 19, 2019",-17.02%
"June 18, 2019",-18.19%
"June 17, 2019",-19.19%
"June 14, 2019",-19.78%
"June 13, 2019",-17.37%
"June 12, 2019",-16.83%
"June 11, 2019",-11.91%
"June 10, 2019",-9.61%
"June 7, 2019",-12.98%
"June 6, 2019",-11.89%
"June 5, 2019",-16.87%
"June 4, 2019",-15.83%
"June 3, 2019",-20.89%
"May 31, 2019",-21.43%
"May 30, 2019",-21.10%
"May 29, 2019",-19.65%
"May 28, 2019",-18.90%
"May 24, 2019",-18.34%
"May 23, 2019",-17.36%
"May 22, 2019",-11.89%
"May 21, 2019",-7.61%
"May 20, 2019",-11.45%
"May 17, 2019",-8.68%
"May 16, 2019",-6.22%
"May 15, 2019",-6.40%
"May 14, 2019",-5.08%
"May 13, 2019",-6.63%
"May 10, 2019",4.52%
"May 9, 2019",3.98%
"May 8, 2019",2.48%
"May 7, 2019",-0.07%
"May 6, 2019",-3.36%
"May 3, 2019",-6.31%
"May 2, 2019",-8.79%
"May 1, 2019",-2.88%
"April 30, 2019",-1.47%
"April 29, 2019",0.42%
"April 26, 2019",3.12%
"April 25, 2019",6.24%
"April 24, 2019",11.43%
"April 23, 2019",17.63%
"April 22, 2019",17.67%
"April 18, 2019",11.78%
"April 17, 2019",16.25%
"April 16, 2019",17.14%
"April 15, 2019",13.23%
"April 12, 2019",17.36%
"April 11, 2019",14.60%
"April 10, 2019",15.37%
"April 9, 2019",13.03%
"April 8, 2019",21.12%
"April 5, 2019",25.60%
"April 4, 2019",17.83%
"April 3, 2019",21.63%
"April 2, 2019",26.45%
"April 1, 2019",33.22%
"March 29, 2019",31.59%
"March 28, 2019",33.22%
"March 27, 2019",30.96%
"March 26, 2019",31.88%
"March 25, 2019",37.48%
"March 22, 2019",31.15%
"March 21, 2019",35.89%
"March 20, 2019",30.70%
"March 19, 2019",19.97%
"March 18, 2019",19.73%
"March 15, 2019",13.92%
"March 14, 2019",13.33%
"March 13, 2019",9.65%
"March 12, 2019",7.50%
"March 11, 2019",7.13%
"March 8, 2019",-3.21%
"March 7, 2019",0.79%
"March 6, 2019",-3.45%
"March 5, 2019",-3.74%
"March 4, 2019",-3.91%
"March 1, 2019",-3.25%
"Feb. 28, 2019",-5.90%
"Feb. 27, 2019",-4.33%
"Feb. 26, 2019",-6.45%
"Feb. 25, 2019",-4.02%
"Feb. 22, 2019",-7.11%
"Feb. 21, 2019",-7.38%
"Feb. 20, 2019",-2.51%
"Feb. 19, 2019",-8.81%
"Feb. 15, 2019",-9.98%
"Feb. 14, 2019",-9.55%
"Feb. 13, 2019",-8.40%
"Feb. 12, 2019",-13.79%
"Feb. 11, 2019",-18.15%
"Feb. 8, 2019",-17.07%
"Feb. 7, 2019",-19.25%
"Feb. 6, 2019",-14.70%
"Feb. 5, 2019",-12.64%
"Feb. 4, 2019",-7.82%
"Feb. 1, 2019",-10.28%
"Jan. 31, 2019",-13.24%
"Jan. 30, 2019",-10.81%
"Jan. 29, 2019",-8.57%
"Jan. 28, 2019",-13.64%
"Jan. 25, 2019",-15.96%
"Jan. 24, 2019",-16.14%
"Jan. 23, 2019",-22.15%
"Jan. 22, 2019",-23.66%
"Jan. 18, 2019",-24.19%
"Jan. 17, 2019",-26.78%
"Jan. 16, 2019",-29.88%
"Jan. 15, 2019",-28.76%
"Jan. 14, 2019",-30.05%
"Jan. 11, 2019",-30.32%
"Jan. 10, 2019",-33.28%
"Jan. 9, 2019",-37.40%
"Jan. 8, 2019",-38.83%
"Jan. 7, 2019",-39.70%
"Jan. 4, 2019",-41.58%
"Jan. 3, 2019",-44.39%
"Jan. 2, 2019",-44.16%
"Dec. 31, 2018",-44.93%
"Dec. 28, 2018",-44.75%
"Dec. 27, 2018",-43.62%
"Dec. 26, 2018",-42.75%
"Dec. 24, 2018",-46.50%
"Dec. 21, 2018",-42.23%
"Dec. 20, 2018",-40.88%
"Dec. 19, 2018",-38.57%
"Dec. 18, 2018",-36.79%
"Dec. 17, 2018",-34.10%
"Dec. 14, 2018",-33.48%
"Dec. 13, 2018",-29.73%
"Dec. 12, 2018",-30.58%
"Dec. 11, 2018",-30.66%
"Dec. 10, 2018",-27.82%
"Dec. 7, 2018",-23.00%
"Dec. 6, 2018",-20.53%
"Dec. 4, 2018",-18.85%
"Dec. 3, 2018",-16.75%
"Nov. 30, 2018",-20.84%
"Nov. 29, 2018",-18.73%
"Nov. 28, 2018",-17.54%
"Nov. 27, 2018",-19.85%
"Nov. 26, 2018",-18.67%
"Nov. 23, 2018",-18.67%
"Nov. 21, 2018",-15.56%
"Nov. 20, 2018",-17.51%
"Nov. 19, 2018",-13.02%
"Nov. 16, 2018",-11.24%
"Nov. 15, 2018",-11.89%
"Nov. 14, 2018",-17.72%
"Nov. 13, 2018",-19.34%
"Nov. 12, 2018",-18.38%
"Nov. 9, 2018",-14.35%
"Nov. 8, 2018",-21.92%
"Nov. 7, 2018",-18.48%
"Nov. 6, 2018",-18.19%
"Nov. 5, 2018",-16.77%
"Nov. 2, 2018",-19.07%
"Nov. 1, 2018",-19.03%
"Oct. 31, 2018",-17.76%
"Oct. 30, 2018",-18.69%
"Oct. 29, 2018",-19.62%
"Oct. 26, 2018",-18.22%
"Oct. 25, 2018",-16.52%
"Oct. 24, 2018",-15.72%
"Oct. 23, 2018",-10.30%
"Oct. 22, 2018",-6.96%
"Oct. 19, 2018",-5.50%
"Oct. 18, 2018",-4.79%
"Oct. 17, 2018",-4.37%
"Oct. 16, 2018",-3.24%
"Oct. 15, 2018",-6.07%
"Oct. 12, 2018",-4.12%
"Oct. 11, 2018",-6.40%
"Oct. 10, 2018",-4.55%
"Oct. 9, 2018",1.86%
"Oct. 8, 2018",2.32%
"Oct. 5, 2018",3.56%
"Oct. 4, 2018",5.90%
"Oct. 3, 2018",6.77%
"Oct. 2, 2018",8.66%
"Oct. 1, 2018",3.44%
"Sept. 28, 2018",3.77%
"Sept. 27, 2018",3.36%
"Sept. 26, 2018",6.93%
"Sept. 25, 2018",10.76%
"Sept. 24, 2018",6.08%
"Sept. 21, 2018",3.61%
"Sept. 20, 2018",-0.02%
"Sept. 19, 2018",8.18%
"Sept. 18, 2018",7.98%
"Sept. 17, 2018",10.02%
"Sept. 14, 2018",5.99%
"Sept. 13, 2018",2.82%
"Sept. 12, 2018",5.54%
"Sept. 11, 2018",-1.14%
"Sept. 10, 2018",2.53%
"Sept. 7, 2018",2.68%
"Sept. 6, 2018",7.78%
"Sept. 5, 2018",11.90%
"Sept. 4, 2018",10.21%
"Aug. 31, 2018",9.58%
"Aug. 30, 2018",9.02%
"Aug. 29, 2018",12.13%
"Aug. 28, 2018",8.86%
"Aug. 27, 2018",11.43%
"Aug. 24, 2018",5.40%
"Aug. 23, 2018",0.68%
"Aug. 22, 2018",0.35%
"Aug. 21, 2018",-3.64%
"Aug. 20, 2018",-4.28%
"Aug. 17, 2018",-4.57%
"Aug. 16, 2018",-1.15%
"Aug. 15, 2018",-1.27%
"Aug. 14, 2018",3.76%
"Aug. 13, 2018",5.51%
"Aug. 10, 2018",6.08%
"Aug. 9, 2018",4.95%
"Aug. 8, 2018",14.98%
"Aug. 7, 2018",17.51%
"Aug. 6, 2018",15.57%
"Aug. 3, 2018",17.15%
"Aug. 2, 2018",8.16%
"Aug. 1, 2018",11.10%
"July 31, 2018",12.33%
"July 30, 2018",12.48%
"July 27, 2018",12.02%
"July 26, 2018",11.84%
"July 25, 2018",11.46%
"July 24, 2018",10.85%
"July 23, 2018",6.79%
"July 20, 2018",7.07%
"July 19, 2018",6.00%
"July 18, 2018",3.78%
"July 17, 2018",9.46%
"July 16, 2018",12.77%
"July 13, 2018",16.81%
"July 12, 2018",19.53%
"July 11, 2018",20.28%
"July 10, 2018",23.75%
"July 9, 2018",25.88%
"July 6, 2018",22.35%
"July 5, 2018",19.56%
"July 3, 2018",20.47%
"July 2, 2018",17.89%
"June 29, 2018",21.49%
"June 28, 2018",23.00%
"June 27, 2018",22.44%
"June 26, 2018",18.48%
"June 25, 2018",16.56%
"June 22, 2018",20.06%
"June 21, 2018",16.43%
"June 20, 2018",25.94%
"June 19, 2018",21.62%
"June 18, 2018",18.54%
"June 15, 2018",17.74%
"June 14, 2018",20.31%
"June 13, 2018",22.17%
"June 12, 2018",20.76%
"June 11, 2018",26.27%
"June 8, 2018",20.79%
"June 7, 2018",20.49%
"June 6, 2018",11.93%
"June 5, 2018",11.47%
"June 4, 2018",12.65%
"June 1, 2018",13.71%
"May 31, 2018",17.13%
"May 30, 2018",19.21%
"May 29, 2018",14.20%
"May 25, 2018",8.72%
"May 24, 2018",14.20%
"May 23, 2018",17.82%
"May 22, 2018",23.76%
"May 21, 2018",19.03%
"May 18, 2018",15.22%
"May 17, 2018",15.48%
"May 16, 2018",11.94%
"May 15, 2018",11.60%
"May 14, 2018",10.76%
"May 11, 2018",11.23%
"May 10, 2018",11.85%
"May 9, 2018",10.80%
"May 8, 2018",6.33%
"May 7, 2018",-0.20%
"May 4, 2018",-7.78%
"May 3, 2018",-10.00%
"May 2, 2018",-4.11%
"May 1, 2018",-9.49%
"April 30, 2018",-8.12%
"April 27, 2018",-16.43%
"April 26, 2018",-14.98%
"April 25, 2018",-13.59%
"April 24, 2018",-15.54%
"April 23, 2018",-13.06%
"April 20, 2018",-9.99%
"April 19, 2018",-8.73%
"April 18, 2018",-8.27%
"April 17, 2018",-11.13%
"April 16, 2018",-11.84%
"April 13, 2018",-13.87%
"April 12, 2018",-16.50%
"April 11, 2018",-13.83%
"April 10, 2018",-10.71%
"April 9, 2018",-13.69%
"April 6, 2018",-17.35%
"April 5, 2018",-16.47%
"April 4, 2018",-18.47%
"April 3, 2018",-16.17%
"April 2, 2018",-14.45%
"March 29, 2018",-8.86%
"March 28, 2018",-12.88%
"March 27, 2018",-12.61%
"March 26, 2018",-14.02%
"March 23, 2018",-13.75%
"March 22, 2018",-13.12%
"March 21, 2018",-12.03%
"March 20, 2018",-12.09%
"March 19, 2018",-11.63%
"March 16, 2018",-8.44%
"March 15, 2018",-10.46%
"March 14, 2018",-9.56%
"March 13, 2018",-10.90%
"March 12, 2018",-10.85%
"March 9, 2018",-13.22%
"March 8, 2018",-14.08%
"March 7, 2018",-14.72%
"March 6, 2018",-12.84%
"March 5, 2018",-16.46%
"March 2, 2018",-21.35%
"March 1, 2018",-22.50%
"Feb. 28, 2018",-15.20%
"Feb. 27, 2018",-12.69%
"Feb. 26, 2018",-12.54%
"Feb. 23, 2018",-13.02%
"Feb. 22, 2018",-16.10%
"Feb. 21, 2018",-10.23%
"Feb. 20, 2018",-6.74%
"Feb. 16, 2018",-5.88%
"Feb. 15, 2018",-7.14%
"Feb. 14, 2018",-8.79%
"Feb. 13, 2018",-13.31%
"Feb. 12, 2018",-13.64%
"Feb. 9, 2018",-17.71%
"Feb. 8, 2018",-15.23%
"Feb. 7, 2018",-12.48%
"Feb. 6, 2018",-10.10%
"Feb. 5, 2018",-4.26%
"Feb. 2, 2018",2.74%
"Feb. 1, 2018",5.83%
"Jan. 31, 2018",8.46%
"Jan. 30, 2018",9.21%
"Jan. 29, 2018",14.51%
"Jan. 26, 2018",21.44%
"Jan. 25, 2018",20.10%
"Jan. 24, 2018",19.88%
"Jan. 23, 2018",18.54%
"Jan. 22, 2018",14.76%
"Jan. 19, 2018",9.25%
"Jan. 18, 2018",9.50%
"Jan. 17, 2018",8.82%
"Jan. 16, 2018",8.28%
"Jan. 12, 2018",13.89%
"Jan. 11, 2018",9.63%
"Jan. 10, 2018",3.60%
"Jan. 9, 2018",-2.84%
"Jan. 8, 2018",1.66%
"Jan. 5, 2018",1.24%
"Jan. 4, 2018",3.77%
"Jan. 3, 2018",-0.24%
"Jan. 2, 2018",-3.11%
"Dec. 29, 2017",-7.82%
"Dec. 28, 2017",-6.40%
"Dec. 27, 2017",-7.28%
"Dec. 26, 2017",-5.66%
"Dec. 22, 2017",-1.51%
"Dec. 21, 2017",-0.12%
"Dec. 20, 2017",-4.16%
"Dec. 19, 2017",-3.59%
"Dec. 18, 2017",-5.63%
"Dec. 15, 2017",-7.17%
"Dec. 14, 2017",-6.63%
"Dec. 13, 2017",-6.00%
"Dec. 12, 2017",-1.97%
"Dec. 11, 2017",1.08%
"Dec. 8, 2017",3.56%
"Dec. 7, 2017",-0.25%
"Dec. 6, 2017",1.10%
"Dec. 5, 2017",6.93%
"Dec. 4, 2017",9.45%
"Dec. 1, 2017",12.01%
"Nov. 30, 2017",9.02%
"Nov. 29, 2017",4.81%
"Nov. 28, 2017",2.34%
"Nov. 27, 2017",-0.50%
"Nov. 24, 2017",2.77%
"Nov. 22, 2017",4.14%
"Nov. 21, 2017",4.86%
"Nov. 20, 2017",1.89%
"Nov. 17, 2017",3.23%
"Nov. 16, 2017",-0.34%
"Nov. 15, 2017",-1.23%
"Nov. 14, 2017",0.75%
"Nov. 13, 2017",2.60%
"Nov. 10, 2017",3.57%
"Nov. 9, 2017",3.81%
"Nov. 8, 2017",0.88%
"Nov. 7, 2017",1.80%
"Nov. 6, 2017",1.15%
"Nov. 3, 2017",-2.97%
"Nov. 2, 2017",-13.00%
"Nov. 1, 2017",-13.21%
"Oct. 31, 2017",-16.39%
"Oct. 30, 2017",-18.40%
"Oct. 27, 2017",-18.88%
"Oct. 26, 2017",-18.97%
"Oct. 25, 2017",-19.14%
"Oct. 24, 2017",-16.31%
"Oct. 23, 2017",-16.75%
"Oct. 20, 2017",-15.85%
"Oct. 19, 2017",-15.46%
"Oct. 18, 2017",-10.64%
"Oct. 17, 2017",-12.16%
"Oct. 16, 2017",-12.01%
"Oct. 13, 2017",-13.76%
"Oct. 12, 2017",-12.97%
"Oct. 11, 2017",-11.10%
"Oct. 10, 2017",-9.87%
"Oct. 9, 2017",1.64%
"Oct. 6, 2017",-1.31%
"Oct. 5, 2017",-3.84%
"Oct. 4, 2017",-8.49%
"Oct. 3, 2017",-7.89%
"Oct. 2, 2017",-4.61%
"Sept. 29, 2017",-3.48%
"Sept. 28, 2017",-2.84%
"Sept. 27, 2017",0.11%
"Sept. 26, 2017",-0.54%
"Sept. 25, 2017",-2.21%
"Sept. 22, 2017",-4.51%
"Sept. 21, 2017",-5.04%
"Sept. 20, 2017",-9.79%
"Sept. 19, 2017",-16.20%
"Sept. 18, 2017",-14.61%
"Sept. 15, 2017",-11.05%
"Sept. 14, 2017",-11.53%
"Sept. 13, 2017",-13.98%
"Sept. 12, 2017",-16.32%
"Sept. 11, 2017",-17.75%
"Sept. 8, 2017",-16.38%
"Sept. 7, 2017",-12.93%
"Sept. 6, 2017",-16.47%
"Sept. 5, 2017",-15.64%
"Sept. 1, 2017",-16.53%
"Aug. 31, 2017",-16.94%
"Aug. 30, 2017",-19.32%
"Aug. 29, 2017",-19.34%
"Aug. 28, 2017",-18.34%
"Aug. 25, 2017",-16.03%
"Aug. 24, 2017",-19.73%
"Aug. 23, 2017",-19.52%
"Aug. 22, 2017",-20.25%
"Aug. 21, 2017",-22.75%
"Aug. 18, 2017",-19.25%
"Aug. 17, 2017",-20.52%
"Aug. 16, 2017",-20.29%
"Aug. 15, 2017",-18.50%
"Aug. 14, 2017",-19.20%
"Aug. 11, 2017",-17.00%
"Aug. 10, 2017",-16.79%
"Aug. 9, 2017",-13.62%
"Aug. 8, 2017",-12.20%
"Aug. 7, 2017",-9.94%
"Aug. 4, 2017",-5.60%
"Aug. 3, 2017",-9.71%
"Aug. 2, 2017",-1.16%
"Aug. 1, 2017",-0.27%
"July 31, 2017",1.73%
"July 28, 2017",2.82%
"July 27, 2017",3.93%
"July 26, 2017",-2.30%
"July 25, 2017",-2.77%
"July 24, 2017",-1.60%
"July 21, 2017",-1.24%
"July 20, 2017",0.67%
"July 19, 2017",1.36%
"July 18, 2017",-5.39%
"July 17, 2017",-7.28%
"July 14, 2017",-7.28%
"July 13, 2017",-7.89%
"July 12, 2017",-11.58%
"July 11, 2017",-12.38%
"July 10, 2017",-12.74%
"July 7, 2017",-14.30%
"July 6, 2017",-13.58%
"July 5, 2017",-7.83%
"July 3, 2017",-3.35%
"June 30, 2017",-7.99%
"June 29, 2017",-10.77%
"June 28, 2017",-7.97%
"June 27, 2017",-7.06%
"June 26, 2017",-8.02%
"June 23, 2017",-8.01%
"June 22, 2017",-9.72%
"June 21, 2017",-9.22%
"June 20, 2017",-6.30%
"June 19, 2017",-2.73%
"June 16, 2017",-3.01%
"June 15, 2017",-6.40%
"June 14, 2017",-5.19%
"June 13, 2017",-1.87%
"June 12, 2017",-3.60%
"June 9, 2017",-4.52%
"June 8, 2017",-4.88%
"June 7, 2017",-8.78%
"June 6, 2017",-7.95%
"June 5, 2017",-10.29%
"June 2, 2017",-9.50%
"June 1, 2017",-10.67%
"May 31, 2017",-11.09%
"May 30, 2017",-9.56%
"May 26, 2017",-9.77%
"May 25, 2017",-10.67%
"May 24, 2017",-6.63%
"May 23, 2017",-5.62%
"May 22, 2017",-8.91%
"May 19, 2017",-7.72%
"May 18, 2017",-9.96%
"May 17, 2017",-9.47%
"May 16, 2017",-7.75%
"May 15, 2017",-8.31%
"May 12, 2017",-10.33%
"May 11, 2017",-11.00%
"May 10, 2017",-10.75%
"May 9, 2017",-11.37%
"May 8, 2017",-11.73%
"May 5, 2017",-17.35%
"May 4, 2017",-19.68%
"May 3, 2017",-18.18%
"May 2, 2017",-17.97%
"May 1, 2017",-15.56%
"April 28, 2017",-21.65%
"April 27, 2017",-22.16%
"April 26, 2017",-20.05%
"April 25, 2017",-18.20%
"April 24, 2017",-20.05%
"April 21, 2017",-20.69%
"April 20, 2017",-20.69%
"April 19, 2017",-20.94%
"April 18, 2017",-19.81%
"April 17, 2017",-16.80%
"April 13, 2017",-16.58%
"April 12, 2017",-14.61%
"April 11, 2017",-15.52%
"April 10, 2017",-14.12%
"April 7, 2017",-16.60%
"April 6, 2017",-16.10%
"April 5, 2017",-18.26%
"April 4, 2017",-18.40%
"April 3, 2017",-19.97%
"March 31, 2017",-19.03%
"March 30, 2017",-17.93%
"March 29, 2017",-16.74%
"March 28, 2017",-20.70%
"March 27, 2017",-25.05%
"March 24, 2017",-24.34%
"March 23, 2017",-24.56%
"March 22, 2017",-24.27%
"March 21, 2017",-24.52%
"March 20, 2017",-23.70%
"March 17, 2017",-22.85%
"March 16, 2017",-23.06%
"March 15, 2017",-23.48%
"March 14, 2017",-23.44%
"March 13, 2017",-25.52%
"March 10, 2017",-24.53%
"March 9, 2017",-23.93%
"March 8, 2017",-25.70%
"March 7, 2017",-22.76%
"March 6, 2017",-21.34%
"March 3, 2017",-20.00%
"March 2, 2017",-20.26%
"March 1, 2017",-18.71%
"Feb. 28, 2017",-14.28%
"Feb. 27, 2017",-15.77%
"Feb. 24, 2017",-16.09%
"Feb. 23, 2017",-16.76%
"Feb. 22, 2017",-12.10%
"Feb. 21, 2017",-11.66%
"Feb. 17, 2017",-9.71%
"Feb. 16, 2017",-11.53%
"Feb. 15, 2017",-12.30%
"Feb. 14, 2017",-5.82%
"Feb. 13, 2017",-0.94%
"Feb. 10, 2017",-1.61%
"Feb. 9, 2017",-1.90%
"Feb. 8, 2017",0.00%
"Feb. 7, 2017",-0.73%
"Feb. 6, 2017",3.08%
"Feb. 3, 2017",7.42%
"Feb. 2, 2017",-0.62%
"Feb. 1, 2017",-2.94%
"Jan. 31, 2017",0.57%
"Jan. 30, 2017",-1.27%
"Jan. 27, 2017",0.62%
"Jan. 26, 2017",1.41%
"Jan. 25, 2017",1.42%
"Jan. 24, 2017",-1.01%
"Jan. 23, 2017",-2.28%
"Jan. 20, 2017",-2.63%
"Jan. 19, 2017",-3.26%
"Jan. 18, 2017",0.13%
"Jan. 17, 2017",2.02%
"Jan. 13, 2017",1.14%
"Jan. 12, 2017",0.49%
"Jan. 11, 2017",1.43%
"Jan. 10, 2017",-2.01%
"Jan. 9, 2017",-1.53%
"Jan. 6, 2017",-1.51%
"Jan. 5, 2017",-2.17%
"Jan. 4, 2017",-0.31%
"Jan. 3, 2017",-0.27%
"Dec. 30, 2016",-0.63%
"Dec. 29, 2016",0.20%
"Dec. 28, 2016",1.40%
"Dec. 27, 2016",11.33%
"Dec. 23, 2016",10.63%
"Dec. 22, 2016",9.41%
"Dec. 21, 2016",9.44%
"Dec. 20, 2016",16.11%
"Dec. 19, 2016",15.30%
"Dec. 16, 2016",13.37%
"Dec. 15, 2016",13.70%
"Dec. 14, 2016",15.84%
"Dec. 13, 2016",17.11%
"Dec. 12, 2016",11.50%
"Dec. 9, 2016",12.05%
"Dec. 8, 2016",12.62%
"Dec. 7, 2016",20.42%
"Dec. 6, 2016",28.41%
"Dec. 5, 2016",29.48%
"Dec. 2, 2016",26.94%
"Dec. 1, 2016",30.83%
"Nov. 30, 2016",25.79%
"Nov. 29, 2016",14.97%
"Nov. 28, 2016",17.19%
"Nov. 25, 2016",19.67%
"Nov. 23, 2016",19.22%
"Nov. 22, 2016",17.54%
"Nov. 21, 2016",18.28%
"Nov. 18, 2016",15.82%
"Nov. 17, 2016",18.92%
"Nov. 16, 2016",22.52%
"Nov. 15, 2016",27.08%
"Nov. 14, 2016",20.24%
"Nov. 11, 2016",16.39%
"Nov. 10, 2016",19.56%
"Nov. 9, 2016",15.51%
"Nov. 8, 2016",12.35%
"Nov. 7, 2016",15.73%
"Nov. 4, 2016",11.88%
"Nov. 3, 2016",7.33%
"Nov. 2, 2016",19.06%
