Asset Impairment Charge,3.00M,3.00M,4.00M,7.00M,9.00M,8.00M,10.00M,10.00M,1.722B,2.51B,8.00M,7.00M,179.00M,9.00M,15.00M,9.00M,1.274B,61.00M,409.00M,54.00M,24.00M,22.00M,129.00M,32.00M,367.00M,39.00M,49.00M,79.00M,375.00M,256.00M,117.00M,57.00M,-133.00M,441.00M,351.00M,,-42.00M,840.00M,-77.00M,77.00M,-175.00M,460.00M,,,,,,,,,,,,,,,21.00M,21.00M,18.00M,18.00M,18.00M,20.00M,39.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stock Based Compensation,19.00M,18.00M,21.00M,27.00M,19.00M,21.00M,19.00M,13.00M,21.00M,21.00M,22.00M,22.00M,4.00M,22.00M,22.00M,25.00M,26.00M,20.00M,25.00M,26.00M,22.00M,25.00M,18.00M,22.00M,8.00M,18.00M,22.00M,12.00M,23.00M,23.00M,24.00M,13.00M,9.00M,29.00M,28.00M,20.00M,28.00M,30.00M,30.00M,24.00M,29.00M,31.00M,28.00M,40.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Noncash Items,39.00M,-49.00M,25.00M,34.00M,33.00M,119.00M,-10.00M,23.00M,-2.322B,2.531B,30.00M,29.00M,830.00M,16.00M,133.00M,85.00M,230.00M,4.00M,7.00M,169.00M,4.00M,11.00M,277.00M,9.00M,257.00M,19.00M,38.00M,30.00M,167.00M,84.00M,38.00M,88.00M,-431.00M,470.00M,191.00M,208.00M,-687.00M,870.00M,-47.00M,101.00M,-292.00M,255.00M,212.00M,92.00M,39.00M,66.00M,74.00M,31.00M,52.00M,32.00M,1.00M,17.00M,162.00M,28.00M,26.00M,25.00M,43.00M,-6.00M,34.00M,99.00M,151.00M,32.00M,-109.00M,,,,,,,,,,,,,,,,,,75.90M,-0.90M,49.40M,-48.40M,0.10M,-26.30M,-4.40M,30.60M,-225.30M,225.30M,-388.10M,388.00M,-19.30M,-101.90M,168.70M,-47.40M,-198.10M,12.50M,101.20M,84.30M,,,,,0.00,0.00,0.10M,29.40M,,0.10M,-0.20M,0.10M,,,0.20M,-0.20M,-0.10M,0.00,0.10M,
Change in Receivables,-254.00M,-59.00M,47.00M,-117.00M,109.00M,-179.00M,-57.00M,-11.00M,-252.00M,-207.00M,4.00M,115.00M,-182.00M,199.00M,-238.00M,317.00M,304.00M,268.00M,-98.00M,319.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Inventories,28.00M,-11.00M,-4.00M,-29.00M,23.00M,-36.00M,8.00M,-7.00M,-16.00M,4.00M,3.00M,-55.00M,76.00M,-24.00M,38.00M,-13.00M,46.00M,30.00M,-20.00M,-27.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Payables and Accrued Expense,125.00M,11.00M,80.00M,-196.00M,217.00M,-33.00M,38.00M,-136.00M,108.00M,-1.00M,-76.00M,-109.00M,216.00M,-78.00M,159.00M,-375.00M,33.00M,-594.00M,151.00M,-236.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.60M,-343.30M,343.30M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Current Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.30M,-167.20M,-88.20M,81.50M,53.70M,-128.40M,-104.80M,170.50M,-35.10M,-142.00M,20.50M,185.30M,-475.00M,-271.00M,-154.80M,763.30M,50.90M,-150.60M,-14.40M,209.10M
Change in Other Working Cap,-133.00M,-20.00M,-8.00M,-55.00M,-56.00M,-10.00M,-27.00M,-33.00M,-8.00M,-136.00M,-128.00M,-45.00M,88.00M,-74.00M,-19.00M,-137.00M,-40.00M,79.00M,-112.00M,-91.00M,-372.00M,596.00M,-365.00M,-231.00M,,,,,,,,,,,,,,,,,,,,,,,,,-1.00M,-41.00M,275.00M,-65.00M,260.00M,-100.00M,-77.00M,141.00M,,,,,34.00M,,49.00M,-49.00M,167.00M,-371.00M,199.00M,-47.00M,143.00M,-123.00M,22.00M,-42.00M,67.00M,137.00M,-367.00M,163.00M,-9.00M,-7.00M,34.00M,-18.00M,125.30M,-29.30M,-96.00M,,-12.10M,12.10M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Working Capital,-234.00M,-79.00M,115.00M,-397.00M,293.00M,-258.00M,-38.00M,-187.00M,-168.00M,-340.00M,-197.00M,-94.00M,198.00M,23.00M,-60.00M,-208.00M,343.00M,-217.00M,-79.00M,-35.00M,119.00M,-61.00M,-365.00M,-231.00M,-158.00M,-292.00M,-84.00M,-590.00M,683.00M,623.00M,-343.00M,-213.00M,-77.00M,-11.00M,308.00M,-325.00M,444.00M,136.00M,-39.00M,-432.00M,246.00M,-606.00M,-112.00M,40.00M,-162.00M,-135.00M,324.00M,-78.00M,-307.00M,-41.00M,275.00M,-65.00M,-68.00M,-100.00M,-77.00M,141.00M,-354.00M,-90.00M,171.00M,-126.00M,-150.00M,372.00M,54.00M,-49.00M,86.00M,-371.00M,199.00M,-47.00M,34.00M,-123.00M,22.00M,-42.00M,-108.00M,137.00M,-367.00M,163.00M,-162.00M,-7.00M,34.00M,-18.00M,-244.70M,-29.30M,-96.00M,,-14.10M,12.10M,,,396.20M,-343.30M,343.30M,,,,,,,,,,-61.20M,-167.20M,-88.20M,81.50M,228.70M,-128.40M,-104.80M,170.50M,125.60M,-142.00M,20.50M,185.30M,-29.90M,-271.00M,-154.80M,763.30M,-64.70M,-150.60M,-14.40M,209.10M
Other Cash from Operations,,,,,,,,,,,,,,,,,-4.00M,-10.00M,-10.00M,-11.00M,-12.00M,11.00M,-87.00M,41.00M,872.00M,248.00M,20.00M,22.00M,44.00M,44.00M,30.00M,21.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Operations,286.00M,443.00M,675.00M,238.00M,881.00M,423.00M,425.00M,210.00M,343.00M,88.00M,165.00M,349.00M,326.00M,332.00M,197.00M,-60.00M,623.00M,282.00M,640.00M,436.00M,1.074B,1.322B,903.00M,1.158B,1.778B,1.254B,1.247B,819.00M,1.57B,1.862B,1.24B,988.00M,1.138B,1.022B,1.689B,1.135B,1.478B,1.246B,981.00M,825.00M,1.271B,534.00M,616.00M,625.00M,493.00M,1.28B,1.732B,1.183B,806.00M,863.00M,1.199B,639.00M,779.00M,828.00M,686.00M,1.198B,289.00M,484.00M,606.00M,461.00M,254.00M,817.00M,438.00M,394.00M,422.00M,100.00M,571.00M,488.00M,538.00M,433.00M,583.00M,411.00M,326.00M,637.00M,244.00M,753.00M,364.00M,523.00M,471.00M,437.00M,301.80M,216.20M,120.70M,107.30M,2.30M,155.40M,202.90M,158.40M,328.90M,129.40M,179.00M,612.70M,138.00M,93.40M,352.40M,223.90M,321.00M,204.00M,322.90M,393.10M,283.50M,22.70M,171.70M,479.10M,351.80M,80.80M,-13.20M,400.00M,344.10M,90.40M,291.40M,411.80M,159.20M,-40.40M,152.20M,1.093B,437.50M,307.40M,123.10M,458.40M
Net Change in Capital Expenditures,-825.00M,-709.00M,-624.00M,-671.00M,-664.00M,-540.00M,-493.00M,-400.00M,-554.00M,-513.00M,-480.00M,-390.00M,-487.00M,-529.00M,-615.00M,-620.00M,-935.00M,-963.00M,-1.112B,-1.311B,-1.528B,-1.346B,-1.194B,-1.146B,-1.548B,-1.407B,-1.466B,-1.516B,-1.754B,-2.135B,-1.937B,-1.856B,-2.05B,-2.434B,-1.375B,-1.082B,-2.341B,-1.462B,-901.00M,-788.00M,-925.00M,-604.00M,-685.00M,-704.00M,-1.156B,-1.277B,-1.156B,-849.00M,-805.00M,-735.00M,-932.00M,-1.106B,-961.00M,-788.00M,-759.00M,-1.336B,-725.00M,-657.00M,-492.00M,-467.00M,-429.00M,-356.00M,-372.00M,-364.00M,-343.00M,-306.00M,-366.00M,-343.00M,-327.00M,-330.00M,-425.00M,-452.00M,-489.00M,-545.00M,-1.136B,-331.00M,-328.00M,-205.00M,-243.00M,-162.00M,-179.70M,-197.30M,-219.20M,-200.80M,-318.60M,-411.30M,-390.70M,-318.40M,-411.30M,-322.30M,-392.50M,-219.50M,-250.60M,-279.30M,-172.50M,-158.20M,-182.50M,-176.80M,-176.30M,-156.50M,-198.00M,-138.90M,-128.30M,-131.10M,-215.70M,-384.80M,-367.50M,-380.00M,-396.10M,-399.90M,-410.90M,-350.90M,-433.10M,-481.50M,-437.40M,-360.30M,-658.80M,-405.30M,-192.10M,-205.20M
Sale of PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,93.00M,,-444.00M,0.00,86.00M,358.00M,,,,,,,-48.00M,48.00M,,,,,-363.00M,363.00M,-229.00M,229.00M,,,,,,-10.00M,0.00,10.00M,-413.00M,227.00M,118.20M,67.80M,383.70M,11.00M,1.20M,107.10M,63.00M,-59.90M,47.80M,12.10M,38.70M,121.20M,877.20M,,,,,,19.40M,43.30M,8.20M,1.90M,6.40M,6.00M,,,,,,,37.80M,,-4.70M,4.70M,-5.20M,5.20M,-0.90M,0.90M
Net Change in PP&E,-825.00M,-709.00M,-624.00M,-671.00M,-664.00M,-540.00M,-493.00M,-400.00M,-554.00M,-513.00M,-480.00M,-390.00M,-487.00M,-529.00M,-615.00M,-620.00M,-935.00M,-963.00M,-1.112B,-1.311B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-805.00M,-735.00M,-839.00M,-1.106B,2.439B,-788.00M,-673.00M,-978.00M,,,,,,,316.00M,-316.00M,1.015B,-306.00M,-366.00M,-343.00M,844.00M,33.00M,-654.00M,-223.00M,2.012B,-545.00M,-1.136B,-331.00M,610.00M,-215.00M,-243.00M,-152.00M,204.30M,29.70M,-101.00M,-133.00M,65.10M,-400.30M,-389.50M,-211.30M,-348.30M,-382.20M,-344.70M,-207.40M,-211.90M,-158.10M,704.70M,-158.20M,-5.20M,-176.80M,-176.30M,-156.50M,-178.60M,-95.60M,-120.10M,-129.20M,-209.30M,-378.80M,-367.50M,-380.00M,-370.70M,-399.90M,-410.90M,-350.90M,-395.30M,-481.50M,-442.10M,-355.60M,-664.00M,-400.10M,-193.00M,-204.30M
Net Divestitures (Acquisitions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-2.72B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,0.00,-10.00M,-16.00M,-7.00M,0.00,-26.00M,-17.00M,-24.00M,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,10.00M,-10.00M,119.00M,-109.00M,55.00M,-65.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Other Investing Changes,0.00,-2.00M,23.00M,-2.00M,-1.00M,571.00M,26.00M,2.00M,2.513B,603.00M,79.00M,100.00M,63.00M,3.00M,88.00M,7.00M,25.00M,-6.00M,-3.00M,-10.00M,-56.00M,119.00M,1.543B,1.18B,536.00M,-57.00M,2.434B,1.26B,149.00M,540.00M,-16.00M,106.00M,24.00M,114.00M,-46.00M,348.00M,75.00M,11.00M,-19.00M,166.00M,-32.00M,-6.00M,18.00M,14.00M,-56.00M,11.00M,25.00M,14.00M,17.00M,-3.00M,17.00M,-20.00M,474.00M,39.00M,1.00M,41.00M,5.00M,46.00M,2.00M,33.00M,3.00M,44.00M,73.00M,30.00M,-5.00M,47.00M,509.00M,30.00M,390.00M,-211.00M,235.00M,24.00M,-32.00M,79.00M,-30.00M,-1.00M,76.00M,-2.00M,,,455.90M,1.10M,-1.00M,,,,,,-57.00M,57.00M,,,0.00,-0.10M,-11.90M,11.90M,-34.60M,21.50M,3.10M,-21.50M,,,,,0.10M,-3.90M,3.00M,0.80M,-2.70M,0.70M,0.60M,1.40M,-43.60M,6.90M,36.70M,,-12.00M,2.80M,-2.80M,
Cash from Investing,-825.00M,-721.00M,-617.00M,-680.00M,-665.00M,5.00M,-484.00M,-422.00M,1.959B,90.00M,-401.00M,-290.00M,-424.00M,-526.00M,-527.00M,-613.00M,-909.00M,-956.00M,-1.115B,-1.226B,-1.555B,1.585B,240.00M,-262.00M,1.162B,-1.487B,936.00M,-261.00M,-1.669B,-1.617B,-1.993B,-1.772B,-2.091B,-2.32B,-1.421B,-734.00M,-2.266B,-1.451B,-920.00M,-622.00M,-957.00M,-610.00M,-667.00M,-690.00M,-1.212B,-1.266B,-1.131B,-835.00M,-788.00M,-738.00M,-822.00M,-1.126B,-931.00M,-749.00M,-672.00M,-937.00M,-720.00M,-611.00M,-480.00M,-444.00M,-307.00M,-421.00M,-292.00M,-351.00M,-348.00M,-259.00M,143.00M,-313.00M,-300.00M,-178.00M,-419.00M,-199.00M,-521.00M,-3.186B,-1.166B,-332.00M,-290.00M,-217.00M,-243.00M,-152.00M,-195.80M,30.80M,-102.00M,-133.00M,65.10M,-400.30M,-389.50M,-211.30M,-405.30M,-325.20M,-344.70M,-207.40M,-211.90M,-158.20M,692.80M,-146.30M,-39.80M,-155.30M,-173.20M,-178.00M,-178.60M,-95.60M,-120.10M,-129.20M,-209.20M,-382.70M,-364.50M,-379.20M,-373.40M,-399.20M,-410.30M,-349.50M,-438.90M,-474.60M,-405.40M,-355.60M,-676.00M,-397.30M,-195.80M,-204.30M
Net Change in Long Term Debt,758.00M,-5.00M,-24.00M,-26.00M,-23.00M,-19.00M,-157.00M,-434.00M,448.00M,-30.00M,-51.00M,-26.00M,-649.00M,725.00M,-18.00M,-17.00M,-16.00M,583.00M,-17.00M,-17.00M,-37.00M,-53.00M,431.00M,-333.00M,19.00M,-63.00M,-853.00M,161.00M,181.00M,21.00M,-313.00M,308.00M,358.00M,9.00M,-14.00M,-31.00M,5.00M,1.25B,-15.00M,-142.00M,88.00M,1.00M,-15.00M,1.223B,-2.00M,-28.00M,-12.00M,-20.00M,,,,,,,,,-2.00M,1.00M,-40.00M,-9.00M,0.00,-54.00M,-52.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,-144.00M,16.00M,-39.00M,199.00M,0.00,0.00,0.00,0.00,-168.00M,11.00M,-1.00M,5.00M,57.00M,6.00M,-25.00M,5.00M,,,,,,,,,-435.00M,435.00M,-835.00M,-913.00M,65.00M,-114.00M,1.116B,581.00M,100.00M,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Debt Issuance,614.00M,11.00M,-63.00M,173.00M,-23.00M,-19.00M,-157.00M,-434.00M,280.00M,-19.00M,-52.00M,-21.00M,-592.00M,731.00M,-43.00M,-12.00M,94.00M,583.00M,-17.00M,-17.00M,-37.00M,-53.00M,431.00M,-333.00M,-416.00M,372.00M,-1.688B,-752.00M,246.00M,-93.00M,803.00M,889.00M,458.00M,9.00M,-14.00M,-31.00M,5.00M,1.25B,-15.00M,-142.00M,88.00M,1.00M,-15.00M,373.00M,16.00M,-13.00M,-15.00M,-20.00M,-5.00M,-6.00M,-150.00M,369.00M,-3.00M,1.00M,-1.00M,-10.00M,-2.00M,1.00M,-40.00M,-9.00M,0.00,-54.00M,-39.00M,-13.00M,-548.00M,-152.00M,-206.00M,-122.00M,-89.00M,-215.00M,-179.00M,-147.00M,167.00M,2.66B,288.00M,-10.00M,3.00M,-118.00M,-23.00M,-269.00M,-91.60M,-297.40M,12.20M,33.80M,-60.00M,316.70M,184.00M,76.30M,73.00M,158.30M,134.60M,-174.50M,108.50M,129.70M,-1.069B,-35.50M,-312.30M,5.20M,-126.10M,-205.00M,-87.60M,87.90M,-89.00M,-317.80M,-127.70M,274.30M,336.90M,14.20M,107.00M,281.80M,-328.10M,-69.80M,268.20M,566.80M,201.40M,-702.90M,219.20M,163.60M,101.00M,-263.10M
Common Stock Issuance,,,,,,,,,0.00,0.00,366.00M,,0.00,0.00,0.00,1.087B,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.00M,-4.00M,38.00M,47.00M,-35.00M,20.00M,8.00M,7.00M,,,,,,,-11.00M,11.00M,,,,,-28.00M,0.00,16.00M,12.00M,-59.00M,3.00M,31.00M,25.00M,-51.00M,31.00M,15.00M,5.00M,-17.10M,7.10M,10.00M,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,497.40M,,,,,,,,,
Common Stock Payments,0.00,0.00,0.00,-25.00M,-245.00M,-230.00M,-519.00M,-371.00M,-110.00M,0.00,,0.00,,,,,0.00,-64.00M,-11.00M,-67.00M,-1.077B,-903.00M,-692.00M,-1.043B,-993.00M,-500.00M,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-80.00M,-14.00M,-6.00M,-32.00M,-126.00M,-52.00M,-10.00M,,,,,-0.30M,-30.20M,-22.10M,-6.40M,-36.10M,-4.20M,-68.10M,-13.90M,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,-6.20M
Net Common Equity Issued (Purchased),0.00,0.00,0.00,-25.00M,-245.00M,-230.00M,-519.00M,-371.00M,-110.00M,0.00,366.00M,0.00,0.00,0.00,0.00,1.087B,0.00,-64.00M,-11.00M,-67.00M,-1.077B,-903.00M,-692.00M,-1.043B,-993.00M,-500.00M,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,29.00M,-4.00M,38.00M,47.00M,-35.00M,20.00M,8.00M,7.00M,,,,,,,-11.00M,11.00M,,,,,-28.00M,0.00,16.00M,12.00M,-59.00M,-77.00M,17.00M,19.00M,-83.00M,-95.00M,-37.00M,-5.00M,-17.10M,7.10M,10.00M,,-0.30M,-30.20M,-22.10M,-6.40M,-36.10M,-4.20M,-68.10M,-13.90M,,,,,,,,,,,,,,,,,0.00,0.00,497.40M,,,,,,0.00,0.00,0.00,-6.20M
Preferred Stock Issuance,,,,,,,,,,,,,0.00,0.00,0.00,557.00M,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
