Stock Based Compensation,1.844M,2.259M,3.721M,2.162M,1.901M,1.477M,2.757M,1.657M,1.021M,1.098M,2.229M,1.056M,1.208M,1.57M,0.998M,1.013M,1.762M,1.011M,2.015M,1.754M,2.087M,1.994M,2.845M,2.361M,,,,,,,,,,,,,,,,,,,,,0.572M,-0.572M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excess Tax Benefit from Stock Compensation,,,,,,,,,,,,,,,,,1.012M,-0.028M,-0.016M,-0.968M,-0.006M,-0.004M,-0.103M,-0.164M,0.039M,-0.024M,-0.031M,-0.414M,0.004M,-0.025M,0.004M,-0.044M,0.039M,0.016M,-0.033M,-0.022M,-0.011M,-0.041M,0.14M,-0.043M,-0.014M,0.006M,0.339M,-0.021M,-0.405M,0.613M,-0.585M,-0.028M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Noncash Items,25.14M,-14.36M,-7.439M,-12.43M,-3.067M,-2.029M,-2.916M,-4.439M,-6.617M,-1.512M,3.052M,2.117M,-14.51M,-6.642M,2.092M,-2.393M,-2.222M,1.169M,4.965M,-2.151M,-7.238M,-2.926M,2.275M,0.113M,-0.227M,2.227M,-4.623M,21.82M,-6.636M,-3.425M,2.207M,-5.775M,28.29M,-22.74M,0.22M,-5.462M,214.18M,-111.88M,-2.018M,-74.42M,-103.83M,-74.81M,-110.73M,-166.70M,170.43M,-45.18M,-48.88M,-67.66M,6.568M,-3.299M,1.868M,12.92M,10.45M,-1.968M,-1.839M,-1.864M,,5.369M,-5.369M,,,,,,,,,,,,,,,,,,,,,,-0.20M,0.20M,0.10M,-0.10M,-86.10M,28.70M,28.50M,28.90M,26.10M,25.90M,27.00M,26.40M,23.80M,23.30M,24.90M,22.80M,24.80M,20.60M,20.50M,18.80M,20.40M,17.50M,17.10M,16.50M
Change in Receivables,13.71M,-0.477M,-45.10M,57.95M,14.81M,-37.60M,-33.70M,-7.829M,13.38M,-13.86M,-0.057M,-12.34M,11.21M,-25.00M,-15.21M,28.11M,54.06M,-36.24M,-13.84M,58.33M,52.03M,-15.96M,-25.34M,22.35M,3.298M,9.176M,-10.77M,14.34M,12.11M,11.82M,-79.99M,37.56M,-1.421M,-23.37M,-32.66M,-19.88M,-7.864M,6.996M,-32.24M,7.231M,-48.48M,-39.83M,-13.44M,101.74M,69.82M,-47.47M,-24.71M,-3.857M,-17.66M,-25.80M,-30.10M,27.74M,22.56M,-23.39M,-19.05M,20.70M,-10.34M,-26.70M,-30.48M,26.59M,-5.017M,-19.22M,-14.16M,17.58M,-13.11M,3.934M,-6.795M,4.58M,-6.063M,1.951M,-17.94M,9.853M,14.56M,-17.47M,-4.731M,28.49M,-13.28M,-7.014M,-13.75M,0.815M,0.70M,-5.60M,-5.50M,12.00M,0.40M,-6.60M,2.40M,5.80M,-1.30M,-3.80M,3.60M,-0.90M,-3.30M,0.20M,-24.00M,18.70M,-2.10M,2.30M,-18.70M,6.80M,-0.80M,-11.00M,-11.50M,9.70M
Change in Inventories,-8.055M,37.12M,-2.983M,-37.57M,12.11M,14.81M,-18.16M,-1.704M,-26.97M,12.14M,1.482M,-7.444M,-1.95M,-2.908M,-13.17M,22.81M,-1.112M,38.30M,-23.09M,20.73M,12.26M,42.99M,7.054M,-34.26M,3.00M,-19.64M,73.25M,-29.27M,41.50M,4.521M,-21.44M,-14.46M,-14.25M,1.917M,-2.996M,-3.513M,-31.48M,7.19M,-23.25M,-26.51M,-10.77M,-12.56M,7.355M,15.03M,79.69M,-10.44M,-59.98M,-9.269M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.20M,-3.10M,9.30M,3.30M,-1.60M,0.10M,1.50M,-0.80M,-3.70M,-5.70M,-3.30M,4.20M,-1.40M,-2.10M,7.20M,-2.40M,2.10M,-8.40M,5.00M
Change in Prepaid Assets,4.898M,13.54M,-12.84M,-33.14M,61.44M,-5.448M,3.284M,-29.84M,17.86M,40.78M,4.221M,-42.18M,-13.45M,51.94M,14.96M,-14.34M,-34.14M,-4.068M,5.071M,-9.461M,-37.05M,30.47M,-13.04M,-19.47M,-0.194M,14.61M,17.11M,-50.93M,26.20M,7.877M,28.13M,-41.13M,32.74M,32.08M,9.927M,-1.594M,40.54M,-15.09M,17.99M,-48.69M,-11.46M,5.883M,-8.144M,-48.25M,29.64M,38.85M,-26.60M,-41.89M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Payables and Accrued Expense,-3.269M,-3.711M,-6.487M,10.41M,28.65M,-38.91M,8.976M,22.81M,16.40M,-24.95M,18.63M,24.90M,-13.04M,-17.44M,-9.298M,30.14M,-18.49M,-42.68M,-13.55M,22.05M,-15.99M,-10.97M,-55.54M,15.31M,34.11M,21.68M,-81.53M,38.15M,11.40M,-9.483M,40.57M,-36.99M,23.27M,-15.76M,-0.853M,-41.14M,47.84M,-26.79M,-0.796M,2.155M,63.60M,20.11M,4.125M,-24.87M,-73.18M,8.586M,34.21M,11.67M,-17.44M,47.80M,-0.613M,7.049M,-12.63M,-10.11M,4.389M,0.516M,7.755M,36.45M,-22.06M,14.14M,-19.63M,20.50M,9.488M,10.83M,-24.64M,-16.34M,31.20M,8.149M,-17.13M,30.81M,-4.54M,5.425M,-37.43M,22.87M,-2.021M,-1.151M,7.342M,13.87M,-2.016M,0.388M,-5.50M,5.40M,4.60M,5.10M,-5.90M,7.60M,-12.10M,-30.20M,-5.90M,1.90M,-20.60M,11.00M,-2.80M,13.30M,4.40M,-1.80M,2.10M,2.00M,1.30M,-7.80M,3.30M,-3.60M,9.90M,-1.00M
Change in Other Current Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.00M,0.00,0.00,30.00M,30.00M,0.00,-30.00M,,,,,,,,,,,,,,,,,,,,,,,,,,2.90M,0.40M,-0.30M,-3.00M,0.40M,-0.80M,-1.70M,-2.80M,-0.90M,1.60M,-0.20M,-0.90M,50.10M,-1.70M,-0.90M,-2.20M,8.10M,49.30M,13.60M,-35.50M
Change in Other Current Liabilities,,,,,,,,,,,,,,,,,,-0.193M,0.193M,,1.038M,0.00,0.00,-1.038M,1.038M,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.85M,10.85M,,,22.18M,-22.18M,,,32.96M,-32.96M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Working Cap,20.29M,28.97M,10.11M,-27.31M,29.02M,59.76M,6.016M,-49.18M,-24.21M,7.604M,-5.102M,-20.22M,2.147M,-11.42M,-35.05M,4.519M,0.594M,-19.00M,-9.294M,-36.70M,-19.49M,-18.47M,-17.98M,-40.01M,-38.48M,-18.77M,-13.52M,-42.00M,-40.49M,-18.15M,-58.46M,-57.81M,-13.76M,-42.35M,-3.484M,-41.42M,10.06M,-17.32M,13.24M,-1.508M,-29.28M,-10.93M,-13.59M,-11.04M,19.46M,-6.951M,-7.277M,0.95M,60.63M,11.70M,8.817M,-34.52M,31.48M,21.43M,32.98M,-45.00M,14.44M,-13.27M,35.81M,-45.04M,4.348M,-25.70M,74.02M,-26.15M,-0.707M,44.60M,-18.26M,-16.68M,33.87M,-58.46M,16.90M,-30.74M,28.10M,-7.184M,12.29M,-33.21M,-67.46M,41.99M,23.32M,2.153M,-26.70M,28.50M,26.90M,-53.70M,18.00M,61.60M,-24.60M,1.70M,1.50M,-3.60M,2.90M,-20.90M,5.30M,11.40M,1.60M,-18.60M,13.10M,-0.40M,-8.00M,-6.10M,6.60M,-3.20M,-7.30M,-13.70M
Changes in Working Capital,27.57M,75.44M,-57.30M,-29.65M,146.03M,-7.392M,-33.58M,-65.75M,-3.541M,21.72M,19.17M,-57.27M,-15.09M,-4.824M,-57.77M,71.23M,0.908M,-63.88M,-54.51M,54.96M,-7.203M,28.06M,-104.83M,-57.12M,2.774M,7.048M,-15.46M,-69.72M,50.72M,-3.413M,-91.18M,-112.82M,23.88M,-47.47M,-30.06M,-107.55M,58.96M,-45.01M,-25.06M,-67.32M,-36.40M,-37.32M,-23.69M,32.60M,125.43M,-17.42M,-84.36M,-42.40M,-2.024M,33.70M,-21.89M,0.273M,32.56M,-12.07M,18.32M,6.221M,12.32M,-3.525M,-46.74M,-4.304M,-44.84M,-24.42M,69.34M,2.254M,-63.14M,21.34M,16.99M,-3.956M,10.68M,-3.517M,-27.76M,-15.46M,10.97M,31.18M,-27.43M,-5.873M,-78.05M,48.84M,7.552M,3.356M,-31.50M,28.30M,26.00M,-36.60M,15.40M,56.80M,-37.70M,-16.40M,-2.00M,-7.90M,-15.70M,-12.10M,-2.50M,22.80M,-23.90M,-5.90M,67.40M,0.80M,-28.40M,-2.10M,14.80M,33.60M,-3.70M,-35.50M
Other Cash from Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34M,0.344M,-0.112M,6.958M,-0.395M,-0.626M,-1.414M,-0.422M,-0.937M,1.423M,-0.375M,2.318M,-0.432M,-5.521M,2.699M,-0.107M,2.953M,-6.051M,1.069M,1.332M,-34.80M,-0.022M,34.83M,,,,,,,,,,-6.10M,11.30M,,,,,,,,,,,,,0.10M,-0.10M,-0.10M,-0.10M,-32.20M,-0.20M
Cash from Operations,171.04M,208.02M,56.24M,77.17M,241.63M,149.41M,73.59M,34.68M,100.33M,146.01M,127.11M,46.99M,86.36M,183.46M,54.87M,170.97M,135.61M,52.88M,29.76M,138.61M,128.11M,127.00M,26.62M,43.69M,114.84M,115.93M,82.47M,48.32M,157.33M,125.18M,12.14M,-15.72M,149.28M,45.91M,68.42M,-13.23M,163.86M,98.62M,68.37M,9.869M,57.49M,46.67M,64.63M,115.68M,184.28M,58.14M,-8.57M,25.97M,47.36M,90.56M,28.51M,50.90M,83.01M,56.04M,76.26M,78.27M,59.20M,88.05M,21.24M,47.09M,8.819M,60.10M,107.30M,70.36M,14.59M,84.75M,83.13M,55.50M,55.66M,99.74M,39.84M,48.44M,-18.72M,96.50M,65.42M,55.54M,-59.60M,105.48M,61.18M,62.38M,34.10M,79.20M,83.00M,17.40M,62.90M,123.90M,12.10M,31.70M,35.70M,46.30M,28.90M,32.50M,37.00M,63.40M,22.20M,35.80M,112.50M,48.50M,14.00M,37.60M,55.50M,77.10M,-0.80M,-1.50M
Net Change in Capital Expenditures,-125.25M,-102.99M,-108.86M,-120.42M,-126.15M,-134.30M,-117.30M,-129.02M,-87.08M,-133.05M,-119.08M,-91.24M,-70.84M,-55.58M,-75.81M,-127.82M,-87.62M,-69.37M,-83.29M,-123.53M,-104.21M,-86.75M,-83.42M,-90.44M,-142.05M,-88.56M,-87.79M,-71.04M,-144.75M,-80.70M,-79.96M,-65.30M,-87.01M,-59.02M,-50.60M,-38.49M,-57.22M,-48.24M,-41.84M,-34.82M,-65.32M,-64.35M,-94.58M,-80.51M,-598.37M,-70.97M,-53.09M,-48.88M,-79.18M,-59.24M,-44.36M,-35.52M,-63.55M,-49.29M,-52.37M,-45.32M,-76.98M,-60.55M,-47.04M,-39.10M,-73.20M,-54.82M,-46.88M,-39.76M,-67.91M,-34.76M,-34.76M,-25.46M,-45.85M,-30.07M,-31.10M,-21.06M,-33.47M,-28.55M,-27.29M,-26.23M,-37.20M,-36.35M,-31.45M,-25.08M,-46.00M,-30.60M,-35.60M,-22.20M,-42.40M,-51.60M,-40.70M,-32.00M,-41.60M,-38.80M,-36.60M,-30.30M,-59.30M,-60.80M,-44.60M,-40.90M,-48.40M,-43.30M,-51.70M,-51.20M,-57.50M,-53.60M,-51.50M,-37.90M
Sale of PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.11M,6.953M,2.404M,5.749M,-16.78M,7.345M,5.701M,3.729M,14.17M,0.00,0.00,0.00,,,,,,,,,,,,,,,,,0.868M,0.169M,0.12M,0.46M,3.655M,4.073M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in PP&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.11M,6.953M,2.404M,5.749M,-16.78M,7.345M,5.701M,3.729M,14.17M,0.00,0.00,0.00,,,,,-79.18M,-59.24M,-44.36M,-35.52M,-63.55M,-49.29M,-52.37M,-45.32M,-76.36M,-60.55M,-47.04M,-39.10M,-72.33M,-54.65M,-46.76M,-39.30M,-64.26M,-30.68M,-34.76M,-25.46M,-45.85M,-30.07M,-31.10M,-21.06M,-33.47M,-28.55M,-27.29M,-26.23M,-37.20M,-36.35M,-31.45M,-25.08M,-46.00M,-30.60M,-35.60M,-22.20M,-42.40M,-51.60M,-40.70M,-32.00M,-41.60M,-38.80M,-36.60M,-30.30M,-59.30M,-60.80M,-44.60M,-40.90M,-48.40M,-43.30M,-51.70M,-51.20M,-57.50M,-53.60M,-51.50M,-37.90M
Net Divestitures (Acquisitions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.50M,0.00,0.00,-87.50M,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,-31.74M,91.85M,68.24M,53.32M,-31.29M,-39.10M,-9.877M,-37.35M,-155.73M,-16.59M,-72.17M,-124.17M,-132.78M,-107.45M,16.11M,-74.11M,-45.08M,-86.37M,-56.62M,-29.29M,-9.103M,20.23M,-22.18M,21.10M,2.005M,22.54M,86.41M,9.799M,-8.154M,-24.08M,-7.277M,-7.576M,94.61M,96.60M,-66.58M,-63.79M,-288.94M,152.80M,-30.28M,-82.70M,276.96M,90.61M,128.16M,235.28M,516.03M,98.75M,1.200B,15.27M,58.76M,160.19M,89.19M,-21.10M,-8.185M,188.98M,82.48M,-3.368M,-172.76M,-35.16M,87.45M,119.57M,-158.17M,-41.66M,-100.99M,-69.58M,-135.22M,-12.16M,23.42M,-58.44M,18.54M,551.97M,-542.58M,-373.54M,-100.18M,9.241M,161.75M,-70.81M,140.27M,-10.15M,-37.13M,-92.99M,-116.90M,-49.90M,-58.40M,-57.30M,110.40M,119.00M,-119.60M,-39.80M,-488.80M,-140.60M,50.30M,-12.40M,48.00M,-17.80M,48.30M,22.00M,9.50M,-10.10M,-36.70M,20.20M,-121.20M,-35.70M,-25.30M,-51.40M
Net Other Investing Changes,-32.35M,-87.17M,-151.13M,-16.27M,-92.86M,23.06M,-32.60M,-65.26M,-26.43M,67.61M,-11.79M,30.74M,2.89M,10.23M,-110.35M,-13.56M,-70.10M,-62.76M,-0.468M,0.17M,-78.53M,-38.92M,-92.84M,-30.59M,-95.15M,-60.18M,-129.02M,-54.36M,-22.96M,-7.778M,-22.88M,-11.36M,-157.60M,-0.012M,-3.056M,0.145M,144.92M,1.625M,-0.01M,,-6.699M,2.895M,2.555M,2.448M,-11.87M,4.977M,4.234M,3.779M,-69.63M,-115.18M,-67.32M,-38.74M,-8.529M,-34.49M,-96.76M,-50.28M,253.97M,-59.24M,-93.97M,-78.77M,-1.996M,17.41M,-13.50M,41.14M,150.79M,-18.62M,-80.56M,-39.27M,-116.18M,-600.08M,519.80M,56.87M,-16.58M,-112.60M,143.24M,-3.103M,26.93M,-2.118M,-17.21M,1.018M,62.90M,-10.30M,-19.20M,-44.10M,-45.40M,-65.00M,-35.90M,9.80M,638.50M,-43.40M,-32.90M,-33.50M,-26.20M,-67.90M,-145.70M,-63.00M,-117.40M,-68.90M,-34.30M,-49.20M,-59.50M,-58.80M,-73.80M,-86.50M
Cash from Investing,-168.28M,-98.30M,-192.15M,-82.98M,-250.30M,-150.34M,-160.37M,-231.05M,-345.97M,-81.81M,-203.04M,-184.48M,-200.72M,-150.76M,-169.74M,-215.25M,-202.73M,-211.22M,-139.73M,-152.04M,-191.56M,-104.68M,-197.71M,-98.50M,-234.76M,-123.14M,-127.73M,-112.55M,-174.19M,-108.94M,-107.45M,-80.86M,-157.08M,44.52M,-117.83M,-96.39M,-212.05M,113.53M,-66.43M,-113.78M,219.12M,29.16M,36.14M,157.21M,-76.89M,32.76M,1.151B,-29.83M,-90.04M,-14.23M,-22.50M,-95.36M,-80.26M,105.20M,-66.66M,-98.96M,4.855M,-154.95M,-53.56M,1.703M,-232.50M,-78.89M,-161.25M,-67.74M,-48.69M,-61.46M,-91.90M,-123.17M,-131.49M,-78.17M,-53.88M,-337.74M,-150.23M,-131.91M,277.70M,-100.14M,217.51M,-48.62M,-85.80M,-204.55M,-100.00M,-90.80M,-113.20M,-123.60M,22.60M,2.40M,-196.20M,-62.00M,108.10M,-222.80M,-19.20M,-76.20M,-37.50M,-146.50M,-142.00M,-81.90M,-156.30M,-122.30M,-122.70M,-80.20M,-238.20M,-148.10M,-150.60M,-175.80M
Net Change in Long Term Debt,73.05M,-60.13M,74.84M,27.36M,76.42M,13.32M,136.16M,86.10M,205.60M,-22.06M,49.30M,112.63M,158.21M,134.98M,82.27M,96.14M,269.30M,22.68M,61.94M,127.91M,108.82M,33.94M,71.87M,105.51M,131.64M,84.60M,-36.38M,82.70M,96.13M,-9.953M,157.54M,-2.328M,79.66M,-100.00M,0.00,75.00M,-83.39M,0.00,0.00,0.00,-9.545M,150.02M,0.02M,3.148M,-1.089B,3.905M,4.905M,-40.10M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,7.794M,-30.35M,102.94M,36.41M,-40.44M,-55.33M,2.842M,120.48M,155.27M,-25.29M,47.49M,2.30M,0.00,-115.98M,20.50M,-7.578M,-68.93M,47.45M,94.04M,-88.47M,-31.60M,-34.60M,48.81M,30.89M,-25.86M,5.555M,-8.151M,50.24M,1.474M,-14.02M,-60.05M,87.47M,17.01M,50.01M,-5.565M,-17.56M,-2.373M,-27.72M,-1.765M,14.79M,-33.16M,-90.88M,34.90M,-248.38M,879.05M,61.12M,-1.095B,62.82M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Debt Issuance,80.84M,-90.48M,177.77M,63.76M,35.98M,-42.02M,139.01M,206.58M,360.87M,-47.35M,96.78M,114.93M,158.21M,19.00M,102.77M,88.57M,200.37M,70.13M,155.99M,39.44M,77.22M,-0.662M,120.68M,136.40M,105.78M,90.16M,-44.53M,132.95M,97.60M,-23.97M,97.49M,85.14M,96.67M,-49.99M,-5.565M,57.44M,-85.76M,-27.72M,-1.765M,14.79M,-42.71M,59.13M,34.92M,-245.23M,-209.87M,65.02M,-1.090B,22.72M,-187.15M,-17.49M,112.94M,37.00M,83.14M,-185.45M,41.15M,30.83M,858.96M,-663.50M,-107.16M,34.95M,15.38M,19.30M,-139.16M,10.62M,-19.42M,-2.229M,-322.25M,142.64M,-13.74M,69.88M,-20.39M,78.53M,78.60M,-147.21M,37.42M,-16.34M,-137.28M,-24.02M,62.42M,125.36M,93.00M,146.70M,125.70M,24.90M,5.80M,-99.00M,193.50M,11.80M,209.90M,62.80M,34.00M,-180.70M,49.90M,149.50M,127.10M,-57.20M,-31.90M,25.40M,-44.40M,20.90M,118.80M,24.20M,190.20M,102.20M
Common Stock Issuance,,,,,,,,,,,,,2.319M,3.233M,4.646M,3.022M,-0.002M,-0.032M,0.001M,104.47M,-0.012M,23.86M,-0.006M,3.054M,36.70M,6.389M,7.291M,4.703M,6.732M,4.972M,5.969M,5.94M,1.118M,2.79M,6.397M,5.674M,6.034M,5.883M,5.232M,5.557M,4.325M,2.218M,1.421M,7.365M,115.38M,5.594M,9.159M,6.314M,5.623M,7.108M,5.93M,2.411M,2.089M,0.911M,2.378M,0.103M,0.457M,0.314M,2.918M,,1.661M,2.356M,-0.255M,106.26M,6.809M,6.89M,10.87M,5.259M,5.887M,4.973M,7.443M,14.15M,-19.30M,4.351M,6.011M,8.936M,-10.84M,3.467M,4.784M,2.59M,0.00,0.90M,0.30M,2.20M,53.60M,0.10M,0.20M,4.30M,4.10M,6.60M,9.50M,152.80M,5.00M,5.10M,5.00M,4.70M,5.80M,3.40M,5.10M,5.00M,3.00M,3.00M,3.80M,3.80M
