date,three_year_return
"Sept. 26, 2019",-15.88%
"Sept. 25, 2019",-14.46%
"Sept. 24, 2019",-12.47%
"Sept. 23, 2019",-10.72%
"Sept. 20, 2019",-10.40%
"Sept. 19, 2019",-9.37%
"Sept. 18, 2019",-10.61%
"Sept. 17, 2019",-10.72%
"Sept. 16, 2019",-5.86%
"Sept. 13, 2019",-12.18%
"Sept. 12, 2019",-14.30%
"Sept. 11, 2019",-12.54%
"Sept. 10, 2019",-13.55%
"Sept. 9, 2019",-13.65%
"Sept. 6, 2019",-19.39%
"Sept. 5, 2019",-14.97%
"Sept. 4, 2019",-15.00%
"Sept. 3, 2019",-16.62%
"Aug. 30, 2019",-17.63%
"Aug. 29, 2019",-18.28%
"Aug. 28, 2019",-19.57%
"Aug. 27, 2019",-20.54%
"Aug. 26, 2019",-19.88%
"Aug. 23, 2019",-21.34%
"Aug. 22, 2019",-17.18%
"Aug. 21, 2019",-15.85%
"Aug. 20, 2019",-16.42%
"Aug. 19, 2019",-15.20%
"Aug. 16, 2019",-15.89%
"Aug. 15, 2019",-17.24%
"Aug. 14, 2019",-17.74%
"Aug. 13, 2019",-13.90%
"Aug. 12, 2019",-14.56%
"Aug. 9, 2019",-12.18%
"Aug. 8, 2019",-11.36%
"Aug. 7, 2019",-13.99%
"Aug. 6, 2019",-13.18%
"Aug. 5, 2019",-12.38%
"Aug. 2, 2019",3.22%
"Aug. 1, 2019",3.01%
"July 31, 2019",5.08%
"July 30, 2019",5.34%
"July 29, 2019",2.72%
"July 26, 2019",4.77%
"July 25, 2019",8.53%
"July 24, 2019",8.27%
"July 23, 2019",8.16%
"July 22, 2019",7.69%
"July 19, 2019",6.09%
"July 18, 2019",2.62%
"July 17, 2019",1.30%
"July 16, 2019",3.45%
"July 15, 2019",5.53%
"July 12, 2019",6.77%
"July 11, 2019",9.58%
"July 10, 2019",9.84%
"July 9, 2019",8.01%
"July 8, 2019",9.22%
"July 5, 2019",7.02%
"July 3, 2019",2.85%
"July 2, 2019",3.28%
"July 1, 2019",9.80%
"June 28, 2019",13.96%
"June 27, 2019",17.20%
"June 26, 2019",14.84%
"June 25, 2019",11.08%
"June 24, 2019",11.72%
"June 21, 2019",8.79%
"June 20, 2019",9.93%
"June 19, 2019",9.59%
"June 18, 2019",9.16%
"June 17, 2019",5.66%
"June 14, 2019",2.64%
"June 13, 2019",6.27%
"June 12, 2019",4.25%
"June 11, 2019",6.06%
"June 10, 2019",4.46%
"June 7, 2019",-0.96%
"June 6, 2019",3.69%
"June 5, 2019",2.91%
"June 4, 2019",5.73%
"June 3, 2019",4.06%
"May 31, 2019",0.64%
"May 30, 2019",2.93%
"May 29, 2019",5.96%
"May 28, 2019",6.79%
"May 24, 2019",5.66%
"May 23, 2019",9.33%
"May 22, 2019",14.82%
"May 21, 2019",18.18%
"May 20, 2019",15.77%
"May 17, 2019",14.04%
"May 16, 2019",17.96%
"May 15, 2019",19.97%
"May 14, 2019",19.95%
"May 13, 2019",18.88%
"May 10, 2019",19.15%
"May 9, 2019",19.84%
"May 8, 2019",19.51%
"May 7, 2019",16.65%
"May 6, 2019",15.96%
"May 3, 2019",12.74%
"May 2, 2019",7.72%
"May 1, 2019",11.22%
"April 30, 2019",16.26%
"April 29, 2019",17.40%
"April 26, 2019",18.24%
"April 25, 2019",27.98%
"April 24, 2019",28.45%
"April 23, 2019",31.74%
"April 22, 2019",32.32%
"April 18, 2019",34.13%
"April 17, 2019",34.51%
"April 16, 2019",35.19%
"April 15, 2019",34.88%
"April 12, 2019",35.87%
"April 11, 2019",33.40%
"April 10, 2019",34.38%
"April 9, 2019",34.16%
"April 8, 2019",35.40%
"April 5, 2019",39.82%
"April 4, 2019",33.22%
"April 3, 2019",30.39%
"April 2, 2019",33.33%
"April 1, 2019",34.56%
"March 29, 2019",26.15%
"March 28, 2019",27.79%
"March 27, 2019",27.31%
"March 26, 2019",27.55%
"March 25, 2019",24.87%
"March 22, 2019",23.43%
"March 21, 2019",27.53%
"March 20, 2019",26.79%
"March 19, 2019",22.81%
"March 18, 2019",21.54%
"March 15, 2019",20.70%
"March 14, 2019",19.94%
"March 13, 2019",17.81%
"March 12, 2019",15.70%
"March 11, 2019",14.74%
"March 8, 2019",22.51%
"March 7, 2019",21.04%
"March 6, 2019",28.75%
"March 5, 2019",33.73%
"March 4, 2019",35.57%
"March 1, 2019",48.29%
"Feb. 28, 2019",39.26%
"Feb. 27, 2019",40.80%
"Feb. 26, 2019",39.13%
"Feb. 25, 2019",38.32%
"Feb. 22, 2019",32.29%
"Feb. 21, 2019",36.78%
"Feb. 20, 2019",41.70%
"Feb. 19, 2019",43.04%
"Feb. 15, 2019",48.08%
"Feb. 14, 2019",43.22%
"Feb. 13, 2019",42.91%
"Feb. 12, 2019",41.26%
"Feb. 11, 2019",43.70%
"Feb. 8, 2019",35.17%
"Feb. 7, 2019",38.67%
"Feb. 6, 2019",43.42%
"Feb. 5, 2019",46.66%
"Feb. 4, 2019",45.21%
"Feb. 1, 2019",43.07%
"Jan. 31, 2019",39.68%
"Jan. 30, 2019",40.03%
"Jan. 29, 2019",39.21%
"Jan. 28, 2019",42.94%
"Jan. 25, 2019",60.90%
"Jan. 24, 2019",47.29%
"Jan. 23, 2019",46.27%
"Jan. 22, 2019",46.71%
"Jan. 18, 2019",60.47%
"Jan. 17, 2019",57.30%
"Jan. 16, 2019",56.69%
"Jan. 15, 2019",56.57%
"Jan. 14, 2019",50.95%
"Jan. 11, 2019",52.14%
"Jan. 10, 2019",51.28%
"Jan. 9, 2019",51.39%
"Jan. 8, 2019",45.79%
"Jan. 7, 2019",44.38%
"Jan. 4, 2019",34.79%
"Jan. 3, 2019",27.09%
"Jan. 2, 2019",28.00%
"Dec. 31, 2018",23.20%
"Dec. 28, 2018",24.16%
"Dec. 27, 2018",20.93%
"Dec. 26, 2018",21.21%
"Dec. 24, 2018",12.86%
"Dec. 21, 2018",24.21%
"Dec. 20, 2018",25.63%
"Dec. 19, 2018",30.17%
"Dec. 18, 2018",31.61%
"Dec. 17, 2018",31.26%
"Dec. 14, 2018",30.21%
"Dec. 13, 2018",37.31%
"Dec. 12, 2018",38.78%
"Dec. 11, 2018",36.29%
"Dec. 10, 2018",30.10%
"Dec. 7, 2018",35.99%
"Dec. 6, 2018",26.89%
"Dec. 4, 2018",29.30%
"Dec. 3, 2018",33.49%
"Nov. 30, 2018",23.83%
"Nov. 29, 2018",28.59%
"Nov. 28, 2018",26.52%
"Nov. 27, 2018",24.30%
"Nov. 26, 2018",22.76%
"Nov. 23, 2018",21.96%
"Nov. 21, 2018",28.28%
"Nov. 20, 2018",23.88%
"Nov. 19, 2018",27.90%
"Nov. 16, 2018",24.07%
"Nov. 15, 2018",23.51%
"Nov. 14, 2018",19.23%
"Nov. 13, 2018",19.78%
"Nov. 12, 2018",23.94%
"Nov. 9, 2018",23.59%
"Nov. 8, 2018",22.96%
"Nov. 7, 2018",28.01%
"Nov. 6, 2018",25.87%
"Nov. 5, 2018",22.99%
"Nov. 2, 2018",18.91%
"Nov. 1, 2018",24.51%
"Oct. 31, 2018",22.70%
"Oct. 30, 2018",22.90%
"Oct. 29, 2018",19.32%
"Oct. 26, 2018",27.79%
"Oct. 25, 2018",25.39%
"Oct. 24, 2018",24.24%
"Oct. 23, 2018",30.07%
"Oct. 22, 2018",35.49%
"Oct. 19, 2018",38.75%
"Oct. 18, 2018",35.49%
"Oct. 17, 2018",37.30%
"Oct. 16, 2018",39.73%
"Oct. 15, 2018",40.66%
"Oct. 12, 2018",42.02%
"Oct. 11, 2018",39.31%
"Oct. 10, 2018",44.87%
"Oct. 9, 2018",51.60%
"Oct. 8, 2018",49.16%
"Oct. 5, 2018",62.49%
"Oct. 4, 2018",69.00%
"Oct. 3, 2018",69.19%
"Oct. 2, 2018",68.70%
"Oct. 1, 2018",75.96%
"Sept. 28, 2018",83.74%
"Sept. 27, 2018",74.47%
"Sept. 26, 2018",72.15%
"Sept. 25, 2018",72.61%
"Sept. 24, 2018",69.25%
"Sept. 21, 2018",56.12%
"Sept. 20, 2018",56.32%
"Sept. 19, 2018",57.58%
"Sept. 18, 2018",56.64%
"Sept. 17, 2018",47.55%
"Sept. 14, 2018",54.15%
"Sept. 13, 2018",51.16%
"Sept. 12, 2018",51.57%
"Sept. 11, 2018",50.64%
"Sept. 10, 2018",46.45%
"Sept. 7, 2018",48.88%
"Sept. 6, 2018",50.21%
"Sept. 5, 2018",53.32%
"Sept. 4, 2018",53.05%
"Aug. 31, 2018",50.98%
"Aug. 30, 2018",53.81%
"Aug. 29, 2018",53.64%
"Aug. 28, 2018",52.59%
"Aug. 27, 2018",56.55%
"Aug. 24, 2018",69.59%
"Aug. 23, 2018",55.49%
"Aug. 22, 2018",56.72%
"Aug. 21, 2018",54.27%
"Aug. 20, 2018",49.58%
"Aug. 17, 2018",43.44%
"Aug. 16, 2018",45.01%
"Aug. 15, 2018",44.43%
"Aug. 14, 2018",53.97%
"Aug. 13, 2018",52.48%
"Aug. 10, 2018",60.97%
"Aug. 9, 2018",65.82%
"Aug. 8, 2018",66.45%
"Aug. 7, 2018",68.70%
"Aug. 6, 2018",59.50%
"Aug. 3, 2018",60.14%
"Aug. 2, 2018",63.14%
"Aug. 1, 2018",62.68%
"July 31, 2018",67.04%
"July 30, 2018",65.39%
"July 27, 2018",76.46%
"July 26, 2018",71.45%
"July 25, 2018",70.81%
"July 24, 2018",67.14%
"July 23, 2018",60.98%
"July 20, 2018",57.00%
"July 19, 2018",52.04%
"July 18, 2018",53.52%
"July 17, 2018",54.43%
"July 16, 2018",51.23%
"July 13, 2018",49.58%
"July 12, 2018",46.84%
"July 11, 2018",47.46%
"July 10, 2018",50.19%
"July 9, 2018",47.87%
"July 6, 2018",46.14%
"July 5, 2018",43.83%
"July 3, 2018",42.91%
"July 2, 2018",42.87%
"June 29, 2018",44.27%
"June 28, 2018",40.25%
"June 27, 2018",40.73%
"June 26, 2018",35.91%
"June 25, 2018",33.29%
"June 22, 2018",34.55%
"June 21, 2018",32.09%
"June 20, 2018",35.30%
"June 19, 2018",32.64%
"June 18, 2018",31.31%
"June 15, 2018",27.98%
"June 14, 2018",31.27%
"June 13, 2018",32.08%
"June 12, 2018",32.32%
"June 11, 2018",30.18%
"June 8, 2018",32.05%
"June 7, 2018",31.50%
"June 6, 2018",29.50%
"June 5, 2018",30.00%
"June 4, 2018",35.81%
"June 1, 2018",33.34%
"May 31, 2018",32.83%
"May 30, 2018",35.03%
"May 29, 2018",31.03%
"May 25, 2018",30.47%
"May 24, 2018",32.93%
"May 23, 2018",36.25%
"May 22, 2018",37.12%
"May 21, 2018",39.30%
"May 18, 2018",37.03%
"May 17, 2018",39.44%
"May 16, 2018",34.30%
"May 15, 2018",32.89%
"May 14, 2018",30.81%
"May 11, 2018",28.16%
"May 10, 2018",27.22%
"May 9, 2018",25.98%
"May 8, 2018",23.30%
"May 7, 2018",21.81%
"May 4, 2018",15.36%
"May 3, 2018",17.30%
"May 2, 2018",17.95%
"May 1, 2018",18.87%
"April 30, 2018",19.42%
"April 27, 2018",19.96%
"April 26, 2018",21.61%
"April 25, 2018",19.31%
"April 24, 2018",18.48%
"April 23, 2018",16.86%
"April 20, 2018",16.61%
"April 19, 2018",17.29%
"April 18, 2018",16.06%
"April 17, 2018",14.32%
"April 16, 2018",13.29%
"April 13, 2018",17.25%
"April 12, 2018",13.86%
"April 11, 2018",13.26%
"April 10, 2018",11.46%
"April 9, 2018",8.01%
"April 6, 2018",7.44%
"April 5, 2018",12.59%
"April 4, 2018",12.36%
"April 3, 2018",13.33%
"April 2, 2018",11.02%
"March 29, 2018",16.24%
"March 28, 2018",14.64%
"March 27, 2018",17.41%
"March 26, 2018",17.74%
"March 23, 2018",18.94%
"March 22, 2018",15.01%
"March 21, 2018",15.55%
"March 20, 2018",11.74%
"March 19, 2018",9.99%
"March 16, 2018",14.28%
"March 15, 2018",15.53%
"March 14, 2018",16.98%
"March 13, 2018",17.17%
"March 12, 2018",17.43%
"March 9, 2018",17.19%
"March 8, 2018",13.57%
"March 7, 2018",13.89%
"March 6, 2018",14.05%
"March 5, 2018",13.64%
"March 2, 2018",13.91%
"March 1, 2018",12.77%
"Feb. 28, 2018",13.04%
"Feb. 27, 2018",19.19%
"Feb. 26, 2018",21.48%
"Feb. 23, 2018",18.38%
"Feb. 22, 2018",17.58%
"Feb. 21, 2018",16.17%
"Feb. 20, 2018",18.53%
"Feb. 16, 2018",11.06%
"Feb. 15, 2018",11.11%
"Feb. 14, 2018",10.15%
"Feb. 13, 2018",5.73%
"Feb. 12, 2018",8.80%
"Feb. 9, 2018",4.29%
"Feb. 8, 2018",5.48%
"Feb. 7, 2018",10.43%
"Feb. 6, 2018",13.03%
"Feb. 5, 2018",13.90%
"Feb. 2, 2018",21.95%
"Feb. 1, 2018",30.88%
"Jan. 31, 2018",29.17%
"Jan. 30, 2018",29.36%
"Jan. 29, 2018",31.12%
"Jan. 26, 2018",27.54%
"Jan. 25, 2018",29.36%
"Jan. 24, 2018",30.49%
"Jan. 23, 2018",29.79%
"Jan. 22, 2018",29.28%
"Jan. 19, 2018",26.64%
"Jan. 18, 2018",26.50%
"Jan. 17, 2018",25.71%
"Jan. 16, 2018",25.56%
"Jan. 12, 2018",36.91%
"Jan. 11, 2018",31.65%
"Jan. 10, 2018",28.07%
"Jan. 9, 2018",27.73%
"Jan. 8, 2018",29.73%
"Jan. 5, 2018",29.41%
"Jan. 4, 2018",20.28%
"Jan. 3, 2018",20.26%
"Jan. 2, 2018",18.50%
"Dec. 29, 2017",14.40%
"Dec. 28, 2017",15.59%
"Dec. 27, 2017",15.50%
"Dec. 26, 2017",16.62%
"Dec. 22, 2017",12.68%
"Dec. 21, 2017",11.92%
"Dec. 20, 2017",8.97%
"Dec. 19, 2017",6.75%
"Dec. 18, 2017",8.07%
"Dec. 15, 2017",15.48%
"Dec. 14, 2017",15.36%
"Dec. 13, 2017",15.71%
"Dec. 12, 2017",16.11%
"Dec. 11, 2017",16.52%
"Dec. 8, 2017",13.83%
"Dec. 7, 2017",9.88%
"Dec. 6, 2017",8.94%
"Dec. 5, 2017",11.18%
"Dec. 4, 2017",8.66%
"Dec. 1, 2017",17.96%
"Nov. 30, 2017",17.99%
"Nov. 29, 2017",15.89%
"Nov. 28, 2017",15.13%
"Nov. 27, 2017",6.11%
"Nov. 24, 2017",2.11%
"Nov. 22, 2017",-0.15%
"Nov. 21, 2017",-0.08%
"Nov. 20, 2017",2.01%
"Nov. 17, 2017",5.49%
"Nov. 16, 2017",3.33%
"Nov. 15, 2017",3.26%
"Nov. 14, 2017",4.39%
"Nov. 13, 2017",8.98%
"Nov. 10, 2017",6.17%
"Nov. 9, 2017",5.25%
"Nov. 8, 2017",4.80%
"Nov. 7, 2017",6.57%
"Nov. 6, 2017",8.07%
"Nov. 3, 2017",11.98%
"Nov. 2, 2017",8.31%
"Nov. 1, 2017",7.62%
"Oct. 31, 2017",5.07%
"Oct. 30, 2017",7.93%
"Oct. 27, 2017",11.35%
"Oct. 26, 2017",5.23%
"Oct. 25, 2017",4.40%
"Oct. 24, 2017",4.76%
"Oct. 23, 2017",3.82%
"Oct. 20, 2017",4.40%
"Oct. 19, 2017",4.98%
"Oct. 18, 2017",5.96%
"Oct. 17, 2017",6.83%
"Oct. 16, 2017",6.51%
"Oct. 13, 2017",15.35%
"Oct. 12, 2017",7.59%
"Oct. 11, 2017",7.90%
"Oct. 10, 2017",7.74%
"Oct. 9, 2017",4.94%
"Oct. 6, 2017",1.16%
"Oct. 5, 2017",-0.02%
"Oct. 4, 2017",-0.25%
"Oct. 3, 2017",-0.07%
"Oct. 2, 2017",0.12%
"Sept. 29, 2017",-5.04%
"Sept. 28, 2017",-4.97%
"Sept. 27, 2017",-4.48%
"Sept. 26, 2017",-4.92%
"Sept. 25, 2017",-4.06%
"Sept. 22, 2017",-7.07%
"Sept. 21, 2017",-10.04%
"Sept. 20, 2017",-9.76%
"Sept. 19, 2017",-10.77%
"Sept. 18, 2017",-11.36%
"Sept. 15, 2017",-8.53%
"Sept. 14, 2017",-9.42%
"Sept. 13, 2017",-10.09%
"Sept. 12, 2017",-12.68%
"Sept. 11, 2017",-14.68%
"Sept. 8, 2017",-14.43%
"Sept. 7, 2017",-15.76%
"Sept. 6, 2017",-16.48%
"Sept. 5, 2017",-18.36%
"Sept. 1, 2017",-22.05%
"Aug. 31, 2017",-22.65%
"Aug. 30, 2017",-23.85%
"Aug. 29, 2017",-24.33%
"Aug. 28, 2017",-23.06%
"Aug. 25, 2017",-21.71%
"Aug. 24, 2017",-20.37%
"Aug. 23, 2017",-19.91%
"Aug. 22, 2017",-20.73%
"Aug. 21, 2017",-21.92%
"Aug. 18, 2017",-20.24%
"Aug. 17, 2017",-21.41%
"Aug. 16, 2017",-19.90%
"Aug. 15, 2017",-17.98%
"Aug. 14, 2017",-15.34%
"Aug. 11, 2017",-18.25%
"Aug. 10, 2017",-17.31%
"Aug. 9, 2017",-16.17%
"Aug. 8, 2017",-15.43%
"Aug. 7, 2017",-15.45%
"Aug. 4, 2017",-19.10%
"Aug. 3, 2017",-17.72%
"Aug. 2, 2017",-14.55%
"Aug. 1, 2017",-12.57%
"July 31, 2017",-13.07%
"July 28, 2017",-15.85%
"July 27, 2017",-16.41%
"July 26, 2017",-17.48%
"July 25, 2017",-17.38%
"July 24, 2017",-19.70%
"July 21, 2017",-20.01%
"July 20, 2017",-19.29%
"July 19, 2017",-18.73%
"July 18, 2017",-20.98%
"July 17, 2017",-20.47%
"July 14, 2017",-20.59%
"July 13, 2017",-19.22%
"July 12, 2017",-20.31%
"July 11, 2017",-20.26%
"July 10, 2017",-22.04%
"July 7, 2017",-23.58%
"July 6, 2017",-24.09%
"July 5, 2017",-22.66%
"July 3, 2017",-20.88%
"June 30, 2017",-22.54%
"June 29, 2017",-22.31%
"June 28, 2017",-23.15%
"June 27, 2017",-24.03%
"June 26, 2017",-24.29%
"June 23, 2017",-25.23%
"June 22, 2017",-25.67%
"June 21, 2017",-26.16%
"June 20, 2017",-25.54%
"June 19, 2017",-23.95%
"June 16, 2017",-22.37%
"June 15, 2017",-23.66%
"June 14, 2017",-22.00%
"June 13, 2017",-20.58%
"June 12, 2017",-19.48%
"June 9, 2017",-17.74%
"June 8, 2017",-19.40%
"June 7, 2017",-19.37%
"June 6, 2017",-16.91%
"June 5, 2017",-17.33%
"June 2, 2017",-14.90%
"June 1, 2017",-14.56%
"May 31, 2017",-14.64%
"May 30, 2017",-15.29%
"May 26, 2017",-12.26%
"May 25, 2017",-12.46%
"May 24, 2017",-10.87%
"May 23, 2017",-11.00%
"May 22, 2017",-10.19%
"May 19, 2017",-8.30%
"May 18, 2017",-10.55%
"May 17, 2017",-9.32%
"May 16, 2017",-8.46%
"May 15, 2017",-7.80%
"May 12, 2017",-8.63%
"May 11, 2017",-7.82%
"May 10, 2017",-7.57%
"May 9, 2017",-10.40%
"May 8, 2017",-9.87%
"May 5, 2017",-8.43%
"May 4, 2017",-8.72%
"May 3, 2017",-5.46%
"May 2, 2017",-5.35%
"May 1, 2017",-5.24%
"April 28, 2017",-5.67%
"April 27, 2017",-6.10%
"April 26, 2017",-4.78%
"April 25, 2017",-3.81%
"April 24, 2017",-9.41%
"April 21, 2017",-9.61%
"April 20, 2017",-8.93%
"April 19, 2017",-8.94%
"April 18, 2017",-7.44%
"April 17, 2017",-6.55%
"April 13, 2017",-3.03%
"April 12, 2017",-1.16%
"April 11, 2017",-0.76%
"April 10, 2017",0.47%
"April 7, 2017",-0.58%
"April 6, 2017",-1.72%
"April 5, 2017",-2.20%
"April 4, 2017",-1.52%
"April 3, 2017",-3.67%
"March 31, 2017",-0.55%
"March 30, 2017",-1.43%
"March 29, 2017",-1.60%
"March 28, 2017",-3.34%
"March 27, 2017",-3.46%
"March 24, 2017",0.06%
"March 23, 2017",-1.05%
"March 22, 2017",-1.22%
"March 21, 2017",-1.35%
"March 20, 2017",1.11%
"March 17, 2017",3.01%
"March 16, 2017",3.06%
"March 15, 2017",4.38%
"March 14, 2017",1.73%
"March 13, 2017",3.82%
"March 10, 2017",0.28%
"March 9, 2017",0.78%
"March 8, 2017",-0.14%
"March 7, 2017",4.81%
"March 6, 2017",4.75%
"March 3, 2017",4.15%
"March 2, 2017",3.97%
"March 1, 2017",5.64%
"Feb. 28, 2017",2.41%
"Feb. 27, 2017",4.45%
"Feb. 24, 2017",6.76%
"Feb. 23, 2017",9.63%
"Feb. 22, 2017",9.58%
"Feb. 21, 2017",11.76%
"Feb. 17, 2017",11.92%
"Feb. 16, 2017",13.21%
"Feb. 15, 2017",13.87%
"Feb. 14, 2017",14.41%
"Feb. 13, 2017",14.38%
"Feb. 10, 2017",16.46%
"Feb. 9, 2017",13.10%
"Feb. 8, 2017",11.21%
"Feb. 7, 2017",10.13%
"Feb. 6, 2017",15.09%
"Feb. 3, 2017",24.82%
"Feb. 2, 2017",20.69%
"Feb. 1, 2017",22.25%
"Jan. 31, 2017",22.95%
"Jan. 30, 2017",21.83%
"Jan. 27, 2017",26.96%
"Jan. 26, 2017",26.13%
"Jan. 25, 2017",25.54%
"Jan. 24, 2017",25.27%
"Jan. 23, 2017",22.31%
"Jan. 20, 2017",24.85%
"Jan. 19, 2017",24.51%
"Jan. 18, 2017",24.76%
"Jan. 17, 2017",24.86%
"Jan. 13, 2017",28.95%
"Jan. 12, 2017",26.34%
"Jan. 11, 2017",25.80%
"Jan. 10, 2017",23.97%
"Jan. 9, 2017",23.38%
"Jan. 6, 2017",28.29%
"Jan. 5, 2017",26.62%
"Jan. 4, 2017",25.94%
"Jan. 3, 2017",25.84%
"Dec. 30, 2016",20.82%
"Dec. 29, 2016",19.74%
"Dec. 28, 2016",20.18%
"Dec. 27, 2016",21.23%
"Dec. 23, 2016",21.74%
"Dec. 22, 2016",22.40%
"Dec. 21, 2016",21.71%
"Dec. 20, 2016",22.43%
"Dec. 19, 2016",25.18%
"Dec. 16, 2016",30.21%
"Dec. 15, 2016",30.70%
"Dec. 14, 2016",31.07%
"Dec. 13, 2016",35.84%
"Dec. 12, 2016",33.66%
"Dec. 9, 2016",34.63%
"Dec. 8, 2016",31.13%
"Dec. 7, 2016",29.38%
"Dec. 6, 2016",29.93%
"Dec. 5, 2016",26.33%
"Dec. 2, 2016",25.75%
"Dec. 1, 2016",26.97%
"Nov. 30, 2016",24.27%
"Nov. 29, 2016",12.05%
"Nov. 28, 2016",12.32%
"Nov. 25, 2016",13.46%
"Nov. 23, 2016",14.02%
"Nov. 22, 2016",11.98%
"Nov. 21, 2016",13.01%
"Nov. 18, 2016",10.55%
"Nov. 17, 2016",7.76%
"Nov. 16, 2016",11.12%
"Nov. 15, 2016",10.36%
"Nov. 14, 2016",9.25%
"Nov. 11, 2016",6.63%
"Nov. 10, 2016",8.36%
"Nov. 9, 2016",9.30%
"Nov. 8, 2016",9.22%
"Nov. 7, 2016",8.91%
"Nov. 4, 2016",0.08%
"Nov. 3, 2016",2.89%
"Nov. 2, 2016",1.62%
"Nov. 1, 2016",1.87%
"Oct. 31, 2016",1.37%
"Oct. 28, 2016",-0.45%
"Oct. 27, 2016",0.02%
"Oct. 26, 2016",0.46%
"Oct. 25, 2016",1.04%
"Oct. 24, 2016",3.20%
"Oct. 21, 2016",1.87%
"Oct. 20, 2016",3.28%
"Oct. 19, 2016",3.44%
"Oct. 18, 2016",1.34%
"Oct. 17, 2016",3.40%
"Oct. 14, 2016",4.36%
"Oct. 13, 2016",6.71%
