Other Noncash Items,-4.715M,-4.941M,-5.688M,-3.443M,-4.002M,-4.366M,-3.487M,-3.346M,-0.995M,-4.233M,-4.791M,-2.311M,-4.646M,-4.15M,-5.065M,-3.062M,-4.222M,-4.641M,-4.453M,-5.681M,-4.081M,-1.397M,-4.06M,-3.308M,-2.993M,-2.623M,-2.749M,-3.196M,0.631M,-4.296M,-5.858M,-6.789M,-61.06M,-1.783M,11.05M,31.24M,-54.05M,-30.24M,6.101M,64.70M,23.95M,14.87M,5.234M,16.43M,57.17M,-24.24M,-3.637M,-20.44M,113.67M,-114.35M,2.049M,2.515M,-1.776M,-8.446M,-1.077M,-1.013M,7.762M,-11.98M,-0.144M,,,,,,,,,,2.79M,7.00M,-4.00M,2.00M,19.00M,-6.00M,-2.00M,1.00M,-2.834M,-5.565M,6.08M,-5.681M,-3.701M,10.39M,1.719M,-6.408M,-0.518M,-9.079M,5.335M,-6.007M,-1.532M,0.152M,-1.218M,-2.964M,17.90M,-16.07M,3.017M,2.259M,8.578M,-2.951M,6.651M,-4.232M,3.848M,-2.472M,-13.38M,-7.925M
Change in Receivables,18.80M,-15.46M,15.90M,-25.24M,13.70M,-7.039M,-1.015M,-4.922M,24.52M,-18.07M,-5.90M,0.494M,6.12M,-12.84M,-4.324M,4.728M,19.44M,-13.92M,-7.576M,6.794M,16.06M,-1.886M,9.10M,-2.842M,8.996M,-40.02M,16.62M,-15.16M,12.04M,-17.45M,3.39M,-0.717M,11.03M,-11.17M,3.82M,-4.774M,4.591M,3.039M,1.984M,4.629M,34.85M,-13.20M,-0.75M,-8.119M,-16.36M,-13.79M,0.156M,1.811M,-0.581M,-6.702M,-3.603M,0.602M,0.735M,-2.526M,46.82M,-20.72M,2.439M,-4.773M,-14.90M,10.80M,2.171M,-1.585M,2.586M,-4.614M,16.02M,9.454M,33.23M,35.82M,-22.56M,34.00M,-14.00M,32.00M,114.00M,-175.00M,110.00M,-8.00M,-69.53M,-43.93M,-54.39M,-2.149M,31.74M,-16.13M,8.162M,-18.77M,52.80M,-60.02M,3.045M,7.764M,-35.11M,-13.60M,-27.79M,1.312M,-1.017M,7.105M,-3.086M,0.077M,-3.439M,-2.923M,2.806M,8.841M,-8.69M,1.437M,-0.833M,7.451M
Change in Inventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.773M,5.763M,0.262M,-2.252M,4.645M,-2.00M,1.00M,,1.00M,3.00M,0.00,-4.00M,0.979M,2.902M,1.391M,-1.272M,1.155M,1.312M,-1.438M,-3.029M,-1.209M,1.341M,0.66M,-1.717M,1.185M,4.919M,-4.485M,-1.676M,2.679M,6.979M,0.14M,-6.263M,-1.387M,5.171M,-5.667M,-5.167M,-0.134M,2.995M,-2.727M,0.224M
Change in Payables and Accrued Expense,22.12M,12.64M,0.447M,-44.73M,36.16M,6.513M,12.65M,-25.66M,15.29M,-1.817M,18.26M,-48.94M,23.33M,4.678M,28.59M,-43.30M,14.65M,0.661M,21.87M,-34.74M,9.718M,10.30M,13.43M,-27.10M,3.988M,7.699M,20.32M,-32.52M,12.02M,5.319M,16.46M,-23.22M,7.637M,-26.91M,28.94M,-4.245M,44.60M,-41.37M,0.222M,0.562M,-42.21M,42.47M,4.809M,-33.10M,26.79M,8.179M,17.00M,-35.71M,22.19M,-16.43M,42.58M,-46.13M,20.98M,-3.782M,17.85M,-28.32M,33.34M,-9.533M,4.601M,-26.59M,9.435M,17.13M,16.32M,-27.08M,1.013M,4.891M,-35.67M,-40.58M,2.132M,-26.00M,-34.00M,-88.00M,-61.00M,148.00M,-35.00M,-48.00M,45.39M,31.28M,67.85M,-18.52M,-0.373M,55.83M,-4.746M,-6.715M,-55.70M,73.12M,-5.19M,-22.19M,51.07M,10.64M,24.90M,-10.88M,-2.588M,1.065M,5.274M,-5.015M,0.155M,3.419M,3.736M,-5.249M,-7.791M,-2.24M,10.02M,-2.367M
Change in Other Current Assets,-13.34M,18.08M,-26.09M,8.155M,-1.893M,28.70M,-25.97M,4.376M,-19.40M,34.12M,-48.55M,27.91M,-20.72M,43.36M,-45.61M,8.309M,-14.13M,27.97M,-34.13M,8.449M,-15.90M,14.89M,-39.20M,23.43M,-16.49M,34.14M,-51.13M,20.49M,6.448M,12.65M,-31.56M,0.145M,8.065M,-2.191M,-22.42M,0.054M,-2.728M,5.995M,-15.47M,12.38M,-2.236M,0.123M,-20.38M,8.436M,3.884M,7.981M,-26.65M,0.729M,-1.474M,5.717M,-20.27M,4.869M,-6.07M,9.657M,-12.24M,3.827M,-11.34M,10.67M,-14.45M,0.247M,-4.426M,14.85M,-22.30M,7.31M,7.02M,-0.309M,0.309M,,,,,,,,,,,,,,,,,,,,,,0.106M,-0.106M,,,,,,,,,,,,,,
Change in Other Current Liabilities,3.076M,-13.71M,6.013M,4.376M,4.924M,-7.213M,2.921M,4.661M,3.428M,-10.02M,0.81M,5.708M,0.567M,-8.215M,-9.12M,12.48M,-10.47M,2.382M,-16.25M,22.37M,-6.593M,0.16M,-1.559M,3.056M,-3.49M,-3.593M,0.758M,-0.723M,-1.431M,-4.932M,-10.04M,0.486M,-4.58M,-10.90M,3.836M,8.44M,-12.14M,3.376M,4.482M,13.73M,-13.34M,7.314M,-13.42M,11.95M,-15.10M,5.316M,-8.572M,12.23M,-1.031M,5.422M,-6.005M,17.16M,-18.24M,4.776M,-1.861M,11.86M,5.26M,0.486M,-2.595M,11.82M,-7.896M,-1.288M,0.556M,7.319M,-7.39M,3.031M,-12.00M,9.949M,,,,,-124.00M,-20.00M,20.00M,,,-7.208M,7.208M,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Working Cap,-71.72M,12.98M,18.88M,36.30M,-42.92M,27.40M,23.42M,45.23M,-55.16M,60.85M,14.50M,41.31M,-26.98M,-4.754M,16.45M,10.30M,-31.10M,-3.622M,8.997M,40.25M,-32.16M,5.587M,-2.216M,47.29M,-24.69M,14.94M,-5.24M,-5.841M,-40.91M,-35.76M,-3.344M,25.94M,50.55M,35.66M,2.055M,-5.101M,40.51M,-0.756M,-0.969M,-6.494M,-4.572M,-32.40M,34.35M,-16.19M,6.813M,0.438M,2.12M,-3.522M,14.14M,-4.634M,-5.374M,1.66M,-38.10M,-1.626M,-12.44M,24.46M,1.551M,16.36M,14.28M,-5.783M,5.394M,-32.12M,1.29M,26.15M,-74.27M,13.95M,9.954M,33.57M,-7.03M,46.00M,-15.00M,75.00M,-36.00M,-3.00M,2.00M,-30.00M,2.112M,-5.506M,-20.62M,23.01M,-6.616M,3.249M,-15.29M,20.66M,1.804M,-5.083M,-9.854M,12.80M,-7.549M,6.16M,-10.02M,21.70M,-11.49M,-0.573M,-8.788M,21.02M,-6.758M,4.087M,-9.033M,11.28M,4.378M,2.774M,-5.531M,7.331M
Changes in Working Capital,-41.06M,14.52M,15.15M,-21.14M,9.974M,48.36M,12.00M,23.68M,-31.32M,65.06M,-20.89M,26.49M,-17.68M,22.23M,-14.01M,-7.489M,-21.61M,13.47M,-27.09M,43.12M,-28.87M,29.05M,-20.44M,43.84M,-31.69M,13.16M,-18.67M,-33.75M,-11.84M,-40.16M,-25.10M,2.637M,72.70M,-15.51M,16.24M,-5.626M,74.84M,-29.72M,-9.747M,24.82M,-27.51M,4.309M,4.613M,-37.02M,6.022M,8.128M,-15.95M,-24.47M,33.24M,-16.63M,7.331M,-21.84M,-40.70M,6.499M,38.12M,-8.889M,31.25M,13.21M,-13.06M,-9.503M,4.678M,-3.012M,-1.548M,9.086M,-61.38M,36.78M,-3.913M,36.51M,17.80M,52.00M,-62.00M,19.00M,-106.00M,-47.00M,97.00M,-90.00M,-21.05M,-22.46M,1.446M,1.065M,25.90M,44.26M,-13.31M,-7.853M,-2.311M,9.36M,-11.34M,-3.349M,9.699M,8.005M,-17.39M,10.46M,-12.41M,14.58M,-6.46M,9.821M,-11.43M,9.754M,-8.158M,9.71M,-12.24M,4.966M,0.931M,12.64M
Cash from Operations,79.61M,120.94M,109.07M,57.00M,125.68M,169.52M,104.69M,91.74M,89.20M,156.97M,75.30M,113.70M,68.78M,137.53M,71.71M,66.18M,62.37M,119.84M,65.53M,105.44M,48.52M,152.52M,66.37M,96.94M,57.90M,133.44M,60.23M,53.98M,67.79M,98.44M,45.39M,37.65M,75.33M,78.02M,63.68M,93.22M,82.87M,35.31M,86.76M,100.45M,61.90M,111.89M,66.28M,44.35M,21.11M,61.91M,32.58M,20.92M,33.40M,5.737M,20.44M,21.02M,-0.07M,23.33M,80.25M,66.26M,40.31M,55.19M,22.40M,43.60M,41.17M,63.47M,32.14M,57.91M,55.67M,119.58M,42.09M,95.51M,105.42M,118.00M,16.00M,109.00M,21.00M,-20.00M,118.00M,-127.00M,30.31M,6.043M,50.72M,46.93M,62.25M,83.31M,38.32M,47.12M,39.28M,42.38M,45.38M,42.85M,41.49M,50.86M,20.76M,58.63M,38.72M,42.31M,36.36M,57.02M,43.61M,48.56M,31.09M,45.17M,28.90M,35.09M,21.38M,40.28M
Net Change in Capital Expenditures,-79.83M,-69.01M,-68.53M,-61.33M,-79.88M,-64.38M,-66.57M,-67.03M,-78.15M,-61.00M,-72.44M,-73.90M,-96.98M,-82.81M,-62.50M,-54.66M,-58.13M,-82.92M,-74.54M,-78.43M,-73.17M,-72.60M,-69.13M,-59.19M,-81.12M,-56.49M,-57.08M,-51.98M,-52.04M,-64.66M,-74.71M,-48.38M,-70.78M,-80.95M,-84.16M,-101.88M,-88.82M,-82.75M,-97.66M,-69.03M,-96.35M,-55.32M,-50.68M,-49.59M,-67.07M,-51.10M,-72.51M,-52.86M,-84.68M,-80.89M,-72.58M,-49.60M,-56.86M,-65.72M,-53.50M,-48.97M,-60.34M,-42.54M,-49.71M,-40.72M,-63.11M,-46.74M,-51.90M,-38.02M,-52.08M,-39.97M,-32.63M,-24.97M,-45.22M,-33.00M,-29.00M,-27.00M,-42.00M,-37.00M,-49.00M,-52.00M,-51.06M,-35.11M,-29.01M,-24.83M,-37.89M,-21.60M,-29.88M,-21.64M,-29.05M,-16.48M,-22.34M,-21.32M,-25.78M,-22.73M,-22.54M,-24.59M,-35.05M,-18.53M,-23.53M,-16.54M,-24.26M,-18.55M,-23.91M,-17.25M,-28.84M,-27.63M,-27.55M,-26.51M
Sale of PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-0.248M,19.23M,,0.00,0.00,2.00M,0.25M,0.094M,0.063M,5.69M,0.00,,,,,,,,,71.78M,,-0.591M,0.591M,5.554M,,-0.009M,0.009M,,,,,,,,,1.00M,1.00M,10.00M,,0.50M,17.50M,-17.50M,17.50M,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in PP&E,-79.83M,-69.01M,-68.53M,-61.33M,-79.88M,-64.38M,-66.57M,-67.03M,-78.15M,-61.00M,-72.44M,-73.90M,-96.98M,-82.81M,-62.50M,-54.66M,-58.13M,-82.92M,-74.54M,-78.43M,-73.17M,-72.60M,-69.13M,-59.19M,-81.12M,-56.49M,-57.08M,-51.98M,-52.04M,-64.66M,-74.71M,-48.38M,-70.78M,-80.95M,-84.16M,-101.88M,-88.82M,-83.00M,-78.43M,-69.03M,-96.35M,-55.32M,-48.68M,-49.34M,-66.98M,-51.04M,-66.82M,-52.86M,-84.68M,-80.89M,-72.58M,-49.60M,-35.25M,-65.72M,-53.50M,-48.97M,11.44M,-42.54M,-50.30M,-40.13M,-57.56M,-46.74M,-51.91M,-38.01M,-51.58M,-39.97M,-32.63M,-24.97M,-45.22M,-33.00M,-29.00M,-27.00M,-41.00M,-36.00M,-39.00M,-52.00M,-50.56M,-17.61M,-46.51M,-7.326M,-37.89M,-21.60M,-29.88M,-21.64M,-29.05M,-16.48M,-22.34M,-21.32M,-25.78M,-22.73M,-22.54M,-24.59M,-35.05M,-18.53M,-23.53M,-16.54M,-24.26M,-18.55M,-23.91M,-17.25M,-28.84M,-27.63M,-27.55M,-26.51M
Net Change in Intangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.163M,1.666M,1.442M,2.055M,-5.399M,1.902M,2.831M,0.666M,,,,,0.00,2.126M,0.833M,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Divestitures (Acquisitions),-8.961M,1.069M,1.003M,1.073M,-8.983M,0.378M,1.093M,1.129M,-6.874M,1.244M,0.914M,-1.651M,,4.386M,-4.386M,,,,0.00,,,1.639M,-1.639M,,,,0.00,,,,,,,,,,,,,,,,0.00,,0.027M,5.66M,-3.725M,-5.00M,0.00,0.00,0.00,7.283M,-21.47M,21.47M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,,,,,,,,,,,,,-3.834M,-6.362M,-0.052M,1.024M,-12.12M,2.255M,0.00,,,,,,,,,,,,,,0.955M,1.05M,-0.80M,-1.205M,2.337M,-1.17M,-3.487M,-4.68M,0.849M,-2.352M,-1.204M,6.336M,0.259M,-0.045M,-0.009M,-6.707M,-0.25M,0.86M,0.275M,1.077M,0.753M,3.048M,0.429M,0.486M,-0.455M,2.336M,0.795M,32.68M,-28.14M,3.658M,-3.162M,1.424M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Other Investing Changes,-1.801M,1.021M,1.284M,3.525M,1.163M,2.428M,1.264M,21.20M,0.546M,0.382M,8.984M,1.502M,4.428M,1.702M,5.697M,0.414M,11.46M,-1.37M,0.303M,1.79M,2.416M,5.589M,-1.441M,3.11M,13.22M,1.013M,1.014M,1.837M,0.537M,1.809M,1.009M,-0.249M,7.18M,0.746M,0.663M,1.026M,7.50M,0.358M,1.203M,2.265M,-1.794M,6.384M,-5.704M,2.385M,29.39M,-6.408M,19.01M,-0.531M,-3.338M,13.97M,0.331M,0.431M,-50.89M,-3.632M,-3.075M,3.277M,0.594M,0.976M,-4.335M,0.002M,-8.065M,-5.371M,4.704M,-0.47M,3.63M,3.048M,0.485M,-7.312M,-6.105M,1.00M,-3.00M,-45.00M,1.00M,0.00,1.00M,-5.00M,-7.175M,-24.81M,8.172M,-7.185M,-0.472M,-10.27M,-14.33M,-4.921M,10.69M,-12.54M,-11.31M,-2.774M,-1.90M,-7.456M,1.377M,-10.34M,-4.174M,-0.066M,-0.611M,-14.48M,-1.005M,0.706M,-1.704M,-0.436M,-1.56M,0.476M,1.663M,-2.804M
Cash from Investing,-87.91M,-66.92M,-68.93M,-56.73M,-87.70M,-61.57M,-64.22M,-44.69M,-84.48M,-59.37M,-62.54M,-74.05M,-96.39M,-83.08M,-61.24M,-53.22M,-58.79M,-82.27M,-74.06M,-76.59M,-79.80M,-65.17M,-72.16M,-55.29M,-76.60M,-55.42M,-55.88M,-48.69M,-58.53M,-62.64M,-73.66M,-48.98M,-72.01M,-77.49M,-82.86M,-100.00M,-97.77M,-81.91M,-77.88M,-70.78M,-94.91M,-51.29M,-55.59M,-40.62M,-37.30M,-49.71M,-50.71M,-65.10M,-88.27M,-66.06M,-71.97M,-40.81M,-106.86M,-44.84M,-56.14M,-45.20M,11.58M,-39.23M,-53.84M,-7.457M,-93.76M,-48.45M,-50.36M,-37.06M,-50.58M,-36.92M,-32.15M,-32.28M,-51.33M,-32.00M,-32.00M,-72.00M,-40.00M,-36.00M,-38.00M,-57.00M,-57.73M,-42.42M,-38.34M,-14.51M,-38.36M,-31.87M,-44.21M,-26.56M,-18.36M,-29.02M,-33.65M,-24.10M,-27.68M,-30.19M,-21.16M,-34.93M,-39.23M,-18.60M,-24.14M,-31.01M,-25.27M,-17.84M,-25.61M,-17.68M,-30.40M,-27.15M,-25.88M,-29.32M
Net Change in Long Term Debt,0.00,0.00,0.00,0.00,0.00,0.00,-134.61M,220.00M,0.00,0.00,0.00,-1.064M,0.00,0.00,-113.90M,118.94M,0.00,0.00,-137.87M,248.94M,0.00,0.00,0.00,-1.064M,-70.00M,0.00,150.00M,-1.064M,0.00,0.00,50.00M,-1.064M,0.00,0.00,0.00,-121.06M,0.00,200.00M,0.00,-1.064M,-120.00M,165.66M,0.00,91.26M,-3.719M,118.69M,165.46M,-1.779M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,,,,,,,,,-2.425M,1.875M,0.55M,-21.80M,16.40M,-18.50M,0.60M,3.30M,16.40M,-23.40M,-16.40M,12.10M,-0.50M,-5.40M,-10.10M,-7.45M,1.75M,-8.90M,-21.85M,14.05M,18.30M,-13.30M,1.70M,8.80M,2.70M,-14.90M,-7.70M,7.20M,62.90M,-13.50M,-8.60M,-27.65M,186.97M,-208.42M,-71.60M,-0.55M,-52.66M,-75.51M,32.01M,57.06M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Debt Issuance,0.00,0.00,0.00,0.00,0.00,0.00,-134.61M,220.00M,-2.425M,1.875M,0.55M,-22.86M,16.40M,-18.50M,-113.30M,122.24M,16.40M,-23.40M,-154.27M,261.04M,-0.50M,-5.40M,-10.10M,-8.514M,-68.25M,-8.90M,128.15M,12.99M,18.30M,-13.30M,51.70M,7.736M,2.70M,-14.90M,-7.70M,-113.86M,62.90M,186.50M,-8.60M,-28.71M,66.97M,-42.76M,-71.60M,90.72M,-56.38M,43.18M,197.48M,55.28M,56.58M,55.58M,65.52M,24.73M,90.96M,-15.60M,-20.45M,-2.354M,-2.401M,0.131M,-6.573M,14.60M,-107.19M,111.74M,-32.71M,-3.528M,60.19M,-58.45M,-10.36M,-48.64M,-66.70M,2.00M,18.00M,-29.00M,37.00M,112.00M,53.00M,16.00M,133.76M,34.99M,10.48M,-86.23M,88.76M,-31.38M,24.43M,-11.81M,15.72M,6.788M,4.639M,-4.732M,-3.204M,0.795M,17.71M,-3.514M,48.82M,-3.418M,9.083M,-8.017M,1.983M,-11.57M,14.58M,-7.517M,23.38M,11.18M,17.98M,-2.016M
Common Stock Issuance,,,,,,,,,,,,,,,,,,,,,-0.16M,0.00,0.00,0.16M,0.00,0.00,0.00,0.255M,0.043M,0.00,2.352M,2.487M,7.093M,2.154M,6.039M,2.215M,10.56M,32.79M,2.169M,3.13M,7.59M,11.81M,2.458M,2.469M,38.31M,8.255M,2.082M,2.213M,2.288M,22.44M,10.22M,2.234M,32.29M,4.358M,2.023M,2.793M,2.635M,2.187M,1.474M,,115.69M,-0.128M,0.128M,,0.00,0.00,0.00,4.123M,2.77M,5.00M,4.00M,4.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.004M,6.633M,6.765M
Common Stock Payments,-0.04M,-0.013M,0.00,-4.107M,0.00,-0.063M,0.006M,-3.557M,-0.023M,-0.015M,-0.012M,-3.162M,-0.042M,-0.012M,-0.191M,-3.084M,0.00,0.00,-0.055M,-3.222M,0.00,0.00,-0.273M,-2.464M,0.00,0.00,-0.003M,-2.121M,0.00,0.00,0.00,-2.062M,0.00,0.00,-0.029M,-1.904M,-0.023M,0.00,-0.017M,-0.829M,0.00,-0.033M,0.00,-1.408M,0.00,-0.023M,-0.012M,-0.269M,0.00,0.00,-0.008M,-0.338M,0.00,-0.213M,,,,,,,-1.551M,-50.72M,-0.076M,-1.42M,0.048M,-0.078M,-0.242M,-1.387M,-0.992M,-50.00M,0.00,-1.00M,0.00,-2.00M,2.00M,-8.00M,0.014M,-8.014M,,,,,,,,,,,,,,,-26.45M,-0.042M,-0.019M,-0.02M,-0.016M,-0.069M,-0.028M,-0.038M,-0.016M,-0.028M,-0.046M,-0.076M
