Change in Receivables,,,,,,,,,-179.00M,36.00M,132.00M,11.00M,-230.00M,-13.00M,69.00M,16.00M,61.00M,8.00M,72.00M,19.00M,-70.59M,22.69M,99.73M,-52.82M,-15.40M,11.28M,99.95M,-39.83M,-52.62M,-21.32M,44.18M,-33.54M,-17.42M,22.87M,82.32M,-43.42M,-59.06M,-8.135M,-3.758M,-1.248M,8.163M,-17.71M,8.176M,6.146M,4.727M,-21.82M,9.507M,4.471M,15.09M,-16.08M,10.37M,-19.47M,-19.19M,-15.11M,4.007M,12.37M,16.69M,-34.97M,-2.757M,1.554M,7.794M,-26.75M,-7.68M,-4.492M,0.832M,-5.803M,21.99M,-8.494M,2.289M,3.89M,-5.828M,13.96M,37.10M,-35.80M,18.34M,-42.78M,20.77M,-45.82M,-18.30M,-6.35M,20.30M,-26.90M,8.80M,6.50M,16.00M,-19.00M,-9.80M,6.30M,0.50M,-6.80M,10.50M,12.70M,-7.80M,-11.80M,-6.30M,2.30M,6.80M,2.70M,2.50M,-2.50M,11.80M,-4.00M,-0.10M,-4.90M
Change in Inventories,,,,,,,,,33.00M,-19.00M,-25.00M,11.00M,-13.00M,-6.00M,-10.00M,75.00M,-36.00M,-33.00M,-57.00M,130.00M,60.48M,-24.01M,-25.56M,47.09M,3.023M,-26.61M,-28.52M,51.11M,7.649M,-10.93M,-5.443M,35.47M,-4.418M,-26.94M,-25.60M,53.52M,23.55M,,0.00,0.00,,,,,1.335M,0.034M,-0.425M,-0.944M,0.197M,-1.05M,-0.383M,-0.273M,-1.629M,3.723M,-2.254M,-0.446M,-0.764M,-0.24M,-0.188M,0.079M,0.135M,-0.291M,-0.094M,-0.712M,0.766M,0.216M,-0.992M,-0.415M,-0.637M,0.132M,0.826M,-0.221M,0.101M,-2.925M,-0.938M,1.384M,0.941M,-0.975M,0.072M,-0.495M,-1.40M,0.00,0.60M,-0.40M,-4.60M,1.70M,-7.80M,-3.80M,0.90M,1.00M,1.10M,-0.10M,0.70M,0.80M,-1.70M,0.40M,1.10M,0.00,-0.20M,-0.80M,1.20M,-0.30M,0.10M,-2.10M
Change in Prepaid Assets,,,,,,,,,,,,,,,,,,,,,8.391M,-12.15M,10.04M,-6.282M,13.62M,-12.44M,7.529M,-8.709M,10.39M,-6.942M,2.277M,-2.277M,5.708M,-5.708M,1.463M,-1.463M,4.061M,-2.866M,-1.195M,,2.336M,-2.696M,1.76M,-1.40M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Payables and Accrued Expense,,,,,,,,,95.00M,69.00M,-18.00M,-146.00M,118.00M,82.00M,80.00M,-99.00M,47.00M,74.00M,-89.00M,-21.00M,37.44M,17.70M,-41.79M,0.654M,-148.01M,2.077M,-22.56M,-37.51M,36.43M,9.386M,-2.004M,-46.86M,131.58M,-16.44M,-95.53M,-19.03M,40.44M,-15.72M,7.852M,9.552M,-0.427M,14.58M,-5.151M,-5.127M,25.68M,2.654M,-6.595M,-4.286M,-11.91M,17.51M,-12.69M,3.976M,24.24M,-9.339M,-5.029M,1.805M,13.80M,-0.762M,5.661M,-11.69M,4.592M,4.446M,0.72M,27.71M,-0.137M,3.183M,-2.315M,-8.223M,18.61M,-7.304M,0.895M,-10.32M,-4.987M,15.65M,-10.39M,-13.60M,11.45M,32.67M,-0.476M,-9.505M,2.80M,20.90M,6.40M,-28.10M,5.60M,-5.00M,10.20M,-26.10M,25.80M,-0.50M,-5.60M,-19.10M,32.40M,-0.60M,8.30M,-17.40M,15.50M,-16.70M,5.10M,-1.30M,12.10M,-8.20M,2.00M,-12.50M
Change in Other Current Assets,-62.00M,-107.00M,338.00M,-43.00M,-34.00M,-203.00M,121.00M,-1.00M,,,,,,,,,-39.00M,,69.00M,-69.00M,-100.47M,-2.635M,2.686M,0.418M,-125.49M,0.673M,-0.099M,-1.086M,-0.222M,-2.419M,9.459M,-3.457M,0.824M,-4.236M,5.953M,0.209M,2.781M,0.554M,3.045M,-3.775M,,,,,4.463M,-2.435M,2.505M,-4.533M,8.334M,-5.409M,0.821M,-1.988M,0.493M,-1.121M,-1.192M,-1.768M,-12.36M,2.338M,-9.288M,2.312M,-12.49M,20.53M,-11.10M,-14.11M,19.11M,-7.301M,-14.02M,2.737M,21.30M,0.524M,-3.135M,-17.70M,25.07M,-0.872M,2.202M,-2.744M,2.467M,-1.889M,2.747M,-3.144M,2.60M,-2.00M,8.80M,-5.00M,23.80M,-21.70M,-3.10M,-3.00M,4.50M,-4.90M,-2.60M,3.20M,4.70M,-4.00M,3.20M,-4.50M,6.00M,-4.00M,12.50M,-5.20M,6.70M,-5.10M,3.50M,-12.40M
Change in Other Current Liabilities,68.00M,174.00M,-203.00M,-44.00M,126.00M,94.00M,-100.00M,-22.00M,,,,,,,,,-194.00M,,119.00M,-119.00M,-121.50M,-0.415M,3.868M,3.047M,123.02M,0.488M,-0.851M,0.341M,0.935M,-1.565M,-0.482M,-3.801M,,,,,,,,,,,,,0.647M,1.233M,-1.88M,,3.05M,-10.92M,-1.964M,,10.56M,0.338M,,,-0.50M,6.475M,5.998M,-11.97M,-1.386M,-21.90M,25.88M,-5.784M,-56.56M,8.147M,14.07M,-10.66M,-16.43M,16.89M,-0.465M,,,,,,1.156M,-1.156M,,,,,,,,,,,,,,,-23.00M,14.90M,0.90M,7.20M,,,,,,,,
Change in Other Working Cap,-52.00M,-124.00M,78.00M,-92.00M,-40.00M,19.00M,-56.00M,70.00M,10.00M,-52.00M,-20.00M,19.00M,457.00M,-195.00M,-147.00M,-196.00M,110.00M,-133.00M,5.00M,92.00M,222.43M,-23.63M,-22.64M,-1.162M,24.82M,-31.43M,-29.57M,9.185M,20.86M,-23.18M,-28.71M,28.64M,-111.17M,-9.964M,49.03M,-51.80M,-40.04M,0.614M,0.695M,0.273M,3.338M,1.162M,-0.461M,-0.271M,-31.09M,12.22M,-2.943M,18.86M,-14.46M,18.85M,20.76M,-25.70M,26.23M,6.263M,-7.081M,4.171M,6.331M,4.093M,-6.946M,4.925M,28.44M,-28.81M,5.866M,2.961M,-14.36M,3.204M,-7.668M,10.41M,-25.88M,24.73M,-2.097M,-10.76M,-9.419M,13.34M,2.445M,42.42M,-12.37M,-1.958M,-0.874M,15.00M,-29.10M,2.90M,1.10M,8.50M,-22.50M,12.20M,-0.60M,11.60M,-13.20M,4.20M,-6.10M,13.60M,-26.80M,18.10M,3.20M,6.10M,-30.50M,-0.70M,-0.20M,4.10M,-10.60M,2.40M,1.70M,10.20M
Changes in Working Capital,-46.00M,-57.00M,213.00M,-179.00M,52.00M,-90.00M,-35.00M,47.00M,-14.00M,34.00M,69.00M,-105.00M,-8.00M,-132.00M,-8.00M,-204.00M,-51.00M,-84.00M,119.00M,32.00M,36.18M,-22.44M,26.32M,-9.061M,-124.42M,-55.96M,25.88M,-26.50M,23.42M,-56.96M,19.28M,-25.83M,-6.552M,-40.42M,17.64M,-61.99M,-15.61M,-25.56M,6.639M,4.802M,13.41M,-4.661M,4.324M,-0.652M,5.761M,-8.119M,0.169M,13.57M,0.305M,2.916M,16.91M,-43.45M,40.72M,-15.24M,-11.55M,16.13M,23.19M,-23.06M,-7.52M,-14.80M,27.08M,-52.77M,13.59M,5.567M,-50.35M,1.646M,11.06M,-14.65M,-0.743M,38.86M,-9.804M,-25.04M,47.87M,-10.62M,11.66M,-15.32M,24.42M,-19.12M,-16.83M,-4.491M,-4.80M,-5.10M,25.70M,-18.50M,18.30M,-31.80M,-11.10M,-15.00M,18.50M,-7.00M,-2.70M,10.30M,-19.80M,17.40M,7.60M,-5.90M,-1.10M,-18.70M,19.70M,-5.70M,21.20M,-15.20M,7.20M,-21.70M
Other Cash from Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102M,-0.102M,,,0.00,0.00,2.15M,1.225M,-0.403M,-0.47M,-1.382M,1.852M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Operations,349.00M,427.00M,502.00M,315.00M,474.00M,334.00M,386.00M,597.00M,441.00M,397.00M,484.00M,441.00M,347.00M,308.00M,510.00M,396.00M,400.00M,181.00M,322.00M,460.00M,1.007B,42.79M,124.37M,156.39M,909.09M,33.74M,102.01M,132.15M,86.01M,42.91M,108.22M,96.80M,35.20M,8.162M,97.35M,82.15M,60.69M,68.06M,40.46M,46.12M,56.97M,40.97M,42.21M,31.96M,39.27M,34.69M,32.47M,35.30M,34.64M,51.60M,35.22M,-16.84M,-6.474M,29.43M,1.916M,22.24M,54.19M,15.45M,11.87M,4.031M,42.77M,-6.223M,37.33M,28.85M,-18.31M,47.17M,48.74M,10.54M,53.78M,82.25M,14.71M,-3.106M,77.46M,46.40M,35.18M,-2.093M,48.99M,22.30M,3.958M,26.07M,34.30M,48.20M,-2.80M,18.80M,46.80M,28.30M,17.20M,17.80M,59.90M,45.00M,26.50M,37.00M,33.50M,56.10M,32.40M,22.80M,42.70M,40.80M,51.00M,27.00M,53.90M,36.50M,32.80M,13.80M
Net Change in Capital Expenditures,-695.00M,-708.00M,-912.00M,-425.00M,-614.00M,-422.00M,-352.00M,-399.00M,-712.00M,-635.00M,-544.00M,-525.00M,-671.00M,-362.00M,-398.00M,-276.00M,-412.00M,-140.00M,-166.00M,-364.00M,-833.83M,-70.63M,-60.85M,-64.69M,-719.83M,-80.19M,-69.35M,-74.64M,-74.39M,-69.04M,-71.06M,-74.14M,-101.14M,-65.91M,-77.85M,-83.18M,-72.98M,-45.02M,-38.83M,-46.70M,-37.67M,-26.96M,-27.30M,-31.64M,-64.98M,-39.90M,-51.13M,-59.72M,-87.47M,-75.75M,-43.75M,-41.24M,-31.31M,-19.24M,-16.10M,-10.11M,-26.57M,-12.44M,-11.57M,-9.09M,-27.50M,-9.443M,-7.457M,-4.548M,-9.538M,-16.08M,-15.94M,-10.75M,-12.42M,-14.14M,-13.17M,-13.18M,-18.53M,-9.102M,-11.40M,-8.336M,-13.41M,-18.08M,-13.06M,-9.632M,-8.50M,-9.80M,-10.70M,-5.80M,-18.40M,-9.00M,-2.20M,-8.40M,-5.00M,-4.20M,-9.70M,-14.50M,-13.30M,-12.40M,-10.30M,-11.20M,-21.00M,-11.10M,-15.40M,-11.90M,-18.40M,-16.90M,-15.60M,-12.10M
Sale of PPE,,,,,,,,,,,,,0.00,7.00M,43.00M,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.60M,-4.60M,4.60M,,10.30M,-2.45M,2.45M,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,270.60M,,,,,,,,,,,,,,,,,,,,,
Net Change in PP&E,,,,,,,,,,,,,0.00,7.00M,43.00M,0.00,,,,,196.17M,-70.63M,-60.85M,-64.69M,226.17M,-80.19M,-69.35M,-74.64M,-74.39M,-69.04M,-71.06M,-74.14M,-101.14M,-65.91M,-161.03M,,-72.98M,-45.02M,-85.53M,,,,,,-64.98M,-39.90M,-51.13M,-59.72M,-82.87M,-80.35M,-39.15M,-41.24M,-21.01M,-21.70M,-13.66M,-10.11M,-26.57M,-12.44M,-11.57M,-9.09M,-27.50M,-9.443M,-7.457M,-4.548M,-9.538M,-16.08M,-15.94M,-10.75M,66.79M,-14.14M,-13.17M,-13.18M,-18.53M,-9.102M,-11.40M,-8.336M,-13.41M,-18.08M,-13.06M,-9.632M,-8.50M,-9.80M,259.90M,-5.80M,-18.40M,-9.00M,-2.20M,-8.40M,-5.00M,-4.20M,-9.70M,-14.50M,-13.30M,-12.40M,-10.30M,-11.20M,-21.00M,-11.10M,-15.40M,-11.90M,-18.40M,-16.90M,-15.60M,-12.10M
Net Divestitures (Acquisitions),,,,,,,,,,,,,0.00,4.00M,-4.00M,6.00M,-545.00M,-6.00M,-2.00M,0.00,,,,,,,,,,,,,-2.00M,0.00,11.21M,,-862.95M,0.00,0.00,,,,,,,,,,,,,,-18.49M,9.382M,-4.105M,-5.277M,-7.614M,4.099M,-2.268M,-1.831M,-3.443M,0.00,0.00,-16.21M,,,,,6.158M,0.00,-13.85M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,96.00M,-21.00M,-27.00M,-116.00M,173.00M,-16.00M,-16.00M,0.00,9.00M,-5.00M,-4.00M,2.00M,-7.00M,7.00M,-9.00M,58.00M,19.00M,14.00M,4.00M,13.00M,71.07M,-3.319M,-0.705M,-1.044M,19.98M,-0.455M,-0.527M,0.00,-18.17M,-2.555M,-2.06M,-1.27M,1.23M,-2.524M,-1.099M,0.00,-7.231M,0.00,0.00,,,,,,,,,,,,,,0.109M,-0.109M,100.95M,,0.373M,-2.096M,,,,,,,-25.00M,25.00M,-25.00M,25.00M,80.79M,0.00,0.00,5.043M,-3.09M,0.00,0.00,1.928M,0.00,0.00,0.00,4.778M,-88.50M,0.00,0.00,5.40M,0.00,0.00,0.00,8.50M,,,,,,,,,,,,,,,,
Net Other Investing Changes,25.00M,26.00M,10.00M,13.00M,-108.00M,9.00M,85.00M,74.00M,17.00M,16.00M,17.00M,7.00M,14.00M,14.00M,32.00M,9.00M,21.00M,11.00M,23.00M,,66.02M,-19.02M,0.125M,-0.133M,53.73M,-0.055M,0.317M,1.006M,0.374M,1.309M,1.837M,1.041M,-0.47M,0.257M,-2.822M,-1.737M,-1.564M,-0.99M,-1.72M,-4.293M,-18.79M,-14.14M,-22.20M,-8.685M,-20.26M,-25.37M,0.21M,-0.247M,3.177M,4.60M,0.371M,2.291M,16.46M,-0.104M,-100.58M,124.42M,7.275M,-4.14M,0.139M,-2.46M,-5.679M,-30.84M,108.00M,-1.338M,28.96M,-0.426M,-24.90M,-0.894M,-45.74M,-2.521M,,,,,,,,,,,95.30M,-20.10M,-75.20M,0.10M,,-0.10M,0.00,0.10M,,,,,,,,,,,,,,,,
Cash from Investing,-557.00M,-704.00M,-926.00M,-526.00M,-531.00M,-427.00M,-283.00M,-323.00M,-674.00M,-622.00M,-531.00M,-514.00M,-662.00M,-328.00M,-336.00M,-201.00M,-905.00M,-121.00M,-141.00M,-351.00M,-671.66M,-91.17M,-61.43M,-63.74M,-646.18M,-80.70M,-67.49M,-73.63M,-91.62M,-68.99M,-71.28M,-74.37M,-102.38M,-68.17M,-70.56M,-84.92M,-944.73M,-46.01M,-40.55M,-51.00M,-56.46M,-41.10M,-49.50M,-40.33M,-85.25M,-65.27M,-50.92M,-59.96M,-79.70M,-75.75M,-38.78M,-38.94M,-22.93M,-12.53M,-17.39M,109.03M,-26.54M,-14.58M,-13.70M,-13.38M,-36.63M,-40.28M,100.55M,-22.10M,-5.583M,8.497M,-65.84M,13.35M,108.00M,-16.66M,-27.02M,-8.135M,-48.39M,-9.102M,-11.40M,-6.408M,-62.78M,-18.08M,-13.06M,-4.854M,-1.70M,-29.90M,184.70M,-0.30M,-18.40M,-9.10M,-2.20M,0.20M,-39.60M,-4.20M,-9.70M,-14.50M,-84.40M,-12.40M,-10.30M,-11.20M,-21.00M,-11.10M,-15.40M,-11.90M,-18.40M,-16.90M,-15.60M,-12.10M
Net Change in Long Term Debt,497.00M,298.00M,839.00M,130.00M,121.00M,-2.00M,258.00M,-10.00M,353.00M,-43.00M,271.00M,-31.00M,215.00M,-40.00M,-6.00M,-43.00M,-80.00M,10.00M,117.00M,150.00M,-38.00M,-10.00M,0.00,,61.00M,-20.00M,,,-1.455M,-5.00M,100.00M,0.00,-1.455M,-42.83M,-2.45M,-48.79M,447.11M,45.31M,1.50M,2.364M,18.50M,19.00M,69.27M,20.71M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,-60.00M,86.00M,-265.00M,211.00M,87.00M,251.00M,-415.00M,-124.00M,55.00M,412.00M,-47.00M,205.00M,157.00M,1.00M,0.00,-160.00M,10.00M,,59.00M,-59.00M,-24.00M,10.00M,0.00,0.00,-205.00M,83.00M,-9.00M,-34.00M,32.00M,60.00M,-119.00M,-21.00M,97.00M,126.71M,-12.71M,17.00M,2.10M,-30.00M,18.00M,12.00M,0.00,-9.00M,-156.00M,17.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
