Other Noncash Items,-118.00M,-340.00M,257.00M,-478.00M,501.00M,104.00M,-178.00M,117.00M,24.00M,-453.00M,314.00M,48.00M,61.00M,75.00M,221.00M,-17.00M,698.00M,317.00M,-199.00M,-12.00M,430.00M,-224.00M,-188.00M,233.00M,26.00M,312.00M,122.00M,-397.00M,-317.00M,153.00M,-176.00M,278.00M,199.00M,-391.00M,234.00M,-23.00M,-405.00M,554.00M,-171.00M,60.00M,461.00M,-230.00M,285.00M,102.00M,-1.512B,712.00M,162.00M,-79.00M,1.837B,-1.129B,5.048B,78.00M,649.00M,411.00M,86.00M,168.00M,1.00M,-3.00M,2.00M,-5.00M,-6.00M,-55.00M,14.00M,8.00M,8.00M,61.00M,120.00M,,84.00M,-52.00M,163.00M,7.00M,21.00M,63.00M,-51.00M,,,,,,,,,,,,,,,,,,,,119.00M,-119.00M,-11.00M,-91.00M,45.00M,-20.00M,1.00M,0.00,14.00M,-63.00M,-63.00M,102.00M,55.00M,11.00M,29.00M,64.00M,23.00M,33.00M,-15.00M,18.00M,65.00M,-90.00M,180.00M,107.00M,43.00M,175.00M
Change in Receivables,172.00M,-128.00M,282.00M,179.00M,382.00M,-602.00M,316.00M,139.00M,-951.00M,-248.00M,235.00M,78.00M,-292.00M,15.00M,548.00M,549.00M,-103.00M,494.00M,51.00M,1.368B,593.00M,554.00M,370.00M,-290.00M,-78.00M,163.00M,410.00M,249.00M,-104.00M,-1.376B,-552.00M,166.00M,-829.00M,697.00M,-125.00M,-681.00M,1.00M,-348.00M,-6.00M,677.00M,-1.012B,-159.00M,-1.795B,1.86B,4.468B,3.382B,-2.90B,-725.00M,-2.903B,201.00M,-79.00M,289.00M,-1.078B,-618.00M,240.00M,550.00M,-1.396B,-1.49B,695.00M,-954.00M,-1.581B,170.00M,-605.00M,-1.389B,-177.00M,-43.00M,1.584B,-1.553B,-345.00M,535.00M,-222.00M,-391.00M,277.00M,391.00M,98.00M,417.00M,-209.00M,-193.00M,-74.00M,83.00M,-77.00M,-225.00M,-162.00M,-81.00M,93.00M,76.00M,133.00M,152.00M,52.00M,-6.00M,-48.00M,247.00M,-276.00M,112.00M,-197.00M,-104.00M,-109.00M,147.00M,-151.00M,68.00M,50.00M,44.00M,-49.00M,-127.00M,72.00M,-9.00M,-82.00M,-1.00M,14.00M,-34.00M,-126.00M,115.00M,61.00M,46.00M,-67.00M,292.00M,22.00M,-435.00M,87.00M,82.00M
Change in Inventories,-65.00M,75.00M,-73.00M,-4.00M,251.00M,-144.00M,-33.00M,12.00M,-40.00M,-12.00M,73.00M,-76.00M,22.00M,45.00M,-84.00M,61.00M,7.00M,117.00M,-35.00M,77.00M,-31.00M,-59.00M,-76.00M,-27.00M,23.00M,-122.00M,-2.00M,-177.00M,209.00M,-23.00M,-59.00M,83.00M,-89.00M,-85.00M,2.762B,-2.669B,2.855B,-497.00M,38.00M,-2.439B,1.346B,-53.00M,481.00M,-1.454B,1.388B,-172.00M,246.00M,-2.783B,1.101B,-63.00M,415.00M,-686.00M,1.094B,245.00M,-863.00M,-1.304B,1.093B,5.00M,-377.00M,-903.00M,733.00M,337.00M,-309.00M,-401.00M,196.00M,63.00M,-143.00M,-140.00M,374.00M,-220.00M,-52.00M,98.00M,-12.00M,-105.00M,3.00M,-175.00M,75.00M,-4.00M,-25.00M,-58.00M,57.00M,-25.00M,-12.00M,-4.00M,61.00M,15.00M,-84.00M,-28.00M,64.00M,-43.00M,-71.00M,17.00M,33.00M,17.00M,-51.00M,32.00M,80.00M,-27.00M,-23.00M,-5.00M,14.00M,-17.00M,-26.00M,19.00M,44.00M,31.00M,-17.00M,22.00M,-10.00M,32.00M,2.00M,-2.00M,37.00M,-19.00M,-40.00M,39.00M,-10.00M,-64.00M,17.00M,-63.00M
Change in Prepaid Assets,66.00M,120.00M,-211.00M,62.00M,-4.00M,97.00M,-126.00M,-22.00M,81.00M,123.00M,-145.00M,10.00M,59.00M,97.00M,-60.00M,9.00M,-16.00M,102.00M,-81.00M,234.00M,-1.00M,49.00M,-221.00M,-17.00M,89.00M,64.00M,-105.00M,-131.00M,137.00M,208.00M,89.00M,79.00M,-77.00M,100.00M,223.00M,-546.00M,609.00M,-370.00M,309.00M,-398.00M,568.00M,149.00M,-234.00M,-201.00M,-35.00M,1.66B,-1.977B,-372.00M,57.00M,145.00M,218.00M,67.00M,297.00M,-233.00M,-436.00M,,743.00M,-974.00M,1.00M,-177.00M,102.00M,-131.00M,-91.00M,135.00M,-393.00M,167.00M,94.00M,27.00M,27.00M,-50.00M,-69.00M,55.00M,77.00M,38.00M,-43.00M,-22.00M,5.00M,109.00M,-25.00M,-5.00M,-44.00M,37.00M,119.00M,-24.00M,11.00M,0.00,34.00M,-54.00M,24.00M,-3.00M,17.00M,-23.00M,-33.00M,-7.00M,12.00M,2.00M,-15.00M,27.00M,-3.00M,3.00M,-22.00M,20.00M,14.00M,10.00M,,,,,,,,,,,,,,,,
Change in Payables and Accrued Expense,145.00M,-374.00M,-529.00M,-291.00M,-34.00M,598.00M,20.00M,-215.00M,862.00M,128.00M,-53.00M,-50.00M,-99.00M,-107.00M,-374.00M,-870.00M,-112.00M,-122.00M,-269.00M,-1.734B,-1.005B,-634.00M,-838.00M,948.00M,-54.00M,-280.00M,-987.00M,1.041B,-614.00M,894.00M,-244.00M,-132.00M,319.00M,449.00M,-1.965B,1.806B,-1.232B,1.869B,-247.00M,1.181B,-263.00M,136.00M,1.147B,-1.054B,-4.832B,-6.699B,3.128B,5.204B,1.72B,-45.00M,-442.00M,1.539B,476.00M,-383.00M,456.00M,108.00M,408.00M,1.239B,-235.00M,1.744B,729.00M,329.00M,351.00M,694.00M,31.00M,158.00M,-815.00M,971.00M,96.00M,244.00M,234.00M,214.00M,-650.00M,-111.00M,-155.00M,-88.00M,270.00M,155.00M,-93.00M,85.00M,-12.00M,332.00M,32.00M,-9.00M,-215.00M,66.00M,36.00M,-112.00M,-25.00M,65.00M,-25.00M,-239.00M,301.00M,-21.00M,41.00M,-26.00M,183.00M,-51.00M,129.00M,-131.00M,67.00M,-50.00M,39.00M,-41.00M,116.00M,-85.00M,68.00M,-71.00M,-15.00M,51.00M,151.00M,-105.00M,-143.00M,87.00M,10.00M,-221.00M,18.00M,325.00M,-144.00M,-57.00M
Change in Other Current Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.00M,13.00M,41.00M,-24.00M,-12.00M,113.00M,0.00,-38.00M,-38.00M,16.00M,0.00,-9.00M,-100.00M,-42.00M,-35.00M,-26.00M
Change in Other Current Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.186B,2.186B,,,326.00M,496.00M,-1.742B,941.00M,-1.143B,862.00M,-933.00M,982.00M,-1.443B,2.397B,-1.308B,1.178B,27.00M,562.00M,-447.00M,184.00M,228.00M,-293.00M,-704.00M,1.331B,-6.00M,628.00M,-276.00M,108.00M,-169.00M,151.00M,-314.00M,190.00M,-50.00M,183.00M,233.00M,73.00M,10.00M,143.00M,142.00M,-6.00M,-225.00M,129.00M,-114.00M,117.00M,-255.00M,139.00M,-103.00M,92.00M,-201.00M,180.00M,-194.00M,-100.00M,-150.00M,166.00M,18.00M,102.00M,-58.00M,72.00M,-70.00M,29.00M,-137.00M,123.00M,-29.00M,9.00M,-179.00M,-32.00M,52.00M,-6.00M,-136.00M,51.00M,-11.00M,2.00M,-338.00M,109.00M,29.00M,120.00M
Changes in Working Capital,318.00M,-307.00M,-531.00M,-54.00M,595.00M,-51.00M,177.00M,-86.00M,-48.00M,-9.00M,110.00M,-38.00M,-310.00M,50.00M,30.00M,-251.00M,-224.00M,591.00M,-334.00M,-55.00M,-444.00M,-90.00M,-765.00M,614.00M,-20.00M,-175.00M,-684.00M,982.00M,-372.00M,-297.00M,-766.00M,196.00M,-676.00M,1.161B,895.00M,-2.09B,2.233B,654.00M,94.00M,-979.00M,639.00M,73.00M,-401.00M,-849.00M,-1.197B,357.00M,-1.503B,1.324B,301.00M,734.00M,-1.63B,2.15B,-354.00M,-127.00M,-1.536B,336.00M,-595.00M,1.177B,-1.224B,888.00M,10.00M,1.267B,-1.101B,-777.00M,-115.00M,52.00M,16.00M,636.00M,146.00M,1.137B,-385.00M,84.00M,-477.00M,364.00M,-411.00M,322.00M,91.00M,250.00M,16.00M,178.00M,-66.00M,262.00M,119.00M,-124.00M,-275.00M,286.00M,5.00M,75.00M,-140.00M,152.00M,-230.00M,94.00M,-176.00M,281.00M,-389.00M,-196.00M,-11.00M,262.00M,-30.00M,37.00M,51.00M,69.00M,-92.00M,-110.00M,54.00M,73.00M,-19.00M,-65.00M,-202.00M,130.00M,79.00M,-36.00M,-219.00M,181.00M,-108.00M,103.00M,-408.00M,-107.00M,-46.00M,56.00M
Other Cash from Operations,,,,,,,,,,,,,,,,,,,,,0.00,27.00M,72.00M,58.00M,50.00M,61.00M,52.00M,122.00M,0.00,80.00M,272.00M,112.00M,3.255B,570.00M,1.868B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Operations,2.982B,2.337B,2.891B,2.894B,3.783B,3.41B,3.342B,2.399B,2.481B,1.055B,1.751B,1.79B,1.443B,1.28B,1.259B,421.00M,1.596B,1.934B,1.974B,2.068B,2.811B,3.871B,3.551B,6.336B,3.965B,3.705B,3.741B,4.73B,3.87B,3.52B,2.35B,4.182B,5.812B,5.613B,6.274B,1.947B,6.191B,4.339B,3.475B,3.04B,5.094B,2.933B,2.567B,1.885B,3.122B,7.515B,5.434B,6.587B,6.92B,5.991B,4.766B,6.873B,5.637B,6.235B,4.844B,4.80B,4.675B,6.096B,2.768B,4.089B,3.197B,4.413B,2.276B,2.073B,1.988B,2.102B,2.146B,3.12B,1.992B,1.877B,530.00M,579.00M,212.00M,1.399B,693.00M,1.255B,1.297B,1.131B,816.00M,770.00M,546.00M,707.00M,519.00M,169.00M,-46.00M,567.00M,468.00M,641.00M,387.00M,765.00M,455.00M,638.00M,658.00M,650.00M,70.00M,707.00M,317.00M,526.00M,401.00M,352.00M,414.00M,373.00M,226.00M,190.00M,332.00M,412.00M,364.00M,200.00M,21.00M,456.00M,363.00M,68.00M,-15.00M,447.00M,174.00M,424.00M,57.00M,297.00M,321.00M,429.00M
Net Change in Capital Expenditures,-1.595B,-1.675B,-1.729B,-1.637B,-1.617B,-1.599B,-1.999B,-1.535B,-1.517B,-1.088B,-1.02B,-966.00M,-999.00M,-916.00M,-1.133B,-1.821B,-2.137B,-2.174B,-2.407B,-3.332B,-4.356B,-4.588B,-4.246B,-3.895B,-4.256B,-4.185B,-3.705B,-3.391B,-3.452B,-3.279B,-3.623B,-3.818B,-2.467B,-3.357B,-2.506B,-2.884B,-1.164B,-2.291B,-2.009B,-2.071B,-2.685B,-2.598B,-2.672B,-2.906B,-8.564B,-3.815B,-3.398B,-3.322B,-3.884B,-2.56B,-2.50B,-2.847B,-4.083B,-3.597B,-3.402B,-4.514B,-3.047B,-3.626B,-3.125B,-1.822B,-4.837B,-1.594B,-1.584B,-1.481B,-1.784B,-1.52B,-1.557B,-1.308B,-1.909B,-960.00M,-874.00M,-645.00M,-927.00M,-675.00M,-758.00M,-656.00M,-647.00M,-653.00M,-418.00M,-299.00M,-339.00M,-366.00M,-617.00M,-368.00M,-478.00M,-732.00M,-426.00M,-416.00M,-766.00M,-505.00M,-394.00M,-378.00M,-484.00M,-353.00M,-391.00M,-316.00M,-576.00M,-331.00M,-301.00M,-248.00M,-461.00M,-204.00M,-276.00M,-213.00M,-456.00M,-243.00M,-306.00M,-211.00M,-280.00M,-338.00M,-259.00M,-275.00M,-408.00M,-316.00M,-342.00M,-319.00M,-375.00M,-351.00M,-328.00M,-329.00M
Sale of PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.954B,91.00M,76.00M,1.787B,-12.23B,6.29B,5.811B,132.00M,,,-86.00M,86.00M,-729.00M,288.00M,71.00M,370.00M,515.00M,842.00M,872.00M,1.343B,299.00M,173.00M,68.00M,5.00M,160.00M,300.00M,221.00M,87.00M,164.00M,73.00M,905.00M,449.00M,1.155B,913.00M,466.00M,125.00M,715.00M,19.00M,36.00M,45.00M,29.00M,-7.00M,228.00M,12.00M,-1.307B,898.00M,1.252B,7.00M,50.00M,43.00M,28.00M,104.00M,50.00M,12.00M,12.00M,12.00M,2.00M,2.00M,11.00M,6.00M,17.00M,57.00M,22.00M,5.00M,97.00M,18.00M,8.00M,19.00M,142.00M,112.00M,2.00M,10.00M,211.00M,19.00M,238.00M,,42.00M,27.00M,53.00M,1.00M,26.00M,46.00M,-3.00M,123.00M,145.00M,56.00M,264.00M,151.00M
Net Change in PP&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.954B,91.00M,76.00M,1.787B,-12.23B,6.29B,5.811B,132.00M,,,-86.00M,86.00M,9.806B,-10.25B,71.00M,370.00M,-3.369B,-1.718B,-1.628B,-1.504B,-3.784B,-3.424B,-3.334B,-4.509B,-2.887B,-3.326B,-2.904B,-1.735B,-4.673B,-1.521B,-679.00M,-1.032B,-629.00M,-607.00M,-1.091B,-1.183B,-1.194B,-941.00M,-838.00M,-600.00M,-898.00M,-682.00M,-530.00M,-644.00M,-1.954B,245.00M,834.00M,-292.00M,-289.00M,-323.00M,-589.00M,-264.00M,-428.00M,-720.00M,-414.00M,-404.00M,-764.00M,-503.00M,-383.00M,-372.00M,-467.00M,-296.00M,-369.00M,-311.00M,-479.00M,-313.00M,-293.00M,-229.00M,-319.00M,-92.00M,-274.00M,-203.00M,-245.00M,-224.00M,-68.00M,-211.00M,-238.00M,-311.00M,-206.00M,-274.00M,-382.00M,-270.00M,-345.00M,-196.00M,-230.00M,-295.00M,-64.00M,-178.00M
Net Divestitures (Acquisitions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-1.00M,-94.00M,-14.19B,,,,,,,,,,,,,,,,,22.00M,50.00M,13.00M,-5.00M,-68.00M,-792.00M,-5.583B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,-2.245B,-180.00M,-484.00M,-1.00M,624.00M,-261.00M,-336.00M,1.593B,793.00M,70.00M,-2.45B,-203.00M,178.00M,1.063B,-990.00M,-302.00M,0.00,0.00,0.00,0.00,362.00M,-101.00M,-71.00M,63.00M,-264.00M,75.00M,-51.00M,-23.00M,0.00,0.00,505.00M,92.00M,2.023B,-29.00M,-424.00M,-1.17B,-790.00M,-3.00M,32.00M,-221.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.00M,-1.00M,-8.00M,65.00M,270.00M,3.00M,8.00M,45.00M,214.00M,3.00M,-6.00M,6.00M,12.00M,-35.00M,-54.00M,-63.00M,-5.00M,-8.00M,-6.00M,-13.00M
Net Other Investing Changes,10.00M,2.005B,752.00M,161.00M,815.00M,222.00M,386.00M,-136.00M,255.00M,3.026B,10.67B,195.00M,874.00M,128.00M,1.00M,58.00M,1.511B,-75.00M,-59.00M,18.00M,423.00M,1.197B,164.00M,156.00M,6.844B,1.553B,531.00M,1.17B,704.00M,729.00M,487.00M,1.147B,2.227B,34.00M,23.00M,56.00M,14.79B,105.00M,6.00M,3.00M,179.00M,677.00M,176.00M,-106.00M,1.835B,-209.00M,-83.00M,-60.00M,16.00M,-118.00M,-97.00M,-144.00M,-140.00M,-251.00M,-151.00M,-115.00M,-135.00M,-58.00M,4.00M,25.00M,112.00M,41.00M,9.00M,-44.00M,21.00M,38.00M,-8.00M,197.00M,-1.253B,1.159B,14.00M,-12.00M,-3.00M,-1.00M,-7.00M,-17.00M,2.058B,-163.00M,0.00,-42.00M,-11.00M,0.00,-4.00M,-2.00M,-7.00M,-3.00M,-2.00M,-6.00M,-13.00M,-9.00M,-1.00M,-11.00M,-40.00M,-14.00M,-21.00M,-23.00M,-33.00M,1.00M,-1.00M,-6.00M,,,,,7.00M,10.00M,,,8.00M,0.00,3.00M,10.00M,,,,,0.00,0.00,0.00,91.00M
Cash from Investing,-3.83B,150.00M,-1.461B,-1.477B,-178.00M,-1.638B,-1.949B,-78.00M,-469.00M,2.008B,7.197B,-974.00M,53.00M,275.00M,-2.122B,-2.065B,-626.00M,-2.249B,-2.466B,-3.314B,-3.571B,-3.502B,-4.194B,-3.698B,2.261B,-2.718B,-3.415B,-2.433B,-2.929B,-2.773B,-2.915B,-3.01B,1.124B,-3.245B,-2.683B,-2.211B,-1.119B,4.101B,3.84B,-2.157B,-2.506B,-1.921B,-2.582B,-2.926B,-7.458B,-3.736B,-3.41B,-3.012B,-3.353B,-1.836B,-1.725B,-1.648B,-3.924B,-3.676B,-3.579B,-18.81B,-3.022B,-3.384B,-2.90B,-1.71B,-4.559B,-1.48B,-672.00M,-1.078B,-962.00M,-625.00M,-1.135B,-1.012B,-1.373B,174.00M,-848.00M,-636.00M,-1.005B,-643.00M,-524.00M,-666.00M,26.00M,-710.00M,-4.749B,-334.00M,-300.00M,-323.00M,-593.00M,-266.00M,-435.00M,-723.00M,-416.00M,-410.00M,-777.00M,-512.00M,-384.00M,-383.00M,-507.00M,-310.00M,-390.00M,-334.00M,-512.00M,-312.00M,-294.00M,-235.00M,-395.00M,-93.00M,-282.00M,-138.00M,32.00M,-211.00M,-60.00M,-166.00M,-16.00M,-308.00M,-209.00M,-258.00M,-370.00M,-305.00M,-399.00M,-259.00M,-235.00M,-303.00M,-70.00M,-100.00M
Net Change in Long Term Debt,-21.00M,-21.00M,-19.00M,-19.00M,-25.00M,-18.00M,-2.064B,-2.888B,-1.282B,-2.515B,-3.24B,-839.00M,-1.412B,-12.00M,-763.00M,4.53B,-11.00M,-30.00M,2.493B,-57.00M,1.485B,-55.00M,0.00,-450.00M,0.00,-48.00M,-850.00M,-48.00M,614.00M,-1.967B,831.00M,-47.00M,-515.00M,-41.00M,-5.00M,-373.00M,32.00M,-2.838B,-2.717B,347.00M,-1.795B,104.00M,989.00M,1.931B,5.76B,-224.00M,426.00M,-202.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
