date,six_month_return
"Jan. 7, 2019",-1.95%
"Jan. 4, 2019",-1.76%
"Jan. 3, 2019",-6.62%
"Jan. 2, 2019",-3.65%
"Dec. 31, 2018",-3.88%
"Dec. 28, 2018",-5.46%
"Dec. 27, 2018",-3.84%
"Dec. 26, 2018",-5.24%
"Dec. 24, 2018",-13.20%
"Dec. 21, 2018",-9.81%
"Dec. 20, 2018",-8.65%
"Dec. 19, 2018",-6.32%
"Dec. 18, 2018",-7.52%
"Dec. 17, 2018",-11.67%
"Dec. 14, 2018",-12.05%
"Dec. 13, 2018",-10.55%
"Dec. 12, 2018",-11.85%
"Dec. 11, 2018",-13.19%
"Dec. 10, 2018",-11.68%
"Dec. 7, 2018",-12.29%
"Dec. 6, 2018",-10.67%
"Dec. 4, 2018",-5.05%
"Dec. 3, 2018",0.91%
"Nov. 30, 2018",-3.19%
"Nov. 29, 2018",-2.81%
"Nov. 28, 2018",-7.38%
"Nov. 27, 2018",-11.68%
"Nov. 26, 2018",-12.14%
"Nov. 23, 2018",-13.05%
"Nov. 21, 2018",-12.80%
"Nov. 20, 2018",-9.55%
"Nov. 19, 2018",-8.62%
"Nov. 16, 2018",-1.47%
"Nov. 15, 2018",-0.16%
"Nov. 14, 2018",0.04%
"Nov. 13, 2018",2.06%
"Nov. 12, 2018",4.25%
"Nov. 9, 2018",7.21%
"Nov. 8, 2018",9.58%
"Nov. 7, 2018",9.28%
"Nov. 6, 2018",9.58%
"Nov. 5, 2018",8.24%
"Nov. 2, 2018",10.35%
"Nov. 1, 2018",10.17%
"Oct. 31, 2018",6.39%
"Oct. 30, 2018",4.90%
"Oct. 29, 2018",-1.55%
"Oct. 26, 2018",4.81%
"Oct. 25, 2018",6.10%
"Oct. 24, 2018",7.78%
"Oct. 23, 2018",3.31%
"Oct. 22, 2018",5.11%
"Oct. 19, 2018",4.59%
"Oct. 18, 2018",5.38%
"Oct. 17, 2018",8.55%
"Oct. 16, 2018",11.00%
"Oct. 15, 2018",8.99%
"Oct. 12, 2018",6.71%
"Oct. 11, 2018",9.39%
"Oct. 10, 2018",9.75%
"Oct. 9, 2018",19.52%
"Oct. 8, 2018",18.29%
"Oct. 5, 2018",14.88%
"Oct. 4, 2018",19.10%
"Oct. 3, 2018",18.58%
"Oct. 2, 2018",19.83%
"Oct. 1, 2018",16.59%
"Sept. 28, 2018",16.21%
"Sept. 27, 2018",14.41%
"Sept. 26, 2018",10.96%
"Sept. 25, 2018",14.40%
"Sept. 24, 2018",14.64%
"Sept. 21, 2018",10.42%
"Sept. 20, 2018",8.84%
"Sept. 19, 2018",10.09%
"Sept. 18, 2018",10.02%
"Sept. 17, 2018",7.71%
"Sept. 14, 2018",8.94%
"Sept. 13, 2018",4.96%
"Sept. 12, 2018",2.68%
"Sept. 11, 2018",-2.61%
"Sept. 10, 2018",-3.57%
"Sept. 7, 2018",0.65%
"Sept. 6, 2018",0.67%
"Sept. 5, 2018",-1.72%
"Sept. 4, 2018",0.46%
"Aug. 31, 2018",-5.36%
"Aug. 30, 2018",-4.23%
"Aug. 29, 2018",-3.32%
"Aug. 28, 2018",-3.04%
"Aug. 27, 2018",-2.99%
"Aug. 24, 2018",-2.04%
"Aug. 23, 2018",-2.57%
"Aug. 22, 2018",-1.65%
"Aug. 21, 2018",0.40%
"Aug. 20, 2018",-0.74%
"Aug. 17, 2018",-2.43%
"Aug. 16, 2018",-2.55%
"Aug. 15, 2018",-6.93%
"Aug. 14, 2018",-1.66%
"Aug. 13, 2018",-1.40%
"Aug. 10, 2018",1.98%
"Aug. 9, 2018",3.27%
"Aug. 8, 2018",5.50%
"Aug. 7, 2018",0.76%
"Aug. 6, 2018",1.66%
"Aug. 3, 2018",-0.13%
"Aug. 2, 2018",0.24%
"Aug. 1, 2018",-1.17%
"July 31, 2018",0.54%
"July 30, 2018",3.95%
"July 27, 2018",5.08%
"July 26, 2018",4.69%
"July 25, 2018",3.73%
"July 24, 2018",7.05%
"July 23, 2018",5.27%
"July 20, 2018",5.08%
"July 19, 2018",5.21%
"July 18, 2018",5.90%
"July 17, 2018",1.67%
"July 16, 2018",6.25%
"July 13, 2018",4.34%
"July 12, 2018",2.92%
"July 11, 2018",3.80%
"July 10, 2018",8.40%
"July 9, 2018",7.38%
"July 6, 2018",8.35%
"July 5, 2018",7.88%
"July 3, 2018",11.80%
"July 2, 2018",13.22%
"June 29, 2018",13.77%
"June 28, 2018",12.92%
"June 27, 2018",11.57%
"June 26, 2018",12.17%
"June 25, 2018",12.23%
"June 22, 2018",14.85%
"June 21, 2018",14.45%
"June 20, 2018",15.04%
"June 19, 2018",14.76%
"June 18, 2018",19.79%
"June 15, 2018",21.75%
"June 14, 2018",23.32%
"June 13, 2018",24.67%
"June 12, 2018",27.83%
"June 11, 2018",31.00%
"June 8, 2018",29.24%
"June 7, 2018",30.70%
"June 6, 2018",33.52%
"June 5, 2018",30.69%
"June 4, 2018",29.77%
"June 1, 2018",31.45%
"May 31, 2018",27.23%
"May 30, 2018",29.40%
"May 29, 2018",30.89%
"May 25, 2018",35.43%
"May 24, 2018",35.02%
"May 23, 2018",35.47%
"May 22, 2018",33.89%
"May 21, 2018",36.30%
"May 18, 2018",33.92%
"May 17, 2018",31.22%
"May 16, 2018",29.30%
"May 15, 2018",30.15%
"May 14, 2018",31.64%
"May 11, 2018",31.29%
"May 10, 2018",31.90%
"May 9, 2018",31.14%
"May 8, 2018",27.41%
"May 7, 2018",27.92%
"May 4, 2018",27.77%
"May 3, 2018",26.34%
"May 2, 2018",23.44%
"May 1, 2018",27.48%
"April 30, 2018",28.66%
"April 27, 2018",32.92%
"April 26, 2018",32.21%
"April 25, 2018",32.68%
"April 24, 2018",23.71%
"April 23, 2018",29.17%
"April 20, 2018",27.92%
"April 19, 2018",31.50%
"April 18, 2018",31.13%
"April 17, 2018",30.20%
"April 16, 2018",27.73%
"April 13, 2018",26.29%
"April 12, 2018",28.85%
"April 11, 2018",25.21%
"April 10, 2018",28.32%
"April 9, 2018",24.80%
"April 6, 2018",26.12%
"April 5, 2018",29.94%
"April 4, 2018",28.03%
"April 3, 2018",29.50%
"April 2, 2018",25.96%
"March 29, 2018",28.98%
"March 28, 2018",25.86%
"March 27, 2018",25.79%
"March 26, 2018",29.67%
"March 23, 2018",25.17%
"March 22, 2018",24.63%
"March 21, 2018",31.66%
"March 20, 2018",32.17%
"March 19, 2018",31.41%
"March 16, 2018",32.72%
"March 15, 2018",32.52%
"March 14, 2018",34.67%
"March 13, 2018",39.99%
"March 12, 2018",43.07%
"March 9, 2018",48.47%
"March 8, 2018",46.05%
"March 7, 2018",46.86%
"March 6, 2018",48.72%
"March 5, 2018",48.84%
"March 2, 2018",43.42%
"March 1, 2018",45.50%
"Feb. 28, 2018",52.72%
"Feb. 27, 2018",54.58%
"Feb. 26, 2018",54.09%
"Feb. 23, 2018",49.80%
"Feb. 22, 2018",48.45%
"Feb. 21, 2018",49.51%
"Feb. 20, 2018",49.87%
"Feb. 16, 2018",49.43%
"Feb. 15, 2018",49.04%
"Feb. 14, 2018",45.41%
"Feb. 13, 2018",46.10%
"Feb. 12, 2018",46.37%
"Feb. 9, 2018",42.05%
"Feb. 8, 2018",37.65%
"Feb. 7, 2018",44.91%
"Feb. 6, 2018",43.41%
"Feb. 5, 2018",38.35%
"Feb. 2, 2018",46.63%
"Feb. 1, 2018",49.07%
"Jan. 31, 2018",46.16%
"Jan. 30, 2018",39.97%
"Jan. 29, 2018",41.26%
"Jan. 26, 2018",47.02%
"Jan. 25, 2018",61.49%
"Jan. 24, 2018",57.74%
"Jan. 23, 2018",58.19%
"Jan. 22, 2018",59.33%
"Jan. 19, 2018",60.15%
"Jan. 18, 2018",63.35%
"Jan. 17, 2018",67.95%
"Jan. 16, 2018",60.74%
"Jan. 12, 2018",62.86%
"Jan. 11, 2018",59.07%
"Jan. 10, 2018",57.02%
"Jan. 9, 2018",57.35%
"Jan. 8, 2018",53.26%
"Jan. 5, 2018",53.04%
"Jan. 4, 2018",49.39%
"Jan. 3, 2018",49.96%
"Jan. 2, 2018",50.11%
"Dec. 29, 2017",49.35%
"Dec. 28, 2017",48.46%
"Dec. 27, 2017",48.63%
"Dec. 26, 2017",47.69%
"Dec. 22, 2017",47.96%
"Dec. 21, 2017",48.13%
"Dec. 20, 2017",50.20%
"Dec. 19, 2017",49.31%
"Dec. 18, 2017",50.75%
"Dec. 15, 2017",50.39%
"Dec. 14, 2017",52.76%
"Dec. 13, 2017",52.72%
"Dec. 12, 2017",52.60%
"Dec. 11, 2017",49.01%
"Dec. 8, 2017",50.53%
"Dec. 7, 2017",49.90%
"Dec. 6, 2017",49.01%
"Dec. 5, 2017",45.83%
"Dec. 4, 2017",46.12%
"Dec. 1, 2017",44.88%
"Nov. 30, 2017",48.12%
"Nov. 29, 2017",44.33%
"Nov. 28, 2017",43.63%
"Nov. 27, 2017",42.33%
"Nov. 24, 2017",43.52%
"Nov. 22, 2017",44.36%
"Nov. 21, 2017",47.70%
"Nov. 20, 2017",46.40%
"Nov. 17, 2017",46.69%
"Nov. 16, 2017",44.34%
"Nov. 15, 2017",44.12%
"Nov. 14, 2017",42.84%
"Nov. 13, 2017",43.20%
"Nov. 10, 2017",42.40%
"Nov. 9, 2017",40.55%
"Nov. 8, 2017",42.76%
"Nov. 7, 2017",43.85%
"Nov. 6, 2017",42.73%
"Nov. 3, 2017",42.73%
"Nov. 2, 2017",43.17%
"Nov. 1, 2017",41.73%
"Oct. 31, 2017",39.58%
"Oct. 30, 2017",40.26%
"Oct. 27, 2017",39.97%
"Oct. 26, 2017",42.68%
"Oct. 25, 2017",40.82%
"Oct. 24, 2017",46.11%
"Oct. 23, 2017",45.43%
"Oct. 20, 2017",47.66%
"Oct. 19, 2017",45.20%
"Oct. 18, 2017",46.21%
"Oct. 17, 2017",44.46%
"Oct. 16, 2017",47.90%
"Oct. 13, 2017",48.47%
"Oct. 12, 2017",48.77%
"Oct. 11, 2017",46.41%
"Oct. 10, 2017",46.95%
"Oct. 9, 2017",44.47%
"Oct. 6, 2017",45.79%
"Oct. 5, 2017",46.20%
"Oct. 4, 2017",43.12%
"Oct. 3, 2017",44.61%
"Oct. 2, 2017",44.74%
"Sept. 29, 2017",43.11%
"Sept. 28, 2017",43.36%
"Sept. 27, 2017",44.96%
"Sept. 26, 2017",44.30%
"Sept. 25, 2017",44.65%
"Sept. 22, 2017",44.90%
"Sept. 21, 2017",45.51%
"Sept. 20, 2017",42.40%
"Sept. 19, 2017",40.18%
"Sept. 18, 2017",40.52%
"Sept. 15, 2017",39.33%
"Sept. 14, 2017",37.21%
"Sept. 13, 2017",35.12%
"Sept. 12, 2017",34.63%
"Sept. 11, 2017",34.63%
"Sept. 8, 2017",31.39%
"Sept. 7, 2017",29.83%
"Sept. 6, 2017",29.67%
"Sept. 5, 2017",30.09%
"Sept. 1, 2017",30.68%
"Aug. 31, 2017",32.97%
"Aug. 30, 2017",33.42%
"Aug. 29, 2017",33.44%
"Aug. 28, 2017",31.60%
"Aug. 25, 2017",32.94%
"Aug. 24, 2017",34.55%
"Aug. 23, 2017",34.62%
"Aug. 22, 2017",36.72%
"Aug. 21, 2017",34.24%
"Aug. 18, 2017",36.51%
"Aug. 17, 2017",36.41%
"Aug. 16, 2017",39.10%
"Aug. 15, 2017",41.27%
"Aug. 14, 2017",40.74%
"Aug. 11, 2017",41.30%
"Aug. 10, 2017",40.10%
"Aug. 9, 2017",42.63%
"Aug. 8, 2017",46.21%
"Aug. 7, 2017",44.28%
"Aug. 4, 2017",46.37%
"Aug. 3, 2017",46.71%
"Aug. 2, 2017",46.65%
"Aug. 1, 2017",46.03%
"July 31, 2017",48.37%
"July 28, 2017",43.87%
"July 27, 2017",43.71%
"July 26, 2017",38.04%
"July 25, 2017",26.95%
"July 24, 2017",32.16%
"July 21, 2017",32.98%
"July 20, 2017",31.81%
"July 19, 2017",32.63%
"July 18, 2017",31.53%
"July 17, 2017",32.56%
"July 14, 2017",31.28%
"July 13, 2017",29.84%
"July 12, 2017",30.42%
"July 11, 2017",29.40%
"July 10, 2017",28.22%
"July 7, 2017",27.20%
"July 6, 2017",26.64%
"July 5, 2017",27.16%
"July 3, 2017",26.51%
"June 30, 2017",27.02%
"June 29, 2017",26.83%
"June 28, 2017",27.88%
"June 27, 2017",26.30%
"June 26, 2017",26.72%
"June 23, 2017",28.15%
"June 22, 2017",26.66%
"June 21, 2017",26.47%
"June 20, 2017",26.82%
"June 19, 2017",27.47%
"June 16, 2017",27.15%
"June 15, 2017",27.11%
"June 14, 2017",24.54%
"June 13, 2017",21.98%
"June 12, 2017",20.90%
"June 9, 2017",21.43%
"June 8, 2017",22.23%
"June 7, 2017",22.03%
"June 6, 2017",22.67%
"June 5, 2017",24.18%
"June 2, 2017",24.95%
"June 1, 2017",22.92%
"May 31, 2017",24.62%
"May 30, 2017",24.12%
"May 26, 2017",24.36%
"May 25, 2017",24.68%
"May 24, 2017",23.71%
"May 23, 2017",22.54%
"May 22, 2017",22.84%
"May 19, 2017",23.51%
"May 18, 2017",21.22%
"May 17, 2017",23.02%
"May 16, 2017",24.76%
"May 15, 2017",23.14%
"May 12, 2017",23.38%
"May 11, 2017",23.85%
"May 10, 2017",24.03%
"May 9, 2017",28.82%
"May 8, 2017",30.82%
"May 5, 2017",32.59%
"May 4, 2017",31.20%
"May 3, 2017",30.97%
"May 2, 2017",30.33%
"May 1, 2017",28.07%
"April 28, 2017",29.24%
"April 27, 2017",27.85%
"April 26, 2017",24.85%
"April 25, 2017",32.00%
"April 24, 2017",32.46%
"April 21, 2017",32.99%
"April 20, 2017",31.99%
"April 19, 2017",31.00%
"April 18, 2017",31.64%
"April 17, 2017",33.60%
"April 13, 2017",31.67%
"April 12, 2017",32.21%
"April 11, 2017",33.52%
"April 10, 2017",30.71%
"April 7, 2017",33.62%
"April 6, 2017",31.95%
"April 5, 2017",31.50%
"April 4, 2017",35.12%
"April 3, 2017",33.44%
"March 31, 2017",34.25%
"March 30, 2017",35.10%
"March 29, 2017",35.56%
"March 28, 2017",34.13%
"March 27, 2017",34.10%
"March 24, 2017",33.42%
"March 23, 2017",34.51%
"March 22, 2017",34.21%
"March 21, 2017",34.77%
"March 20, 2017",40.38%
"March 17, 2017",42.15%
"March 16, 2017",40.64%
"March 15, 2017",39.87%
"March 14, 2017",39.99%
"March 13, 2017",39.06%
"March 10, 2017",39.03%
"March 9, 2017",40.49%
"March 8, 2017",36.75%
"March 7, 2017",37.23%
"March 6, 2017",36.05%
"March 3, 2017",38.90%
"March 2, 2017",39.52%
"March 1, 2017",41.58%
"Feb. 28, 2017",36.30%
"Feb. 27, 2017",35.70%
"Feb. 24, 2017",33.12%
"Feb. 23, 2017",31.85%
"Feb. 22, 2017",29.91%
"Feb. 21, 2017",30.59%
"Feb. 17, 2017",28.20%
"Feb. 16, 2017",26.53%
"Feb. 15, 2017",25.72%
"Feb. 14, 2017",26.60%
"Feb. 13, 2017",26.24%
"Feb. 10, 2017",25.67%
"Feb. 9, 2017",23.87%
"Feb. 8, 2017",23.92%
"Feb. 7, 2017",26.39%
"Feb. 6, 2017",24.48%
"Feb. 3, 2017",23.15%
"Feb. 2, 2017",23.30%
"Feb. 1, 2017",23.09%
"Jan. 31, 2017",22.27%
"Jan. 30, 2017",23.87%
"Jan. 27, 2017",23.35%
"Jan. 26, 2017",25.41%
"Jan. 25, 2017",25.89%
"Jan. 24, 2017",20.29%
"Jan. 23, 2017",18.26%
"Jan. 20, 2017",18.42%
"Jan. 19, 2017",18.08%
"Jan. 18, 2017",18.65%
"Jan. 17, 2017",19.10%
"Jan. 13, 2017",22.07%
"Jan. 12, 2017",21.01%
"Jan. 11, 2017",20.72%
"Jan. 10, 2017",22.28%
"Jan. 9, 2017",21.70%
"Jan. 6, 2017",25.32%
"Jan. 5, 2017",25.00%
"Jan. 4, 2017",22.31%
"Jan. 3, 2017",21.03%
"Dec. 30, 2016",19.87%
"Dec. 29, 2016",22.60%
"Dec. 28, 2016",26.00%
"Dec. 27, 2016",28.35%
"Dec. 23, 2016",18.17%
"Dec. 22, 2016",19.50%
"Dec. 21, 2016",19.74%
"Dec. 20, 2016",17.81%
"Dec. 19, 2016",20.30%
"Dec. 16, 2016",19.42%
"Dec. 15, 2016",18.14%
"Dec. 14, 2016",18.37%
"Dec. 13, 2016",20.58%
"Dec. 12, 2016",19.84%
"Dec. 9, 2016",17.57%
"Dec. 8, 2016",16.83%
"Dec. 7, 2016",16.83%
"Dec. 6, 2016",15.42%
"Dec. 5, 2016",19.45%
"Dec. 2, 2016",20.02%
"Dec. 1, 2016",20.55%
"Nov. 30, 2016",16.51%
"Nov. 29, 2016",17.35%
"Nov. 28, 2016",15.90%
"Nov. 25, 2016",16.44%
"Nov. 23, 2016",17.37%
"Nov. 22, 2016",17.37%
"Nov. 21, 2016",15.41%
"Nov. 18, 2016",11.73%
"Nov. 17, 2016",9.63%
"Nov. 16, 2016",9.17%
"Nov. 15, 2016",12.10%
"Nov. 14, 2016",13.53%
"Nov. 11, 2016",11.67%
"Nov. 10, 2016",9.63%
"Nov. 9, 2016",9.83%
"Nov. 8, 2016",6.71%
"Nov. 7, 2016",7.33%
"Nov. 4, 2016",6.61%
"Nov. 3, 2016",5.68%
"Nov. 2, 2016",5.03%
"Nov. 1, 2016",5.65%
"Oct. 31, 2016",5.66%
"Oct. 28, 2016",6.09%
"Oct. 27, 2016",4.54%
"Oct. 26, 2016",9.23%
"Oct. 25, 2016",6.32%
"Oct. 24, 2016",4.88%
"Oct. 21, 2016",3.74%
"Oct. 20, 2016",4.04%
"Oct. 19, 2016",2.64%
"Oct. 18, 2016",2.37%
"Oct. 17, 2016",2.19%
"Oct. 14, 2016",2.03%
"Oct. 13, 2016",1.71%
"Oct. 12, 2016",2.85%
"Oct. 11, 2016",4.56%
"Oct. 10, 2016",6.22%
"Oct. 7, 2016",5.39%
"Oct. 6, 2016",5.07%
"Oct. 5, 2016",6.01%
