date,three_year_return
"Aug. 27, 2019",55.56%
"Aug. 26, 2019",55.94%
"Aug. 23, 2019",53.18%
"Aug. 22, 2019",58.32%
"Aug. 21, 2019",57.76%
"Aug. 20, 2019",56.87%
"Aug. 19, 2019",58.25%
"Aug. 16, 2019",57.12%
"Aug. 15, 2019",54.69%
"Aug. 14, 2019",57.44%
"Aug. 13, 2019",61.87%
"Aug. 12, 2019",61.38%
"Aug. 9, 2019",60.24%
"Aug. 8, 2019",60.34%
"Aug. 7, 2019",57.26%
"Aug. 6, 2019",56.07%
"Aug. 5, 2019",53.49%
"Aug. 2, 2019",65.24%
"Aug. 1, 2019",52.79%
"July 31, 2019",57.52%
"July 30, 2019",61.63%
"July 29, 2019",61.19%
"July 26, 2019",59.26%
"July 25, 2019",59.73%
"July 24, 2019",62.12%
"July 23, 2019",61.94%
"July 22, 2019",57.32%
"July 19, 2019",50.28%
"July 18, 2019",56.26%
"July 17, 2019",55.70%
"July 16, 2019",57.98%
"July 15, 2019",54.33%
"July 12, 2019",53.32%
"July 11, 2019",57.82%
"July 10, 2019",59.14%
"July 9, 2019",57.77%
"July 8, 2019",58.87%
"July 5, 2019",64.80%
"July 3, 2019",60.86%
"July 2, 2019",59.21%
"July 1, 2019",57.17%
"June 28, 2019",63.69%
"June 27, 2019",70.32%
"June 26, 2019",60.26%
"June 25, 2019",58.95%
"June 24, 2019",59.38%
"June 21, 2019",44.79%
"June 20, 2019",46.94%
"June 19, 2019",48.28%
"June 18, 2019",47.41%
"June 17, 2019",46.46%
"June 14, 2019",43.16%
"June 13, 2019",39.31%
"June 12, 2019",31.90%
"June 11, 2019",30.54%
"June 10, 2019",30.19%
"June 7, 2019",30.81%
"June 6, 2019",32.49%
"June 5, 2019",32.16%
"June 4, 2019",30.65%
"June 3, 2019",25.33%
"May 31, 2019",18.50%
"May 30, 2019",22.98%
"May 29, 2019",23.40%
"May 28, 2019",24.95%
"May 24, 2019",24.04%
"May 23, 2019",25.73%
"May 22, 2019",25.43%
"May 21, 2019",27.22%
"May 20, 2019",25.94%
"May 17, 2019",25.69%
"May 16, 2019",28.79%
"May 15, 2019",32.33%
"May 14, 2019",32.81%
"May 13, 2019",31.73%
"May 10, 2019",31.83%
"May 9, 2019",33.47%
"May 8, 2019",34.28%
"May 7, 2019",35.99%
"May 6, 2019",37.32%
"May 3, 2019",34.67%
"May 2, 2019",36.73%
"May 1, 2019",37.22%
"April 30, 2019",39.88%
"April 29, 2019",38.54%
"April 26, 2019",31.02%
"April 25, 2019",29.09%
"April 24, 2019",29.65%
"April 23, 2019",30.52%
"April 22, 2019",29.43%
"April 18, 2019",24.96%
"April 17, 2019",23.01%
"April 16, 2019",22.34%
"April 15, 2019",20.95%
"April 12, 2019",24.49%
"April 11, 2019",25.44%
"April 10, 2019",24.99%
"April 9, 2019",23.03%
"April 8, 2019",24.67%
"April 5, 2019",22.41%
"April 4, 2019",21.36%
"April 3, 2019",21.25%
"April 2, 2019",17.70%
"April 1, 2019",11.00%
"March 29, 2019",5.13%
"March 28, 2019",4.40%
"March 27, 2019",4.45%
"March 26, 2019",2.61%
"March 25, 2019",2.49%
"March 22, 2019",0.75%
"March 21, 2019",0.36%
"March 20, 2019",-0.36%
"March 19, 2019",1.82%
"March 18, 2019",1.38%
"March 15, 2019",7.18%
"March 14, 2019",6.37%
"March 13, 2019",6.98%
"March 12, 2019",6.25%
"March 11, 2019",7.19%
"March 8, 2019",7.29%
"March 7, 2019",2.48%
"March 6, 2019",2.14%
"March 5, 2019",2.16%
"March 4, 2019",0.25%
"March 1, 2019",0.12%
"Feb. 28, 2019",3.59%
"Feb. 27, 2019",5.37%
"Feb. 26, 2019",6.81%
"Feb. 25, 2019",4.49%
"Feb. 22, 2019",5.53%
"Feb. 21, 2019",10.19%
"Feb. 20, 2019",9.67%
"Feb. 19, 2019",10.92%
"Feb. 15, 2019",18.82%
"Feb. 14, 2019",17.42%
"Feb. 13, 2019",17.26%
"Feb. 12, 2019",16.05%
"Feb. 11, 2019",18.52%
"Feb. 8, 2019",23.79%
"Feb. 7, 2019",20.00%
"Feb. 6, 2019",20.26%
"Feb. 5, 2019",20.30%
"Feb. 4, 2019",14.31%
"Feb. 1, 2019",10.42%
"Jan. 31, 2019",11.61%
"Jan. 30, 2019",13.50%
"Jan. 29, 2019",8.87%
"Jan. 28, 2019",11.13%
"Jan. 25, 2019",3.81%
"Jan. 24, 2019",1.63%
"Jan. 23, 2019",1.15%
"Jan. 22, 2019",0.73%
"Jan. 18, 2019",8.11%
"Jan. 17, 2019",8.36%
"Jan. 16, 2019",6.74%
"Jan. 15, 2019",7.48%
"Jan. 14, 2019",5.32%
"Jan. 11, 2019",3.89%
"Jan. 10, 2019",4.55%
"Jan. 9, 2019",3.99%
"Jan. 8, 2019",1.85%
"Jan. 7, 2019",1.81%
"Jan. 4, 2019",-1.79%
"Jan. 3, 2019",-10.02%
"Jan. 2, 2019",-1.18%
"Dec. 31, 2018",-1.56%
"Dec. 28, 2018",-3.41%
"Dec. 27, 2018",-3.37%
"Dec. 26, 2018",-3.54%
"Dec. 24, 2018",-8.23%
"Dec. 21, 2018",-3.91%
"Dec. 20, 2018",1.90%
"Dec. 19, 2018",3.94%
"Dec. 18, 2018",5.98%
"Dec. 17, 2018",2.67%
"Dec. 14, 2018",6.64%
"Dec. 13, 2018",8.66%
"Dec. 12, 2018",14.18%
"Dec. 11, 2018",13.41%
"Dec. 10, 2018",9.83%
"Dec. 7, 2018",8.29%
"Dec. 6, 2018",16.67%
"Dec. 4, 2018",14.38%
"Dec. 3, 2018",24.68%
"Nov. 30, 2018",30.67%
"Nov. 29, 2018",24.86%
"Nov. 28, 2018",24.88%
"Nov. 27, 2018",23.70%
"Nov. 26, 2018",20.99%
"Nov. 23, 2018",17.28%
"Nov. 21, 2018",14.79%
"Nov. 20, 2018",13.64%
"Nov. 19, 2018",15.83%
"Nov. 16, 2018",16.63%
"Nov. 15, 2018",14.51%
"Nov. 14, 2018",15.19%
"Nov. 13, 2018",15.98%
"Nov. 12, 2018",13.45%
"Nov. 9, 2018",11.89%
"Nov. 8, 2018",10.80%
"Nov. 7, 2018",10.92%
"Nov. 6, 2018",8.34%
"Nov. 5, 2018",10.90%
"Nov. 2, 2018",10.69%
"Nov. 1, 2018",10.23%
"Oct. 31, 2018",7.65%
"Oct. 30, 2018",8.42%
"Oct. 29, 2018",5.78%
"Oct. 26, 2018",3.82%
"Oct. 25, 2018",5.31%
"Oct. 24, 2018",1.00%
"Oct. 23, 2018",4.80%
"Oct. 22, 2018",6.75%
"Oct. 19, 2018",6.21%
"Oct. 18, 2018",8.16%
"Oct. 17, 2018",10.55%
"Oct. 16, 2018",8.12%
"Oct. 15, 2018",5.95%
"Oct. 12, 2018",7.32%
"Oct. 11, 2018",9.04%
"Oct. 10, 2018",5.30%
"Oct. 9, 2018",7.73%
"Oct. 8, 2018",13.45%
"Oct. 5, 2018",12.22%
"Oct. 4, 2018",19.37%
"Oct. 3, 2018",21.06%
"Oct. 2, 2018",21.89%
"Oct. 1, 2018",24.64%
"Sept. 28, 2018",29.49%
"Sept. 27, 2018",25.98%
"Sept. 26, 2018",24.91%
"Sept. 25, 2018",24.02%
"Sept. 24, 2018",25.05%
"Sept. 21, 2018",26.16%
"Sept. 20, 2018",24.56%
"Sept. 19, 2018",24.06%
"Sept. 18, 2018",23.91%
"Sept. 17, 2018",22.05%
"Sept. 14, 2018",23.54%
"Sept. 13, 2018",23.23%
"Sept. 12, 2018",22.31%
"Sept. 11, 2018",24.19%
"Sept. 10, 2018",23.81%
"Sept. 7, 2018",25.24%
"Sept. 6, 2018",24.32%
"Sept. 5, 2018",26.01%
"Sept. 4, 2018",29.69%
"Aug. 31, 2018",33.58%
"Aug. 30, 2018",33.00%
"Aug. 29, 2018",33.18%
"Aug. 28, 2018",33.80%
"Aug. 27, 2018",31.67%
"Aug. 24, 2018",35.66%
"Aug. 23, 2018",30.60%
"Aug. 22, 2018",30.53%
"Aug. 21, 2018",32.11%
"Aug. 20, 2018",25.62%
"Aug. 17, 2018",15.96%
"Aug. 16, 2018",16.42%
"Aug. 15, 2018",15.96%
"Aug. 14, 2018",14.97%
"Aug. 13, 2018",14.27%
"Aug. 10, 2018",18.11%
"Aug. 9, 2018",19.40%
"Aug. 8, 2018",19.16%
"Aug. 7, 2018",18.02%
"Aug. 6, 2018",18.20%
"Aug. 3, 2018",18.65%
"Aug. 2, 2018",21.58%
"Aug. 1, 2018",20.86%
"July 31, 2018",22.73%
"July 30, 2018",22.17%
"July 27, 2018",23.97%
"July 26, 2018",22.40%
"July 25, 2018",17.14%
"July 24, 2018",17.19%
"July 23, 2018",15.68%
"July 20, 2018",17.92%
"July 19, 2018",17.94%
"July 18, 2018",17.49%
"July 17, 2018",13.80%
"July 16, 2018",13.94%
"July 13, 2018",17.06%
"July 12, 2018",19.48%
"July 11, 2018",17.38%
"July 10, 2018",19.17%
"July 9, 2018",24.56%
"July 6, 2018",22.48%
"July 5, 2018",23.15%
"July 3, 2018",21.95%
"July 2, 2018",24.80%
"June 29, 2018",20.48%
"June 28, 2018",17.59%
"June 27, 2018",17.80%
"June 26, 2018",20.59%
"June 25, 2018",20.45%
"June 22, 2018",22.80%
"June 21, 2018",27.96%
"June 20, 2018",28.22%
"June 19, 2018",28.08%
"June 18, 2018",32.53%
"June 15, 2018",35.58%
"June 14, 2018",33.45%
"June 13, 2018",32.84%
"June 12, 2018",32.60%
"June 11, 2018",34.53%
"June 8, 2018",32.74%
"June 7, 2018",24.62%
"June 6, 2018",26.27%
"June 5, 2018",27.44%
"June 4, 2018",28.59%
"June 1, 2018",22.71%
"May 31, 2018",25.93%
"May 30, 2018",26.54%
"May 29, 2018",26.35%
"May 25, 2018",29.39%
"May 24, 2018",25.98%
"May 23, 2018",23.67%
"May 22, 2018",23.95%
"May 21, 2018",23.38%
"May 18, 2018",11.78%
"May 17, 2018",12.98%
"May 16, 2018",13.79%
"May 15, 2018",11.43%
"May 14, 2018",9.89%
"May 11, 2018",13.01%
"May 10, 2018",12.76%
"May 9, 2018",11.80%
"May 8, 2018",13.43%
"May 7, 2018",14.42%
"May 4, 2018",15.57%
"May 3, 2018",13.43%
"May 2, 2018",14.67%
"May 1, 2018",15.51%
"April 30, 2018",16.98%
"April 27, 2018",15.18%
"April 26, 2018",13.09%
"April 25, 2018",16.33%
"April 24, 2018",14.54%
"April 23, 2018",17.62%
"April 20, 2018",21.15%
"April 19, 2018",23.03%
"April 18, 2018",23.35%
"April 17, 2018",21.87%
"April 16, 2018",20.69%
"April 13, 2018",22.87%
"April 12, 2018",22.55%
"April 11, 2018",19.06%
"April 10, 2018",21.12%
"April 9, 2018",21.84%
"April 6, 2018",27.04%
"April 5, 2018",28.31%
"April 4, 2018",27.48%
"April 3, 2018",27.15%
"April 2, 2018",22.96%
"March 29, 2018",22.13%
"March 28, 2018",20.16%
"March 27, 2018",20.90%
"March 26, 2018",24.88%
"March 23, 2018",15.71%
"March 22, 2018",15.29%
"March 21, 2018",17.99%
"March 20, 2018",19.15%
"March 19, 2018",18.41%
"March 16, 2018",22.81%
"March 15, 2018",23.82%
"March 14, 2018",23.41%
"March 13, 2018",24.37%
"March 12, 2018",23.89%
"March 9, 2018",25.85%
"March 8, 2018",24.81%
"March 7, 2018",22.27%
"March 6, 2018",22.98%
"March 5, 2018",21.18%
"March 2, 2018",17.34%
"March 1, 2018",19.83%
"Feb. 28, 2018",21.07%
"Feb. 27, 2018",20.44%
"Feb. 26, 2018",19.10%
"Feb. 23, 2018",13.29%
"Feb. 22, 2018",10.77%
"Feb. 21, 2018",12.06%
"Feb. 20, 2018",10.60%
"Feb. 16, 2018",18.76%
"Feb. 15, 2018",18.99%
"Feb. 14, 2018",17.30%
"Feb. 13, 2018",17.24%
"Feb. 12, 2018",16.16%
"Feb. 9, 2018",13.52%
"Feb. 8, 2018",12.57%
"Feb. 7, 2018",18.33%
"Feb. 6, 2018",16.68%
"Feb. 5, 2018",13.83%
"Feb. 2, 2018",17.44%
"Feb. 1, 2018",19.26%
"Jan. 31, 2018",20.00%
"Jan. 30, 2018",18.62%
"Jan. 29, 2018",11.05%
"Jan. 26, 2018",10.19%
"Jan. 25, 2018",8.41%
"Jan. 24, 2018",12.34%
"Jan. 23, 2018",18.53%
"Jan. 22, 2018",18.60%
"Jan. 19, 2018",30.91%
"Jan. 18, 2018",29.69%
"Jan. 17, 2018",30.28%
"Jan. 16, 2018",29.47%
"Jan. 12, 2018",29.90%
"Jan. 11, 2018",24.83%
"Jan. 10, 2018",19.16%
"Jan. 9, 2018",15.55%
"Jan. 8, 2018",13.47%
"Jan. 5, 2018",15.74%
"Jan. 4, 2018",13.24%
"Jan. 3, 2018",13.24%
"Jan. 2, 2018",15.37%
"Dec. 29, 2017",14.80%
"Dec. 28, 2017",16.45%
"Dec. 27, 2017",15.97%
"Dec. 26, 2017",16.62%
"Dec. 22, 2017",18.18%
"Dec. 21, 2017",18.26%
"Dec. 20, 2017",18.66%
"Dec. 19, 2017",17.67%
"Dec. 18, 2017",19.88%
"Dec. 15, 2017",17.36%
"Dec. 14, 2017",15.88%
"Dec. 13, 2017",12.48%
"Dec. 12, 2017",12.46%
"Dec. 11, 2017",12.50%
"Dec. 8, 2017",12.93%
"Dec. 7, 2017",12.97%
"Dec. 6, 2017",10.62%
"Dec. 5, 2017",10.81%
"Dec. 4, 2017",13.98%
"Dec. 1, 2017",14.12%
"Nov. 30, 2017",13.39%
"Nov. 29, 2017",11.63%
"Nov. 28, 2017",8.38%
"Nov. 27, 2017",12.09%
"Nov. 24, 2017",15.17%
"Nov. 22, 2017",16.99%
"Nov. 21, 2017",17.59%
"Nov. 20, 2017",13.26%
"Nov. 17, 2017",14.71%
"Nov. 16, 2017",15.31%
"Nov. 15, 2017",12.75%
"Nov. 14, 2017",11.77%
"Nov. 13, 2017",10.84%
"Nov. 10, 2017",12.73%
"Nov. 9, 2017",15.23%
"Nov. 8, 2017",17.26%
"Nov. 7, 2017",16.91%
"Nov. 6, 2017",17.88%
"Nov. 3, 2017",24.11%
"Nov. 2, 2017",25.13%
"Nov. 1, 2017",25.16%
"Oct. 31, 2017",24.36%
"Oct. 30, 2017",28.59%
"Oct. 27, 2017",27.20%
"Oct. 26, 2017",29.13%
"Oct. 25, 2017",32.45%
"Oct. 24, 2017",34.84%
"Oct. 23, 2017",37.87%
"Oct. 20, 2017",47.81%
"Oct. 19, 2017",51.99%
"Oct. 18, 2017",53.71%
"Oct. 17, 2017",53.42%
"Oct. 16, 2017",60.92%
"Oct. 13, 2017",74.63%
"Oct. 12, 2017",61.38%
"Oct. 11, 2017",61.26%
"Oct. 10, 2017",60.13%
"Oct. 9, 2017",53.49%
"Oct. 6, 2017",44.03%
"Oct. 5, 2017",39.86%
"Oct. 4, 2017",39.54%
"Oct. 3, 2017",38.70%
"Oct. 2, 2017",36.25%
"Sept. 29, 2017",33.94%
"Sept. 28, 2017",32.28%
"Sept. 27, 2017",30.67%
"Sept. 26, 2017",32.80%
"Sept. 25, 2017",31.81%
"Sept. 22, 2017",27.72%
"Sept. 21, 2017",24.64%
"Sept. 20, 2017",24.33%
"Sept. 19, 2017",23.96%
"Sept. 18, 2017",21.60%
"Sept. 15, 2017",23.09%
"Sept. 14, 2017",21.62%
"Sept. 13, 2017",23.41%
"Sept. 12, 2017",23.56%
"Sept. 11, 2017",23.41%
"Sept. 8, 2017",21.54%
"Sept. 7, 2017",20.14%
"Sept. 6, 2017",20.83%
"Sept. 5, 2017",16.88%
"Sept. 1, 2017",20.06%
"Aug. 31, 2017",19.23%
"Aug. 30, 2017",18.32%
"Aug. 29, 2017",17.79%
"Aug. 28, 2017",17.70%
"Aug. 25, 2017",15.20%
"Aug. 24, 2017",11.88%
"Aug. 23, 2017",14.28%
"Aug. 22, 2017",16.68%
"Aug. 21, 2017",19.79%
"Aug. 18, 2017",20.30%
"Aug. 17, 2017",23.36%
"Aug. 16, 2017",30.11%
"Aug. 15, 2017",29.56%
"Aug. 14, 2017",30.39%
"Aug. 11, 2017",34.86%
"Aug. 10, 2017",35.32%
"Aug. 9, 2017",37.06%
"Aug. 8, 2017",38.82%
"Aug. 7, 2017",42.52%
"Aug. 4, 2017",35.76%
"Aug. 3, 2017",34.57%
"Aug. 2, 2017",33.08%
"Aug. 1, 2017",33.24%
"July 31, 2017",31.77%
"July 28, 2017",31.79%
"July 27, 2017",31.58%
"July 26, 2017",34.34%
"July 25, 2017",34.37%
"July 24, 2017",35.36%
"July 21, 2017",40.67%
"July 20, 2017",42.09%
"July 19, 2017",44.67%
"July 18, 2017",45.13%
"July 17, 2017",49.41%
"July 14, 2017",47.49%
"July 13, 2017",46.39%
"July 12, 2017",49.02%
"July 11, 2017",45.80%
"July 10, 2017",46.36%
"July 7, 2017",50.30%
"July 6, 2017",40.85%
"July 5, 2017",40.75%
"July 3, 2017",40.05%
"June 30, 2017",38.79%
"June 29, 2017",36.97%
"June 28, 2017",36.89%
"June 27, 2017",34.35%
"June 26, 2017",34.53%
"June 23, 2017",35.45%
"June 22, 2017",33.46%
"June 21, 2017",32.10%
"June 20, 2017",30.81%
"June 19, 2017",32.53%
"June 16, 2017",33.88%
"June 15, 2017",31.40%
"June 14, 2017",32.29%
"June 13, 2017",32.19%
"June 12, 2017",35.71%
"June 9, 2017",26.61%
"June 8, 2017",25.12%
"June 7, 2017",23.77%
"June 6, 2017",21.31%
"June 5, 2017",23.83%
"June 2, 2017",25.56%
"June 1, 2017",24.91%
"May 31, 2017",23.10%
"May 30, 2017",22.93%
"May 26, 2017",29.72%
"May 25, 2017",28.70%
"May 24, 2017",24.80%
"May 23, 2017",24.08%
"May 22, 2017",25.52%
"May 19, 2017",25.55%
"May 18, 2017",25.88%
"May 17, 2017",26.10%
"May 16, 2017",30.77%
"May 15, 2017",29.85%
"May 12, 2017",26.75%
"May 11, 2017",31.91%
"May 10, 2017",32.65%
"May 9, 2017",31.56%
"May 8, 2017",28.70%
"May 5, 2017",29.69%
"May 4, 2017",30.65%
"May 3, 2017",29.76%
"May 2, 2017",28.47%
"May 1, 2017",22.31%
"April 28, 2017",26.79%
"April 27, 2017",26.81%
"April 26, 2017",28.56%
"April 25, 2017",29.55%
"April 24, 2017",27.44%
"April 21, 2017",34.15%
"April 20, 2017",36.05%
"April 19, 2017",33.53%
"April 18, 2017",31.55%
"April 17, 2017",31.37%
"April 13, 2017",35.39%
"April 12, 2017",38.53%
"April 11, 2017",39.27%
"April 10, 2017",36.23%
"April 7, 2017",32.89%
"April 6, 2017",30.77%
"April 5, 2017",30.25%
"April 4, 2017",30.34%
"April 3, 2017",30.96%
"March 31, 2017",32.64%
"March 30, 2017",38.00%
"March 29, 2017",37.04%
"March 28, 2017",38.77%
"March 27, 2017",35.07%
"March 24, 2017",38.06%
"March 23, 2017",40.30%
"March 22, 2017",39.75%
"March 21, 2017",39.08%
"March 20, 2017",39.27%
"March 17, 2017",35.99%
"March 16, 2017",38.95%
"March 15, 2017",38.31%
"March 14, 2017",35.64%
"March 13, 2017",41.01%
"March 10, 2017",36.22%
"March 9, 2017",33.63%
"March 8, 2017",34.81%
"March 7, 2017",34.73%
"March 6, 2017",38.11%
"March 3, 2017",53.82%
"March 2, 2017",50.44%
"March 1, 2017",53.66%
"Feb. 28, 2017",50.35%
"Feb. 27, 2017",51.38%
"Feb. 24, 2017",55.50%
"Feb. 23, 2017",58.94%
"Feb. 22, 2017",60.36%
"Feb. 21, 2017",61.24%
"Feb. 17, 2017",63.47%
"Feb. 16, 2017",62.19%
"Feb. 15, 2017",63.27%
"Feb. 14, 2017",59.09%
"Feb. 13, 2017",59.68%
"Feb. 10, 2017",57.83%
"Feb. 9, 2017",55.86%
"Feb. 8, 2017",51.97%
"Feb. 7, 2017",52.13%
"Feb. 6, 2017",56.23%
"Feb. 3, 2017",62.73%
"Feb. 2, 2017",54.79%
"Feb. 1, 2017",54.39%
"Jan. 31, 2017",54.33%
"Jan. 30, 2017",55.89%
"Jan. 27, 2017",62.47%
"Jan. 26, 2017",63.61%
"Jan. 25, 2017",61.33%
"Jan. 24, 2017",58.92%
"Jan. 23, 2017",50.06%
"Jan. 20, 2017",62.54%
"Jan. 19, 2017",59.96%
"Jan. 18, 2017",61.89%
"Jan. 17, 2017",61.99%
"Jan. 13, 2017",65.69%
"Jan. 12, 2017",61.71%
"Jan. 11, 2017",63.46%
"Jan. 10, 2017",61.84%
"Jan. 9, 2017",59.98%
"Jan. 6, 2017",69.61%
"Jan. 5, 2017",70.13%
"Jan. 4, 2017",73.45%
"Jan. 3, 2017",69.28%
"Dec. 30, 2016",80.91%
"Dec. 29, 2016",82.43%
"Dec. 28, 2016",83.17%
"Dec. 27, 2016",86.31%
"Dec. 23, 2016",80.96%
"Dec. 22, 2016",80.76%
"Dec. 21, 2016",84.83%
"Dec. 20, 2016",84.25%
"Dec. 19, 2016",83.28%
"Dec. 16, 2016",79.66%
"Dec. 15, 2016",78.00%
"Dec. 14, 2016",75.61%
"Dec. 13, 2016",75.04%
"Dec. 12, 2016",77.14%
"Dec. 9, 2016",79.29%
"Dec. 8, 2016",81.90%
"Dec. 7, 2016",81.01%
"Dec. 6, 2016",75.10%
"Dec. 5, 2016",71.15%
"Dec. 2, 2016",66.59%
"Dec. 1, 2016",64.84%
"Nov. 30, 2016",66.25%
"Nov. 29, 2016",67.67%
"Nov. 28, 2016",65.27%
"Nov. 25, 2016",68.80%
"Nov. 23, 2016",72.06%
"Nov. 22, 2016",70.98%
"Nov. 21, 2016",73.36%
"Nov. 18, 2016",73.90%
"Nov. 17, 2016",72.51%
"Nov. 16, 2016",68.49%
"Nov. 15, 2016",69.45%
"Nov. 14, 2016",69.90%
"Nov. 11, 2016",68.84%
"Nov. 10, 2016",70.88%
"Nov. 9, 2016",68.28%
"Nov. 8, 2016",65.60%
"Nov. 7, 2016",65.70%
"Nov. 4, 2016",56.27%
"Nov. 3, 2016",57.00%
"Nov. 2, 2016",57.04%
"Nov. 1, 2016",56.85%
"Oct. 31, 2016",58.34%
"Oct. 28, 2016",58.15%
"Oct. 27, 2016",57.62%
"Oct. 26, 2016",57.35%
"Oct. 25, 2016",56.63%
"Oct. 24, 2016",57.18%
"Oct. 21, 2016",66.75%
"Oct. 20, 2016",65.77%
"Oct. 19, 2016",63.53%
"Oct. 18, 2016",57.78%
"Oct. 17, 2016",58.73%
"Oct. 14, 2016",66.07%
"Oct. 13, 2016",63.98%
"Oct. 12, 2016",60.94%
"Oct. 11, 2016",59.59%
"Oct. 10, 2016",62.26%
"Oct. 7, 2016",56.74%
"Oct. 6, 2016",58.56%
"Oct. 5, 2016",60.06%
"Oct. 4, 2016",59.39%
"Oct. 3, 2016",62.92%
"Sept. 30, 2016",66.85%
"Sept. 29, 2016",65.59%
"Sept. 28, 2016",66.44%
"Sept. 27, 2016",66.36%
"Sept. 26, 2016",58.43%
"Sept. 23, 2016",66.30%
"Sept. 22, 2016",65.24%
"Sept. 21, 2016",63.30%
