date,one_year_return
"Oct. 17, 2019",-22.85%
"Oct. 16, 2019",-23.48%
"Oct. 15, 2019",-23.88%
"Oct. 14, 2019",-26.37%
"Oct. 11, 2019",-28.03%
"Oct. 10, 2019",-33.81%
"Oct. 9, 2019",-35.89%
"Oct. 8, 2019",-36.71%
"Oct. 7, 2019",-32.44%
"Oct. 4, 2019",-29.58%
"Oct. 3, 2019",-27.40%
"Oct. 2, 2019",-28.14%
"Oct. 1, 2019",-25.91%
"Sept. 30, 2019",-17.62%
"Sept. 27, 2019",-18.44%
"Sept. 26, 2019",-17.62%
"Sept. 25, 2019",-15.45%
"Sept. 24, 2019",-20.51%
"Sept. 23, 2019",-20.16%
"Sept. 20, 2019",-21.77%
"Sept. 19, 2019",-23.80%
"Sept. 18, 2019",-22.92%
"Sept. 17, 2019",-23.33%
"Sept. 16, 2019",-23.04%
"Sept. 13, 2019",-23.55%
"Sept. 12, 2019",-23.61%
"Sept. 11, 2019",-21.03%
"Sept. 10, 2019",-23.99%
"Sept. 9, 2019",-24.83%
"Sept. 6, 2019",-27.57%
"Sept. 5, 2019",-27.03%
"Sept. 4, 2019",-27.74%
"Sept. 3, 2019",-33.03%
"Aug. 30, 2019",-32.79%
"Aug. 29, 2019",-34.95%
"Aug. 28, 2019",-35.27%
"Aug. 27, 2019",-35.40%
"Aug. 26, 2019",-33.00%
"Aug. 23, 2019",-33.88%
"Aug. 22, 2019",-31.67%
"Aug. 21, 2019",-32.79%
"Aug. 20, 2019",-29.12%
"Aug. 19, 2019",-26.67%
"Aug. 16, 2019",-25.66%
"Aug. 15, 2019",-31.81%
"Aug. 14, 2019",-23.94%
"Aug. 13, 2019",-21.87%
"Aug. 12, 2019",-26.27%
"Aug. 9, 2019",-26.44%
"Aug. 8, 2019",-24.35%
"Aug. 7, 2019",-25.22%
"Aug. 6, 2019",-24.00%
"Aug. 5, 2019",-23.52%
"Aug. 2, 2019",-21.01%
"Aug. 1, 2019",-20.80%
"July 31, 2019",-20.24%
"July 30, 2019",-16.84%
"July 29, 2019",-17.32%
"July 26, 2019",-16.85%
"July 25, 2019",-17.24%
"July 24, 2019",-15.32%
"July 23, 2019",-14.71%
"July 22, 2019",-19.04%
"July 19, 2019",-23.93%
"July 18, 2019",-23.89%
"July 17, 2019",-24.16%
"July 16, 2019",-22.31%
"July 15, 2019",-23.08%
"July 12, 2019",-22.89%
"July 11, 2019",-24.82%
"July 10, 2019",-25.12%
"July 9, 2019",-23.56%
"July 8, 2019",-23.38%
"July 5, 2019",-18.67%
"July 3, 2019",-17.44%
"July 2, 2019",-17.37%
"July 1, 2019",-18.75%
"June 28, 2019",-21.02%
"June 27, 2019",-22.50%
"June 26, 2019",-22.24%
"June 25, 2019",-16.61%
"June 24, 2019",-18.05%
"June 21, 2019",-14.56%
"June 20, 2019",-14.14%
"June 19, 2019",-16.94%
"June 18, 2019",-17.88%
"June 17, 2019",-21.39%
"June 14, 2019",-21.98%
"June 13, 2019",-22.78%
"June 12, 2019",-23.50%
"June 11, 2019",-24.69%
"June 10, 2019",-24.95%
"June 7, 2019",-24.66%
"June 6, 2019",-24.34%
"June 5, 2019",-25.44%
"June 4, 2019",-24.12%
"June 3, 2019",-29.69%
"May 31, 2019",-30.25%
"May 30, 2019",-30.47%
"May 29, 2019",-31.26%
"May 28, 2019",-33.44%
"May 24, 2019",-32.66%
"May 23, 2019",-29.86%
"May 22, 2019",-32.64%
"May 21, 2019",-32.10%
"May 20, 2019",-31.34%
"May 17, 2019",-30.78%
"May 16, 2019",-29.88%
"May 15, 2019",-27.44%
"May 14, 2019",-27.02%
"May 13, 2019",-29.67%
"May 10, 2019",-28.26%
"May 9, 2019",-28.56%
"May 8, 2019",-25.93%
"May 7, 2019",-25.25%
"May 6, 2019",-23.05%
"May 3, 2019",-21.58%
"May 2, 2019",-24.80%
"May 1, 2019",-25.22%
"April 30, 2019",-24.80%
"April 29, 2019",-29.61%
"April 26, 2019",-30.77%
"April 25, 2019",-32.47%
"April 24, 2019",-33.95%
"April 23, 2019",-33.15%
"April 22, 2019",-33.32%
"April 18, 2019",-28.79%
"April 17, 2019",-31.20%
"April 16, 2019",-28.67%
"April 15, 2019",-30.75%
"April 12, 2019",-28.96%
"April 11, 2019",-26.85%
"April 10, 2019",-26.98%
"April 9, 2019",-25.24%
"April 8, 2019",-24.41%
"April 5, 2019",-22.46%
"April 4, 2019",-21.43%
"April 3, 2019",-19.98%
"April 2, 2019",-18.80%
"April 1, 2019",-22.05%
"March 29, 2019",-22.90%
"March 28, 2019",-24.79%
"March 27, 2019",-22.91%
"March 26, 2019",-18.49%
"March 25, 2019",-21.36%
"March 22, 2019",-22.23%
"March 21, 2019",-23.03%
"March 20, 2019",-22.05%
"March 19, 2019",-24.66%
"March 18, 2019",-25.85%
"March 15, 2019",-27.84%
"March 14, 2019",-24.91%
"March 13, 2019",-27.76%
"March 12, 2019",-32.76%
"March 11, 2019",-31.06%
"March 8, 2019",-31.36%
"March 7, 2019",-32.25%
"March 6, 2019",-35.26%
"March 5, 2019",-28.65%
"March 4, 2019",-23.52%
"March 1, 2019",-23.79%
"Feb. 28, 2019",-23.40%
"Feb. 27, 2019",-21.94%
"Feb. 26, 2019",-24.30%
"Feb. 25, 2019",-25.33%
"Feb. 22, 2019",-30.44%
"Feb. 21, 2019",-30.78%
"Feb. 20, 2019",-31.48%
"Feb. 19, 2019",-32.69%
"Feb. 15, 2019",-32.05%
"Feb. 14, 2019",-32.62%
"Feb. 13, 2019",-29.31%
"Feb. 12, 2019",-32.66%
"Feb. 11, 2019",-32.86%
"Feb. 8, 2019",-32.11%
"Feb. 7, 2019",-34.03%
"Feb. 6, 2019",-31.43%
"Feb. 5, 2019",-28.71%
"Feb. 4, 2019",-34.72%
"Feb. 1, 2019",-36.39%
"Jan. 31, 2019",-37.17%
"Jan. 30, 2019",-42.95%
"Jan. 29, 2019",-45.33%
"Jan. 28, 2019",-44.64%
"Jan. 25, 2019",-43.39%
"Jan. 24, 2019",-46.59%
"Jan. 23, 2019",-48.31%
"Jan. 22, 2019",-46.44%
"Jan. 18, 2019",-45.98%
"Jan. 17, 2019",-47.32%
"Jan. 16, 2019",-50.69%
"Jan. 15, 2019",-53.46%
"Jan. 14, 2019",-52.56%
"Jan. 11, 2019",-53.00%
"Jan. 10, 2019",-52.77%
"Jan. 9, 2019",-54.20%
"Jan. 8, 2019",-53.17%
"Jan. 7, 2019",-52.86%
"Jan. 4, 2019",-55.59%
"Jan. 3, 2019",-55.59%
"Jan. 2, 2019",-55.23%
"Dec. 31, 2018",-56.62%
"Dec. 28, 2018",-56.74%
"Dec. 27, 2018",-58.17%
"Dec. 26, 2018",-57.60%
"Dec. 24, 2018",-60.46%
"Dec. 21, 2018",-59.07%
"Dec. 20, 2018",-57.36%
"Dec. 19, 2018",-56.45%
"Dec. 18, 2018",-59.01%
"Dec. 17, 2018",-59.88%
"Dec. 14, 2018",-59.75%
"Dec. 13, 2018",-59.46%
"Dec. 12, 2018",-62.53%
"Dec. 11, 2018",-61.70%
"Dec. 10, 2018",-60.87%
"Dec. 7, 2018",-60.42%
"Dec. 6, 2018",-58.38%
"Dec. 4, 2018",-59.44%
"Dec. 3, 2018",-56.32%
"Nov. 30, 2018",-58.99%
"Nov. 29, 2018",-57.03%
"Nov. 28, 2018",-57.96%
"Nov. 27, 2018",-58.94%
"Nov. 26, 2018",-58.33%
"Nov. 23, 2018",-58.29%
"Nov. 21, 2018",-56.20%
"Nov. 20, 2018",-57.45%
"Nov. 19, 2018",-56.95%
"Nov. 16, 2018",-56.05%
"Nov. 15, 2018",-55.26%
"Nov. 14, 2018",-53.52%
"Nov. 13, 2018",-54.73%
"Nov. 12, 2018",-61.01%
"Nov. 9, 2018",-57.08%
"Nov. 8, 2018",-54.77%
"Nov. 7, 2018",-54.48%
"Nov. 6, 2018",-53.20%
"Nov. 5, 2018",-53.92%
"Nov. 2, 2018",-53.41%
"Nov. 1, 2018",-52.15%
"Oct. 31, 2018",-49.90%
"Oct. 30, 2018",-50.12%
"Oct. 29, 2018",-46.32%
"Oct. 26, 2018",-47.00%
"Oct. 25, 2018",-45.12%
"Oct. 24, 2018",-44.40%
"Oct. 23, 2018",-43.15%
"Oct. 22, 2018",-48.05%
"Oct. 19, 2018",-46.73%
"Oct. 18, 2018",-46.45%
"Oct. 17, 2018",-47.43%
"Oct. 16, 2018",-48.20%
"Oct. 15, 2018",-47.13%
"Oct. 12, 2018",-46.55%
"Oct. 11, 2018",-44.86%
"Oct. 10, 2018",-43.15%
"Oct. 9, 2018",-42.17%
"Oct. 8, 2018",-44.20%
"Oct. 5, 2018",-46.29%
"Oct. 4, 2018",-48.28%
"Oct. 3, 2018",-49.68%
"Oct. 2, 2018",-49.86%
"Oct. 1, 2018",-50.00%
"Sept. 28, 2018",-53.42%
"Sept. 27, 2018",-52.69%
"Sept. 26, 2018",-54.31%
"Sept. 25, 2018",-55.12%
"Sept. 24, 2018",-52.79%
"Sept. 21, 2018",-50.83%
"Sept. 20, 2018",-48.77%
"Sept. 19, 2018",-46.86%
"Sept. 18, 2018",-48.24%
"Sept. 17, 2018",-46.93%
"Sept. 14, 2018",-47.73%
"Sept. 13, 2018",-47.28%
"Sept. 12, 2018",-47.26%
"Sept. 11, 2018",-48.02%
"Sept. 10, 2018",-47.48%
"Sept. 7, 2018",-48.38%
"Sept. 6, 2018",-49.80%
"Sept. 5, 2018",-49.27%
"Sept. 4, 2018",-49.60%
"Aug. 31, 2018",-47.29%
"Aug. 30, 2018",-47.41%
"Aug. 29, 2018",-46.93%
"Aug. 28, 2018",-47.85%
"Aug. 27, 2018",-47.86%
"Aug. 24, 2018",-48.56%
"Aug. 23, 2018",-48.59%
"Aug. 22, 2018",-49.31%
"Aug. 21, 2018",-48.43%
"Aug. 20, 2018",-49.90%
"Aug. 17, 2018",-50.30%
"Aug. 16, 2018",-51.00%
"Aug. 15, 2018",-51.39%
"Aug. 14, 2018",-51.30%
"Aug. 13, 2018",-50.60%
"Aug. 10, 2018",-49.53%
"Aug. 9, 2018",-49.67%
"Aug. 8, 2018",-48.94%
"Aug. 7, 2018",-48.65%
"Aug. 6, 2018",-49.19%
"Aug. 3, 2018",-48.99%
"Aug. 2, 2018",-48.39%
"Aug. 1, 2018",-47.96%
"July 31, 2018",-46.78%
"July 30, 2018",-48.45%
"July 27, 2018",-49.36%
"July 26, 2018",-48.61%
"July 25, 2018",-48.47%
"July 24, 2018",-48.41%
"July 23, 2018",-49.86%
"July 20, 2018",-50.84%
"July 19, 2018",-49.03%
"July 18, 2018",-48.87%
"July 17, 2018",-48.96%
"July 16, 2018",-48.10%
"July 13, 2018",-48.15%
"July 12, 2018",-47.37%
"July 11, 2018",-46.97%
"July 10, 2018",-45.58%
"July 9, 2018",-46.65%
"July 6, 2018",-47.36%
"July 5, 2018",-50.90%
"July 3, 2018",-51.29%
"July 2, 2018",-50.50%
"June 29, 2018",-49.63%
"June 28, 2018",-48.93%
"June 27, 2018",-48.70%
"June 26, 2018",-50.24%
"June 25, 2018",-53.75%
"June 22, 2018",-52.63%
"June 21, 2018",-54.07%
"June 20, 2018",-54.21%
"June 19, 2018",-55.03%
"June 18, 2018",-54.48%
"June 15, 2018",-54.04%
"June 14, 2018",-52.46%
"June 13, 2018",-51.18%
"June 12, 2018",-51.69%
"June 11, 2018",-49.96%
"June 8, 2018",-49.51%
"June 7, 2018",-50.22%
"June 6, 2018",-51.16%
"June 5, 2018",-50.68%
"June 4, 2018",-50.82%
"June 1, 2018",-49.13%
"May 31, 2018",-48.58%
"May 30, 2018",-48.21%
"May 29, 2018",-48.34%
"May 25, 2018",-46.78%
"May 24, 2018",-47.54%
"May 23, 2018",-49.86%
"May 22, 2018",-45.74%
"May 21, 2018",-45.60%
"May 18, 2018",-45.52%
"May 17, 2018",-45.17%
"May 16, 2018",-46.40%
"May 15, 2018",-47.80%
"May 14, 2018",-47.97%
"May 11, 2018",-49.43%
"May 10, 2018",-48.82%
"May 9, 2018",-49.46%
"May 8, 2018",-50.91%
"May 7, 2018",-51.85%
"May 4, 2018",-51.71%
"May 3, 2018",-52.34%
"May 2, 2018",-51.09%
"May 1, 2018",-51.45%
"April 30, 2018",-51.47%
"April 27, 2018",-50.55%
"April 26, 2018",-50.85%
"April 25, 2018",-52.29%
"April 24, 2018",-50.32%
"April 23, 2018",-50.86%
"April 20, 2018",-51.97%
"April 19, 2018",-53.37%
"April 18, 2018",-54.22%
"April 17, 2018",-53.48%
"April 16, 2018",-54.91%
"April 13, 2018",-54.36%
"April 12, 2018",-55.73%
"April 11, 2018",-56.82%
"April 10, 2018",-56.51%
"April 9, 2018",-57.22%
"April 6, 2018",-56.36%
"April 5, 2018",-55.19%
"April 4, 2018",-55.76%
"April 3, 2018",-56.06%
"April 2, 2018",-55.97%
"March 29, 2018",-54.58%
"March 28, 2018",-53.82%
"March 27, 2018",-54.35%
"March 26, 2018",-56.63%
"March 23, 2018",-55.87%
"March 22, 2018",-54.79%
"March 21, 2018",-52.77%
"March 20, 2018",-54.14%
"March 19, 2018",-52.91%
"March 16, 2018",-51.90%
"March 15, 2018",-51.75%
"March 14, 2018",-51.69%
"March 13, 2018",-51.67%
"March 12, 2018",-50.13%
"March 9, 2018",-49.63%
"March 8, 2018",-51.28%
"March 7, 2018",-51.41%
"March 6, 2018",-51.20%
"March 5, 2018",-52.12%
"March 2, 2018",-53.23%
"March 1, 2018",-53.56%
"Feb. 28, 2018",-52.67%
"Feb. 27, 2018",-51.57%
"Feb. 26, 2018",-51.47%
"Feb. 23, 2018",-51.73%
"Feb. 22, 2018",-51.80%
"Feb. 21, 2018",-52.52%
"Feb. 20, 2018",-51.47%
"Feb. 16, 2018",-50.57%
"Feb. 15, 2018",-51.07%
"Feb. 14, 2018",-50.79%
"Feb. 13, 2018",-51.17%
"Feb. 12, 2018",-50.13%
"Feb. 9, 2018",-49.51%
"Feb. 8, 2018",-50.90%
"Feb. 7, 2018",-48.41%
"Feb. 6, 2018",-48.52%
"Feb. 5, 2018",-49.80%
"Feb. 2, 2018",-47.30%
"Feb. 1, 2018",-46.04%
"Jan. 31, 2018",-45.56%
"Jan. 30, 2018",-46.76%
"Jan. 29, 2018",-45.75%
"Jan. 26, 2018",-46.80%
"Jan. 25, 2018",-46.72%
"Jan. 24, 2018",-45.20%
"Jan. 23, 2018",-43.23%
"Jan. 22, 2018",-47.04%
"Jan. 19, 2018",-47.90%
"Jan. 18, 2018",-46.30%
"Jan. 17, 2018",-44.52%
"Jan. 16, 2018",-41.93%
"Jan. 12, 2018",-40.24%
"Jan. 11, 2018",-39.56%
"Jan. 10, 2018",-39.66%
"Jan. 9, 2018",-41.00%
"Jan. 8, 2018",-42.17%
"Jan. 5, 2018",-41.18%
"Jan. 4, 2018",-41.55%
"Jan. 3, 2018",-42.73%
"Jan. 2, 2018",-43.10%
"Dec. 29, 2017",-44.97%
"Dec. 28, 2017",-45.24%
"Dec. 27, 2017",-45.52%
"Dec. 26, 2017",-45.33%
"Dec. 22, 2017",-45.00%
"Dec. 21, 2017",-45.63%
"Dec. 20, 2017",-45.89%
"Dec. 19, 2017",-44.89%
"Dec. 18, 2017",-44.06%
"Dec. 15, 2017",-42.99%
"Dec. 14, 2017",-44.00%
"Dec. 13, 2017",-44.05%
"Dec. 12, 2017",-43.79%
"Dec. 11, 2017",-44.46%
"Dec. 8, 2017",-43.83%
"Dec. 7, 2017",-43.96%
"Dec. 6, 2017",-43.34%
"Dec. 5, 2017",-42.91%
"Dec. 4, 2017",-42.72%
"Dec. 1, 2017",-43.04%
"Nov. 30, 2017",-40.54%
"Nov. 29, 2017",-40.48%
"Nov. 28, 2017",-41.09%
"Nov. 27, 2017",-42.37%
"Nov. 24, 2017",-41.96%
"Nov. 22, 2017",-41.79%
"Nov. 21, 2017",-42.24%
"Nov. 20, 2017",-41.38%
"Nov. 17, 2017",-40.86%
"Nov. 16, 2017",-40.63%
"Nov. 15, 2017",-40.62%
"Nov. 14, 2017",-41.33%
"Nov. 13, 2017",-38.07%
"Nov. 10, 2017",-32.62%
"Nov. 9, 2017",-32.53%
"Nov. 8, 2017",-31.61%
"Nov. 7, 2017",-31.05%
"Nov. 6, 2017",-29.22%
"Nov. 3, 2017",-28.78%
"Nov. 2, 2017",-30.01%
"Nov. 1, 2017",-30.68%
"Oct. 31, 2017",-30.72%
"Oct. 30, 2017",-30.15%
"Oct. 27, 2017",-27.38%
"Oct. 26, 2017",-26.15%
"Oct. 25, 2017",-24.96%
"Oct. 24, 2017",-24.31%
"Oct. 23, 2017",-22.98%
"Oct. 20, 2017",-18.03%
"Oct. 19, 2017",-18.86%
"Oct. 18, 2017",-20.22%
"Oct. 17, 2017",-19.62%
"Oct. 16, 2017",-19.14%
"Oct. 13, 2017",-20.13%
"Oct. 12, 2017",-20.24%
"Oct. 11, 2017",-20.23%
"Oct. 10, 2017",-19.06%
"Oct. 9, 2017",-19.43%
"Oct. 6, 2017",-16.67%
"Oct. 5, 2017",-16.81%
"Oct. 4, 2017",-17.02%
"Oct. 3, 2017",-16.33%
"Oct. 2, 2017",-17.05%
"Sept. 29, 2017",-18.12%
"Sept. 28, 2017",-18.93%
"Sept. 27, 2017",-18.44%
"Sept. 26, 2017",-15.61%
"Sept. 25, 2017",-15.99%
"Sept. 22, 2017",-17.21%
"Sept. 21, 2017",-17.09%
"Sept. 20, 2017",-18.03%
"Sept. 19, 2017",-17.77%
"Sept. 18, 2017",-17.59%
"Sept. 15, 2017",-19.56%
"Sept. 14, 2017",-18.32%
"Sept. 13, 2017",-19.23%
"Sept. 12, 2017",-21.58%
"Sept. 11, 2017",-21.22%
"Sept. 8, 2017",-23.26%
"Sept. 7, 2017",-22.67%
"Sept. 6, 2017",-19.74%
"Sept. 5, 2017",-20.87%
"Sept. 1, 2017",-19.42%
"Aug. 31, 2017",-21.41%
"Aug. 30, 2017",-22.60%
"Aug. 29, 2017",-22.07%
"Aug. 28, 2017",-21.65%
"Aug. 25, 2017",-21.53%
"Aug. 24, 2017",-22.17%
"Aug. 23, 2017",-21.90%
"Aug. 22, 2017",-21.46%
"Aug. 21, 2017",-21.63%
"Aug. 18, 2017",-21.89%
"Aug. 17, 2017",-20.90%
"Aug. 16, 2017",-19.53%
"Aug. 15, 2017",-19.53%
"Aug. 14, 2017",-18.82%
"Aug. 11, 2017",-19.46%
"Aug. 10, 2017",-19.09%
"Aug. 9, 2017",-17.86%
"Aug. 8, 2017",-18.26%
"Aug. 7, 2017",-18.06%
"Aug. 4, 2017",-17.29%
"Aug. 3, 2017",-17.25%
"Aug. 2, 2017",-17.81%
"Aug. 1, 2017",-18.33%
"July 31, 2017",-17.76%
"July 28, 2017",-18.30%
"July 27, 2017",-17.55%
"July 26, 2017",-18.68%
"July 25, 2017",-19.60%
"July 24, 2017",-20.68%
"July 21, 2017",-20.50%
"July 20, 2017",-18.58%
"July 19, 2017",-18.19%
"July 18, 2017",-18.29%
"July 17, 2017",-18.43%
"July 14, 2017",-17.93%
"July 13, 2017",-17.21%
"July 12, 2017",-17.61%
"July 11, 2017",-18.10%
"July 10, 2017",-19.13%
"July 7, 2017",-17.82%
"July 6, 2017",-17.11%
"July 5, 2017",-13.04%
"July 3, 2017",-12.83%
"June 30, 2017",-14.20%
"June 29, 2017",-11.55%
"June 28, 2017",-9.55%
"June 27, 2017",-7.20%
"June 26, 2017",-7.41%
"June 23, 2017",-11.61%
"June 22, 2017",-10.49%
"June 21, 2017",-10.21%
"June 20, 2017",-8.76%
"June 19, 2017",-5.88%
"June 16, 2017",-5.35%
"June 15, 2017",-5.39%
"June 14, 2017",-5.75%
"June 13, 2017",-4.63%
"June 12, 2017",-3.66%
"June 9, 2017",-7.61%
"June 8, 2017",-8.97%
"June 7, 2017",-8.16%
"June 6, 2017",-7.27%
"June 5, 2017",-6.55%
"June 2, 2017",-7.22%
"June 1, 2017",-7.94%
"May 31, 2017",-9.43%
"May 30, 2017",-9.16%
"May 26, 2017",-8.56%
"May 25, 2017",-8.64%
"May 24, 2017",-6.77%
"May 23, 2017",-4.10%
"May 22, 2017",-4.67%
"May 19, 2017",-4.46%
"May 18, 2017",-7.19%
"May 17, 2017",-7.74%
"May 16, 2017",-6.41%
"May 15, 2017",-4.93%
"May 12, 2017",-6.05%
"May 11, 2017",-4.85%
"May 10, 2017",-5.84%
"May 9, 2017",-3.15%
"May 8, 2017",-3.49%
"May 5, 2017",-2.24%
"May 4, 2017",-2.89%
"May 3, 2017",-4.57%
"May 2, 2017",-6.15%
"May 1, 2017",-5.89%
"April 28, 2017",-6.18%
"April 27, 2017",-5.98%
"April 26, 2017",-5.31%
"April 25, 2017",-4.01%
"April 24, 2017",-3.93%
"April 21, 2017",-4.62%
"April 20, 2017",-2.82%
"April 19, 2017",-3.69%
"April 18, 2017",-3.93%
"April 17, 2017",-4.48%
"April 13, 2017",-4.58%
"April 12, 2017",-3.38%
"April 11, 2017",-2.18%
"April 10, 2017",-2.53%
"April 7, 2017",-2.09%
"April 6, 2017",-3.14%
"April 5, 2017",-3.26%
"April 4, 2017",-3.87%
"April 3, 2017",-6.42%
"March 31, 2017",-6.26%
"March 30, 2017",-6.16%
"March 29, 2017",-5.72%
"March 28, 2017",-5.94%
"March 27, 2017",-5.37%
"March 24, 2017",-4.47%
"March 23, 2017",-4.67%
"March 22, 2017",-4.93%
"March 21, 2017",-5.47%
"March 20, 2017",-3.82%
"March 17, 2017",-3.49%
"March 16, 2017",-1.39%
"March 15, 2017",-1.72%
"March 14, 2017",-2.41%
"March 13, 2017",-1.58%
"March 10, 2017",1.14%
"March 9, 2017",-1.30%
"March 8, 2017",-0.86%
"March 7, 2017",-1.42%
"March 6, 2017",-1.51%
"March 3, 2017",-0.33%
"March 2, 2017",0.03%
"March 1, 2017",1.04%
"Feb. 28, 2017",1.39%
"Feb. 27, 2017",1.84%
"Feb. 24, 2017",4.25%
"Feb. 23, 2017",2.74%
"Feb. 22, 2017",3.13%
"Feb. 21, 2017",5.17%
"Feb. 17, 2017",3.51%
"Feb. 16, 2017",5.51%
"Feb. 15, 2017",7.40%
"Feb. 14, 2017",7.15%
"Feb. 13, 2017",6.30%
"Feb. 10, 2017",5.02%
"Feb. 9, 2017",4.63%
"Feb. 8, 2017",4.47%
"Feb. 7, 2017",3.57%
"Feb. 6, 2017",3.92%
"Feb. 3, 2017",3.59%
"Feb. 2, 2017",5.10%
"Feb. 1, 2017",3.67%
"Jan. 31, 2017",2.06%
"Jan. 30, 2017",2.96%
"Jan. 27, 2017",7.18%
"Jan. 26, 2017",7.10%
"Jan. 25, 2017",8.31%
"Jan. 24, 2017",6.23%
"Jan. 23, 2017",5.35%
"Jan. 20, 2017",9.04%
"Jan. 19, 2017",9.55%
"Jan. 18, 2017",9.62%
"Jan. 17, 2017",9.76%
"Jan. 13, 2017",11.05%
"Jan. 12, 2017",9.60%
"Jan. 11, 2017",10.11%
"Jan. 10, 2017",10.26%
"Jan. 9, 2017",10.58%
"Jan. 6, 2017",4.50%
"Jan. 5, 2017",2.54%
"Jan. 4, 2017",3.22%
"Jan. 3, 2017",1.73%
"Dec. 30, 2016",1.77%
"Dec. 29, 2016",1.37%
"Dec. 28, 2016",2.59%
"Dec. 27, 2016",3.47%
"Dec. 23, 2016",3.00%
"Dec. 22, 2016",4.36%
"Dec. 21, 2016",5.69%
"Dec. 20, 2016",6.51%
"Dec. 19, 2016",5.42%
"Dec. 16, 2016",2.49%
"Dec. 15, 2016",3.10%
"Dec. 14, 2016",4.10%
"Dec. 13, 2016",4.89%
"Dec. 12, 2016",5.29%
"Dec. 9, 2016",4.30%
"Dec. 8, 2016",4.44%
"Dec. 7, 2016",4.05%
"Dec. 6, 2016",2.23%
"Dec. 5, 2016",2.03%
"Dec. 2, 2016",4.57%
"Dec. 1, 2016",4.04%
"Nov. 30, 2016",2.74%
"Nov. 29, 2016",2.27%
"Nov. 28, 2016",2.93%
"Nov. 25, 2016",3.56%
"Nov. 23, 2016",2.45%
"Nov. 22, 2016",1.70%
"Nov. 21, 2016",0.68%
"Nov. 18, 2016",0.49%
"Nov. 17, 2016",1.55%
"Nov. 16, 2016",1.25%
"Nov. 15, 2016",1.55%
"Nov. 14, 2016",0.76%
