Changes in Working Capital,-146.27M,259.40M,-80.48M,-152.30M,-124.01M,268.28M,22.33M,-273.93M,195.14M,46.30M,-19.03M,-148.90M,91.93M,34.18M,-62.82M,35.92M,33.22M,125.01M,-54.89M,-13.42M,-169.00M,91.41M,-146.71M,-101.83M,27.90M,11.57M,-104.63M,-241.39M,85.79M,-97.31M,59.70M,-159.33M,-136.53M,126.19M,91.06M,6.942M,-132.85M,-22.49M,53.16M,-19.97M,-46.73M,14.01M,56.39M,-105.49M,-7.815M,-94.90M,13.47M,-29.46M,-32.09M,-82.98M,62.76M,-437.72M,367.92M,32.90M,25.35M,-49.81M,-99.61M,6.088M,-52.43M,95.50M,88.87M,-309.01M,-3.237M,136.37M,-86.32M,89.23M,-18.64M,-75.64M,157.41M,-24.97M,29.77M,34.30M,-239.80M,66.15M,-372.48M,327.08M,47.01M,-18.18M,-28.94M,-39.54M,72.20M,-28.47M,6.868M,63.80M,-36.70M,-84.40M,-43.50M,109.60M,58.00M,9.10M,71.70M,-110.60M,129.30M,0.50M,25.30M,-36.20M,-30.50M,28.40M,0.60M,-33.30M,60.60M,44.10M,-23.70M,23.10M
Cash from Operations,1.807B,-721.79M,496.59M,428.00M,1.613B,-480.47M,520.42M,177.71M,520.36M,1.260B,-229.82M,445.35M,557.87M,671.93M,478.47M,499.96M,-651.26M,486.04M,373.74M,491.54M,247.96M,507.35M,402.87M,493.80M,486.57M,407.94M,295.88M,473.14M,365.22M,475.60M,311.59M,8.816M,81.94M,201.75M,313.93M,372.77M,249.82M,309.87M,308.08M,225.70M,227.99M,252.79M,368.38M,139.95M,228.70M,144.47M,184.08M,97.73M,180.28M,105.65M,229.11M,-266.61M,26.81M,167.12M,170.42M,42.73M,88.45M,75.83M,87.82M,189.11M,88.49M,-65.35M,166.64M,327.30M,132.66M,249.10M,85.91M,125.75M,122.65M,119.87M,126.24M,220.98M,-93.72M,255.14M,-16.96M,232.28M,161.96M,149.22M,153.10M,114.11M,4.10M,140.34M,159.86M,309.90M,115.80M,170.40M,104.10M,298.40M,88.00M,136.70M,105.30M,47.20M,146.80M,164.80M,203.10M,300.80M,166.80M,293.50M,161.20M,261.80M,246.80M,274.00M,139.50M,260.60M
Net Change in Capital Expenditures,-2.702B,1.169B,-703.06M,-674.69M,-2.334B,1.015B,-644.34M,-607.33M,-705.82M,-1.304B,185.06M,-523.56M,-617.70M,-490.00M,-437.70M,-431.47M,573.27M,-436.91M,-377.79M,-362.59M,-486.25M,-393.45M,-375.35M,-348.69M,-383.03M,-373.51M,-311.30M,-388.95M,-390.52M,-391.37M,-386.08M,-304.29M,-327.67M,-280.53M,-231.84M,-236.69M,-276.89M,-235.18M,-239.92M,-202.49M,-273.70M,-213.55M,-212.00M,-208.90M,-303.58M,-326.70M,-337.00M,-288.14M,-364.59M,-259.09M,-263.43M,-227.70M,-271.88M,-219.60M,-176.88M,-203.82M,-253.82M,-189.47M,-165.25M,-166.82M,-193.75M,-147.32M,-154.13M,-148.62M,-181.74M,-155.37M,-134.71M,-91.81M,-157.65M,-114.83M,-115.12M,-97.36M,-124.54M,-102.73M,-114.16M,-101.16M,-157.03M,-90.86M,-98.07M,-68.06M,-103.60M,-60.91M,-78.69M,-86.40M,-72.50M,-66.40M,-37.60M,-57.50M,-59.90M,-61.90M,-60.00M,-58.50M,-74.20M,-56.20M,-48.70M,-58.30M,-69.20M,-58.30M,-66.20M,-56.00M,-111.50M,-53.00M,-62.30M,-61.40M
Sale of PPE,0.00,,0.00,0.00,193.92M,-116.81M,-13.83M,130.64M,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.903M,0.753M,0.15M,,-24.65M,0.857M,23.79M,,,,,,,,,,,,,,13.45M,0.05M,-0.05M,1.035B,,,,,517.00M,48.40M,,,,,,,,,,,,,,,,,,,5.70M,-14.50M,-2.30M,11.10M
Net Change in PP&E,-2.702B,1.169B,-703.06M,-674.69M,-2.140B,898.66M,-658.18M,-476.69M,-705.82M,-1.304B,185.06M,-523.56M,-617.70M,-490.00M,-437.70M,-431.47M,573.27M,-436.91M,-377.79M,-362.59M,-486.25M,-393.45M,-375.35M,-348.69M,-383.03M,-373.51M,-311.30M,-388.95M,-390.52M,-391.37M,-386.08M,-304.29M,-327.67M,-280.53M,-231.84M,-236.69M,-276.89M,-235.18M,-239.92M,-202.49M,-273.70M,-213.55M,-212.00M,-208.90M,-303.58M,-326.70M,-337.00M,-288.14M,-364.59M,-259.09M,-263.43M,-227.70M,-272.78M,-218.85M,-176.73M,-203.82M,-278.47M,-188.61M,-141.46M,-166.82M,-193.75M,-147.32M,-154.13M,-148.62M,-181.74M,-155.37M,-134.71M,-91.81M,-157.65M,-114.83M,-115.12M,-97.36M,-111.09M,-102.68M,-114.21M,934.03M,-157.03M,-90.86M,-98.07M,-68.06M,413.40M,-12.51M,-78.69M,-86.40M,-72.50M,-66.40M,-37.60M,-57.50M,-59.90M,-61.90M,-60.00M,-58.50M,-74.20M,-56.20M,-48.70M,-58.30M,-69.20M,-58.30M,-66.20M,-56.00M,-105.80M,-67.50M,-64.60M,-50.30M
Net Divestitures (Acquisitions),-416.34M,265.96M,-16.82M,-249.14M,-205.15M,13.22M,-5.88M,-7.34M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.74M,0.00,0.00,-1.908M,1.040B,-19.43M,,,,,,,,,,,,,,,15.30M,-15.30M,,,,,,,0.00,-260.35M,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Net Change in Investments,29.33M,-45.95M,49.25M,-3.297M,137.36M,-1.846M,-0.328M,2.174M,8.034M,14.36M,-5.084M,5.084M,-217.90M,1.675M,3.959M,1.378M,36.04M,1.79M,21.75M,-2.005M,-11.16M,-0.195M,3.241M,-4.10M,1.089M,28.50M,4.115M,-85.96M,-11.48M,-9.206M,-10.02M,-0.623M,-0.743M,-0.593M,-0.611M,-0.584M,-0.569M,-0.676M,-0.60M,-0.494M,7.35M,0.097M,1.324M,-3.104M,-0.988M,-9.691M,-0.656M,8.339M,60.66M,-1.092M,-1.449M,-1.34M,-4.149M,-1.101M,5.61M,-0.818M,7.312M,-12.47M,0.653M,-0.653M,63.63M,-63.63M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Other Investing Changes,23.30M,-3.151M,-0.838M,4.893M,-192.32M,199.98M,-3.042M,2.14M,29.65M,-20.59M,12.52M,-16.10M,45.67M,-6.472M,-8.485M,5.494M,2.769M,-7.59M,4.755M,0.066M,28.83M,-8.142M,1.836M,1.637M,-0.306M,3.844M,36.28M,28.00M,-4.582M,28.99M,8.826M,2.448M,19.68M,-1.021M,41.68M,0.328M,9.255M,-6.043M,-3.891M,-0.478M,-4.298M,1.359M,0.086M,2.853M,1.816M,0.845M,0.545M,1.84M,-4.111M,0.823M,-41.38M,51.90M,20.35M,-30.82M,-15.07M,-5.501M,42.29M,1.679M,11.58M,-6.036M,-86.95M,79.59M,-24.89M,6.087M,-14.99M,2.032M,-17.47M,1.587M,343.68M,59.10M,-7.993M,-44.15M,123.98M,-170.00M,-198.70M,-1.104B,7.213M,243.71M,-25.61M,-293.34M,-6.00M,4.246M,-56.35M,-26.50M,-29.40M,-27.40M,3.60M,-33.50M,22.20M,-25.60M,-38.50M,-47.40M,-27.30M,-29.40M,-13.50M,-20.50M,-30.80M,-17.50M,-23.00M,-20.10M,-4.10M,-11.50M,-7.80M,-10.20M
Cash from Investing,-3.066B,1.386B,-671.46M,-922.24M,-2.400B,1.110B,-667.43M,-479.72M,-1.578B,-1.310B,192.51M,-534.58M,-789.93M,-494.80M,-442.22M,-424.60M,612.08M,-442.71M,-351.28M,-364.52M,-468.58M,-401.79M,-370.28M,-351.15M,-382.24M,-341.16M,-270.91M,-446.91M,-406.59M,-371.59M,-387.28M,-302.47M,-308.73M,-282.15M,-190.76M,-236.94M,-268.21M,-241.89M,-244.41M,-203.46M,-270.65M,-212.10M,-210.59M,-209.15M,-302.75M,-335.54M,-337.11M,-277.96M,-322.79M,-259.36M,-306.26M,-179.06M,783.59M,-270.19M,-186.18M,-210.14M,-197.41M,-199.40M,-129.23M,-173.51M,-217.07M,-131.36M,-179.02M,-142.53M,-196.73M,-153.33M,-152.18M,-90.22M,201.33M,-71.03M,-123.12M,-141.52M,-12.93M,-272.68M,-312.91M,-170.25M,-149.82M,-107.50M,-123.68M,-361.40M,407.40M,-8.266M,-135.03M,-112.90M,-101.90M,-93.80M,-34.00M,-91.00M,-37.70M,-87.50M,-98.50M,-105.90M,-101.50M,-85.60M,-62.20M,-78.80M,-100.00M,-75.80M,-89.20M,-76.10M,-109.90M,-79.00M,-72.40M,-60.50M
Net Change in Long Term Debt,759.19M,-305.07M,-10.65M,548.49M,1.097B,-517.38M,66.96M,759.78M,1.129B,457.30M,-35.80M,277.00M,414.00M,-32.50M,97.50M,108.55M,-25.42M,86.68M,83.62M,50.42M,354.17M,19.00M,34.85M,25.50M,412.72M,-651.96M,569.76M,337.47M,-40.78M,-58.65M,-286.24M,282.10M,-18.11M,243.12M,-19.54M,-16.87M,-65.14M,-67.12M,-16.32M,28.43M,89.13M,-62.88M,-50.16M,187.55M,-63.83M,-58.91M,451.67M,-61.14M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,,,,,,,,,,,,,,,,,,,,,,,,,-397.00M,720.50M,-492.50M,-228.00M,170.75M,95.75M,215.50M,343.00M,287.00M,-107.00M,-52.00M,-78.00M,111.00M,-1.313M,57.00M,0.00,-224.92M,-168.76M,0.001M,-124.91M,176.71M,355.19M,-271.00M,279.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Debt Issuance,759.19M,-305.07M,-10.65M,548.49M,1.097B,-517.38M,66.96M,759.78M,1.129B,457.30M,-35.80M,277.00M,414.00M,-32.50M,97.50M,108.55M,-142.92M,86.68M,83.62M,50.42M,354.17M,19.00M,34.85M,25.50M,15.72M,68.54M,77.26M,109.47M,129.97M,37.10M,-70.74M,625.10M,268.89M,136.12M,-71.54M,-94.87M,45.86M,-68.44M,40.68M,28.43M,-135.79M,-231.64M,-50.16M,62.64M,112.88M,296.27M,180.67M,217.86M,-18.80M,257.83M,24.20M,206.17M,-469.13M,249.90M,-0.309M,235.35M,-320.28M,176.62M,24.43M,27.54M,114.25M,265.50M,-64.56M,-66.43M,177.36M,-98.76M,147.05M,26.11M,75.67M,-42.37M,-2.972M,-34.45M,-678.76M,-25.97M,868.32M,-174.80M,-33.82M,-88.53M,42.93M,382.32M,-459.70M,-7.655M,-110.74M,8.50M,-21.20M,-40.70M,-175.90M,-51.40M,-115.60M,33.20M,-101.10M,166.00M,-14.40M,-75.40M,69.40M,-65.80M,-29.70M,-148.20M,-16.30M,-97.20M,-54.50M,-141.80M,-9.00M,-136.10M
Common Stock Issuance,852.25M,-426.90M,400.79M,26.11M,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.234M,1.118M,0.061M,387.35M,0.522M,0.44M,0.521M,4.041M,0.068M,0.468M,4.403M,4.117M,3.184M,2.242M,0.866M,3.202M,442.67M,0.596M,3.581M,3.984M,6.467M,1.684M,0.264M,2.522M,3.714M,2.477M,0.484M,6.979M,0.013M,1.48M,4.835M,1.13M,0.00,0.026M,1.314M,0.411M,1.57M,0.243M,2.332M,0.124M,2.30M,0.038M,1.662M,1.30M,2.30M,0.00,0.20M,0.20M,2.80M,0.20M,3.50M,,0.00,0.00,0.00,10.60M,14.20M,14.50M,14.60M,3.90M,3.60M,3.80M,3.70M,3.50M
Common Stock Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.672M,0.00,0.00,-23.21M,30.14M,-11.89M,0.00,-18.25M,341.59M,-22.25M,-343.60M,-36.50M,-0.732M,0.00,-124.54M,-1.50M,-16.00M,-3.80M,-25.00M,-1.50M,-13.50M,0.00,-25.00M,-23.70M,0.00,0.00,-25.00M,,-35.00M,0.00,0.00,-1.50M,-7.50M,0.00,0.00,-133.20M,,,,
