Amortization of Securities,,,,,,,,,,,,,0.00,-0.004M,1.796M,2.002M,1.846M,2.046M,1.296M,2.108M,1.955M,2.077M,1.572M,2.741M,2.077M,1.972M,2.425M,1.99M,-9.301M,5.417M,5.038M,5.911M,-100.41M,35.81M,37.10M,35.07M,-71.30M,22.34M,36.49M,28.04M,90.04M,19.27M,-32.24M,32.24M,-105.98M,36.29M,35.57M,34.12M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asset Impairment Charge,,,,,,,,,,,,,0.00,0.00,0.00,95.09M,192.18M,2.301B,0.00,,51.31M,0.00,,,0.00,0.00,21.59M,,200.00M,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Noncash Items,44.21M,-14.72M,30.39M,47.80M,-39.30M,59.94M,17.60M,-25.86M,-56.70M,128.34M,93.22M,41.90M,53.75M,19.71M,26.90M,49.61M,239.19M,22.76M,45.60M,108.44M,57.43M,101.79M,96.31M,115.78M,88.57M,111.29M,60.33M,54.40M,147.23M,175.37M,99.10M,48.56M,411.02M,-130.67M,100.42M,77.37M,215.16M,12.93M,1.054M,97.86M,-22.14M,264.41M,-12.97M,-36.60M,134.09M,10.14M,-69.76M,-39.16M,63.44M,-0.445M,47.29M,0.684M,118.03M,-19.80M,19.04M,1.361M,10.80M,22.74M,-9.11M,-11.77M,59.76M,-5.024M,18.62M,40.39M,148.31M,-78.82M,90.14M,-5.905M,138.50M,6.438M,4.131M,1.218M,-4.059M,5.416M,1.879M,6.568M,-2.971M,2.942M,14.10M,-4.14M,8.20M,0.70M,-5.30M,-3.40M,-17.90M,38.40M,-14.60M,-5.80M,2.70M,59.80M,-58.70M,-9.30M,-4.60M,0.30M,7.30M,1.70M,264.30M,-15.50M,6.40M,8.30M,24.80M,-15.40M,14.20M,7.40M,64.50M,8.50M,-43.20M,,3.90M,-26.00M,22.10M,8.10M,,,,,,,,
Change in Receivables,-103.34M,13.10M,-29.12M,-112.67M,2.16M,-5.839M,-30.76M,4.227M,-106.08M,-34.67M,89.04M,36.25M,43.83M,-33.26M,106.75M,2.354M,-91.79M,104.87M,-18.06M,302.60M,146.23M,82.72M,-45.88M,-7.251M,300.02M,291.74M,-416.54M,49.06M,-476.28M,-198.08M,223.10M,69.13M,405.52M,-25.50M,101.81M,-391.22M,-103.99M,-38.95M,65.56M,73.02M,103.71M,-103.71M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Inventories,5.86M,5.015M,-4.547M,3.93M,-4.573M,-0.316M,6.046M,15.64M,9.56M,-0.049M,1.421M,4.497M,10.60M,-11.11M,-6.326M,1.667M,1.267M,8.94M,35.02M,-60.56M,29.02M,-8.90M,4.616M,0.958M,65.44M,-40.12M,-28.24M,17.09M,62.07M,-60.36M,-101.57M,4.962M,-35.70M,119.26M,-163.16M,12.03M,76.23M,183.19M,-267.44M,-20.21M,167.29M,-167.29M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Prepaid Assets,8.395M,8.445M,-1.427M,-10.76M,-10.01M,-1.279M,-2.17M,3.446M,-9.533M,16.08M,-8.582M,17.79M,27.55M,22.88M,0.636M,98.89M,-57.79M,-46.86M,-33.37M,-6.825M,8.81M,38.96M,0.937M,-42.13M,247.81M,59.51M,-58.33M,-53.97M,-104.61M,-23.13M,-66.63M,-51.51M,38.60M,9.226M,-35.77M,-2.146M,16.61M,9.302M,-3.275M,-8.072M,-0.989M,0.989M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Payables and Accrued Expense,31.94M,19.07M,128.23M,21.00M,5.819M,-24.56M,52.94M,-26.86M,183.82M,-22.87M,-82.71M,-15.11M,32.68M,-39.48M,-82.94M,-213.39M,87.29M,-76.87M,-135.28M,18.55M,-200.33M,-153.68M,75.06M,60.25M,-297.76M,-168.39M,222.16M,61.34M,645.28M,120.19M,-476.48M,272.97M,-998.74M,185.69M,-232.79M,236.93M,325.70M,36.86M,196.56M,178.60M,-335.57M,335.57M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Current Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.59M,-135.67M,16.69M,-0.603M,-71.36M,-19.31M,30.00M,60.67M,199.41M,-199.41M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Current Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.30M,33.40M,24.00M,-57.40M,-2.70M,4.40M,15.30M,-19.70M,9.60M,-12.20M,-6.90M,-2.30M,-43.60M,54.30M,-28.60M,34.00M,43.60M,-54.80M,16.90M,-15.30M,-19.20M,35.70M,-64.10M,46.70M,,,,,-50.50M,11.60M,-5.30M,5.30M,72.60M,-40.70M,-3.30M,-50.50M,-105.10M,0.70M,28.10M,-14.10M
Change in Other Working Cap,,,,,,,,,,,,,-0.72M,-4.844M,-0.57M,6.134M,-0.939M,-0.229M,0.052M,5.04M,5.594M,-0.605M,-4.95M,6.845M,-24.64M,-35.47M,48.19M,27.43M,-42.50M,12.59M,17.17M,5.522M,15.91M,-2.567M,-2.019M,4.586M,-20.82M,-3.629M,-15.94M,-39.68M,144.20M,-144.20M,,,,,,,199.64M,-168.12M,0.923M,-32.44M,306.33M,87.34M,-313.77M,-79.90M,101.52M,-48.44M,-45.20M,-57.30M,-79.12M,60.92M,-77.09M,75.24M,-103.39M,60.00M,-38.16M,44.27M,77.30M,-21.83M,-30.18M,-66.19M,-14.08M,21.98M,-65.71M,29.86M,-1.138M,10.41M,18.10M,27.46M,12.60M,-12.60M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Working Capital,-57.14M,45.62M,93.14M,-98.50M,-6.602M,-32.00M,26.05M,-3.553M,77.78M,-41.51M,-0.837M,43.42M,113.93M,-65.82M,17.55M,-104.35M,-61.96M,-10.14M,-151.64M,258.81M,-10.67M,-41.51M,29.78M,18.67M,290.87M,107.27M,-232.76M,100.95M,83.95M,-148.79M,-404.42M,301.07M,-454.82M,150.43M,-315.23M,-140.42M,222.38M,167.46M,5.453M,244.33M,83.37M,-84.92M,-238.10M,44.97M,-21.64M,149.88M,210.69M,-245.22M,410.48M,-168.12M,0.923M,-32.44M,30.96M,87.34M,-313.77M,-79.90M,101.52M,-48.44M,-45.20M,-57.30M,-79.12M,60.92M,-77.09M,75.24M,-103.39M,60.00M,-38.16M,44.27M,77.30M,-21.83M,-30.18M,-66.19M,-14.08M,21.98M,-65.71M,29.86M,-1.138M,10.41M,18.10M,27.46M,-22.70M,20.80M,24.00M,-57.40M,-3.90M,4.40M,15.30M,-19.70M,-51.10M,-12.20M,-6.90M,-2.30M,17.40M,54.30M,-28.60M,34.00M,16.40M,-54.80M,16.90M,-15.30M,-34.50M,35.70M,-64.10M,46.70M,,,,,-42.50M,11.60M,-5.30M,5.30M,-19.00M,-40.70M,-3.30M,-50.50M,-54.50M,0.70M,28.10M,-14.10M
Other Cash from Operations,-0.578M,74.36M,-246.94M,246.94M,36.51M,370.34M,-334.77M,334.77M,,,,,-2.83M,-2.355M,2.873M,2.312M,-10.14M,80.58M,-20.59M,-64.86M,44.41M,-88.49M,63.27M,-58.75M,-32.77M,60.54M,207.35M,192.68M,-69.78M,181.80M,19.43M,13.45M,266.64M,91.64M,50.28M,47.94M,107.54M,51.95M,,,-0.686M,0.00,-2.904M,2.576M,13.24M,43.47M,45.78M,12.98M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Operations,335.30M,572.16M,191.30M,464.14M,184.54M,640.03M,-113.98M,445.66M,321.78M,227.34M,285.95M,305.51M,317.62M,164.62M,72.94M,45.62M,76.70M,461.90M,160.78M,468.98M,758.75M,790.64M,792.56M,667.12M,959.97M,1.010B,747.88M,921.13M,955.05M,754.11M,356.11M,991.01M,268.64M,958.80M,395.04M,522.90M,927.68M,753.14M,618.35M,829.40M,678.17M,673.96M,132.48M,380.03M,443.25M,1.088B,1.062B,446.53M,825.40M,231.71M,451.31M,232.00M,351.06M,440.37M,-5.958M,190.01M,455.54M,317.35M,245.74M,206.62M,226.38M,315.49M,249.28M,305.88M,108.99M,204.16M,126.59M,212.55M,265.16M,96.72M,138.26M,32.72M,108.77M,175.02M,118.47M,233.45M,207.74M,208.55M,171.18M,160.28M,108.00M,142.40M,100.70M,-9.40M,15.70M,120.20M,98.30M,63.30M,86.80M,171.30M,41.80M,101.90M,145.90M,129.60M,70.10M,128.70M,114.10M,34.40M,106.60M,67.80M,54.40M,119.40M,18.90M,144.60M,147.10M,79.50M,100.90M,35.50M,15.60M,82.40M,119.50M,74.80M,98.00M,49.00M,51.00M,37.90M,96.80M,88.30M,28.90M,78.40M
Net Change in Capital Expenditures,-334.49M,-350.66M,-1.601B,-270.34M,-1.008B,-232.39M,-318.18M,-247.05M,-203.61M,-274.76M,-220.02M,-211.63M,-145.28M,-177.08M,-394.56M,-210.03M,-574.67M,-541.45M,-609.78M,-823.84M,-872.76M,-966.16M,-844.33M,-996.22M,-894.84M,-841.60M,-888.49M,-965.41M,-1.385B,-842.03M,-752.88M,-561.70M,-585.26M,-620.46M,-718.45M,-508.91M,-637.62M,-509.54M,-549.84M,-531.52M,-451.29M,-539.71M,-499.08M,-518.77M,-643.20M,-549.94M,-529.15M,-514.33M,-669.75M,-466.04M,-513.12M,-300.31M,-320.30M,-273.66M,-324.79M,-285.69M,-365.11M,-304.73M,-317.07M,-259.33M,-207.31M,-332.99M,-202.63M,-195.52M,-163.67M,-287.85M,-234.07M,-183.28M,-150.78M,-198.84M,-211.38M,-204.86M,-225.80M,-193.88M,-214.17M,-179.65M,-138.97M,-132.88M,-112.94M,-127.54M,-75.10M,-97.20M,-92.90M,-94.20M,-69.00M,-99.10M,-95.10M,-102.00M,-132.40M,-106.80M,-111.70M,-117.10M,-128.90M,-108.10M,-90.70M,-90.40M,-92.40M,-71.50M,-56.90M,-75.50M,-123.00M,-93.80M,-105.60M,-91.20M,-200.00M,-98.50M,-186.60M,-85.10M,-54.20M,-71.60M,-50.70M,-59.10M,-59.20M,-51.50M,-60.30M,-52.20M,-67.00M,-55.30M,-60.50M,-54.80M
Sale of PPE,1.31M,2.256M,16.82M,,0.254M,0.30M,0.361M,0.26M,0.36M,4.843M,0.206M,64.10M,0.521M,1.298M,1.153B,0.033M,0.069M,0.736M,5.864M,417.24M,1.464B,0.049M,3.063M,0.026M,,,,,,,,,27.38M,-27.54M,27.46M,0.076M,-0.006M,0.403M,0.247M,1.545M,0.046M,0.41M,1.16M,,,,,,2.885M,0.807M,1.218M,16.73M,4.047M,7.601M,7.463M,4.732M,-0.976M,13.21M,159.84M,0.583M,0.866M,18.87M,3.531M,37.14M,110.72M,8.864M,61.03M,8.006M,12.67M,26.74M,0.771M,27.88M,13.09M,0.803M,156.81M,2.266M,6.155M,6.503M,3.687M,4.36M,7.60M,30.90M,1.40M,1.00M,4.80M,1.10M,2.40M,1.20M,29.50M,8.70M,1.20M,4.40M,3.80M,46.10M,4.70M,0.90M,0.10M,7.00M,0.30M,1.00M,1.40M,1.70M,1.40M,1.00M,1.60M,2.30M,1.00M,0.80M,-1.50M,3.30M,1.00M,0.90M,6.80M,1.60M,1.30M,2.40M,3.60M,53.80M,58.70M,1.10M
Net Change in PP&E,-333.18M,-348.41M,-1.584B,-270.34M,-1.008B,-232.09M,-317.82M,-246.79M,-203.25M,-269.92M,-219.82M,-147.53M,-144.76M,-175.78M,758.73M,-210.00M,-574.60M,-540.72M,-603.91M,-406.60M,591.15M,-966.11M,-841.26M,-996.19M,-893.19M,-841.60M,-888.49M,-965.41M,-1.385B,-842.03M,-752.88M,-561.70M,-560.71M,-645.17M,-690.99M,-508.84M,-637.62M,-509.14M,-549.59M,-529.98M,-451.24M,-539.30M,-505.33M,-511.36M,-319.90M,-544.42M,-503.67M,-506.66M,-666.86M,-465.24M,-511.90M,-283.58M,-316.26M,-266.06M,-317.32M,-280.96M,-366.09M,-291.52M,-157.24M,-258.74M,-206.44M,-314.12M,-199.10M,-158.38M,-52.95M,-278.99M,-173.04M,-175.28M,-138.11M,-172.10M,-210.61M,-176.98M,-212.71M,-193.08M,-57.36M,-177.38M,-132.81M,-126.38M,-109.26M,-123.18M,-67.50M,-66.30M,-91.50M,-93.20M,-64.20M,-98.00M,-92.70M,-100.80M,-102.90M,-98.10M,-110.50M,-112.70M,-125.10M,-62.00M,-86.00M,-89.50M,-92.30M,-64.50M,-56.60M,-74.50M,-121.60M,-92.10M,-104.20M,-90.20M,-198.40M,-96.20M,-185.60M,-84.30M,-55.70M,-68.30M,-49.70M,-58.20M,-52.40M,-49.90M,-59.00M,-49.80M,-63.40M,-1.50M,-1.80M,-53.70M
Total Net Change in Investments,,,,,,,,,0.00,36.64M,170.98M,-99.45M,3.476M,11.48M,12.45M,37.71M,230.21M,-46.44M,-2.145M,35.72M,-1.123M,-32.82M,-55.37M,2.839M,-85.05M,-159.91M,85.65M,-99.94M,376.00M,-20.83M,23.58M,37.74M,-38.39M,44.38M,-81.07M,159.54M,2.025B,-1.839B,92.88M,-116.62M,15.29M,-209.63M,28.88M,-193.22M,190.77M,-266.04M,-345.07M,0.00,59.82M,-59.82M,,,,,,,0.00,0.00,0.00,17.89M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Other Investing Changes,,,,,,,,,,,,,-0.001M,0.411M,14.02M,-21.66M,5.89M,1.03M,-20.34M,-0.226M,0.304M,-6.226M,-9.271M,-3.736M,0.303M,-1.86M,-0.274M,2.122M,1.669M,-0.011M,-5.417M,4.012M,-377.15M,375.75M,2.096M,2.23M,-1.963B,1.887B,-15.53M,-7.58M,-7.896M,-88.97M,64.53M,-1.72M,-368.90M,-1.413M,250.68M,98.38M,7.735M,-3.235M,-12.39M,-2.751M,7.583M,-12.28M,-3.399M,-2.738M,-4.721M,1.037M,-5.983M,-0.276M,-0.387M,0.849M,15.43M,-16.73M,1.049M,0.18M,0.05M,0.03M,-2.10M,-0.079M,0.147M,-0.145M,-1.12M,-0.032M,-0.166M,-0.092M,0.396M,0.062M,-0.057M,-0.01M,0.40M,-2.50M,-0.90M,-0.60M,-1.70M,0.00,2.20M,-2.30M,0.40M,0.10M,0.30M,-0.20M,-9.50M,-8.00M,-0.70M,-0.30M,-2.50M,-8.30M,0.80M,-0.40M,-0.60M,0.10M,-0.20M,-0.60M,0.20M,-0.40M,2.80M,-0.10M,15.20M,-3.60M,-1.10M,348.40M,-19.10M,-0.20M,-0.30M,-0.50M,0.50M,1.10M,-0.50M,-0.40M
Cash from Investing,-296.35M,1.637B,-1.531B,-323.21M,-1.039B,-292.81M,-264.13M,-300.49M,-302.89M,-233.28M,-48.83M,-246.98M,-141.28M,-163.89M,785.21M,-193.95M,-338.53M,-586.10M,-621.12M,-371.05M,801.97M,-1.008B,-910.13M,-1.002B,-985.31M,-1.039B,-773.00M,-933.94M,-1.087B,-953.08M,-751.59M,-525.51M,-269.46M,-198.25M,-784.11M,-362.54M,-740.90M,-461.50M,-472.24M,-654.17M,-453.85M,-759.84M,-482.57M,-635.65M,-460.93M,-818.19M,-624.42M,-419.66M,-947.60M,-528.29M,-524.29M,-286.33M,-308.67M,-278.35M,-320.72M,-283.70M,-370.81M,-290.48M,-163.22M,-241.13M,-224.35M,-305.45M,954.62M,-175.11M,-189.71M,-207.04M,-244.76M,-175.24M,-263.15M,-172.18M,-210.46M,-177.13M,-213.83M,-193.11M,-57.53M,-177.48M,-259.89M,-126.32M,-109.31M,-123.19M,-67.10M,-68.80M,-92.40M,-93.80M,-65.90M,-98.00M,-90.50M,-103.10M,-102.50M,-98.00M,-110.20M,-112.90M,-134.60M,-70.00M,-86.70M,-89.80M,-94.80M,-72.80M,-55.80M,-74.90M,-122.20M,-92.00M,-104.40M,-90.80M,-198.20M,-96.60M,-182.80M,-84.40M,-40.50M,-71.90M,-50.80M,290.20M,-71.50M,-50.10M,-59.30M,-50.30M,-62.90M,-0.40M,-2.30M,-54.10M
Net Change in Long Term Debt,20.88M,-1.900B,1.575B,-0.16M,324.84M,-0.154M,0.00,,14.51M,-10.93M,-2.323M,-9.66M,-2.639M,538.81M,-973.48M,368.31M,-288.28M,59.55M,665.77M,-297.47M,-975.26M,200.00M,371.00M,479.00M,350.00M,-461.98M,199.99M,261.99M,1.061B,393.00M,191.91M,-0.011M,-725.01M,-210.01M,559.99M,34.99M,-332.04M,42.29M,-2.288M,-122.00M,243.50M,-505.00M,505.00M,-2.572M,452.43M,-474.20M,-175.92M,197.69M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Change in Short Term Debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00M,-30.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
